PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_shared_D1up_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_shared_D1up_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
25	Hmel206009	3781767	3782163	+	0	NA	Intergenic	Intergenic	2610	ID=HMEL014669g1.t1-E5;Parent=HMEL014669g1.t1								
738	Hmel220005	3596367	3596861	+	0	NA	Intergenic	Intergenic	2631	ID=HMEL020887g1.t1-E1;Parent=HMEL020887g1.t1								
870	Hmel205020	122518	123049	+	0	NA	Intergenic	Intergenic	-1297	ID=HMEL020778g1.t1-E1;Parent=HMEL020778g1.t1								
804	Hmel203030	197210	197584	+	0	NA	Intergenic	Intergenic	13688	ID=HMEL036017g1.t1-E3;Parent=HMEL036017g1.t1								
83	Hmel207008	411305	411965	+	0	NA	Intergenic	Intergenic	7633	ID=HMEL037528g1.t1-E2;Parent=HMEL037528g1.t1								
484	Hmel216011	1722779	1723700	+	0	NA	Intergenic	Intergenic	12881	ID=HMEL010250g1.t1-E5;Parent=HMEL010250g1.t1								
305	Hmel212001	4646182	4646471	+	0	NA	promoter-TSS (ID=HMEL005534g1.t1-E2;Parent=HMEL005534g1.t1)	-promoter-TSS (ID=HMEL005534g1.t1-E2;Parent=HMEL005534g1.t1)	-723	ID=HMEL005534g1.t1-E2;Parent=HMEL005534g1.t1								
623	Hmel218018	7704716	7705549	+	0	NA	TTS (ID=HMEL016588g3.t1-E4;Parent=HMEL016588g3.t1)	-TTS (ID=HMEL016588g3.t1-E4;Parent=HMEL016588g3.t1)	871	ID=HMEL016588g3.t1-E4;Parent=HMEL016588g3.t1								
544	Hmel217018	441580	442925	+	0	NA	Intergenic	Intergenic	8090	ID=HMEL033963g1.t1-E3;Parent=HMEL033963g1.t1								
217	Hmel210011	4474293	4474987	+	0	NA	Intergenic	Intergenic	-5028	ID=HMEL030920g1.t1-E1;Parent=HMEL030920g1.t1								
328	Hmel201019	676738	677288	+	0	NA	Intergenic	Intergenic	-6771	ID=HMEL004713g1.t1-E1;Parent=HMEL004713g1.t1								
755	Hmel220014	1047744	1048614	+	0	NA	Intergenic	Intergenic	-4050	ID=HMEL035332g1.t1-E2;Parent=HMEL035332g1.t1								
239	Hmel211004	2684607	2685232	+	0	NA	promoter-TSS (ID=HMEL031098g1.t1-E1;Parent=HMEL031098g1.t1)	-promoter-TSS (ID=HMEL031098g1.t1-E1;Parent=HMEL031098g1.t1)	-285	ID=HMEL031098g1.t1-E1;Parent=HMEL031098g1.t1								
777	Hmel221012	1940426	1941462	+	0	NA	promoter-TSS (ID=HMEL035595g1.t1-E1;Parent=HMEL035595g1.t1)	-promoter-TSS (ID=HMEL035595g1.t1-E1;Parent=HMEL035595g1.t1)	-76	ID=HMEL035595g1.t1-E1;Parent=HMEL035595g1.t1								
122	Hmel208026	111241	111436	+	0	NA	Intergenic	Intergenic	8944	ID=HMEL037998g1.t1-E12;Parent=HMEL037998g1.t1								
143	Hmel209007	162784	162989	+	0	NA	Intergenic	Intergenic	3484	ID=HMEL007495g1.t1-E2;Parent=HMEL007495g1.t1								
878	Hmel205022	179213	181184	+	0	NA	Intergenic	Intergenic	-8434	ID=HMEL036814g1.t1-E1;Parent=HMEL036814g1.t1								
628	Hmel218018	7823656	7823937	+	0	NA	Intergenic	Intergenic	-30253	ID=HMEL016588g4.t1-E1;Parent=HMEL016588g4.t1								
158	Hmel210004	1821948	1822438	+	0	NA	Intergenic	Intergenic	-26473	ID=HMEL018100g1.t1-E1;Parent=HMEL018100g1.t1								
269	Hmel211013	6398	7063	+	0	NA	promoter-TSS (ID=HMEL006399g1.t1-E1;Parent=HMEL006399g1.t1)	-promoter-TSS (ID=HMEL006399g1.t1-E1;Parent=HMEL006399g1.t1)	-724	ID=HMEL006399g1.t1-E1;Parent=HMEL006399g1.t1								
281	Hmel212001	1859388	1859589	+	0	NA	Intergenic	Intergenic	-8115	ID=HMEL031357g1.t1-E1;Parent=HMEL031357g1.t1								
464	Hmel215047	502010	502507	+	0	NA	Intergenic	Intergenic	33327	ID=HMEL032869g1.t1-E2;Parent=HMEL032869g1.t1								
363	Hmel213013	294468	294978	+	0	NA	TTS (ID=HMEL015364g1.t1-E6;Parent=HMEL015364g1.t1)	-TTS (ID=HMEL015364g1.t1-E6;Parent=HMEL015364g1.t1)	340	ID=HMEL015364g1.t1-E6;Parent=HMEL015364g1.t1								
46	Hmel207002	906015	906315	+	0	NA	Intergenic	Intergenic	1675	ID=HMEL037376g1.t1-E1;Parent=HMEL037376g1.t1								
733	Hmel220005	3182579	3182873	+	0	NA	Intergenic	Intergenic	1741	ID=HMEL035174g1.t1-E2;Parent=HMEL035174g1.t1								
6	Hmel206006	1871672	1871953	+	0	NA	promoter-TSS (ID=HmGr43_1-E3;Parent=HmGr43_1)	-promoter-TSS (ID=HmGr43_1-E3;Parent=HmGr43_1)	43	ID=HmGr43_1-E3;Parent=HmGr43_1								
562	Hmel218005	418834	419242	+	0	NA	Intergenic	Intergenic	7852	ID=HMEL014928g1.t2-E14;Parent=HMEL014928g1.t2								
630	Hmel218018	8327583	8327900	+	0	NA	Intergenic	Intergenic	23520	ID=HMEL009224g1.t1-E2;Parent=HMEL009224g1.t1								
36	Hmel201009	1367428	1367743	+	0	NA	Intergenic	Intergenic	4541	ID=HMEL030147g1.t1-E2;Parent=HMEL030147g1.t1								
518	Hmel217004	1187062	1188139	+	0	NA	Intergenic	Intergenic	5026	ID=HMEL006591g1.t1-E1;Parent=HMEL006591g1.t1								
183	Hmel210005	996412	996763	+	0	NA	Intergenic	Intergenic	-14556	ID=HMEL030775g1.t1-E1;Parent=HMEL030775g1.t1								
497	Hmel216015	765934	766547	+	0	NA	Intergenic	Intergenic	-8677	ID=HMEL006754g1.t1-E1;Parent=HMEL006754g1.t1								
748	Hmel220005	5664198	5664450	+	0	NA	Intergenic	Intergenic	57336	ID=HMEL012769g1.t1-E1;Parent=HMEL012769g1.t1								
472	Hmel216009	127241	127901	+	0	NA	promoter-TSS (ID=HMEL010212g1.t1-E2;Parent=HMEL010212g1.t1)	-promoter-TSS (ID=HMEL010212g1.t1-E2;Parent=HMEL010212g1.t1)	-752	ID=HMEL010212g1.t1-E2;Parent=HMEL010212g1.t1								
362	Hmel213013	198018	198238	+	0	NA	Intergenic	Intergenic	-1043	ID=HMEL015354g1.t1-E2;Parent=HMEL015354g1.t1								
439	Hmel215006	1189156	1189491	+	0	NA	Intergenic	Intergenic	16143	ID=HMEL000025-RI-E9;Parent=HMEL000025-RI								
317	Hmel212006	342889	343432	+	0	NA	Intergenic	Intergenic	-3175	ID=HMEL031533g1.t1-E1;Parent=HMEL031533g1.t1								
608	Hmel218018	4806887	4807086	+	0	NA	TTS (ID=HMEL005252g2.t1-E1;Parent=HMEL005252g2.t1)	-TTS (ID=HMEL005252g2.t1-E1;Parent=HMEL005252g2.t1)	497	ID=HMEL005252g2.t1-E2;Parent=HMEL005252g2.t1								
711	Hmel220003	2245750	2246820	+	0	NA	Intergenic	Intergenic	-10194	ID=HMEL012565g1.t1-E1;Parent=HMEL012565g1.t1								
132	Hmel208051	649541	649947	+	0	NA	Intergenic	Intergenic	7984	ID=HMEL008168g1.t1-E3;Parent=HMEL008168g1.t1								
169	Hmel210004	6282162	6282441	+	0	NA	Intergenic	Intergenic	-17167	ID=HMEL030720g1.t1-E1;Parent=HMEL030720g1.t1								
411	Hmel213069	1242454	1242693	+	0	NA	promoter-TSS (ID=HMEL032236g1.t1-E3;Parent=HMEL032236g1.t1)	-promoter-TSS (ID=HMEL032236g1.t1-E3;Parent=HMEL032236g1.t1)	-613	ID=HMEL032236g1.t1-E3;Parent=HMEL032236g1.t1								
705	Hmel220003	1226337	1227524	+	0	NA	Intergenic	Intergenic	-55138	ID=HMEL017016g1.t1-E1;Parent=HMEL017016g1.t1								
478	Hmel216011	627931	628390	+	0	NA	Intergenic	Intergenic	6185	ID=HMEL033544g1.t1-E2;Parent=HMEL033544g1.t1								
384	Hmel213049	736201	737902	+	0	NA	Intergenic	Intergenic	-5340	ID=HMEL004352g1.t1-E1;Parent=HMEL004352g1.t1								
398	Hmel213065	734170	734416	+	0	NA	promoter-TSS (ID=HMEL014720g1.t1-E4;Parent=HMEL014720g1.t1)	-promoter-TSS (ID=HMEL014720g1.t1-E4;Parent=HMEL014720g1.t1)	16	ID=HMEL014720g1.t2-E4;Parent=HMEL014720g1.t2								
836	Hmel204001	1218865	1219117	+	0	NA	Intergenic	Intergenic	14062	ID=HMEL036325g1.t1-E1;Parent=HMEL036325g1.t1								
546	Hmel217018	2281877	2282278	+	0	NA	Intergenic	Intergenic	1784	ID=HMEL034023g1.t1-E1;Parent=HMEL034023g1.t1								
537	Hmel217004	4393839	4394988	+	0	NA	Intergenic	Intergenic	17492	ID=HMEL010081g1.t1-E6;Parent=HMEL010081g1.t1								
407	Hmel213069	21472	21831	+	0	NA	Intergenic	Intergenic	-3861	ID=HMEL002395g1.t1-E1;Parent=HMEL002395g1.t1								
18	Hmel206009	2338814	2339221	+	0	NA	Intergenic	Intergenic	18386	ID=HMEL005364g1.t1-E6;Parent=HMEL005364g1.t1								
376	Hmel213049	289173	289632	+	0	NA	Intergenic	Intergenic	-6251	ID=HMEL032065g1.t1-E1;Parent=HMEL032065g1.t1								
785	Hmel221012	2831508	2833204	+	0	NA	Intergenic	Intergenic	22585	ID=HMEL004821g1.t1-E1;Parent=HMEL004821g1.t1								
522	Hmel217004	1474412	1474718	+	0	NA	Intergenic	Intergenic	-19014	ID=HMEL033798g1.t1-E1;Parent=HMEL033798g1.t1								
125	Hmel208046	25284	25617	+	0	NA	Intergenic	Intergenic	-10689	ID=HMEL038090g1.t1-E1;Parent=HMEL038090g1.t1								
599	Hmel218018	2567517	2568478	+	0	NA	Intergenic	Intergenic	-27634	ID=HMEL034392g1.t1-E1;Parent=HMEL034392g1.t1								
44	Hmel201009	1794127	1795199	+	0	NA	Intergenic	Intergenic	-1255	ID=HMEL015815g1.t5-E5;Parent=HMEL015815g1.t5								
609	Hmel218018	4909142	4909572	+	0	NA	promoter-TSS (ID=HMEL034439g1.t1-E9;Parent=HMEL034439g1.t1)	-promoter-TSS (ID=HMEL034439g1.t1-E9;Parent=HMEL034439g1.t1)	-595	ID=HMEL034439g1.t3-E9;Parent=HMEL034439g1.t3								
587	Hmel218018	724653	725018	+	0	NA	Intergenic	Intergenic	14102	ID=HMEL016237g1.t1-E5;Parent=HMEL016237g1.t1								
667	Hmel219003	6394974	6395243	+	0	NA	Intergenic	Intergenic	3533	ID=HMEL002697g1.t1-E5;Parent=HMEL002697g1.t1								
741	Hmel220005	4493766	4494531	+	0	NA	Intergenic	Intergenic	1772	ID=HMEL035212g1.t2-E9;Parent=HMEL035212g1.t2								
190	Hmel210009	434136	434433	+	0	NA	Intergenic	Intergenic	-18942	ID=HMEL005949g1.t1-E1;Parent=HMEL005949g1.t1								
95	Hmel207014	345954	346150	+	0	NA	promoter-TSS (ID=HMEL037622g1.t1-E6;Parent=HMEL037622g1.t1)	-promoter-TSS (ID=HMEL037622g1.t1-E6;Parent=HMEL037622g1.t1)	760	ID=HMEL037622g1.t1-E5;Parent=HMEL037622g1.t1								
298	Hmel212001	3284488	3285259	+	0	NA	Intergenic	Intergenic	-2099	ID=HMEL004105g2.t1-E1;Parent=HMEL004105g2.t1								
714	Hmel220005	399254	400218	+	0	NA	Intergenic	Intergenic	-3414	ID=HMEL003827g1.t1-E1;Parent=HMEL003827g1.t1								
822	Hmel201002	275931	276793	+	0	NA	Intergenic	Intergenic	15079	ID=HMEL030014g1.t1-E4;Parent=HMEL030014g1.t1								
601	Hmel218018	2665740	2666614	+	0	NA	promoter-TSS (ID=HMEL034394g1.t1-E1;Parent=HMEL034394g1.t1)	-promoter-TSS (ID=HMEL034394g1.t1-E1;Parent=HMEL034394g1.t1)	0	ID=HMEL034394g1.t1-E1;Parent=HMEL034394g1.t1								
313	Hmel212004	1344891	1345328	+	0	NA	Intergenic	Intergenic	3074	ID=HMEL012615g1.t1-E1;Parent=HMEL012615g1.t1								
243	Hmel201011	2135398	2135804	+	0	NA	TTS (ID=HMEL033069g1.t1-E6;Parent=HMEL033069g1.t1)	-TTS (ID=HMEL033069g1.t1-E6;Parent=HMEL033069g1.t1)	123	ID=HMEL033069g1.t1-E6;Parent=HMEL033069g1.t1								
231	Hmel201011	1772079	1772361	+	0	NA	promoter-TSS (ID=HMEL011407g1.t1-E3;Parent=HMEL011407g1.t1)	-promoter-TSS (ID=HMEL011407g1.t1-E3;Parent=HMEL011407g1.t1)	39	ID=HMEL011407g1.t1-E3;Parent=HMEL011407g1.t1								
779	Hmel221012	2577276	2578024	+	0	NA	Intergenic	Intergenic	-16101	ID=HMEL008794g1.t1-E1;Parent=HMEL008794g1.t1								
551	Hmel218003	1288560	1289071	+	0	NA	Intergenic	Intergenic	-13747	ID=HMEL034219g1.t1-E1;Parent=HMEL034219g1.t1								
529	Hmel217004	3026487	3027113	+	0	NA	promoter-TSS (ID=HMEL033828g1.t1-E6;Parent=HMEL033828g1.t1)	-promoter-TSS (ID=HMEL033828g1.t1-E6;Parent=HMEL033828g1.t1)	-192	ID=HMEL033828g1.t1-E6;Parent=HMEL033828g1.t1								
148	Hmel201009	5168323	5168605	+	0	NA	Intergenic	Intergenic	-8349	ID=HMEL030268g1.t1-E1;Parent=HMEL030268g1.t1								
753	Hmel220012	190162	190459	+	0	NA	promoter-TSS (ID=HMEL006459g1.t1-E2;Parent=HMEL006459g1.t1)	-promoter-TSS (ID=HMEL006459g1.t1-E2;Parent=HMEL006459g1.t1)	83	ID=HMEL006459g1.t1-E2;Parent=HMEL006459g1.t1								
343	Hmel212013	2779226	2779735	+	0	NA	Intergenic	Intergenic	2695	ID=HMEL031699g1.t1-E2;Parent=HMEL031699g1.t1								
504	Hmel217001	1135408	1135597	+	0	NA	promoter-TSS (ID=HMEL017709g1.t1-E9;Parent=HMEL017709g1.t1)	-promoter-TSS (ID=HMEL017709g1.t1-E9;Parent=HMEL017709g1.t1)	-545	ID=HMEL017709g1.t1-E9;Parent=HMEL017709g1.t1								
697	Hmel219018	1077814	1078335	+	0	NA	Intergenic	Intergenic	-2682	ID=HMEL034907g1.t1-E1;Parent=HMEL034907g1.t1								
726	Hmel220005	1895271	1897091	+	0	NA	Intergenic	Intergenic	-1262	ID=HMEL035112g1.t1-E15;Parent=HMEL035112g1.t1								
397	Hmel213065	706614	707410	+	0	NA	Intergenic	Intergenic	17178	ID=HMEL014720g1.t1-E15;Parent=HMEL014720g1.t1								
857	Hmel201007	1285258	1286572	+	0	NA	Intergenic	Intergenic	-12049	ID=HMEL004272g1.t1-E3;Parent=HMEL004272g1.t1								
707	Hmel220003	1592345	1592825	+	0	NA	Intergenic	Intergenic	-1100	ID=HMEL035000g1.t1-E2;Parent=HMEL035000g1.t1								
106	Hmel207021	2310874	2311313	+	0	NA	Intergenic	Intergenic	-2264	ID=HMEL037718g1.t1-E4;Parent=HMEL037718g1.t1								
157	Hmel210004	1789814	1790106	+	0	NA	Intergenic	Intergenic	11890	ID=HMEL002906-RA-E4;Parent=HMEL002906-RA								
65	Hmel207002	5835948	5836350	+	0	NA	Intergenic	Intergenic	8483	ID=HMEL037488g1.t1-E2;Parent=HMEL037488g1.t1								
203	Hmel210011	3189791	3191126	+	0	NA	TTS (ID=HMEL030890g1.t1-E1;Parent=HMEL030890g1.t1)	-TTS (ID=HMEL030890g1.t1-E1;Parent=HMEL030890g1.t1)	398	ID=HMEL030890g1.t1-E1;Parent=HMEL030890g1.t1								
261	Hmel211012	227609	228294	+	0	NA	promoter-TSS (ID=HMEL010349g1.t1-E4;Parent=HMEL010349g1.t1)	-promoter-TSS (ID=HMEL010349g1.t1-E4;Parent=HMEL010349g1.t1)	-141	ID=HMEL010349g1.t1-E4;Parent=HMEL010349g1.t1								
81	Hmel207008	383347	383812	+	0	NA	Intergenic	Intergenic	-10340	ID=HMEL017665g1.t1-E1;Parent=HMEL017665g1.t1								
321	Hmel212009	141617	141842	+	0	NA	Intergenic	Intergenic	35719	ID=HMEL002552g1.t1-E3;Parent=HMEL002552g1.t1								
459	Hmel215035	79757	82025	+	0	NA	promoter-TSS (ID=HMEL032810g1.t1-E3;Parent=HMEL032810g1.t1)	-promoter-TSS (ID=HMEL032810g1.t1-E3;Parent=HMEL032810g1.t1)	-238	ID=HMEL032810g1.t1-E3;Parent=HMEL032810g1.t1								
792	Hmel221015	660795	661119	+	0	NA	Intergenic	Intergenic	-1053	ID=HMEL035658g1.t1-E1;Parent=HMEL035658g1.t1								
624	Hmel218018	7733150	7734666	+	0	NA	Intergenic	Intergenic	12925	ID=HMEL016588g4.t1-E4;Parent=HMEL016588g4.t1								
86	Hmel207008	938889	939153	+	0	NA	Intergenic	Intergenic	-3251	ID=HMEL003095g1.t1-E1;Parent=HMEL003095g1.t1								
284	Hmel212001	1912717	1912962	+	0	NA	Intergenic	Intergenic	1435	ID=HMEL031359g1.t1-E4;Parent=HMEL031359g1.t1								
823	Hmel203069	345039	345792	+	0	NA	exon (ID=HMEL008374g1.t1-E13;Parent=HMEL008374g1.t1, exon 1 of 1)	-exon (ID=HMEL008374g1.t1-E13;Parent=HMEL008374g1.t1, exon 1 of 1)	380	ID=HMEL008374g1.t1-E13;Parent=HMEL008374g1.t1								
247	Hmel211009	111839	112320	+	0	NA	Intergenic	Intergenic	3044	ID=HMEL013079g1.t1-E13;Parent=HMEL013079g1.t1								
656	Hmel219003	4692686	4693337	+	0	NA	Intergenic	Intergenic	-13546	ID=HMEL013138g1.t1-E1;Parent=HMEL013138g1.t1								
371	Hmel213028	211191	211606	+	0	NA	Intergenic	Intergenic	10775	ID=HMEL031983g1.t1-E21;Parent=HMEL031983g1.t1								
204	Hmel210011	3267512	3268962	+	0	NA	Intergenic	Intergenic	-7830	ID=HMEL030894g1.t1-E1;Parent=HMEL030894g1.t1								
165	Hmel201009	5942388	5942838	+	0	NA	Intergenic	Intergenic	5137	ID=HMEL030298g1.t1-E2;Parent=HMEL030298g1.t1								
289	Hmel212001	2782208	2782432	+	0	NA	Intergenic	Intergenic	-2288	ID=HMEL016849g1.t1-E1;Parent=HMEL016849g1.t1								
729	Hmel220005	2595902	2596249	+	0	NA	promoter-TSS (ID=HMEL035144g1.t1-E1;Parent=HMEL035144g1.t1)	-promoter-TSS (ID=HMEL035144g1.t1-E1;Parent=HMEL035144g1.t1)	-854	ID=HMEL035144g1.t1-E1;Parent=HMEL035144g1.t1								
771	Hmel221012	482783	483824	+	0	NA	Intergenic	Intergenic	-2646	ID=HMEL035557g1.t1-E1;Parent=HMEL035557g1.t1								
2	Hmel206006	687319	687956	+	0	NA	Intergenic	Intergenic	5253	ID=HMEL012157g1.t1-E2;Parent=HMEL012157g1.t1								
435	Hmel214029	289840	290167	+	0	NA	Intergenic	Intergenic	11214	ID=HMEL021814g1.t1-E3;Parent=HMEL021814g1.t1								
814	Hmel203067	332165	332571	+	0	NA	Intergenic	Intergenic	-23546	ID=HMEL036137g1.t1-E1;Parent=HMEL036137g1.t1								
808	Hmel203048	129329	129489	+	0	NA	Intergenic	Intergenic	1619	ID=HMEL036085g1.t3-E1;Parent=HMEL036085g1.t3								
401	Hmel213067	416445	417793	+	0	NA	promoter-TSS (ID=HMEL020265g1.t1-E1;Parent=HMEL020265g1.t1)	-promoter-TSS (ID=HMEL020265g1.t1-E1;Parent=HMEL020265g1.t1)	-441	ID=HMEL020265g1.t1-E1;Parent=HMEL020265g1.t1								
845	Hmel204013	1126284	1127562	+	0	NA	Intergenic	Intergenic	2446	ID=HMEL007909g1.t1-E1;Parent=HMEL007909g1.t1								
186	Hmel210009	170516	170921	+	0	NA	Intergenic	Intergenic	-4953	ID=HMEL030795g1.t1-E1;Parent=HMEL030795g1.t1								
147	Hmel201009	5153569	5154639	+	0	NA	Intergenic	Intergenic	5372	ID=HMEL030268g1.t1-E2;Parent=HMEL030268g1.t1								
339	Hmel212013	971941	972364	+	0	NA	Intergenic	Intergenic	2518	ID=HMEL031657g1.t1-E1;Parent=HMEL031657g1.t1								
760	Hmel221001	402300	403115	+	0	NA	Intergenic	Intergenic	-4826	ID=HMEL011041g1.t1-E2;Parent=HMEL011041g1.t1								
228	Hmel201011	1735810	1736583	+	0	NA	Intergenic	Intergenic	-4835	ID=HMEL011402g7.t1-E1;Parent=HMEL011402g7.t1								
863	Hmel205012	949378	950051	+	0	NA	Intergenic	Intergenic	18899	ID=HMEL036672g1.t2-E13;Parent=HMEL036672g1.t2								
749	Hmel220009	411746	412413	+	0	NA	Intergenic	Intergenic	12357	ID=HMEL020100g1.t1-E1;Parent=HMEL020100g1.t1								
531	Hmel217004	3305354	3305739	+	0	NA	Intergenic	Intergenic	-1661	ID=HMEL033832g1.t1-E1;Parent=HMEL033832g1.t1								
268	Hmel211012	1447290	1448165	+	0	NA	Intergenic	Intergenic	-21613	ID=HMEL004913g1.t1-E1;Parent=HMEL004913g1.t1								
829	Hmel203069	2597164	2598096	+	0	NA	Intergenic	Intergenic	-3662	ID=HMEL003478g1.t1-E1;Parent=HMEL003478g1.t1								
345	Hmel212013	3048193	3048763	+	0	NA	promoter-TSS (ID=HMEL031703g1.t1-E4;Parent=HMEL031703g1.t1)	-promoter-TSS (ID=HMEL031703g1.t1-E4;Parent=HMEL031703g1.t1)	-92	ID=HMEL031703g1.t1-E4;Parent=HMEL031703g1.t1								
596	Hmel218018	1351745	1352019	+	0	NA	Intergenic	Intergenic	-2290	ID=HMEL016221g2.t1-E2;Parent=HMEL016221g2.t1								
172	Hmel210004	6724081	6725242	+	0	NA	Intergenic	Intergenic	-20237	ID=HMEL009657g1.t1-E1;Parent=HMEL009657g1.t1								
319	Hmel212006	427227	427500	+	0	NA	Intergenic	Intergenic	14063	ID=HMEL031536g1.t1-E2;Parent=HMEL031536g1.t1								
735	Hmel220005	3256363	3257200	+	0	NA	Intergenic	Intergenic	2569	ID=HMEL035178g1.t1-E1;Parent=HMEL035178g1.t1								
223	Hmel211002	1396674	1397000	+	0	NA	promoter-TSS (ID=HMEL003689g1.t1-E1;Parent=HMEL003689g1.t1)	-promoter-TSS (ID=HMEL003689g1.t1-E1;Parent=HMEL003689g1.t1)	-282	ID=HMEL003689g1.t1-E1;Parent=HMEL003689g1.t1								
404	Hmel213067	644294	645049	+	0	NA	Intergenic	Intergenic	75911	ID=HMEL032193g1.t1-E1;Parent=HMEL032193g1.t1								
721	Hmel220005	1675217	1675427	+	0	NA	Intergenic	Intergenic	-2888	ID=HMEL035096g1.t1-E1;Parent=HMEL035096g1.t1								
613	Hmel218018	6098752	6099105	+	0	NA	Intergenic	Intergenic	13974	ID=HMEL007354g1.t1-E149;Parent=HMEL007354g1.t1								
516	Hmel217004	1137517	1138829	+	0	NA	Intergenic	Intergenic	-18593	ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1								
669	Hmel219003	6983718	6984400	+	0	NA	Intergenic	Intergenic	16656	ID=HMEL005995g1.t1-E1;Parent=HMEL005995g1.t1								
282	Hmel212001	1901906	1902139	+	0	NA	Intergenic	Intergenic	-6006	ID=HMEL031359g1.t1-E1;Parent=HMEL031359g1.t1								
420	Hmel214008	409975	410497	+	0	NA	Intergenic	Intergenic	-1406	ID=HMEL008012g1.t1-E1;Parent=HMEL008012g1.t1								
121	Hmel208026	82592	82953	+	0	NA	promoter-TSS (ID=HMEL002366g1.t1-E2;Parent=HMEL002366g1.t1)	-promoter-TSS (ID=HMEL002366g1.t1-E2;Parent=HMEL002366g1.t1)	-710	ID=HMEL002366g1.t1-E2;Parent=HMEL002366g1.t1								
702	Hmel220003	425444	425693	+	0	NA	Intergenic	Intergenic	-52988	ID=HMEL034981g1.t1-E1;Parent=HMEL034981g1.t1								
639	Hmel219003	1271932	1272296	+	0	NA	Intergenic	Intergenic	-3916	ID=HMEL016965g1.t1-E1;Parent=HMEL016965g1.t1								
344	Hmel212013	2837053	2837192	+	0	NA	Intergenic	Intergenic	-1794	ID=HMEL012642g2.t1-E1;Parent=HMEL012642g2.t1								
487	Hmel216011	2283842	2284241	+	0	NA	TTS (ID=HMEL002786g1.t1-E5;Parent=HMEL002786g1.t1)	-TTS (ID=HMEL002786g1.t1-E5;Parent=HMEL002786g1.t1)	1046	ID=HMEL002786g1.t1-E5;Parent=HMEL002786g1.t1								
494	Hmel216013	581214	582058	+	0	NA	promoter-TSS (ID=HMEL011706g1.t1-E2;Parent=HMEL011706g1.t1)	-promoter-TSS (ID=HMEL011706g1.t1-E2;Parent=HMEL011706g1.t1)	-606	ID=HMEL011706g1.t1-E2;Parent=HMEL011706g1.t1								
238	Hmel211004	2500676	2501431	+	0	NA	Intergenic	Intergenic	-1596	ID=HMEL011733g1.t1-E3;Parent=HMEL011733g1.t1								
873	Hmel205020	243630	244323	+	0	NA	Intergenic	Intergenic	5914	ID=HMEL020436g1.t1-E4;Parent=HMEL020436g1.t1								
636	Hmel218018	9196937	9197608	+	0	NA	Intergenic	Intergenic	-12438	ID=HMEL003749g1.t1-E1;Parent=HMEL003749g1.t1								
577	Hmel218011	349468	349842	+	0	NA	Intergenic	Intergenic	15861	ID=HMEL034336g1.t1-E1;Parent=HMEL034336g1.t1								
253	Hmel211009	768259	768573	+	0	NA	Intergenic	Intergenic	-2036	ID=HMEL009784g1.t1-E1;Parent=HMEL009784g1.t1								
561	Hmel218005	220245	221564	+	0	NA	TTS (ID=HMEL034250g1.t1-E2;Parent=HMEL034250g1.t1)	-TTS (ID=HMEL034250g1.t1-E2;Parent=HMEL034250g1.t1)	231	ID=HMEL034250g1.t1-E2;Parent=HMEL034250g1.t1								
448	Hmel215006	1798383	1798590	+	0	NA	Intergenic	Intergenic	3985	ID=HMEL000061g1.t1-E5;Parent=HMEL000061g1.t1								
209	Hmel210011	3650021	3650323	+	0	NA	Intergenic	Intergenic	-17527	ID=HMEL030901g1.t1-E1;Parent=HMEL030901g1.t1								
216	Hmel210011	4220571	4221419	+	0	NA	Intergenic	Intergenic	3574	ID=HMEL009088g1.t1-E2;Parent=HMEL009088g1.t1								
357	Hmel213004	1915194	1915651	+	0	NA	Intergenic	Intergenic	5311	ID=HMEL005379g1.t1-E1;Parent=HMEL005379g1.t1								
117	Hmel208019	664548	664792	+	0	NA	Intergenic	Intergenic	7405	ID=HMEL037922g1.t1-E7;Parent=HMEL037922g1.t1								
852	Hmel205005	442953	443542	+	0	NA	promoter-TSS (ID=HMEL036619g1.t1-E8;Parent=HMEL036619g1.t1)	-promoter-TSS (ID=HMEL036619g1.t1-E8;Parent=HMEL036619g1.t1)	-651	ID=HMEL036619g1.t1-E8;Parent=HMEL036619g1.t1								
643	Hmel219003	3116610	3116847	+	0	NA	Intergenic	Intergenic	-8234	ID=HMEL006176g1.t1-E2;Parent=HMEL006176g1.t1								
63	Hmel207002	5803701	5804001	+	0	NA	Intergenic	Intergenic	14009	ID=HMEL037487g1.t1-E2;Parent=HMEL037487g1.t1								
455	Hmel215030	20019	20244	+	0	NA	TTS (ID=HMEL007010g1.t1-E3;Parent=HMEL007010g1.t1)	-TTS (ID=HMEL007010g1.t1-E3;Parent=HMEL007010g1.t1)	172	ID=HMEL007010g1.t1-E4;Parent=HMEL007010g1.t1								
600	Hmel218018	2633831	2634324	+	0	NA	Intergenic	Intergenic	3015	ID=HMEL034393g1.t1-E2;Parent=HMEL034393g1.t1								
