PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_eratoUnique_5thup.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_eratoUnique_5thup_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
506	Herato0701	862691	863038	+	0	NA	Intergenic	Intergenic	5097	ID=evm.model.Herato0701.32-E2;Parent=evm.model.Herato0701.32								
5554	Herato1805	2421574	2422080	+	0	NA	Intergenic	Intergenic	-111751	ID=evm.model.Herato1805.85-E1;Parent=evm.model.Herato1805.85								
4184	Herato0204	955969	956227	+	0	NA	Intergenic	Intergenic	9965	ID=evm.model.Herato0204.29-E2;Parent=evm.model.Herato0204.29								
2937	Herato1202	573402	573769	+	0	NA	Intergenic	Intergenic	-2450	ID=evm.model.Herato1202.27-E1;Parent=evm.model.Herato1202.27								
661	Herato0701	6437002	6437333	+	0	NA	Intergenic	Intergenic	54463	ID=evm.model.Herato0701.284-E1;Parent=evm.model.Herato0701.284								
3157	Herato1605	1082945	1083323	+	0	NA	Intergenic	Intergenic	19811	ID=evm.model.Herato1605.35-E1;Parent=evm.model.Herato1605.35								
2845	Herato1108	12157467	12157782	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.515-E4;Parent=evm.model.Herato1108.515)	-promoter-TSS (ID=evm.model.Herato1108.515-E4;Parent=evm.model.Herato1108.515)	176	ID=evm.model.Herato1108.515-E3;Parent=evm.model.Herato1108.515								
2482	Herato1202	7686525	7686826	+	0	NA	Intergenic	Intergenic	-6791	ID=evm.model.Herato1202.306-E1;Parent=evm.model.Herato1202.306								
2719	Herato1507	3383080	3385059	+	0	NA	Intergenic	Intergenic	-26276	ID=evm.model.Herato1507.128-E2;Parent=evm.model.Herato1507.128								
1935	Herato1001	5448972	5449219	+	0	NA	Intergenic	Intergenic	-1078	ID=evm.model.Herato1001.176-E1;Parent=evm.model.Herato1001.176								
2690	Herato0215	822657	823052	+	0	NA	Intergenic	Intergenic	15857	ID=evm.model.Herato0215.27-E23;Parent=evm.model.Herato0215.27								
581	Herato1108	673048	673293	+	0	NA	Intergenic	Intergenic	-5920	ID=evm.model.Herato1108.9-E1;Parent=evm.model.Herato1108.9								
2727	Herato1507	3455726	3456071	+	0	NA	Intergenic	Intergenic	-14000	ID=evm.model.Herato1507.128-E3;Parent=evm.model.Herato1507.128								
4046	Herato1805	5704030	5704631	+	0	NA	Intergenic	Intergenic	-13064	ID=evm.model.Herato1805.157-E2;Parent=evm.model.Herato1805.157								
4676	Herato2001	12383439	12383771	+	0	NA	Intergenic	Intergenic	-2234	ID=evm.model.Herato2001.472-E3;Parent=evm.model.Herato2001.472								
4200	Herato1408	2662268	2663189	+	0	NA	Intergenic	Intergenic	-3627	ID=evm.model.Herato1408.73-E1;Parent=evm.model.Herato1408.73								
4567	Herato0501	622505	622856	+	0	NA	Intergenic	Intergenic	8308	ID=evm.model.Herato0501.23-E3;Parent=evm.model.Herato0501.23								
678	Herato0701	6850021	6850471	+	0	NA	Intergenic	Intergenic	-2182	ID=evm.model.Herato0701.307-E4;Parent=evm.model.Herato0701.307								
4328	Herato1910	4606733	4607555	+	0	NA	Intergenic	Intergenic	-15938	ID=evm.model.Herato1910.186-E1;Parent=evm.model.Herato1910.186								
3862	Herato1301	13293904	13294767	+	0	NA	Intergenic	Intergenic	-3273	ID=evm.model.Herato1301.506.1-E1;Parent=evm.model.Herato1301.506.1								
1517	Herato0901	2195807	2196390	+	0	NA	Intergenic	Intergenic	18389	ID=evm.model.Herato0901.75-E2;Parent=evm.model.Herato0901.75								
2808	Herato1108	11112825	11113432	+	0	NA	Intergenic	Intergenic	9070	ID=evm.model.Herato1108.480-E7;Parent=evm.model.Herato1108.480								
3025	Herato0209	827631	828040	+	0	NA	promoter-TSS (ID=evm.model.Herato0209.58-E2;Parent=evm.model.Herato0209.58)	-promoter-TSS (ID=evm.model.Herato0209.58-E2;Parent=evm.model.Herato0209.58)	-357	ID=evm.model.Herato0209.58-E2;Parent=evm.model.Herato0209.58								
1975	Herato1003	906693	907110	+	0	NA	Intergenic	Intergenic	-1424	ID=evm.model.Herato1003.22-E2;Parent=evm.model.Herato1003.22								
2910	Herato1108	14335577	14335994	+	0	NA	Intergenic	Intergenic	-3097	ID=evm.model.Herato1108.617-E7;Parent=evm.model.Herato1108.617								
1973	Herato1801	4123753	4124129	+	0	NA	promoter-TSS (ID=evm.model.Herato1801.141-E3;Parent=evm.model.Herato1801.141)	-promoter-TSS (ID=evm.model.Herato1801.141-E3;Parent=evm.model.Herato1801.141)	-378	ID=evm.model.Herato1801.141-E3;Parent=evm.model.Herato1801.141								
1991	Herato1301	13986899	13987253	+	0	NA	Intergenic	Intergenic	122085	ID=evm.model.Herato1301.535-E11;Parent=evm.model.Herato1301.535								
927	Herato1108	12560166	12561301	+	0	NA	Intergenic	Intergenic	16744	ID=evm.model.Herato1108.526-E2;Parent=evm.model.Herato1108.526								
5475	Herato2101	12997168	12997674	+	0	NA	Intergenic	Intergenic	8781	ID=evm.model.Herato2101.417-E5;Parent=evm.model.Herato2101.417								
5855	Herato0503	7823925	7824677	+	0	NA	Intergenic	Intergenic	-13970	ID=evm.model.Herato0503.296-E1;Parent=evm.model.Herato0503.296								
3180	Herato1605	1659931	1660474	+	0	NA	promoter-TSS (ID=evm.model.Herato1605.46-E1;Parent=evm.model.Herato1605.46)	-promoter-TSS (ID=evm.model.Herato1605.46-E1;Parent=evm.model.Herato1605.46)	-994	ID=evm.model.Herato1605.46-E1;Parent=evm.model.Herato1605.46								
2302	Herato1007	1325990	1326490	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.49-E8;Parent=evm.model.Herato1007.49)	-promoter-TSS (ID=evm.model.Herato1007.49-E8;Parent=evm.model.Herato1007.49)	-575	ID=evm.model.Herato1007.49.1-E5;Parent=evm.model.Herato1007.49.1								
4827	Herato2101	192130	192320	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.16-E4;Parent=evm.model.Herato2101.16)	-promoter-TSS (ID=evm.model.Herato2101.16-E4;Parent=evm.model.Herato2101.16)	-410	ID=evm.model.Herato2101.16-E4;Parent=evm.model.Herato2101.16								
3849	Herato1901	2935904	2936107	+	0	NA	TTS (ID=evm.model.Herato1901.94-E3;Parent=evm.model.Herato1901.94)	-TTS (ID=evm.model.Herato1901.94-E3;Parent=evm.model.Herato1901.94)	1137	ID=evm.model.Herato1901.94-E3;Parent=evm.model.Herato1901.94								
2745	Herato1108	9030416	9030648	+	0	NA	Intergenic	Intergenic	-1657	ID=evm.model.Herato1108.386-E3;Parent=evm.model.Herato1108.386								
652	Herato1108	3735639	3735950	+	0	NA	TTS (ID=evm.model.Herato1108.141-E11;Parent=evm.model.Herato1108.141)	-TTS (ID=evm.model.Herato1108.141-E11;Parent=evm.model.Herato1108.141)	1186	ID=evm.model.Herato1108.141-E11;Parent=evm.model.Herato1108.141								
2400	Herato1411	522927	524820	+	0	NA	Intergenic	Intergenic	1595	ID=evm.model.Herato1411.7-E1;Parent=evm.model.Herato1411.7								
2034	Herato0101	15913142	15913291	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.607-E3;Parent=evm.model.Herato0101.607)	-promoter-TSS (ID=evm.model.Herato0101.607-E3;Parent=evm.model.Herato0101.607)	-428	ID=evm.model.Herato0101.607-E3;Parent=evm.model.Herato0101.607								
4445	Herato1901	3218741	3219093	+	0	NA	Intergenic	Intergenic	3925	ID=evm.model.Herato1901.110-E1;Parent=evm.model.Herato1901.110								
4405	Herato1605	2123524	2124210	+	0	NA	Intergenic	Intergenic	-1238	ID=evm.model.Herato1605.65.1-E3;Parent=evm.model.Herato1605.65.1								
3851	Herato1901	2968876	2969164	+	0	NA	Intergenic	Intergenic	-5268	ID=evm.model.Herato1901.97-E1;Parent=evm.model.Herato1901.97								
2029	Herato1301	16849766	16850592	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.593-E1;Parent=evm.model.Herato1301.593)	-promoter-TSS (ID=evm.model.Herato1301.593-E1;Parent=evm.model.Herato1301.593)	-881	ID=evm.model.Herato1301.593-E1;Parent=evm.model.Herato1301.593								
3552	Herato1408	954572	955042	+	0	NA	Intergenic	Intergenic	214930	ID=evm.model.Herato1408.26-E3;Parent=evm.model.Herato1408.26								
5671	Herato0101	4493435	4494008	+	0	NA	Intergenic	Intergenic	-42939	ID=evm.model.Herato0101.137-E1;Parent=evm.model.Herato0101.137								
844	Herato0701	11979901	11980306	+	0	NA	Intergenic	Intergenic	1225	ID=evm.model.Herato0701.538-E11;Parent=evm.model.Herato0701.538								
4447	Herato0503	2480583	2481379	+	0	NA	promoter-TSS (ID=evm.model.Herato0503.97-E5;Parent=evm.model.Herato0503.97)	-promoter-TSS (ID=evm.model.Herato0503.97-E5;Parent=evm.model.Herato0503.97)	-621	ID=evm.model.Herato0503.97.2-E7;Parent=evm.model.Herato0503.97.2								
5767	Herato0503	2545132	2545953	+	0	NA	Intergenic	Intergenic	-19635	ID=evm.model.Herato0503.97.2-E1;Parent=evm.model.Herato0503.97.2								
4552	Herato1507	1495305	1496211	+	0	NA	TTS (ID=evm.model.Herato1507.45-E1;Parent=evm.model.Herato1507.45)	-TTS (ID=evm.model.Herato1507.45-E1;Parent=evm.model.Herato1507.45)	1182	ID=evm.model.Herato1507.45-E1;Parent=evm.model.Herato1507.45								
2723	Herato1507	3423315	3424023	+	0	NA	Intergenic	Intergenic	13324	ID=evm.model.Herato1507.128-E2;Parent=evm.model.Herato1507.128								
4218	Herato1408	3395381	3395597	+	0	NA	Intergenic	Intergenic	11861	ID=evm.model.Herato1408.117.2-E10;Parent=evm.model.Herato1408.117.2								
272	Herato1005	665215	667644	+	0	NA	Intergenic	Intergenic	2832	ID=evm.model.Herato1005.39-E2;Parent=evm.model.Herato1005.39								
4930	Herato0419	1917168	1917603	+	0	NA	Intergenic	Intergenic	98677	ID=evm.model.Herato0419.67-E1;Parent=evm.model.Herato0419.67								
775	Herato0701	9633277	9633661	+	0	NA	Intergenic	Intergenic	13402	ID=evm.model.Herato0701.398.1-E3;Parent=evm.model.Herato0701.398.1								
2518	Herato1901	2620807	2622011	+	0	NA	Intergenic	Intergenic	-11483	ID=evm.model.Herato1901.83.2-E1;Parent=evm.model.Herato1901.83.2								
5668	Herato0310	3432159	3432437	+	0	NA	Intergenic	Intergenic	-7877	ID=evm.model.Herato0310.75-E1;Parent=evm.model.Herato0310.75								
20	Herato1001	4642992	4643212	+	0	NA	Intergenic	Intergenic	38548	ID=evm.model.Herato1001.159-E5;Parent=evm.model.Herato1001.159								
2376	Herato1007	3131613	3132111	+	0	NA	Intergenic	Intergenic	-38624	ID=evm.model.Herato1007.109-E1;Parent=evm.model.Herato1007.109								
1983	Herato1301	13672754	13673465	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.526-E1;Parent=evm.model.Herato1301.526)	-promoter-TSS (ID=evm.model.Herato1301.526-E1;Parent=evm.model.Herato1301.526)	-756	ID=evm.model.Herato1301.526-E1;Parent=evm.model.Herato1301.526								
5263	Herato0310	3354183	3355026	+	0	NA	Intergenic	Intergenic	-8802	ID=evm.model.Herato0310.68.1-E3;Parent=evm.model.Herato0310.68.1								
3100	Herato0215	2107645	2108225	+	0	NA	Intergenic	Intergenic	-3390	ID=evm.model.Herato0215.75-E1;Parent=evm.model.Herato0215.75								
3787	Herato1801	2008841	2009721	+	0	NA	Intergenic	Intergenic	-9693	ID=evm.model.Herato1801.83.1-E1;Parent=evm.model.Herato1801.83.1								
4304	Herato1807	3373159	3373454	+	0	NA	Intergenic	Intergenic	-13583	ID=evm.model.Herato1807.65-E3;Parent=evm.model.Herato1807.65								
3562	Herato1301	1362893	1363368	+	0	NA	Intergenic	Intergenic	68578	ID=evm.model.Herato1301.36-E12;Parent=evm.model.Herato1301.36								
1627	Herato1301	21735310	21735833	+	0	NA	Intergenic	Intergenic	-3055	ID=evm.model.Herato1301.736-E3;Parent=evm.model.Herato1301.736								
4180	Herato1408	1756348	1757286	+	0	NA	promoter-TSS (ID=evm.model.Herato1408.55-E3;Parent=evm.model.Herato1408.55)	-promoter-TSS (ID=evm.model.Herato1408.55-E3;Parent=evm.model.Herato1408.55)	-764	ID=evm.model.Herato1408.55-E3;Parent=evm.model.Herato1408.55								
4139	Herato0310	7557479	7557774	+	0	NA	Intergenic	Intergenic	2963	ID=evm.model.Herato0310.194-E1;Parent=evm.model.Herato0310.194								
468	Herato0609	1110690	1111245	+	0	NA	Intergenic	Intergenic	1721	ID=evm.model.Herato0609.72-E3;Parent=evm.model.Herato0609.72								
3030	Herato0209	843845	844889	+	0	NA	Intergenic	Intergenic	-2278	ID=evm.model.Herato0209.59-E1;Parent=evm.model.Herato0209.59								
1019	Herato1202	411961	413063	+	0	NA	Intergenic	Intergenic	-7906	ID=evm.model.Herato1202.24-E13;Parent=evm.model.Herato1202.24								
700	Herato0701	7634810	7635380	+	0	NA	Intergenic	Intergenic	1377	ID=evm.model.Herato0701.346-E2;Parent=evm.model.Herato0701.346								
78	Herato0601	1178824	1180036	+	0	NA	Intergenic	Intergenic	27070	ID=evm.model.Herato0601.12-E4;Parent=evm.model.Herato0601.12								
3369	Herato1202	15459534	15459972	+	0	NA	Intergenic	Intergenic	-1933	ID=evm.model.Herato1202.596-E1;Parent=evm.model.Herato1202.596								
5571	Herato0101	4705807	4707284	+	0	NA	Intergenic	Intergenic	91865	ID=evm.model.Herato0101.137-E23;Parent=evm.model.Herato0101.137								
413	Herato0101	9682884	9683225	+	0	NA	Intergenic	Intergenic	18237	ID=evm.model.Herato0101.286-E2;Parent=evm.model.Herato0101.286								
294	Herato0606	4544749	4545238	+	0	NA	Intergenic	Intergenic	2386	ID=evm.model.Herato0606.141-E7;Parent=evm.model.Herato0606.141								
764	Herato1108	7068138	7068691	+	0	NA	Intergenic	Intergenic	6679	ID=evm.model.Herato1108.315-E5;Parent=evm.model.Herato1108.315								
5342	Herato2101	4876683	4877310	+	0	NA	Intergenic	Intergenic	-24114	ID=evm.model.Herato2101.159-E3;Parent=evm.model.Herato2101.159								
4953	Herato0411	1004163	1005059	+	0	NA	Intergenic	Intergenic	10801	ID=evm.model.Herato0411.16-E1;Parent=evm.model.Herato0411.16								
2075	Herato1301	19291153	19291444	+	0	NA	Intergenic	Intergenic	6508	ID=evm.model.Herato1301.671.1-E3;Parent=evm.model.Herato1301.671.1								
4582	Herato1507	3376283	3376591	+	0	NA	Intergenic	Intergenic	30788	ID=evm.model.Herato1507.128-E1;Parent=evm.model.Herato1507.128								
1981	Herato1301	13652704	13653046	+	0	NA	Intergenic	Intergenic	14452	ID=evm.model.Herato1301.525-E3;Parent=evm.model.Herato1301.525								
3638	Herato1301	3239575	3239914	+	0	NA	Intergenic	Intergenic	-5277	ID=evm.model.Herato1301.90-E5;Parent=evm.model.Herato1301.90								
2081	Herato1003	5727015	5727561	+	0	NA	Intergenic	Intergenic	-11288	ID=evm.model.Herato1003.189-E1;Parent=evm.model.Herato1003.189								
606	Herato0701	4528875	4529247	+	0	NA	Intergenic	Intergenic	14416	ID=evm.model.Herato0701.218-E6;Parent=evm.model.Herato0701.218								
4416	Herato1605	2398455	2398619	+	0	NA	promoter-TSS (ID=evm.model.Herato1605.82-E1;Parent=evm.model.Herato1605.82)	-promoter-TSS (ID=evm.model.Herato1605.82-E1;Parent=evm.model.Herato1605.82)	-787	ID=evm.model.Herato1605.82.1-E1;Parent=evm.model.Herato1605.82.1								
3559	Herato1701	10747287	10747564	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.379-E3;Parent=evm.model.Herato1701.379)	-promoter-TSS (ID=evm.model.Herato1701.379-E3;Parent=evm.model.Herato1701.379)	-866	ID=evm.model.Herato1701.379-E3;Parent=evm.model.Herato1701.379								
2522	Herato0411	3625692	3626178	+	0	NA	promoter-TSS (ID=evm.model.Herato0411.74-E1;Parent=evm.model.Herato0411.74)	-promoter-TSS (ID=evm.model.Herato0411.74-E1;Parent=evm.model.Herato0411.74)	35	ID=evm.model.Herato0411.74-E1;Parent=evm.model.Herato0411.74								
1855	Herato1301	6322468	6322941	+	0	NA	TTS (ID=evm.model.Herato1301.221-E1;Parent=evm.model.Herato1301.221)	-TTS (ID=evm.model.Herato1301.221-E1;Parent=evm.model.Herato1301.221)	1080	ID=evm.model.Herato1301.221-E1;Parent=evm.model.Herato1301.221								
432	Herato1007	2446085	2446356	+	0	NA	Intergenic	Intergenic	94381	ID=novel_model_133-E1;Parent=novel_model_133								
4235	Herato0101	2663994	2664291	+	0	NA	Intergenic	Intergenic	4593	ID=evm.model.Herato0101.71_evm.model.Herato0101.72.1-E2;Parent=evm.model.Herato0101.71_evm.model.Herato0101.72.1								
5349	Herato1805	8807819	8808072	+	0	NA	TTS (ID=evm.model.Herato1805.263-E4;Parent=evm.model.Herato1805.263)	-TTS (ID=evm.model.Herato1805.263-E4;Parent=evm.model.Herato1805.263)	134	ID=evm.model.Herato1805.263-E6;Parent=evm.model.Herato1805.263								
5713	Herato0310	6387514	6387688	+	0	NA	Intergenic	Intergenic	-24276	ID=evm.model.Herato0310.167-E1;Parent=evm.model.Herato0310.167								
5217	Herato1703	1806666	1807363	+	0	NA	TTS (ID=evm.model.Herato1703.30-E10;Parent=evm.model.Herato1703.30)	-TTS (ID=evm.model.Herato1703.30-E10;Parent=evm.model.Herato1703.30)	1400	ID=evm.model.Herato1703.30.3-E9;Parent=evm.model.Herato1703.30.3								
2415	Herato1007	3896355	3896872	+	0	NA	Intergenic	Intergenic	-25429	ID=evm.model.Herato1007.145-E1;Parent=evm.model.Herato1007.145								
708	Herato1108	5313874	5315290	+	0	NA	TTS (ID=evm.model.Herato1108.231-E6;Parent=evm.model.Herato1108.231)	-TTS (ID=evm.model.Herato1108.231-E6;Parent=evm.model.Herato1108.231)	303	ID=evm.model.Herato1108.231-E7;Parent=evm.model.Herato1108.231								
2583	Herato1108	4058451	4059195	+	0	NA	TTS (ID=evm.model.Herato1108.155-E3;Parent=evm.model.Herato1108.155)	-TTS (ID=evm.model.Herato1108.155-E3;Parent=evm.model.Herato1108.155)	269	ID=evm.model.Herato1108.155-E3;Parent=evm.model.Herato1108.155								
2589	Herato1505	1404784	1405173	+	0	NA	TTS (ID=evm.model.Herato1505.48-E15;Parent=evm.model.Herato1505.48)	-TTS (ID=evm.model.Herato1505.48-E15;Parent=evm.model.Herato1505.48)	898	ID=evm.model.Herato1505.48-E15;Parent=evm.model.Herato1505.48								
3286	Herato1701	866975	867716	+	0	NA	Intergenic	Intergenic	5159	ID=evm.model.Herato1701.34-E1;Parent=evm.model.Herato1701.34								
4764	Herato0215	1552474	1553088	+	0	NA	exon (ID=evm.model.Herato0215.53-E1;Parent=evm.model.Herato0215.53, exon 1 of 1)	-exon (ID=evm.model.Herato0215.53-E1;Parent=evm.model.Herato0215.53, exon 1 of 1)	2592	ID=evm.model.Herato0215.53-E1;Parent=evm.model.Herato0215.53								
2814	Herato1507	7102295	7102722	+	0	NA	Intergenic	Intergenic	-19557	ID=evm.model.Herato1507.249.1-E1;Parent=evm.model.Herato1507.249.1								
710	Herato0701	8139440	8139593	+	0	NA	Intergenic	Intergenic	-7304	ID=novel_model_76-E2;Parent=novel_model_76								
1656	Herato0901	7302662	7302905	+	0	NA	Intergenic	Intergenic	-7805	ID=evm.model.Herato0901.241-E1;Parent=evm.model.Herato0901.241								
856	Herato0701	12493105	12493557	+	0	NA	Intergenic	Intergenic	-5467	ID=evm.model.Herato0701.592-E2;Parent=evm.model.Herato0701.592								
5105	Herato1805	257891	258354	+	0	NA	Intergenic	Intergenic	-6154	ID=evm.model.Herato1805.19_evm.model.Herato1805.20.1-E1;Parent=evm.model.Herato1805.19_evm.model.Herato1805.20.1								
1664	Herato1202	19776734	19777915	+	0	NA	Intergenic	Intergenic	-11818	ID=evm.model.Herato1202.799-E1;Parent=evm.model.Herato1202.799								
112	Herato1301	16775742	16776477	+	0	NA	Intergenic	Intergenic	37726	ID=evm.model.Herato1301.593-E13;Parent=evm.model.Herato1301.593								
3211	Herato2101	9656831	9657313	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.329-E11;Parent=evm.model.Herato2101.329)	-promoter-TSS (ID=evm.model.Herato2101.329-E11;Parent=evm.model.Herato2101.329)	158	ID=evm.model.Herato2101.329.2-E9;Parent=evm.model.Herato2101.329.2								
191	Herato0606	1579385	1579674	+	0	NA	Intergenic	Intergenic	-3724	ID=evm.model.Herato0606.51-E1;Parent=evm.model.Herato0606.51								
4613	Herato1805	4938851	4939032	+	0	NA	Intergenic	Intergenic	-70095	ID=evm.model.Herato1805.128-E1;Parent=evm.model.Herato1805.128								
3612	Herato1301	2553931	2554640	+	0	NA	Intergenic	Intergenic	-7182	ID=evm.model.Herato1301.64-E7;Parent=evm.model.Herato1301.64								
588	Herato0701	3509586	3509860	+	0	NA	Intergenic	Intergenic	-7338	ID=evm.model.Herato0701.171-E1;Parent=evm.model.Herato0701.171								
1684	Herato0901	7996086	7996808	+	0	NA	Intergenic	Intergenic	3260	ID=evm.model.Herato0901.260-E1;Parent=evm.model.Herato0901.260								
5097	Herato2001	5142443	5143347	+	0	NA	Intergenic	Intergenic	11656	ID=evm.model.Herato2001.173-E4;Parent=evm.model.Herato2001.173								
756	Herato0701	8988405	8988912	+	0	NA	Intergenic	Intergenic	46501	ID=evm.model.Herato0701.375-E9;Parent=evm.model.Herato0701.375								
262	Herato0606	3672429	3672944	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.111-E1;Parent=evm.model.Herato0606.111)	-promoter-TSS (ID=evm.model.Herato0606.111-E1;Parent=evm.model.Herato0606.111)	-665	ID=evm.model.Herato0606.111-E1;Parent=evm.model.Herato0606.111								
1944	Herato1301	12094047	12094618	+	0	NA	Intergenic	Intergenic	-7314	ID=evm.model.Herato1301.479-E2;Parent=evm.model.Herato1301.479								
5165	Herato1703	2150771	2151438	+	0	NA	Intergenic	Intergenic	-4594	ID=evm.model.Herato1703.51-E1;Parent=evm.model.Herato1703.51								
4422	Herato2001	3023603	3023972	+	0	NA	Intergenic	Intergenic	-1296	ID=evm.model.Herato2001.84-E3;Parent=evm.model.Herato2001.84								
2590	Herato1108	4147514	4147962	+	0	NA	Intergenic	Intergenic	29008	ID=evm.model.Herato1108.155-E8;Parent=evm.model.Herato1108.155								
542	Herato1411	4332245	4332834	+	0	NA	Intergenic	Intergenic	2469	ID=evm.model.Herato1411.170.1-E16;Parent=evm.model.Herato1411.170.1								
3750	Herato1801	1106316	1107741	+	0	NA	Intergenic	Intergenic	28484	ID=evm.model.Herato1801.52-E4;Parent=evm.model.Herato1801.52								
3114	Herato1202	6948708	6948929	+	0	NA	Intergenic	Intergenic	7004	ID=evm.model.Herato1202.278-E1;Parent=evm.model.Herato1202.278								
5337	Herato1906	1368276	1368492	+	0	NA	Intergenic	Intergenic	-3318	ID=evm.model.Herato1906.38-E1;Parent=evm.model.Herato1906.38								
4649	Herato1507	7085461	7085918	+	0	NA	Intergenic	Intergenic	-36376	ID=evm.model.Herato1507.249.1-E1;Parent=evm.model.Herato1507.249.1								
2099	Herato1003	5984174	5984676	+	0	NA	Intergenic	Intergenic	2952	ID=evm.model.Herato1003.198-E61;Parent=evm.model.Herato1003.198								
2476	Herato1102	560035	560423	+	0	NA	Intergenic	Intergenic	-102958	ID=evm.model.Herato1102.12-E1;Parent=evm.model.Herato1102.12								
2988	Herato0215	1728444	1729496	+	0	NA	Intergenic	Intergenic	-26794	ID=evm.model.Herato0215.59-E1;Parent=evm.model.Herato0215.59								
