PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thdown_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_shared_5thdown_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
366	Hmel208019	73838	74200	+	0	NA	Intergenic	Intergenic	-10596	ID=HMEL013427g1.t1-E1;Parent=HMEL013427g1.t1								
844	Hmel211009	457307	458109	+	0	NA	Intergenic	Intergenic	7087	ID=HMEL006554g1.t1-E1;Parent=HMEL006554g1.t1								
1541	Hmel216012	7682	7852	+	0	NA	Intergenic	Intergenic	-47535	ID=HMEL033593g1.t1-E1;Parent=HMEL033593g1.t1								
272	Hmel207008	556375	557023	+	0	NA	promoter-TSS (ID=HMEL010864g1.t1-E5;Parent=HMEL010864g1.t1)	-promoter-TSS (ID=HMEL010864g1.t1-E5;Parent=HMEL010864g1.t1)	-244	ID=HMEL010864g1.t1-E5;Parent=HMEL010864g1.t1								
2343	Hmel220009	156139	156325	+	0	NA	promoter-TSS (ID=HMEL035254g1.t1-E3;Parent=HMEL035254g1.t1)	-promoter-TSS (ID=HMEL035254g1.t1-E3;Parent=HMEL035254g1.t1)	-441	ID=HMEL035254g1.t3-E3;Parent=HMEL035254g1.t3								
775	Hmel201011	1600008	1600725	+	0	NA	promoter-TSS (ID=HMEL011401g1.t1-E3;Parent=HMEL011401g1.t1)	-promoter-TSS (ID=HMEL011401g1.t1-E3;Parent=HMEL011401g1.t1)	-235	ID=HMEL011401g1.t1-E3;Parent=HMEL011401g1.t1								
2518	Hmel203067	1021630	1022113	+	0	NA	Intergenic	Intergenic	-16107	ID=HMEL036151g1.t1-E1;Parent=HMEL036151g1.t1								
2108	Hmel219012	3446	3875	+	0	NA	Intergenic	Intergenic	27272	ID=HMEL034762g1.t1-E4;Parent=HMEL034762g1.t1								
20	Hmel206006	454100	454412	+	0	NA	Intergenic	Intergenic	24281	ID=HMEL012148g1.t1-E2;Parent=HMEL012148g1.t1								
2376	Hmel220014	160401	161576	+	0	NA	Intergenic	Intergenic	-34264	ID=HmelUGT351A1-E1;Parent=HmelUGT351A1								
888	Hmel211012	977949	978126	+	0	NA	Intergenic	Intergenic	6832	ID=HMEL015096g1.t1-E1;Parent=HMEL015096g1.t1								
1983	Hmel218018	9280599	9280889	+	0	NA	Intergenic	Intergenic	-1084	ID=HMEL003746g1.t1-E1;Parent=HMEL003746g1.t1								
1011	Hmel212004	786887	787390	+	0	NA	Intergenic	Intergenic	-4224	ID=HMEL017115g1.t1-E1;Parent=HMEL017115g1.t1								
1754	Hmel218005	555109	555398	+	0	NA	Intergenic	Intergenic	-3722	ID=HMEL034260g1.t1-E1;Parent=HMEL034260g1.t1								
1627	Hmel217004	2297296	2297502	+	0	NA	Intergenic	Intergenic	-38904	ID=HMEL016675-RA-E1;Parent=HMEL016675-RA								
1161	Hmel213013	175675	179507	+	0	NA	Intergenic	Intergenic	9375	ID=HMEL015354g1.t1-E3;Parent=HMEL015354g1.t1								
468	Hmel209001	1299312	1299944	+	0	NA	Intergenic	Intergenic	4082	ID=HMEL007611-RA-E4;Parent=HMEL007611-RA								
2093	Hmel219005	238924	239244	+	0	NA	Intergenic	Intergenic	-1415	ID=HMEL009286g1.t1-E1;Parent=HMEL009286g1.t1								
1019	Hmel212006	276187	276515	+	0	NA	Intergenic	Intergenic	-1404	ID=HMEL002726g1.t2-E1;Parent=HMEL002726g1.t2								
700	Hmel210011	2206359	2206820	+	0	NA	Intergenic	Intergenic	13813	ID=HMEL030871g1.t1-E2;Parent=HMEL030871g1.t1								
1927	Hmel218018	7429483	7429719	+	0	NA	Intergenic	Intergenic	-11300	ID=HMEL034479g1.t1-E1;Parent=HMEL034479g1.t1								
78	Hmel206009	2663231	2665005	+	0	NA	Intergenic	Intergenic	-2324	ID=HMEL037043g1.t1-E1;Parent=HMEL037043g1.t1								
1380	Hmel214020	140173	140505	+	0	NA	Intergenic	Intergenic	-35773	ID=HMEL032475g1.t1-E1;Parent=HMEL032475g1.t1								
990	Hmel212001	5943645	5944191	+	0	NA	Intergenic	Intergenic	-10560	ID=HMEL031456g1.t1-E2;Parent=HMEL031456g1.t1								
413	Hmel208048	342400	342936	+	0	NA	Intergenic	Intergenic	-31024	ID=HMEL038122g1.t1-E1;Parent=HMEL038122g1.t1								
294	Hmel207014	37248	38050	+	0	NA	TTS (ID=HMEL006304g1.t1-E1;Parent=HMEL006304g1.t1)	-TTS (ID=HMEL006304g1.t1-E1;Parent=HMEL006304g1.t1)	908	ID=HMEL006304g1.t2-E1;Parent=HMEL006304g1.t2								
2316	Hmel220005	4493766	4494531	+	0	NA	Intergenic	Intergenic	1772	ID=HMEL035212g1.t2-E9;Parent=HMEL035212g1.t2								
2218	Hmel220003	1705919	1706992	+	0	NA	promoter-TSS (ID=HMEL017043g1.t1-E1;Parent=HMEL017043g1.t1)	-promoter-TSS (ID=HMEL017043g1.t1-E1;Parent=HMEL017043g1.t1)	-65	ID=HMEL017043g1.t1-E1;Parent=HMEL017043g1.t1								
1614	Hmel217004	1599322	1599570	+	0	NA	Intergenic	Intergenic	26937	ID=HMEL006834g1.t1-E1;Parent=HMEL006834g1.t1								
1442	Hmel207032	12083	12298	+	0	NA	promoter-TSS (ID=HMEL006363g1.t1-E2;Parent=HMEL006363g1.t1)	-promoter-TSS (ID=HMEL006363g1.t1-E2;Parent=HMEL006363g1.t1)	-616	ID=HMEL006363g1.t1-E2;Parent=HMEL006363g1.t1								
764	Hmel210011	5674153	5675230	+	0	NA	Intergenic	Intergenic	-4737	ID=HMEL009174g1.t1-E3;Parent=HMEL009174g1.t1								
349	Hmel201002	851545	852131	+	0	NA	Intergenic	Intergenic	21348	ID=HMEL003790g1.t1-E4;Parent=HMEL003790g1.t1								
1743	Hmel218005	198120	198355	+	0	NA	TTS (ID=HMEL014920g1.t1-E1;Parent=HMEL014920g1.t1)	-TTS (ID=HMEL014920g1.t1-E1;Parent=HMEL014920g1.t1)	914	ID=HMEL014920g1.t1-E2;Parent=HMEL014920g1.t1								
2075	Hmel202006	4549918	4550229	+	0	NA	Intergenic	Intergenic	4955	ID=HMEL014045g1.t1-E3;Parent=HMEL014045g1.t1								
1981	Hmel218018	9216851	9217115	+	0	NA	Intergenic	Intergenic	9666	ID=HMEL034512g1.t2-E5;Parent=HMEL034512g1.t2								
2081	Hmel219003	7018770	7019424	+	0	NA	Intergenic	Intergenic	51694	ID=HMEL005995g1.t1-E1;Parent=HMEL005995g1.t1								
1383	Hmel214023	13800	14109	+	0	NA	Intergenic	Intergenic	-2522	ID=HMEL032494g1.t1-E1;Parent=HMEL032494g1.t1								
606	Hmel210004	4609579	4609795	+	0	NA	Intergenic	Intergenic	-7111	ID=HMEL018073g1.t1-E2;Parent=HMEL018073g1.t1								
137	Hmel201009	1664005	1664208	+	0	NA	Intergenic	Intergenic	4547	ID=HMEL030153g1.t1-E2;Parent=HMEL030153g1.t1								
1414	Hmel215006	793816	794285	+	0	NA	Intergenic	Intergenic	7698	ID=HMEL002008g1.t1-E16;Parent=HMEL002008g1.t1								
2522	Hmel203069	358805	359123	+	0	NA	Intergenic	Intergenic	1376	ID=HMEL036176g1.t1-E2;Parent=HMEL036176g1.t1								
1855	Hmel218018	1878492	1878943	+	0	NA	Intergenic	Intergenic	30999	ID=HMEL016195g1.t1-E7;Parent=HMEL016195g1.t1								
666	Hmel210009	333808	334941	+	0	NA	promoter-TSS (ID=HMEL030802g1.t1-E13;Parent=HMEL030802g1.t1)	-promoter-TSS (ID=HMEL030802g1.t1-E13;Parent=HMEL030802g1.t1)	-103	ID=HMEL030802g1.t1-E13;Parent=HMEL030802g1.t1								
432	Hmel208051	879397	879599	+	0	NA	Intergenic	Intergenic	-1507	ID=HMEL008171g2.t1-E1;Parent=HMEL008171g2.t1								
1074	Hmel212013	206941	207263	+	0	NA	Intergenic	Intergenic	12952	ID=HMEL017584g1.t1-E7;Parent=HMEL017584g1.t1								
860	Hmel211010	68276	68511	+	0	NA	Intergenic	Intergenic	9360	ID=HMEL031190g1.t2-E3;Parent=HMEL031190g1.t2								
2308	Hmel220005	4174327	4175109	+	0	NA	exon (ID=HMEL007695g1.t2-E1;Parent=HMEL007695g1.t2, exon 1 of 1)	-exon (ID=HMEL007695g1.t2-E1;Parent=HMEL007695g1.t2, exon 1 of 1)	117	ID=HMEL007695g1.t2-E1;Parent=HMEL007695g1.t2								
1567	Hmel216015	776917	778102	+	0	NA	Intergenic	Intergenic	2592	ID=HMEL006754g1.t1-E1;Parent=HMEL006754g1.t1								
1063	Hmel212011	1303427	1304742	+	0	NA	promoter-TSS (ID=HMEL031615g1.t1-E1;Parent=HMEL031615g1.t1)	-promoter-TSS (ID=HMEL031615g1.t1-E1;Parent=HMEL031615g1.t1)	-555	ID=HMEL031615g1.t1-E1;Parent=HMEL031615g1.t1								
1776	Hmel218007	1110156	1111752	+	0	NA	TTS (ID=HMEL034308g1.t1-E2;Parent=HMEL034308g1.t1)	-TTS (ID=HMEL034308g1.t1-E2;Parent=HMEL034308g1.t1)	828	ID=HMEL034308g1.t1-E2;Parent=HMEL034308g1.t1								
2565	Hmel204013	1098340	1098895	+	0	NA	Intergenic	Intergenic	5308	ID=HMEL036407g1.t1-E1;Parent=HMEL036407g1.t1								
2158	Hmel219014	1794948	1795376	+	0	NA	Intergenic	Intergenic	32028	ID=HMEL004932g1.t1-E1;Parent=HMEL004932g1.t1								
2576	Hmel204017	1337383	1337664	+	0	NA	Intergenic	Intergenic	-1534	ID=HMEL036462g1.t1-E1;Parent=HMEL036462g1.t1								
2415	Hmel221012	1331698	1332456	+	0	NA	Intergenic	Intergenic	1501	ID=HMEL006376g1.t1-E2;Parent=HMEL006376g1.t1								
2362	Hmel220012	287965	288949	+	0	NA	Intergenic	Intergenic	-3361	ID=HMEL035296g1.t1-E7;Parent=HMEL035296g1.t1								
708	Hmel210011	2427387	2427537	+	0	NA	Intergenic	Intergenic	-9299	ID=HMEL030873g1.t1-E1;Parent=HMEL030873g1.t1								
2583	Hmel204017	2224394	2224776	+	0	NA	Intergenic	Intergenic	47571	ID=HMEL036475g1.t1-E1;Parent=HMEL036475g1.t1								
2589	Hmel204017	2456489	2456658	+	0	NA	Intergenic	Intergenic	-2560	ID=HMEL036480g1.t1-E1;Parent=HMEL036480g1.t1								
1601	Hmel217004	1137517	1138829	+	0	NA	Intergenic	Intergenic	-18593	ID=HMEL006590g1.t1-E1;Parent=HMEL006590g1.t1								
710	Hmel210011	2428882	2429580	+	0	NA	Intergenic	Intergenic	-11068	ID=HMEL030873g1.t1-E1;Parent=HMEL030873g1.t1								
1656	Hmel217004	3777103	3778459	+	0	NA	Intergenic	Intergenic	-3993	ID=HMEL033852g1.t3-E1;Parent=HMEL033852g1.t3								
323	Hmel201009	3000842	3001508	+	0	NA	Intergenic	Intergenic	1754	ID=HMEL017200g2.t1-E2;Parent=HMEL017200g2.t1								
856	Hmel211010	31294	32484	+	0	NA	Intergenic	Intergenic	9220	ID=HMEL031189g1.t1-E1;Parent=HMEL031189g1.t1								
2142	Hmel219014	556260	556497	+	0	NA	Intergenic	Intergenic	1764	ID=HMEL014653g1.t1-E1;Parent=HMEL014653g1.t1								
1834	Hmel218018	545315	545809	+	0	NA	promoter-TSS (ID=HMEL017485g1.t1-E1;Parent=HMEL017485g1.t1)	-promoter-TSS (ID=HMEL017485g1.t1-E1;Parent=HMEL017485g1.t1)	-232	ID=HMEL017485g1.t2-E1;Parent=HMEL017485g1.t2								
1664	Hmel217004	4344922	4345185	+	0	NA	Intergenic	Intergenic	-1081	ID=HMEL017758g1.t1-E1;Parent=HMEL017758g1.t1								
112	Hmel206009	4313072	4313603	+	0	NA	Intergenic	Intergenic	13739	ID=HMEL037084g1.t1-E20;Parent=HMEL037084g1.t1								
545	Hmel201009	5378614	5378881	+	0	NA	promoter-TSS (ID=HMEL011647-RA-E3;Parent=HMEL011647-RA)	-promoter-TSS (ID=HMEL011647-RA-E3;Parent=HMEL011647-RA)	269	ID=HMEL011647-RA-E2;Parent=HMEL011647-RA								
191	Hmel207002	3209800	3210041	+	0	NA	Intergenic	Intergenic	2830	ID=HMEL037421g1.t1-E1;Parent=HMEL037421g1.t1								
2467	Hmel203041	122615	123584	+	0	NA	Intergenic	Intergenic	-6493	ID=HMEL036050g1.t1-E1;Parent=HMEL036050g1.t1								
187	Hmel207002	3192728	3194039	+	0	NA	Intergenic	Intergenic	-11601	ID=HMEL037420g1.t1-E1;Parent=HMEL037420g1.t1								
588	Hmel210004	2390141	2390704	+	0	NA	Intergenic	Intergenic	-2480	ID=HMEL017165g1.t1-E3;Parent=HMEL017165g1.t1								
1684	Hmel217018	431942	432421	+	0	NA	promoter-TSS (ID=HMEL033962g1.t1-E1;Parent=HMEL033962g1.t1)	-promoter-TSS (ID=HMEL033962g1.t1-E1;Parent=HMEL033962g1.t1)	-574	ID=HMEL033962g1.t1-E1;Parent=HMEL033962g1.t1								
756	Hmel210011	4714729	4715262	+	0	NA	Intergenic	Intergenic	-1369	ID=HMEL009056g1.t1-E3;Parent=HMEL009056g1.t1								
2326	Hmel220005	4964324	4966262	+	0	NA	Intergenic	Intergenic	-15617	ID=HMEL035221g1.t1-E1;Parent=HMEL035221g1.t1								
1283	Hmel213067	332952	333240	+	0	NA	Intergenic	Intergenic	16517	ID=HMEL032188g1.t1-E43;Parent=HMEL032188g1.t1								
262	Hmel201009	2389584	2390090	+	0	NA	Intergenic	Intergenic	-2721	ID=HMEL030177g1.t1-E1;Parent=HMEL030177g1.t1								
1944	Hmel218018	7807170	7807456	+	0	NA	Intergenic	Intergenic	-13770	ID=HMEL016588g4.t1-E1;Parent=HMEL016588g4.t1								
212	Hmel207002	5767515	5768193	+	0	NA	Intergenic	Intergenic	-1076	ID=HMEL008244g1.t1-E1;Parent=HMEL008244g1.t1								
2436	Hmel221015	660795	661119	+	0	NA	Intergenic	Intergenic	-1053	ID=HMEL035658g1.t1-E1;Parent=HMEL035658g1.t1								
1331	Hmel213071	205633	205873	+	0	NA	Intergenic	Intergenic	6964	ID=HMEL032244g1.t1-E2;Parent=HMEL032244g1.t1								
2590	Hmel204017	2494829	2495194	+	0	NA	TTS (ID=HMEL036482g1.t1-E2;Parent=HMEL036482g1.t1)	-TTS (ID=HMEL036482g1.t1-E2;Parent=HMEL036482g1.t1)	1132	ID=HMEL036482g1.t1-E2;Parent=HMEL036482g1.t1								
2383	Hmel202006	6515122	6516952	+	0	NA	Intergenic	Intergenic	-5112	ID=HMEL033428g1.t1-E1;Parent=HMEL033428g1.t1								
542	Hmel201009	5337617	5338602	+	0	NA	promoter-TSS (ID=HMEL011650g1.t1-E8;Parent=HMEL011650g1.t1)	-promoter-TSS (ID=HMEL011650g1.t1-E8;Parent=HMEL011650g1.t1)	-192	ID=HMEL011650g1.t1-E8;Parent=HMEL011650g1.t1								
1305	Hmel213069	441819	442118	+	0	NA	Intergenic	Intergenic	1649	ID=HMEL032214g1.t1-E2;Parent=HMEL032214g1.t1								
961	Hmel212001	2919822	2920175	+	0	NA	promoter-TSS (ID=HMEL031377g1.t1-E2;Parent=HMEL031377g1.t1)	-promoter-TSS (ID=HMEL031377g1.t1-E2;Parent=HMEL031377g1.t1)	-801	ID=HMEL031377g1.t1-E2;Parent=HMEL031377g1.t1								
2686	Hmel205020	890440	890638	+	0	NA	Intergenic	Intergenic	33345	ID=HMEL036807g1.t1-E1;Parent=HMEL036807g1.t1								
2099	Hmel219005	968183	968367	+	0	NA	Intergenic	Intergenic	1651	ID=HMEL034723g1.t1-E5;Parent=HMEL034723g1.t1								
1662	Hmel217004	4217947	4218824	+	0	NA	Intergenic	Intergenic	11688	ID=HMEL033871g1.t1-E1;Parent=HMEL033871g1.t1								
2476	Hmel203045	567374	567603	+	0	NA	Intergenic	Intergenic	30753	ID=HMEL009868g1.t1-E15;Parent=HMEL009868g1.t1								
574	Hmel210004	1667298	1668114	+	0	NA	Intergenic	Intergenic	1785	ID=HMEL002899-RA-E1;Parent=HMEL002899-RA								
170	Hmel207002	2092664	2092914	+	0	NA	Intergenic	Intergenic	22373	ID=HMEL037395g1.t3-E3;Parent=HMEL037395g1.t3								
1921	Hmel218018	6797528	6797951	+	0	NA	TTS (ID=HMEL015837g1.t1-E1;Parent=HMEL015837g1.t1)	-TTS (ID=HMEL015837g1.t1-E1;Parent=HMEL015837g1.t1)	1098	ID=HMEL015837g1.t1-E1;Parent=HMEL015837g1.t1								
660	Hmel210005	996412	996763	+	0	NA	Intergenic	Intergenic	-14556	ID=HMEL030775g1.t1-E1;Parent=HMEL030775g1.t1								
26	Hmel206006	1028860	1029923	+	0	NA	Intergenic	Intergenic	-13464	ID=HMEL036950g1.t1-E1;Parent=HMEL036950g1.t1								
2116	Hmel219012	210723	210925	+	0	NA	promoter-TSS (ID=HMEL009569g1.t1-E3;Parent=HMEL009569g1.t1)	-promoter-TSS (ID=HMEL009569g1.t1-E3;Parent=HMEL009569g1.t1)	377	ID=HMEL009569g1.t1-E2;Parent=HMEL009569g1.t1								
977	Hmel201002	1427791	1428767	+	0	NA	Intergenic	Intergenic	5875	ID=HMEL011292g1.t1-E1;Parent=HMEL011292g1.t1								
2250	Hmel220005	727078	727839	+	0	NA	Intergenic	Intergenic	2307	ID=HMEL035058g1.t1-E2;Parent=HMEL035058g1.t1								
566	Hmel201009	5688956	5690243	+	0	NA	Intergenic	Intergenic	-3427	ID=HMEL011631g1.t1-E1;Parent=HMEL011631g1.t1								
526	Hmel201009	5155052	5155392	+	0	NA	Intergenic	Intergenic	4254	ID=HMEL030268g1.t1-E2;Parent=HMEL030268g1.t1								
1901	Hmel218018	6335258	6335423	+	0	NA	Intergenic	Intergenic	-57203	ID=HMEL034459g1.t1-E1;Parent=HMEL034459g1.t1								
359	Hmel208017	148649	149024	+	0	NA	Intergenic	Intergenic	-7836	ID=HMEL037878g1.t1-E1;Parent=HMEL037878g1.t1								
1229	Hmel213050	31038	31705	+	0	NA	NA	NA	NA	NA								
2299	Hmel220005	3596367	3596861	+	0	NA	Intergenic	Intergenic	2631	ID=HMEL020887g1.t1-E1;Parent=HMEL020887g1.t1								
108	Hmel206009	4134176	4134390	+	0	NA	Intergenic	Intergenic	1840	ID=HMEL037073g1.t4-E2;Parent=HMEL037073g1.t4								
604	Hmel210004	4419008	4419633	+	0	NA	Intergenic	Intergenic	10723	ID=HMEL030676g1.t1-E2;Parent=HMEL030676g1.t1								
2614	Hmel201007	1285258	1286572	+	0	NA	Intergenic	Intergenic	-12049	ID=HMEL004272g1.t1-E3;Parent=HMEL004272g1.t1								
2608	Hmel205005	585820	586402	+	0	NA	Intergenic	Intergenic	26823	ID=HmIR143a_1-E1;Parent=HmIR143a_1								
1001	Hmel201019	222559	223162	+	0	NA	Intergenic	Intergenic	-4748	ID=HMEL033104g1.t2-E3;Parent=HMEL033104g1.t2								
232	Hmel207002	6289179	6289430	+	0	NA	Intergenic	Intergenic	-12307	ID=HMEL037495g1.t1-E1;Parent=HMEL037495g1.t1								
477	Hmel209005	265999	266414	+	0	NA	Intergenic	Intergenic	-18611	ID=HMEL030322g1.t1-E1;Parent=HMEL030322g1.t1								
1338	Hmel213072	92809	93384	+	0	NA	promoter-TSS (ID=HMEL032286g1.t1-E1;Parent=HMEL032286g1.t1)	-promoter-TSS (ID=HMEL032286g1.t1-E1;Parent=HMEL032286g1.t1)	343	ID=HMEL032285g1.t1-E3;Parent=HMEL032285g1.t1								
2623	Hmel205012	57427	58033	+	0	NA	Intergenic	Intergenic	-10245	ID=HMEL036657g1.t1-E2;Parent=HMEL036657g1.t1								
1182	Hmel213020	1102648	1103899	+	0	NA	promoter-TSS (ID=HMEL014327g1.t1-E5;Parent=HMEL014327g1.t1)	-promoter-TSS (ID=HMEL014327g1.t1-E5;Parent=HMEL014327g1.t1)	489	ID=HMEL014327g1.t1-E4;Parent=HMEL014327g1.t1								
225	Hmel207002	6163272	6163807	+	0	NA	Intergenic	Intergenic	10072	ID=HMEL037494g1.t1-E2;Parent=HMEL037494g1.t1								
1447	Hmel215029	130471	131346	+	0	NA	Intergenic	Intergenic	-2352	ID=HMEL032770g1.t1-E1;Parent=HMEL032770g1.t1								
330	Hmel201009	3063060	3063621	+	0	NA	Intergenic	Intergenic	4191	ID=HMEL017189g1.t1-E1;Parent=HMEL017189g1.t1								
142	Hmel207002	65206	66091	+	0	NA	Intergenic	Intergenic	-3056	ID=HMEL016059g1.t1-E1;Parent=HMEL016059g1.t1								
207	Hmel207002	5089984	5090641	+	0	NA	Intergenic	Intergenic	-3892	ID=HMEL037467g1.t2-E4;Parent=HMEL037467g1.t2								
1510	Hmel216011	612480	612985	+	0	NA	Intergenic	Intergenic	5630	ID=HMEL033543g1.t1-E1;Parent=HMEL033543g1.t1								
48	Hmel206009	786200	786682	+	0	NA	Intergenic	Intergenic	29823	ID=HMEL017103g1.t1-E1;Parent=HMEL017103g1.t1								
1857	Hmel218018	1962097	1962321	+	0	NA	Intergenic	Intergenic	-7646	ID=HMEL034384g1.t1-E1;Parent=HMEL034384g1.t1								
360	Hmel208017	170590	171058	+	0	NA	Intergenic	Intergenic	-5476	ID=HMEL006975g1.t1-E1;Parent=HMEL006975g1.t1								
2321	Hmel220005	4727851	4728248	+	0	NA	promoter-TSS (ID=HMEL002385g1.t1-E11;Parent=HMEL002385g1.t1)	-promoter-TSS (ID=HMEL002385g1.t1-E11;Parent=HMEL002385g1.t1)	44	ID=HMEL002385g1.t1-E11;Parent=HMEL002385g1.t1								
1988	Hmel202006	4002200	4003070	+	0	NA	promoter-TSS (ID=HMEL010633g1.t1-E1;Parent=HMEL010633g1.t1)	-promoter-TSS (ID=HMEL010633g1.t1-E1;Parent=HMEL010633g1.t1)	-780	ID=HMEL010633g1.t1-E1;Parent=HMEL010633g1.t1								
1076	Hmel212013	268084	268263	+	0	NA	promoter-TSS (ID=HMEL017581g1.t1-E2;Parent=HMEL017581g1.t1)	-promoter-TSS (ID=HMEL017581g1.t1-E2;Parent=HMEL017581g1.t1)	-842	ID=HMEL017581g1.t1-E2;Parent=HMEL017581g1.t1								
766	Hmel210012	105364	105518	+	0	NA	Intergenic	Intergenic	-1125	ID=HMEL003084g1.t1-E3;Parent=HMEL003084g1.t1								
449	Hmel209001	401682	401994	+	0	NA	Intergenic	Intergenic	-6302	ID=HMEL004642g1.t1-E1;Parent=HMEL004642g1.t1								
1574	Hmel217001	643691	644128	+	0	NA	Intergenic	Intergenic	59760	ID=HMEL033714g1.t1-E1;Parent=HMEL033714g1.t1								
1579	Hmel202006	1544643	1544938	+	0	NA	Intergenic	Intergenic	-3507	ID=HMEL009417g1.t1-E1;Parent=HMEL009417g1.t1								
659	Hmel201011	473625	474913	+	0	NA	Intergenic	Intergenic	-5557	ID=HMEL016413g1.t1-E1;Parent=HMEL016413g1.t1								
1141	Hmel213004	1529222	1529447	+	0	NA	Intergenic	Intergenic	8281	ID=HMEL021844g1.t1-E10;Parent=HMEL021844g1.t1								
682	Hmel210011	365567	366298	+	0	NA	Intergenic	Intergenic	1773	ID=HMEL013326g1.t1-E3;Parent=HMEL013326g1.t1								
353	Hmel201009	3354333	3354545	+	0	NA	promoter-TSS (ID=HMEL012393g2.t1-E6;Parent=HMEL012393g2.t1)	-promoter-TSS (ID=HMEL012393g2.t1-E6;Parent=HMEL012393g2.t1)	5	ID=HMEL012393g2.t1-E6;Parent=HMEL012393g2.t1								
375	Hmel201009	3623382	3624663	+	0	NA	Intergenic	Intergenic	1358	ID=HMEL012418g1.t1-E1;Parent=HMEL012418g1.t1								
984	Hmel212001	4210990	4211354	+	0	NA	Intergenic	Intergenic	-7914	ID=HMEL016567g1.t1-E1;Parent=HMEL016567g1.t1								
2409	Hmel221012	482783	483824	+	0	NA	Intergenic	Intergenic	-2646	ID=HMEL035557g1.t1-E1;Parent=HMEL035557g1.t1								
1155	Hmel213007	3059	3396	+	0	NA	NA	NA	NA	NA								
1485	Hmel216006	9030	9431	+	0	NA	Intergenic	Intergenic	-26022	ID=HMEL013766g1.t1-E1;Parent=HMEL013766g1.t1								
788	Hmel211004	617609	617761	+	0	NA	promoter-TSS (ID=HMEL015256g1.t1-E2;Parent=HMEL015256g1.t1)	-promoter-TSS (ID=HMEL015256g1.t1-E2;Parent=HMEL015256g1.t1)	-290	ID=HMEL015256g1.t1-E2;Parent=HMEL015256g1.t1								
128	Hmel201009	1370038	1370311	+	0	NA	Intergenic	Intergenic	7130	ID=HMEL030147g1.t1-E2;Parent=HMEL030147g1.t1								
501	Hmel209007	1291015	1291438	+	0	NA	promoter-TSS (ID=HMEL017600g1.t1-E1;Parent=HMEL017600g1.t1)	-promoter-TSS (ID=HMEL017600g1.t1-E1;Parent=HMEL017600g1.t1)	-73	ID=HMEL017600g1.t1-E1;Parent=HMEL017600g1.t1								
1313	Hmel213069	984821	985276	+	0	NA	Intergenic	Intergenic	-1183	ID=HMEL003132g1.t1-E2;Parent=HMEL003132g1.t1								
278	Hmel207011	64550	64845	+	0	NA	TTS (ID=HMEL037554g1.t1-E3;Parent=HMEL037554g1.t1)	-TTS (ID=HMEL037554g1.t1-E3;Parent=HMEL037554g1.t1)	769	ID=HMEL037554g1.t1-E3;Parent=HMEL037554g1.t1								
1617	Hmel217004	1681062	1681286	+	0	NA	Intergenic	Intergenic	2032	ID=HMEL006827g1.t1-E1;Parent=HMEL006827g1.t1								
490	Hmel209007	168245	168930	+	0	NA	Intergenic	Intergenic	9185	ID=HMEL007495g1.t1-E2;Parent=HMEL007495g1.t1								
2650	Hmel205013	80148	81021	+	0	NA	promoter-TSS (ID=HMEL008925g1.t1-E3;Parent=HMEL008925g1.t1)	-promoter-TSS (ID=HMEL008925g1.t1-E3;Parent=HMEL008925g1.t1)	-71	ID=HMEL008925g1.t1-E3;Parent=HMEL008925g1.t1								
1843	Hmel218018	831003	831264	+	0	NA	Intergenic	Intergenic	-21847	ID=HMEL034356g1.t1-E1;Parent=HMEL034356g1.t1								
155	Hmel207002	971280	971675	+	0	NA	promoter-TSS (ID=HMEL011184g1.t1-E4;Parent=HMEL011184g1.t1)	-promoter-TSS (ID=HMEL011184g1.t1-E4;Parent=HMEL011184g1.t1)	146	ID=HMEL011184g1.t1-E3;Parent=HMEL011184g1.t1								
387	Hmel201009	3702152	3703006	+	0	NA	TTS (ID=HMEL030228g1.t1-E1;Parent=HMEL030228g1.t1)	-TTS (ID=HMEL030228g1.t1-E1;Parent=HMEL030228g1.t1)	151	ID=HMEL030228g1.t1-E2;Parent=HMEL030228g1.t1								
2626	Hmel205012	271825	272162	+	0	NA	Intergenic	Intergenic	-11733	ID=HMEL004058g3.t1-E4;Parent=HMEL004058g3.t1								
1913	Hmel202006	2451986	2452664	+	0	NA	Intergenic	Intergenic	4193	ID=HMEL008673g2.t1-E4;Parent=HMEL008673g2.t1								
1112	Hmel212013	2914502	2915228	+	0	NA	Intergenic	Intergenic	1759	ID=HMEL004006g1.t1-E2;Parent=HMEL004006g1.t1								
626	Hmel210004	6743865	6744615	+	0	NA	Intergenic	Intergenic	-5277	ID=HMEL009658g1.t1-E1;Parent=HMEL009658g1.t1								
1294	Hmel213067	698076	698262	+	0	NA	Intergenic	Intergenic	-48073	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
461	Hmel209001	1234734	1235284	+	0	NA	Intergenic	Intergenic	-44845	ID=HMEL007609g1.t1-E1;Parent=HMEL007609g1.t1								
