PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_eratoUnique_5thdown.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_eratoUnique_5thdown_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
294	Herato0101	8882125	8882551	+	0	NA	Intergenic	Intergenic	-15160	ID=evm.model.Herato0101.264-E1;Parent=evm.model.Herato0101.264								
764	Herato1007	3037348	3037622	+	0	NA	Intergenic	Intergenic	20220	ID=evm.model.Herato1007.107-E6;Parent=evm.model.Herato1007.107								
7575	Herato1705	1145640	1145908	+	0	NA	Intergenic	Intergenic	-37415	ID=evm.model.Herato1705.13-E1;Parent=evm.model.Herato1705.13								
2075	Herato0821	2994978	2995513	+	0	NA	Intergenic	Intergenic	8345	ID=evm.model.Herato0821.119-E3;Parent=evm.model.Herato0821.119								
4582	Herato1603	3462831	3463390	+	0	NA	Intergenic	Intergenic	-25093	ID=evm.model.Herato1603.91-E1;Parent=evm.model.Herato1603.91								
1981	Herato0821	356758	357071	+	0	NA	Intergenic	Intergenic	5660	ID=evm.model.Herato0821.20-E2;Parent=evm.model.Herato0821.20								
7634	Herato1801	827665	828947	+	0	NA	Intergenic	Intergenic	23843	ID=evm.model.Herato1801.41-E2;Parent=evm.model.Herato1801.41								
8754	Herato0101	710134	710449	+	0	NA	Intergenic	Intergenic	4833	ID=evm.model.Herato0101.17-E7;Parent=evm.model.Herato0101.17								
3559	Herato0204	1343185	1344336	+	0	NA	Intergenic	Intergenic	-22510	ID=evm.model.Herato0204.42.1-E2;Parent=evm.model.Herato0204.42.1								
2522	Herato0901	10945012	10945631	+	0	NA	Intergenic	Intergenic	-43213	ID=evm.model.Herato0901.328-E1;Parent=evm.model.Herato0901.328								
5922	Herato1805	4162888	4163150	+	0	NA	Intergenic	Intergenic	31073	ID=evm.model.Herato1805.107-E1;Parent=evm.model.Herato1805.107								
8649	Herato2001	14596446	14596958	+	0	NA	Intergenic	Intergenic	2861	ID=evm.model.Herato2001.569-E2;Parent=evm.model.Herato2001.569								
7777	Herato1701	5640109	5640490	+	0	NA	Intergenic	Intergenic	-14284	ID=evm.model.Herato1701.149-E1;Parent=evm.model.Herato1701.149								
6220	Herato0310	10450641	10451046	+	0	NA	Intergenic	Intergenic	3851	ID=evm.model.Herato0310.324.1-E1;Parent=evm.model.Herato0310.324.1								
8519	Herato1910	2704955	2705652	+	0	NA	Intergenic	Intergenic	13424	ID=evm.model.Herato1910.145-E2;Parent=evm.model.Herato1910.145								
2583	Herato0101	21508957	21509247	+	0	NA	Intergenic	Intergenic	-3847	ID=evm.model.Herato0101.831-E5;Parent=evm.model.Herato0101.831								
2589	Herato0901	12143464	12143772	+	0	NA	Intergenic	Intergenic	-53726	ID=evm.model.Herato0901.372-E1;Parent=evm.model.Herato0901.372								
2814	Herato1001	5172921	5173144	+	0	NA	Intergenic	Intergenic	2440	ID=evm.model.Herato1001.169-E1;Parent=evm.model.Herato1001.169								
710	Herato0606	10480613	10481010	+	0	NA	Intergenic	Intergenic	-13980	ID=evm.model.Herato0606.336-E1;Parent=evm.model.Herato0606.336								
7603	Herato2001	7021724	7022607	+	0	NA	Intergenic	Intergenic	8520	ID=evm.model.Herato2001.265.1-E5;Parent=evm.model.Herato2001.265.1								
7087	Herato1908	2361942	2362177	+	0	NA	promoter-TSS (ID=evm.model.Herato1908.82-E8;Parent=evm.model.Herato1908.82)	-promoter-TSS (ID=evm.model.Herato1908.82-E8;Parent=evm.model.Herato1908.82)	-621	ID=evm.model.Herato1908.82-E8;Parent=evm.model.Herato1908.82								
5105	Herato1701	6475237	6475421	+	0	NA	Intergenic	Intergenic	1741	ID=evm.model.Herato1701.184-E3;Parent=evm.model.Herato1701.184								
112	Herato0601	1254073	1254921	+	0	NA	promoter-TSS (ID=evm.model.Herato0601.13-E4;Parent=evm.model.Herato0601.13)	-promoter-TSS (ID=evm.model.Herato0601.13-E4;Parent=evm.model.Herato0601.13)	4	ID=evm.model.Herato0601.13.1-E4;Parent=evm.model.Herato0601.13.1								
5935	Herato0503	948897	949519	+	0	NA	Intergenic	Intergenic	-6391	ID=evm.model.Herato0503.28.3-E2;Parent=evm.model.Herato0503.28.3								
588	Herato0606	7397515	7398207	+	0	NA	Intergenic	Intergenic	-2135	ID=evm.model.Herato0606.254-E2;Parent=evm.model.Herato0606.254								
1684	Herato0701	18250248	18250947	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.744-E1;Parent=evm.model.Herato0701.744)	-promoter-TSS (ID=evm.model.Herato0701.744-E1;Parent=evm.model.Herato0701.744)	-161	ID=evm.model.Herato0701.744-E1;Parent=evm.model.Herato0701.744								
5097	Herato0503	2995792	2996064	+	0	NA	Intergenic	Intergenic	-2142	ID=evm.model.Herato0503.113-E2;Parent=evm.model.Herato0503.113								
756	Herato0606	11994083	11994465	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.441-E1;Parent=evm.model.Herato0606.441)	-promoter-TSS (ID=evm.model.Herato0606.441-E1;Parent=evm.model.Herato0606.441)	-112	ID=evm.model.Herato0606.441.2-E1;Parent=evm.model.Herato0606.441.2								
4422	Herato1601	5132444	5132632	+	0	NA	Intergenic	Intergenic	6791	ID=evm.model.Herato1601.109-E1;Parent=evm.model.Herato1601.109								
6257	Herato1807	1752976	1753222	+	0	NA	Intergenic	Intergenic	28441	ID=evm.model.Herato1807.37-E16;Parent=evm.model.Herato1807.37								
2590	Herato0901	12144623	12145115	+	0	NA	Intergenic	Intergenic	-52475	ID=evm.model.Herato0901.372-E1;Parent=evm.model.Herato0901.372								
542	Herato0606	6218234	6218470	+	0	NA	Intergenic	Intergenic	-39176	ID=evm.model.Herato0606.214-E1;Parent=evm.model.Herato0606.214								
3750	Herato1605	2419910	2420262	+	0	NA	Intergenic	Intergenic	-5803	ID=evm.model.Herato1605.84-E1;Parent=evm.model.Herato1605.84								
3114	Herato0204	226973	227964	+	0	NA	TTS (ID=evm.model.Herato0204.11-E1;Parent=evm.model.Herato0204.11)	-TTS (ID=evm.model.Herato0204.11-E1;Parent=evm.model.Herato0204.11)	387	ID=evm.model.Herato0204.11-E1;Parent=evm.model.Herato0204.11								
7845	Herato2101	1638676	1639070	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.58-E9;Parent=evm.model.Herato2101.58)	-promoter-TSS (ID=evm.model.Herato2101.58-E9;Parent=evm.model.Herato2101.58)	41	ID=evm.model.Herato2101.58-E9;Parent=evm.model.Herato2101.58								
5337	Herato1301	3276265	3276758	+	0	NA	Intergenic	Intergenic	-20399	ID=evm.model.Herato1301.90-E1;Parent=evm.model.Herato1301.90								
8073	Herato0301	133622	134278	+	0	NA	Intergenic	Intergenic	15335	ID=evm.model.Herato0301.2-E5;Parent=evm.model.Herato0301.2								
4649	Herato1605	1028962	1029335	+	0	NA	Intergenic	Intergenic	-15682	ID=evm.model.Herato1605.34.1-E1;Parent=evm.model.Herato1605.34.1								
7123	Herato1601	4456287	4456809	+	0	NA	Intergenic	Intergenic	3593	ID=evm.model.Herato1601.84-E1;Parent=evm.model.Herato1601.84								
170	Herato0601	2905231	2905857	+	0	NA	Intergenic	Intergenic	-3717	ID=evm.model.Herato0601.69-E1;Parent=evm.model.Herato0601.69								
4873	Herato2001	6749635	6749819	+	0	NA	Intergenic	Intergenic	24982	ID=evm.model.Herato2001.250_evm.model.Herato2001.249-E24;Parent=evm.model.Herato2001.250_evm.model.Herato2001.249								
5745	Herato0413	110899	111185	+	0	NA	Intergenic	Intergenic	5153	ID=evm.model.Herato0413.2-E1;Parent=evm.model.Herato0413.2								
26	Herato0508	1082207	1082455	+	0	NA	Intergenic	Intergenic	-5673	ID=evm.model.Herato0508.55-E4;Parent=evm.model.Herato0508.55								
6513	Herato0411	3363494	3364127	+	0	NA	Intergenic	Intergenic	2448	ID=evm.model.Herato0411.60-E3;Parent=evm.model.Herato0411.60								
2116	Herato0901	451886	452137	+	0	NA	Intergenic	Intergenic	14977	ID=evm.model.Herato0901.22-E3;Parent=evm.model.Herato0901.22								
7299	Herato2001	117734	118051	+	0	NA	TTS (ID=evm.model.Herato2001.7-E3;Parent=evm.model.Herato2001.7)	-TTS (ID=evm.model.Herato2001.7-E3;Parent=evm.model.Herato2001.7)	127	ID=evm.model.Herato2001.7-E3;Parent=evm.model.Herato2001.7								
2250	Herato0901	3531485	3531690	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.91.2-E1;Parent=evm.model.Herato0901.91.2)	-promoter-TSS (ID=evm.model.Herato0901.91.2-E1;Parent=evm.model.Herato0901.91.2)	-964	ID=evm.model.Herato0901.91.2-E1;Parent=evm.model.Herato0901.91.2								
526	Herato0101	9294543	9295092	+	0	NA	Intergenic	Intergenic	19950	ID=evm.model.Herato0101.282-E6;Parent=evm.model.Herato0101.282								
8298	Herato0411	1259786	1260567	+	0	NA	promoter-TSS (ID=evm.model.Herato0411.28-E1;Parent=evm.model.Herato0411.28)	-promoter-TSS (ID=evm.model.Herato0411.28-E1;Parent=evm.model.Herato0411.28)	-43	ID=evm.model.Herato0411.28-E1;Parent=evm.model.Herato0411.28								
3500	Herato1007	1881383	1881875	+	0	NA	Intergenic	Intergenic	-2168	ID=evm.model.Herato1007.82.1-E1;Parent=evm.model.Herato1007.82.1								
6218	Herato0310	10429222	10429664	+	0	NA	Intergenic	Intergenic	-17549	ID=evm.model.Herato0310.324.2-E1;Parent=evm.model.Herato0310.324.2								
8251	Herato2001	7863755	7864650	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.322-E2;Parent=evm.model.Herato2001.322)	-promoter-TSS (ID=evm.model.Herato2001.322-E2;Parent=evm.model.Herato2001.322)	-212	ID=evm.model.Herato2001.322-E2;Parent=evm.model.Herato2001.322								
6568	Herato1904	157830	158045	+	0	NA	Intergenic	Intergenic	23598	ID=evm.model.Herato1904.2.1-E1;Parent=evm.model.Herato1904.2.1								
232	Herato0606	7083	8494	+	0	NA	Intergenic	Intergenic	6078	ID=evm.model.Herato0606.1.1-E10;Parent=evm.model.Herato0606.1.1								
6997	Herato1603	2618890	2619101	+	0	NA	Intergenic	Intergenic	-24405	ID=evm.model.Herato1603.80-E1;Parent=evm.model.Herato1603.80								
6207	Herato1408	2949922	2950892	+	0	NA	Intergenic	Intergenic	13336	ID=evm.model.Herato1408.85-E1;Parent=evm.model.Herato1408.85								
3458	Herato1807	814668	814821	+	0	NA	Intergenic	Intergenic	2544	ID=evm.model.Herato1807.13-E1;Parent=evm.model.Herato1807.13								
3054	Herato1003	4889608	4890031	+	0	NA	Intergenic	Intergenic	1746	ID=evm.model.Herato1003.151-E2;Parent=evm.model.Herato1003.151								
6008	Herato0214	143478	143646	+	0	NA	promoter-TSS (ID=evm.model.Herato0214.18-E1;Parent=evm.model.Herato0214.18)	-promoter-TSS (ID=evm.model.Herato0214.18-E1;Parent=evm.model.Herato0214.18)	-842	ID=evm.model.Herato0214.18-E1;Parent=evm.model.Herato0214.18								
1182	Herato0101	10989706	10990438	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.314-E10;Parent=evm.model.Herato0101.314)	-promoter-TSS (ID=evm.model.Herato0101.314-E10;Parent=evm.model.Herato0101.314)	-79	ID=evm.model.Herato0101.314-E10;Parent=evm.model.Herato0101.314								
7963	Herato2101	6056209	6056440	+	0	NA	Intergenic	Intergenic	5744	ID=evm.model.Herato2101.211-E26;Parent=evm.model.Herato2101.211								
6744	Herato2001	8278621	8279056	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.348-E10;Parent=evm.model.Herato2001.348)	-promoter-TSS (ID=evm.model.Herato2001.348-E10;Parent=evm.model.Herato2001.348)	-815	ID=evm.model.Herato2001.348.4-E7;Parent=evm.model.Herato2001.348.4								
1447	Herato0101	11347796	11348619	+	0	NA	Intergenic	Intergenic	-6219	ID=evm.model.Herato0101.328-E1;Parent=evm.model.Herato0101.328								
207	Herato0101	8590258	8590482	+	0	NA	Intergenic	Intergenic	9593	ID=evm.model.Herato0101.257-E8;Parent=evm.model.Herato0101.257								
7595	Herato2001	6843037	6843321	+	0	NA	Intergenic	Intergenic	-18841	ID=evm.model.Herato2001.252.1-E1;Parent=evm.model.Herato2001.252.1								
1510	Herato0503	3734626	3734835	+	0	NA	Intergenic	Intergenic	5363	ID=evm.model.Herato0503.123-E1;Parent=evm.model.Herato0503.123								
48	Herato0508	1379610	1380289	+	0	NA	Intergenic	Intergenic	-32156	ID=evm.model.Herato0508.62-E1;Parent=evm.model.Herato0508.62								
3641	Herato1807	4258896	4259063	+	0	NA	Intergenic	Intergenic	-5681	ID=evm.model.Herato1807.90.2-E1;Parent=evm.model.Herato1807.90.2								
3585	Herato0101	1667184	1667653	+	0	NA	Intergenic	Intergenic	2529	ID=evm.model.Herato0101.40.2-E1;Parent=evm.model.Herato0101.40.2								
8607	Herato1901	1049516	1049717	+	0	NA	Intergenic	Intergenic	-30326	ID=evm.model.Herato1901.26-E1;Parent=evm.model.Herato1901.26								
1988	Herato1202	10563007	10563273	+	0	NA	TTS (ID=evm.model.Herato1202.415-E1;Parent=evm.model.Herato1202.415)	-TTS (ID=evm.model.Herato1202.415-E1;Parent=evm.model.Herato1202.415)	1157	ID=evm.model.Herato1202.415-E1;Parent=evm.model.Herato1202.415								
4128	Herato0503	2647622	2647976	+	0	NA	Intergenic	Intergenic	-6830	ID=evm.model.Herato0503.100-E1;Parent=evm.model.Herato0503.100								
5981	Herato1301	21338882	21339222	+	0	NA	Intergenic	Intergenic	-14131	ID=evm.model.Herato1301.726.1-E1;Parent=evm.model.Herato1301.726.1								
4376	Herato0215	1703616	1703889	+	0	NA	Intergenic	Intergenic	-1576	ID=evm.model.Herato0215.59-E1;Parent=evm.model.Herato0215.59								
4243	Herato0503	4262933	4263087	+	0	NA	Intergenic	Intergenic	8795	ID=evm.model.Herato0503.130-E3;Parent=evm.model.Herato0503.130								
2763	Herato1801	1076357	1076937	+	0	NA	Intergenic	Intergenic	1611	ID=evm.model.Herato1801.48-E1;Parent=evm.model.Herato1801.48								
1141	Herato1108	4731850	4732264	+	0	NA	Intergenic	Intergenic	-21251	ID=evm.model.Herato1108.182.1-E1;Parent=evm.model.Herato1108.182.1								
984	Herato0701	4073483	4074157	+	0	NA	Intergenic	Intergenic	-7933	ID=evm.model.Herato0701.190-E1;Parent=evm.model.Herato0701.190								
8011	Herato1805	10243151	10243897	+	0	NA	Intergenic	Intergenic	-7580	ID=evm.model.Herato1805.295-E2;Parent=evm.model.Herato1805.295								
1155	Herato1108	5047329	5047637	+	0	NA	Intergenic	Intergenic	-2870	ID=temp_model_19.1-E1;Parent=temp_model_19.1								
788	Herato0609	290083	290817	+	0	NA	promoter-TSS (ID=evm.model.Herato0609.27-E1;Parent=evm.model.Herato0609.27)	-promoter-TSS (ID=evm.model.Herato0609.27-E1;Parent=evm.model.Herato0609.27)	-60	ID=evm.model.Herato0609.27.1-E1;Parent=evm.model.Herato0609.27.1								
4797	Herato1701	11377	12079	+	0	NA	TTS (ID=evm.model.Herato1701.1-E1;Parent=evm.model.Herato1701.1)	-TTS (ID=evm.model.Herato1701.1-E1;Parent=evm.model.Herato1701.1)	1125	ID=evm.model.Herato1701.1-E1;Parent=evm.model.Herato1701.1								
7530	Herato1801	5157265	5157587	+	0	NA	Intergenic	Intergenic	-4940	ID=evm.model.Herato1801.175-E1;Parent=evm.model.Herato1801.175								
5238	Herato0215	1539309	1540156	+	0	NA	Intergenic	Intergenic	-1075	ID=evm.model.Herato0215.150-E1;Parent=evm.model.Herato0215.150								
6630	Herato2001	5413206	5413383	+	0	NA	Intergenic	Intergenic	4500	ID=evm.model.Herato2001.187.3.1-E7;Parent=evm.model.Herato2001.187.3.1								
6335	Herato1411	816854	817234	+	0	NA	Intergenic	Intergenic	17285	ID=evm.model.Herato1411.21.1-E1;Parent=evm.model.Herato1411.21.1								
4115	Herato1904	6924749	6925162	+	0	NA	Intergenic	Intergenic	-2971	ID=evm.model.Herato1904.250-E1;Parent=evm.model.Herato1904.250								
1313	Herato0701	9738319	9738540	+	0	NA	Intergenic	Intergenic	-19087	ID=evm.model.Herato0701.401.2-E1;Parent=evm.model.Herato0701.401.2								
7891	Herato2101	3665310	3665718	+	0	NA	Intergenic	Intergenic	-27045	ID=evm.model.Herato2101.124-E1;Parent=evm.model.Herato2101.124								
1617	Herato0701	16423165	16423478	+	0	NA	Intergenic	Intergenic	15349	ID=evm.model.Herato0701.701-E4;Parent=evm.model.Herato0701.701								
8634	Herato2001	15118706	15119318	+	0	NA	Intergenic	Intergenic	7571	ID=evm.model.Herato2001.594-E8;Parent=evm.model.Herato2001.594								
6048	Herato1301	22992967	22993499	+	0	NA	Intergenic	Intergenic	-60212	ID=evm.model.Herato1301.770-E1;Parent=evm.model.Herato1301.770								
3521	Herato1007	2428756	2429214	+	0	NA	Intergenic	Intergenic	77146	ID=novel_model_133-E1;Parent=novel_model_133								
490	Herato0606	5307925	5308773	+	0	NA	promoter-TSS (ID=evm.model.Herato0606.174-E6;Parent=evm.model.Herato0606.174)	-promoter-TSS (ID=evm.model.Herato0606.174-E6;Parent=evm.model.Herato0606.174)	-208	ID=evm.model.Herato0606.174-E6;Parent=evm.model.Herato0606.174								
1843	Herato0801	4326869	4327634	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.89-E5;Parent=evm.model.Herato0801.89)	-promoter-TSS (ID=evm.model.Herato0801.89-E5;Parent=evm.model.Herato0801.89)	-975	ID=evm.model.Herato0801.89-E5;Parent=evm.model.Herato0801.89								
1112	Herato0701	6728298	6728496	+	0	NA	Intergenic	Intergenic	4733	ID=evm.model.Herato0701.303-E2;Parent=evm.model.Herato0701.303								
6502	Herato0215	3140746	3141306	+	0	NA	Intergenic	Intergenic	4098	ID=evm.model.Herato0215.153-E3;Parent=evm.model.Herato0215.153								
1294	Herato0101	11109609	11109835	+	0	NA	Intergenic	Intergenic	47442	ID=evm.model.Herato0101.317-E6;Parent=evm.model.Herato0101.317								
461	Herato0606	4801176	4801364	+	0	NA	Intergenic	Intergenic	-89912	ID=evm.model.Herato0606.149.2-E1;Parent=evm.model.Herato0606.149.2								
3451	Herato1807	679747	680086	+	0	NA	Intergenic	Intergenic	3424	ID=evm.model.Herato1807.12-E2;Parent=evm.model.Herato1807.12								
7894	Herato0215	3693274	3693421	+	0	NA	Intergenic	Intergenic	-2337	ID=evm.model.Herato0215.144-E1;Parent=evm.model.Herato0215.144								
7111	Herato0503	8661578	8662198	+	0	NA	Intergenic	Intergenic	-135074	ID=evm.model.Herato0503.333-E1;Parent=evm.model.Herato0503.333								
6345	Herato0411	6354755	6355007	+	0	NA	Intergenic	Intergenic	5439	ID=evm.model.Herato0411.154-E1;Parent=evm.model.Herato0411.154								
4640	Herato2001	1278325	1278503	+	0	NA	Intergenic	Intergenic	2938	ID=evm.model.Herato2001.22-E1;Parent=evm.model.Herato2001.22								
1358	Herato0701	10430560	10430724	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.435-E6;Parent=evm.model.Herato0701.435)	-promoter-TSS (ID=evm.model.Herato0701.435-E6;Parent=evm.model.Herato0701.435)	-629	ID=evm.model.Herato0701.435-E6;Parent=evm.model.Herato0701.435								
782	Herato0609	19327	19956	+	0	NA	promoter-TSS (ID=evm.model.Herato0609.3-E9;Parent=evm.model.Herato0609.3)	-promoter-TSS (ID=evm.model.Herato0609.3-E9;Parent=evm.model.Herato0609.3)	73	ID=evm.model.Herato0609.3-E9;Parent=evm.model.Herato0609.3								
5225	Herato1701	10593893	10594259	+	0	NA	Intergenic	Intergenic	-13662	ID=evm.model.Herato1701.364-E1;Parent=evm.model.Herato1701.364								
8701	Herato0401	672119	672520	+	0	NA	Intergenic	Intergenic	78576	ID=evm.model.Herato0401.8-E1;Parent=evm.model.Herato0401.8								
6510	Herato2101	9246410	9248413	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.315-E2;Parent=evm.model.Herato2101.315)	-promoter-TSS (ID=evm.model.Herato2101.315-E2;Parent=evm.model.Herato2101.315)	327	ID=evm.model.Herato2101.315-E1;Parent=evm.model.Herato2101.315								
3607	Herato0214	866427	866585	+	0	NA	Intergenic	Intergenic	3722	ID=evm.model.Herato0214.47-E1;Parent=evm.model.Herato0214.47								
3648	Herato1007	4889844	4890329	+	0	NA	Intergenic	Intergenic	7802	ID=evm.model.Herato1007.196-E1;Parent=evm.model.Herato1007.196								
781	Herato0608	39845	40139	+	0	NA	Intergenic	Intergenic	-2478	ID=evm.model.Herato0608.8-E6;Parent=evm.model.Herato0608.8								
8029	Herato1908	2592273	2592586	+	0	NA	Intergenic	Intergenic	-8966	ID=evm.model.Herato1908.102-E1;Parent=evm.model.Herato1908.102								
3015	Herato1805	2127573	2128072	+	0	NA	promoter-TSS (ID=evm.model.Herato1805.82-E9;Parent=evm.model.Herato1805.82)	-promoter-TSS (ID=evm.model.Herato1805.82-E9;Parent=evm.model.Herato1805.82)	-109	ID=evm.model.Herato1805.82-E9;Parent=evm.model.Herato1805.82								
1950	Herato1605	1767082	1767795	+	0	NA	Intergenic	Intergenic	11892	ID=evm.model.Herato1605.54-E2;Parent=evm.model.Herato1605.54								
6987	Herato1603	2546721	2547012	+	0	NA	TTS (ID=evm.model.Herato1603.76-E6;Parent=evm.model.Herato1603.76)	-TTS (ID=evm.model.Herato1603.76-E6;Parent=evm.model.Herato1603.76)	809	ID=evm.model.Herato1603.76-E6;Parent=evm.model.Herato1603.76								
5748	Herato2001	6275894	6276256	+	0	NA	Intergenic	Intergenic	4984	ID=evm.model.Herato2001.224-E5;Parent=evm.model.Herato2001.224								
5578	Herato2101	8868603	8868844	+	0	NA	Intergenic	Intergenic	-3226	ID=evm.model.Herato2101.306-E5;Parent=evm.model.Herato2101.306								
5327	Herato1301	3101108	3101500	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.85-E2;Parent=evm.model.Herato1301.85)	-promoter-TSS (ID=evm.model.Herato1301.85-E2;Parent=evm.model.Herato1301.85)	-101	ID=evm.model.Herato1301.85.4-E2;Parent=evm.model.Herato1301.85.4								
8268	Herato0301	4101151	4101610	+	0	NA	Intergenic	Intergenic	-5690	ID=evm.model.Herato0301.103.1-E1;Parent=evm.model.Herato0301.103.1								
8486	Herato0310	8790514	8790899	+	0	NA	Intergenic	Intergenic	-3056	ID=evm.model.Herato0310.241.1-E11;Parent=evm.model.Herato0310.241.1								
1890	Herato0801	5436347	5436589	+	0	NA	Intergenic	Intergenic	-13893	ID=evm.model.Herato0801.124.5-E1;Parent=evm.model.Herato0801.124.5								
8723	Herato2101	721542	722156	+	0	NA	Intergenic	Intergenic	-10470	ID=evm.model.Herato2101.31-E1;Parent=evm.model.Herato2101.31								
6281	Herato0401	1228274	1229174	+	0	NA	Intergenic	Intergenic	11976	ID=evm.model.Herato0401.21-E2;Parent=evm.model.Herato0401.21								
872	Herato0701	1315147	1315751	+	0	NA	Intergenic	Intergenic	4628	ID=evm.model.Herato0701.51-E1;Parent=evm.model.Herato0701.51								
8801	Herato0503	6917288	6917997	+	0	NA	TTS (ID=evm.model.Herato0503.243-E1;Parent=evm.model.Herato0503.243)	-TTS (ID=evm.model.Herato0503.243-E1;Parent=evm.model.Herato0503.243)	797	ID=evm.model.Herato0503.243-E1;Parent=evm.model.Herato0503.243								
1146	Herato1108	4878846	4879763	+	0	NA	Intergenic	Intergenic	-2992	ID=evm.model.Herato1108.196-E1;Parent=evm.model.Herato1108.196								
89	Herato0601	998494	999345	+	0	NA	Intergenic	Intergenic	-92998	ID=evm.model.Herato0601.10-E1;Parent=evm.model.Herato0601.10								
