PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_melpUnique_5thup.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_melpUnique_5thup_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3446	Hmel213017	40359	40621	+	0	NA	promoter-TSS (ID=HMEL020719g1.t1-E1;Parent=HMEL020719g1.t1)	-promoter-TSS (ID=HMEL020719g1.t1-E1;Parent=HMEL020719g1.t1)	-64	ID=HMEL020719g1.t1-E1;Parent=HMEL020719g1.t1								
638	Hmel203030	15395	15771	+	0	NA	TTS (ID=HMEL007541g1.t1-E2;Parent=HMEL007541g1.t1)	-TTS (ID=HMEL007541g1.t1-E2;Parent=HMEL007541g1.t1)	329	ID=HMEL007541g1.t1-E2;Parent=HMEL007541g1.t1								
2350	Hmel210004	323400	323933	+	0	NA	Intergenic	Intergenic	3605	ID=HMEL022606-RA-E1;Parent=HMEL022606-RA								
2479	Hmel210009	120730	120911	+	0	NA	TTS (ID=HMEL005927g3.t1-E2;Parent=HMEL005927g3.t1)	-TTS (ID=HMEL005927g3.t1-E2;Parent=HMEL005927g3.t1)	1083	ID=HMEL005927g3.t1-E2;Parent=HMEL005927g3.t1								
1	Hmel201002	446943	447387	+	0	NA	Intergenic	Intergenic	-4136	ID=HMEL030017g1.t1-E1;Parent=HMEL030017g1.t1								
3218	Hmel212011	652147	652521	+	0	NA	promoter-TSS (ID=HMEL012686g1.t1-E7;Parent=HMEL012686g1.t1)	-promoter-TSS (ID=HMEL012686g1.t1-E7;Parent=HMEL012686g1.t1)	-17	ID=HMEL012686g1.t1-E7;Parent=HMEL012686g1.t1								
506	Hmel202006	2961625	2962329	+	0	NA	promoter-TSS (ID=HMEL011074g1.t1-E4;Parent=HMEL011074g1.t1)	-promoter-TSS (ID=HMEL011074g1.t1-E4;Parent=HMEL011074g1.t1)	94	ID=HMEL011074g1.t1-E4;Parent=HMEL011074g1.t1								
5929	Hmel221006	1651	2312	+	0	NA	promoter-TSS (ID=HMEL006629g1.t1-E1;Parent=HMEL006629g1.t1)	-promoter-TSS (ID=HMEL006629g1.t1-E1;Parent=HMEL006629g1.t1)	-122	ID=HMEL006629g1.t3-E1;Parent=HMEL006629g1.t3								
5554	Hmel220003	1214983	1215457	+	0	NA	Intergenic	Intergenic	-43428	ID=HMEL017016g1.t1-E1;Parent=HMEL017016g1.t1								
4184	Hmel215047	1340434	1340671	+	0	NA	Intergenic	Intergenic	-1068	ID=HMEL012762g1.t1-E2;Parent=HMEL012762g1.t1								
2937	Hmel211012	631589	631808	+	0	NA	Intergenic	Intergenic	-2964	ID=HMEL031216g1.t1-E2;Parent=HMEL031216g1.t1								
661	Hmel203033	239762	240344	+	0	NA	Intergenic	Intergenic	-26431	ID=HMEL036032g1.t1-E1;Parent=HMEL036032g1.t1								
3157	Hmel212004	252058	252822	+	0	NA	Intergenic	Intergenic	-1271	ID=HMEL018011g1.t1-E1;Parent=HMEL018011g1.t1								
2845	Hmel211004	2492323	2492514	+	0	NA	Intergenic	Intergenic	7039	ID=HMEL011733g1.t1-E3;Parent=HMEL011733g1.t1								
2482	Hmel210009	246555	247585	+	0	NA	promoter-TSS (ID=HMEL030798g1.t1-E3;Parent=HMEL030798g1.t1)	-promoter-TSS (ID=HMEL030798g1.t1-E3;Parent=HMEL030798g1.t1)	-4	ID=HMEL030798g1.t1-E3;Parent=HMEL030798g1.t1								
2719	Hmel210012	385493	385733	+	0	NA	Intergenic	Intergenic	-2057	ID=HMEL030964g1.t1-E1;Parent=HMEL030964g1.t1								
1935	Hmel208014	54789	55379	+	0	NA	Intergenic	Intergenic	1314	ID=HMEL037848g1.t1-E1;Parent=HMEL037848g1.t1								
2690	Hmel210011	5433155	5433513	+	0	NA	Intergenic	Intergenic	-9493	ID=HMEL009186g1.t1-E1;Parent=HMEL009186g1.t1								
581	Hmel202006	5979657	5980546	+	0	NA	Intergenic	Intergenic	1635	ID=HMEL010274g1.t1-E1;Parent=HMEL010274g1.t1								
2727	Hmel211001	9443	9638	+	0	NA	Intergenic	Intergenic	30801	ID=HMEL015344g1.t1-E1;Parent=HMEL015344g1.t1								
4046	Hmel215006	1892323	1892844	+	0	NA	Intergenic	Intergenic	3118	ID=HMEL032694g1.t1-E1;Parent=HMEL032694g1.t1								
4676	Hmel217014	16923	17206	+	0	NA	Intergenic	Intergenic	75577	ID=HMEL012812g1.t1-E10;Parent=HMEL012812g1.t1								
4200	Hmel215047	2162701	2162927	+	0	NA	Intergenic	Intergenic	-16761	ID=HMEL032925g1.t1-E1;Parent=HMEL032925g1.t1								
4567	Hmel217004	664905	666754	+	0	NA	Intergenic	Intergenic	-9089	ID=HMEL006217g3.t1-E1;Parent=HMEL006217g3.t1								
678	Hmel203033	455361	455595	+	0	NA	Intergenic	Intergenic	-5439	ID=HMEL017477g1.t1-E1;Parent=HMEL017477g1.t1								
4328	Hmel216009	1204769	1205332	+	0	NA	promoter-TSS (ID=HMEL033513g1.t1-E3;Parent=HMEL033513g1.t1)	-promoter-TSS (ID=HMEL033513g1.t1-E3;Parent=HMEL033513g1.t1)	281	ID=HMEL033513g1.t1-E2;Parent=HMEL033513g1.t1								
3862	Hmel214010	291186	292850	+	0	NA	Intergenic	Intergenic	-7726	ID=HMEL020644g1.t1-E1;Parent=HMEL020644g1.t1								
1517	Hmel206012	1752686	1753272	+	0	NA	promoter-TSS (ID=HMEL037149g1.t1-E10;Parent=HMEL037149g1.t1)	-promoter-TSS (ID=HMEL037149g1.t1-E10;Parent=HMEL037149g1.t1)	106	ID=HMEL037149g1.t1-E9;Parent=HMEL037149g1.t1								
6097	Hmel221035	9717	10718	+	0	NA	Intergenic	Intergenic	1880	ID=HMEL007337g1.t1-E1;Parent=HMEL007337g1.t1								
2808	Hmel211004	878435	878577	+	0	NA	Intergenic	Intergenic	5210	ID=HMEL031041g1.t1-E3;Parent=HMEL031041g1.t1								
3025	Hmel212001	1624294	1624452	+	0	NA	Intergenic	Intergenic	-8115	ID=HMEL007966g1.t1-E2;Parent=HMEL007966g1.t1								
1975	Hmel208021	147986	148171	+	0	NA	promoter-TSS (ID=HMEL037938g1.t1-E3;Parent=HMEL037938g1.t1)	-promoter-TSS (ID=HMEL037938g1.t1-E3;Parent=HMEL037938g1.t1)	83	ID=HMEL037938g1.t1-E3;Parent=HMEL037938g1.t1								
2910	Hmel211009	470086	470290	+	0	NA	Intergenic	Intergenic	-2462	ID=HMEL006554g1.t1-E2;Parent=HMEL006554g1.t1								
1973	Hmel208019	718044	718298	+	0	NA	Intergenic	Intergenic	1816	ID=HMEL037926g1.t1-E7;Parent=HMEL037926g1.t1								
1991	Hmel208021	894180	894368	+	0	NA	promoter-TSS (ID=HMEL016476g1.t1-E6;Parent=HMEL016476g1.t1)	-promoter-TSS (ID=HMEL016476g1.t1-E6;Parent=HMEL016476g1.t1)	-527	ID=HMEL016476g1.t1-E6;Parent=HMEL016476g1.t1								
927	Hmel204017	598072	598256	+	0	NA	Intergenic	Intergenic	-4144	ID=HMEL036424g1.t1-E1;Parent=HMEL036424g1.t1								
5475	Hmel219018	1715913	1716480	+	0	NA	Intergenic	Intergenic	-4976	ID=HMEL034919g1.t1-E1;Parent=HMEL034919g1.t1								
5855	Hmel221001	286947	287393	+	0	NA	TTS (ID=HMEL011045-RA-E6;Parent=HMEL011045-RA)	-TTS (ID=HMEL011045-RA-E6;Parent=HMEL011045-RA)	421	ID=HMEL011045-RA-E6;Parent=HMEL011045-RA								
3180	Hmel212006	206107	206919	+	0	NA	Intergenic	Intergenic	15083	ID=HMEL002724g1.t1-E8;Parent=HMEL002724g1.t1								
2302	Hmel209007	4920395	4920822	+	0	NA	Intergenic	Intergenic	-2489	ID=HMEL009676g1.t1-E3;Parent=HMEL009676g1.t1								
4827	Hmel218003	1293193	1293628	+	0	NA	Intergenic	Intergenic	-9152	ID=HMEL034219g1.t1-E1;Parent=HMEL034219g1.t1								
3849	Hmel214008	2246209	2246433	+	0	NA	Intergenic	Intergenic	-3322	ID=HMEL005632g1.t1-E1;Parent=HMEL005632g1.t1								
2745	Hmel211002	86736	87170	+	0	NA	Intergenic	Intergenic	9853	ID=HMEL015337g1.t1-E7;Parent=HMEL015337g1.t1								
652	Hmel203030	248208	249101	+	0	NA	Intergenic	Intergenic	-1470	ID=HMEL036018g1.t1-E4;Parent=HMEL036018g1.t1								
2400	Hmel210004	4628961	4629376	+	0	NA	Intergenic	Intergenic	-3270	ID=HMEL018073g1.t1-E1;Parent=HMEL018073g1.t1								
2034	Hmel208046	243790	244621	+	0	NA	Intergenic	Intergenic	-9725	ID=HMEL015598g1.t1-E1;Parent=HMEL015598g1.t1								
4445	Hmel216015	26467	26729	+	0	NA	TTS (ID=HMEL003021g1.t1-E3;Parent=HMEL003021g1.t1)	-TTS (ID=HMEL003021g1.t1-E3;Parent=HMEL003021g1.t1)	822	ID=HMEL003021g1.t1-E3;Parent=HMEL003021g1.t1								
4405	Hmel216011	2743449	2743620	+	0	NA	Intergenic	Intergenic	36377	ID=HMEL003654g1.t1-E1;Parent=HMEL003654g1.t1								
3851	Hmel214008	2287971	2288459	+	0	NA	Intergenic	Intergenic	19878	ID=HMEL032376g1.t1-E1;Parent=HMEL032376g1.t1								
2029	Hmel208046	20960	21324	+	0	NA	Intergenic	Intergenic	-6381	ID=HMEL038090g1.t1-E1;Parent=HMEL038090g1.t1								
3552	Hmel213035	132243	132450	+	0	NA	Intergenic	Intergenic	-1826	ID=HMEL017144g1.t1-E2;Parent=HMEL017144g1.t1								
5671	Hmel220005	1909755	1911313	+	0	NA	Intergenic	Intergenic	3644	ID=HMEL035112g1.t1-E23;Parent=HMEL035112g1.t1								
844	Hmel204001	789813	790028	+	0	NA	Intergenic	Intergenic	-11520	ID=HMEL017432g1.t1-E1;Parent=HMEL017432g1.t1								
4447	Hmel216015	32084	33794	+	0	NA	TTS (ID=HMEL003020g1.t1-E13;Parent=HMEL003020g1.t1)	-TTS (ID=HMEL003020g1.t1-E13;Parent=HMEL003020g1.t1)	236	ID=HMEL003020g1.t1-E14;Parent=HMEL003020g1.t1								
5767	Hmel220012	451568	451885	+	0	NA	Intergenic	Intergenic	-2592	ID=HMEL004855g1.t1-E1;Parent=HMEL004855g1.t1								
4552	Hmel217001	2836834	2837228	+	0	NA	Intergenic	Intergenic	28990	ID=HMEL033763g1.t1-E1;Parent=HMEL033763g1.t1								
2723	Hmel211001	105389	106021	+	0	NA	Intergenic	Intergenic	-1931	ID=HMEL013822g1.t1-E1;Parent=HMEL013822g1.t1								
4218	Hmel215048	263810	264106	+	0	NA	Intergenic	Intergenic	-3416	ID=HMEL013736g1.t1-E2;Parent=HMEL013736g1.t1								
272	Hmel201011	1611403	1612326	+	0	NA	Intergenic	Intergenic	-2384	ID=HMEL033050g1.t1-E1;Parent=HMEL033050g1.t1								
4930	Hmel218007	822609	823998	+	0	NA	Intergenic	Intergenic	20371	ID=HMEL014555g1.t1-E3;Parent=HMEL014555g1.t1								
775	Hmel203069	15926	16217	+	0	NA	promoter-TSS (ID=HMEL036168g1.t1-E1;Parent=HMEL036168g1.t1)	-promoter-TSS (ID=HMEL036168g1.t1-E1;Parent=HMEL036168g1.t1)	-13	ID=HMEL036168g1.t1-E1;Parent=HMEL036168g1.t1								
2518	Hmel210011	71500	72172	+	0	NA	Intergenic	Intergenic	24295	ID=HMEL013308g2.t1-E6;Parent=HMEL013308g2.t1								
5668	Hmel220005	1800119	1800566	+	0	NA	Intergenic	Intergenic	-2085	ID=HMEL014071g1.t1-E1;Parent=HMEL014071g1.t1								
20	Hmel201002	1307573	1309106	+	0	NA	Intergenic	Intergenic	5277	ID=HMEL011296g1.t1-E6;Parent=HMEL011296g1.t1								
6010	Hmel221012	2681274	2681548	+	0	NA	Intergenic	Intergenic	-13025	ID=HMEL008788g1.t1-E1;Parent=HMEL008788g1.t1								
2376	Hmel210004	2631904	2632098	+	0	NA	Intergenic	Intergenic	-13886	ID=HMEL022560-RA-E1;Parent=HMEL022560-RA								
1983	Hmel208021	1008198	1009136	+	0	NA	exon (ID=HMEL004812g4.t1-E4;Parent=HMEL004812g4.t1, exon 1 of 1)	-exon (ID=HMEL004812g4.t1-E4;Parent=HMEL004812g4.t1, exon 1 of 1)	171	ID=HMEL004812g4.t1-E4;Parent=HMEL004812g4.t1								
6172	Hmel208051	1173750	1173965	+	0	NA	promoter-TSS (ID=HMEL008190g1.t1-E1;Parent=HMEL008190g1.t1)	-promoter-TSS (ID=HMEL008190g1.t1-E1;Parent=HMEL008190g1.t1)	-196	ID=HMEL008190g1.t1-E1;Parent=HMEL008190g1.t1								
5263	Hmel219003	3263683	3263938	+	0	NA	Intergenic	Intergenic	3006	ID=HMEL006179g1.t1-E1;Parent=HMEL006179g1.t1								
3100	Hmel212001	3617000	3618214	+	0	NA	Intergenic	Intergenic	-3835	ID=HMEL013199g1.t2-E1;Parent=HMEL013199g1.t2								
3787	Hmel214008	116286	116717	+	0	NA	Intergenic	Intergenic	-1216	ID=HMEL032311g1.t1-E2;Parent=HMEL032311g1.t1								
4304	Hmel216009	341072	341570	+	0	NA	Intergenic	Intergenic	-4207	ID=HMEL033487g1.t1-E1;Parent=HMEL033487g1.t1								
3562	Hmel213035	587342	587613	+	0	NA	Intergenic	Intergenic	2437	ID=HMEL032001g1.t1-E5;Parent=HMEL032001g1.t1								
1627	Hmel207002	3707119	3707556	+	0	NA	Intergenic	Intergenic	-2680	ID=HMEL015859g1.t1-E2;Parent=HMEL015859g1.t1								
4180	Hmel215047	1200581	1201093	+	0	NA	Intergenic	Intergenic	-3078	ID=HMEL032894g1.t1-E1;Parent=HMEL032894g1.t1								
4139	Hmel215047	13602	14209	+	0	NA	Intergenic	Intergenic	4106	ID=HMEL022146g1.t1-E1;Parent=HMEL022146g1.t1								
468	Hmel202006	811200	811514	+	0	NA	Intergenic	Intergenic	-1239	ID=HMEL033266g1.t1-E1;Parent=HMEL033266g1.t1								
6145	Hmel202006	2952266	2952744	+	0	NA	promoter-TSS (ID=HMEL033316g1.t1-E2;Parent=HMEL033316g1.t1)	-promoter-TSS (ID=HMEL033316g1.t1-E2;Parent=HMEL033316g1.t1)	-245	ID=HMEL033316g1.t1-E2;Parent=HMEL033316g1.t1								
3030	Hmel212001	1695825	1696930	+	0	NA	Intergenic	Intergenic	-25223	ID=HMEL007967g1.t1-E1;Parent=HMEL007967g1.t1								
1019	Hmel205004	172653	173132	+	0	NA	Intergenic	Intergenic	1916	ID=HMEL036610g1.t1-E1;Parent=HMEL036610g1.t1								
700	Hmel203045	458750	458896	+	0	NA	Intergenic	Intergenic	-4117	ID=HMEL002457g1.t1-E1;Parent=HMEL002457g1.t1								
78	Hmel201007	748780	748977	+	0	NA	Intergenic	Intergenic	10342	ID=HMEL030096g1.t1-E5;Parent=HMEL030096g1.t1								
3369	Hmel213004	1117849	1118066	+	0	NA	Intergenic	Intergenic	-6684	ID=HMEL031779g1.t1-E1;Parent=HMEL031779g1.t1								
5571	Hmel220003	1484386	1484724	+	0	NA	promoter-TSS (ID=HMEL017034g1.t1-E1;Parent=HMEL017034g1.t1)	-promoter-TSS (ID=HMEL017034g1.t1-E1;Parent=HMEL017034g1.t1)	-550	ID=HMEL017034g1.t1-E1;Parent=HMEL017034g1.t1								
413	Hmel202004	58072	58469	+	0	NA	TTS (ID=HMEL008606g4.t1-E1;Parent=HMEL008606g4.t1)	-TTS (ID=HMEL008606g4.t1-E1;Parent=HMEL008606g4.t1)	1279	ID=HMEL008606g4.t1-E1;Parent=HMEL008606g4.t1								
294	Hmel201011	2108876	2109443	+	0	NA	Intergenic	Intergenic	12184	ID=HMEL033069g1.t1-E2;Parent=HMEL033069g1.t1								
764	Hmel203067	1099844	1101362	+	0	NA	TTS (ID=HMEL036157g1.t1-E2;Parent=HMEL036157g1.t1)	-TTS (ID=HMEL036157g1.t1-E2;Parent=HMEL036157g1.t1)	922	ID=HMEL036157g1.t1-E2;Parent=HMEL036157g1.t1								
5342	Hmel219005	454435	454940	+	0	NA	promoter-TSS (ID=HMEL022665-RA-E3;Parent=HMEL022665-RA)	-promoter-TSS (ID=HMEL022665-RA-E3;Parent=HMEL022665-RA)	206	ID=HMEL022665-RA-E2;Parent=HMEL022665-RA								
4953	Hmel218011	344689	345382	+	0	NA	Intergenic	Intergenic	11241	ID=HMEL034336g1.t1-E1;Parent=HMEL034336g1.t1								
6044	Hmel221015	652931	653559	+	0	NA	Intergenic	Intergenic	-8765	ID=HMEL035658g1.t1-E1;Parent=HMEL035658g1.t1								
2075	Hmel208051	1401702	1402148	+	0	NA	Intergenic	Intergenic	4127	ID=HMEL038171g1.t1-E3;Parent=HMEL038171g1.t1								
4582	Hmel217004	749446	749745	+	0	NA	Intergenic	Intergenic	-25314	ID=HMEL006214g1.t1-E1;Parent=HMEL006214g1.t1								
1981	Hmel208021	591472	591705	+	0	NA	TTS (ID=HMEL037961g1.t1-E4;Parent=HMEL037961g1.t1)	-TTS (ID=HMEL037961g1.t1-E4;Parent=HMEL037961g1.t1)	198	ID=HMEL037961g1.t1-E4;Parent=HMEL037961g1.t1								
3638	Hmel213052	44048	44348	+	0	NA	Intergenic	Intergenic	27740	ID=HMEL010907g1.t3-E36;Parent=HMEL010907g1.t3								
2081	Hmel208051	1657692	1658925	+	0	NA	Intergenic	Intergenic	-3159	ID=HMEL038182g1.t1-E2;Parent=HMEL038182g1.t1								
606	Hmel203011	213953	214712	+	0	NA	TTS (ID=HMEL014009g1.t1-E2;Parent=HMEL014009g1.t1)	-TTS (ID=HMEL014009g1.t1-E2;Parent=HMEL014009g1.t1)	1025	ID=HMEL014009g1.t1-E2;Parent=HMEL014009g1.t1								
4416	Hmel216012	244372	244785	+	0	NA	Intergenic	Intergenic	3287	ID=HMEL011495g3.t1-E5;Parent=HMEL011495g3.t1								
3559	Hmel213035	536837	537670	+	0	NA	Intergenic	Intergenic	3475	ID=HMEL032000g1.t1-E6;Parent=HMEL032000g1.t1								
2522	Hmel210011	147875	148133	+	0	NA	Intergenic	Intergenic	9002	ID=HMEL030826g1.t1-E2;Parent=HMEL030826g1.t1								
1855	Hmel207023	375503	377170	+	0	NA	Intergenic	Intergenic	-1186	ID=HMEL037741g1.t1-E2;Parent=HMEL037741g1.t1								
432	Hmel202004	1285928	1286148	+	0	NA	Intergenic	Intergenic	-6322	ID=HMEL033212g1.t1-E1;Parent=HMEL033212g1.t1								
4235	Hmel216001	876470	877627	+	0	NA	Intergenic	Intergenic	-1523	ID=HMEL032990g1.t1-E5;Parent=HMEL032990g1.t1								
5922	Hmel221001	2218319	2218806	+	0	NA	Intergenic	Intergenic	9625	ID=HMEL035467g1.t1-E2;Parent=HMEL035467g1.t1								
5349	Hmel219005	939804	940327	+	0	NA	Intergenic	Intergenic	16674	ID=HMEL034723g1.t1-E7;Parent=HMEL034723g1.t1								
5713	Hmel220005	4950944	4951237	+	0	NA	Intergenic	Intergenic	-1414	ID=HMEL035221g1.t1-E1;Parent=HMEL035221g1.t1								
6220	Hmel219003	4127363	4128117	+	0	NA	Intergenic	Intergenic	1975	ID=HMEL034646g1.t1-E2;Parent=HMEL034646g1.t1								
5217	Hmel219003	1644118	1645213	+	0	NA	Intergenic	Intergenic	20175	ID=HMEL008612-RA-E3;Parent=HMEL008612-RA								
2415	Hmel210004	5820168	5820391	+	0	NA	Intergenic	Intergenic	-4299	ID=HMEL009009g1.t2-E1;Parent=HMEL009009g1.t2								
708	Hmel203045	654120	654846	+	0	NA	Intergenic	Intergenic	-1237	ID=HMEL017916g1.t1-E1;Parent=HMEL017916g1.t1								
2583	Hmel210011	2654119	2654270	+	0	NA	Intergenic	Intergenic	-2411	ID=HMEL015940g1.t2-E2;Parent=HMEL015940g1.t2								
2589	Hmel210011	2730679	2731260	+	0	NA	Intergenic	Intergenic	23557	ID=HMEL030881g1.t1-E2;Parent=HMEL030881g1.t1								
3286	Hmel212013	2171617	2171913	+	0	NA	Intergenic	Intergenic	3695	ID=HMEL031689g1.t1-E1;Parent=HMEL031689g1.t1								
4764	Hmel217019	225889	226149	+	0	NA	Intergenic	Intergenic	12568	ID=HMEL014828g2.t1-E3;Parent=HMEL014828g2.t1								
2814	Hmel211004	1080050	1080668	+	0	NA	Intergenic	Intergenic	-13934	ID=HMEL031051g1.t1-E1;Parent=HMEL031051g1.t1								
710	Hmel203045	669625	670428	+	0	NA	TTS (ID=HMEL036075g1.t1-E1;Parent=HMEL036075g1.t1)	-TTS (ID=HMEL036075g1.t1-E1;Parent=HMEL036075g1.t1)	936	ID=HMEL036075g1.t1-E1;Parent=HMEL036075g1.t1								
1656	Hmel207002	5618041	5618602	+	0	NA	Intergenic	Intergenic	-3639	ID=HMEL037486g1.t1-E1;Parent=HMEL037486g1.t1								
856	Hmel204001	1596612	1596997	+	0	NA	Intergenic	Intergenic	8235	ID=HMEL036329g1.t1-E2;Parent=HMEL036329g1.t1								
5105	Hmel218018	6376658	6377701	+	0	NA	Intergenic	Intergenic	-17723	ID=HMEL016326g1.t1-E1;Parent=HMEL016326g1.t1								
1664	Hmel207002	5950235	5950504	+	0	NA	promoter-TSS (ID=HMEL037490g1.t1-E3;Parent=HMEL037490g1.t1)	-promoter-TSS (ID=HMEL037490g1.t1-E3;Parent=HMEL037490g1.t1)	-786	ID=HMEL037490g1.t1-E3;Parent=HMEL037490g1.t1								
112	Hmel201009	236453	237447	+	0	NA	Intergenic	Intergenic	-8679	ID=HMEL030122g1.t1-E1;Parent=HMEL030122g1.t1								
5935	Hmel221009	123706	124259	+	0	NA	promoter-TSS (ID=HMEL035517g1.t1-E7;Parent=HMEL035517g1.t1)	-promoter-TSS (ID=HMEL035517g1.t1-E7;Parent=HMEL035517g1.t1)	-220	ID=HMEL035517g1.t1-E7;Parent=HMEL035517g1.t1								
3211	Hmel212011	257772	258175	+	0	NA	Intergenic	Intergenic	-33537	ID=HMEL031591g1.t1-E1;Parent=HMEL031591g1.t1								
191	Hmel201009	3324246	3324725	+	0	NA	Intergenic	Intergenic	-1288	ID=HMEL012390g1.t1-E1;Parent=HMEL012390g1.t1								
4613	Hmel217004	1581913	1582329	+	0	NA	Intergenic	Intergenic	44262	ID=HMEL006834g1.t1-E1;Parent=HMEL006834g1.t1								
3612	Hmel213046	100455	101077	+	0	NA	Intergenic	Intergenic	2987	ID=HMEL032052g1.t1-E1;Parent=HMEL032052g1.t1								
588	Hmel202006	6131687	6131995	+	0	NA	Intergenic	Intergenic	5201	ID=HMEL033406g1.t1-E1;Parent=HMEL033406g1.t1								
1684	Hmel207002	6480197	6480698	+	0	NA	Intergenic	Intergenic	-9651	ID=HMEL037499g1.t1-E1;Parent=HMEL037499g1.t1								
5097	Hmel218018	5780512	5780817	+	0	NA	Intergenic	Intergenic	8353	ID=HMEL005850g1.t1-E2;Parent=HMEL005850g1.t1								
756	Hmel203067	506761	507360	+	0	NA	Intergenic	Intergenic	-2719	ID=HMEL025034-RA-E2;Parent=HMEL025034-RA								
262	Hmel201011	1041985	1043042	+	0	NA	Intergenic	Intergenic	7185	ID=HMEL033036g1.t1-E3;Parent=HMEL033036g1.t1								
1944	Hmel208017	308428	309928	+	0	NA	Intergenic	Intergenic	-2654	ID=HMEL012181g1.t1-E1;Parent=HMEL012181g1.t1								
5165	Hmel218018	8838391	8838571	+	0	NA	promoter-TSS (ID=HMEL013928g1.t1-E8;Parent=HMEL013928g1.t1)	-promoter-TSS (ID=HMEL013928g1.t1-E8;Parent=HMEL013928g1.t1)	85	ID=HMEL013928g1.t1-E8;Parent=HMEL013928g1.t1								
4422	Hmel216013	117995	118128	+	0	NA	Intergenic	Intergenic	-2561	ID=HMEL033608g1.t1-E1;Parent=HMEL033608g1.t1								
2590	Hmel210011	2737527	2737930	+	0	NA	Intergenic	Intergenic	16798	ID=HMEL030881g1.t1-E2;Parent=HMEL030881g1.t1								
542	Hmel202006	2597953	2598332	+	0	NA	promoter-TSS (ID=HMEL002110g1.t1-E3;Parent=HMEL002110g1.t1)	-promoter-TSS (ID=HMEL002110g1.t1-E3;Parent=HMEL002110g1.t1)	-343	ID=HMEL002110g1.t1-E3;Parent=HMEL002110g1.t1								
6109	Hmel221041	41686	42040	+	0	NA	Intergenic	Intergenic	-27336	ID=HMEL035786g1.t1-E1;Parent=HMEL035786g1.t1								
3750	Hmel213069	1172897	1173392	+	0	NA	Intergenic	Intergenic	-6409	ID=HMEL032234g1.t1-E1;Parent=HMEL032234g1.t1								
3114	Hmel212001	4868545	4869429	+	0	NA	Intergenic	Intergenic	-1958	ID=HMEL012737g1.t1-E5;Parent=HMEL012737g1.t1								
5337	Hmel219005	218421	218648	+	0	NA	promoter-TSS (ID=HMEL009286g1.t1-E2;Parent=HMEL009286g1.t1)	-promoter-TSS (ID=HMEL009286g1.t1-E2;Parent=HMEL009286g1.t1)	-299	ID=HMEL009286g1.t1-E2;Parent=HMEL009286g1.t1								
4649	Hmel217004	3507996	3508776	+	0	NA	Intergenic	Intergenic	-3048	ID=HMEL009797g1.t1-E2;Parent=HMEL009797g1.t1								
2099	Hmel209001	193059	193469	+	0	NA	Intergenic	Intergenic	5430	ID=HMEL038215g1.t1-E2;Parent=HMEL038215g1.t1								
2476	Hmel210005	1053779	1054115	+	0	NA	Intergenic	Intergenic	-2885	ID=HMEL008525g1.t1-E1;Parent=HMEL008525g1.t1								
2988	Hmel212001	345332	347020	+	0	NA	Intergenic	Intergenic	5713	ID=HMEL017980g1.t1-E1;Parent=HMEL017980g1.t1								
170	Hmel201009	2846072	2846449	+	0	NA	TTS (ID=HMEL030194g1.t1-E1;Parent=HMEL030194g1.t1)	-TTS (ID=HMEL030194g1.t1-E1;Parent=HMEL030194g1.t1)	462	ID=HMEL030194g1.t1-E1;Parent=HMEL030194g1.t1								
4873	Hmel218004	466186	466996	+	0	NA	Intergenic	Intergenic	-5382	ID=HMEL006660g1.t1-E1;Parent=HMEL006660g1.t1								
1921	Hmel208014	410669	410961	+	0	NA	promoter-TSS (ID=HMEL037862g1.t1-E1;Parent=HMEL037862g1.t1)	-promoter-TSS (ID=HMEL037862g1.t1-E1;Parent=HMEL037862g1.t1)	-531	ID=HMEL037862g1.t1-E1;Parent=HMEL037862g1.t1								
6181	Hmel211009	41665	42067	+	0	NA	Intergenic	Intergenic	12227	ID=HMEL031162g1.t1-E2;Parent=HMEL031162g1.t1								
3217	Hmel212011	587531	588015	+	0	NA	promoter-TSS (ID=HMEL031602g1.t1-E2;Parent=HMEL031602g1.t1)	-promoter-TSS (ID=HMEL031602g1.t1-E2;Parent=HMEL031602g1.t1)	-433	ID=HMEL031602g1.t1-E2;Parent=HMEL031602g1.t1								
5745	Hmel220009	477969	479050	+	0	NA	Intergenic	Intergenic	2273	ID=HMEL035259g1.t1-E1;Parent=HMEL035259g1.t1								
26	Hmel201002	1965913	1966355	+	0	NA	Intergenic	Intergenic	34741	ID=HMEL002970g1.t1-E3;Parent=HMEL002970g1.t1								
4923	Hmel218007	605162	605450	+	0	NA	promoter-TSS (ID=HMEL034299g1.t1-E2;Parent=HMEL034299g1.t1)	-promoter-TSS (ID=HMEL034299g1.t1-E2;Parent=HMEL034299g1.t1)	95	ID=HMEL034299g1.t1-E2;Parent=HMEL034299g1.t1								
2116	Hmel209001	1114585	1116020	+	0	NA	Intergenic	Intergenic	-5739	ID=HMEL007018g1.t4-E1;Parent=HMEL007018g1.t4								
