PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thdown_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_shared_5thdown_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
456	Herato0901	915746	915934	+	0	NA	Intergenic	Intergenic	6900	ID=evm.model.Herato0901.36.5-E2;Parent=evm.model.Herato0901.36.5								
652	Herato1005	138477	138895	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.13-E3;Parent=evm.model.Herato1005.13)	-promoter-TSS (ID=evm.model.Herato1005.13-E3;Parent=evm.model.Herato1005.13)	121	ID=evm.model.Herato1005.13-E2;Parent=evm.model.Herato1005.13								
1033	Herato1202	12126154	12126686	+	0	NA	Intergenic	Intergenic	59442	ID=evm.model.Herato1202.468-E4;Parent=evm.model.Herato1202.468								
2400	Herato2101	4500887	4501374	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.143-E3;Parent=evm.model.Herato2101.143)	-promoter-TSS (ID=evm.model.Herato2101.143-E3;Parent=evm.model.Herato2101.143)	588	ID=evm.model.Herato2101.143-E2;Parent=evm.model.Herato2101.143								
2258	Herato2001	6464575	6465155	+	0	NA	Intergenic	Intergenic	23288	ID=evm.model.Herato2001.236-E5;Parent=evm.model.Herato2001.236								
2034	Herato1904	2604254	2604716	+	0	NA	Intergenic	Intergenic	-86517	ID=evm.model.Herato1904.87-E1;Parent=evm.model.Herato1904.87								
1539	Herato1605	620615	621170	+	0	NA	Intergenic	Intergenic	-17614	ID=evm.model.Herato1605.30-E1;Parent=evm.model.Herato1605.30								
2029	Herato1904	2518389	2519188	+	0	NA	promoter-TSS (ID=evm.model.Herato1904.87-E1;Parent=evm.model.Herato1904.87)	-promoter-TSS (ID=evm.model.Herato1904.87-E1;Parent=evm.model.Herato1904.87)	-820	ID=evm.model.Herato1904.87-E1;Parent=evm.model.Herato1904.87								
796	Herato1108	4020852	4021289	+	0	NA	Intergenic	Intergenic	4805	ID=evm.model.Herato1108.153.1-E12;Parent=evm.model.Herato1108.153.1								
2349	Herato2001	12288686	12289513	+	0	NA	Intergenic	Intergenic	-1246	ID=evm.model.Herato2001.466.1-E1;Parent=evm.model.Herato2001.466.1								
366	Herato0801	3974029	3974414	+	0	NA	Intergenic	Intergenic	-14991	ID=evm.model.Herato0801.84-E1;Parent=evm.model.Herato0801.84								
844	Herato1108	9419588	9420445	+	0	NA	Intergenic	Intergenic	10173	ID=evm.model.Herato1108.405-E4;Parent=evm.model.Herato1108.405								
1541	Herato1605	893334	893485	+	0	NA	Intergenic	Intergenic	59827	ID=evm.model.Herato1605.32-E18;Parent=evm.model.Herato1605.32								
272	Herato0701	10225318	10225736	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.419-E5;Parent=evm.model.Herato0701.419)	-promoter-TSS (ID=evm.model.Herato0701.419-E5;Parent=evm.model.Herato0701.419)	-121	ID=evm.model.Herato0701.419-E5;Parent=evm.model.Herato0701.419								
2343	Herato2001	11940201	11940458	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.456-E4;Parent=evm.model.Herato2001.456)	-promoter-TSS (ID=evm.model.Herato2001.456-E4;Parent=evm.model.Herato2001.456)	-442	ID=evm.model.Herato2001.456-E4;Parent=evm.model.Herato2001.456								
775	Herato0101	17676297	17677294	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.702-E4;Parent=evm.model.Herato0101.702)	-promoter-TSS (ID=evm.model.Herato0101.702-E4;Parent=evm.model.Herato0101.702)	-346	ID=evm.model.Herato0101.702.2-E4;Parent=evm.model.Herato0101.702.2								
2518	Herato0310	5873744	5874149	+	0	NA	Intergenic	Intergenic	-14867	ID=evm.model.Herato0310.139-E1;Parent=evm.model.Herato0310.139								
2108	Herato1906	460893	461364	+	0	NA	Intergenic	Intergenic	37183	ID=evm.model.Herato1906.18-E4;Parent=evm.model.Herato1906.18								
20	Herato0601	1150896	1151319	+	0	NA	Intergenic	Intergenic	29600	ID=evm.model.Herato0601.11-E2;Parent=evm.model.Herato0601.11								
2376	Herato2001	14478462	14479538	+	0	NA	Intergenic	Intergenic	-43387	ID=evm.model.Herato2001.568-E1;Parent=evm.model.Herato2001.568								
888	Herato1108	11962510	11962821	+	0	NA	Intergenic	Intergenic	8865	ID=evm.model.Herato1108.512-E1;Parent=evm.model.Herato1108.512								
1983	Herato1807	4358486	4358770	+	0	NA	Intergenic	Intergenic	-1060	ID=evm.model.Herato1807.93-E1;Parent=evm.model.Herato1807.93								
1011	Herato1202	9852999	9853577	+	0	NA	Intergenic	Intergenic	-63010	ID=evm.model.Herato1202.407-E1;Parent=evm.model.Herato1202.407								
1754	Herato1801	4219388	4219539	+	0	NA	Intergenic	Intergenic	5318	ID=evm.model.Herato1801.145-E7;Parent=evm.model.Herato1801.145								
1627	Herato1701	7058589	7058931	+	0	NA	Intergenic	Intergenic	-66693	ID=evm.model.Herato1701.205-E1;Parent=evm.model.Herato1701.205								
1161	Herato1301	4205628	4208376	+	0	NA	Intergenic	Intergenic	1299	ID=evm.model.Herato1301.116-E2;Parent=evm.model.Herato1301.116								
468	Herato0901	1853213	1853901	+	0	NA	Intergenic	Intergenic	6159	ID=evm.model.Herato0901.63-E4;Parent=evm.model.Herato0901.63								
2093	Herato1904	6710643	6710889	+	0	NA	Intergenic	Intergenic	-1421	ID=evm.model.Herato1904.242-E1;Parent=evm.model.Herato1904.242								
1019	Herato1202	11454290	11454643	+	0	NA	Intergenic	Intergenic	-2469	ID=evm.model.Herato1202.453.1-E4;Parent=evm.model.Herato1202.453.1								
700	Herato1007	341486	342034	+	0	NA	Intergenic	Intergenic	-56539	ID=evm.model.Herato1007.7-E1;Parent=evm.model.Herato1007.7								
1927	Herato1807	2084689	2085062	+	0	NA	Intergenic	Intergenic	13625	ID=evm.model.Herato1807.40-E3;Parent=evm.model.Herato1807.40								
78	Herato0606	4050102	4051645	+	0	NA	Intergenic	Intergenic	-45903	ID=evm.model.Herato0606.123-E1;Parent=evm.model.Herato0606.123								
1380	Herato1411	937752	937968	+	0	NA	Intergenic	Intergenic	6642	ID=evm.model.Herato1411.25-E1;Parent=evm.model.Herato1411.25								
990	Herato1202	7332411	7332999	+	0	NA	Intergenic	Intergenic	-2789	ID=evm.model.Herato1202.291.1-E1;Parent=evm.model.Herato1202.291.1								
413	Herato0821	912430	912876	+	0	NA	Intergenic	Intergenic	11063	ID=evm.model.Herato0821.45-E1;Parent=evm.model.Herato0821.45								
294	Herato0701	12095888	12096676	+	0	NA	TTS (ID=evm.model.Herato0701.548-E1;Parent=evm.model.Herato0701.548)	-TTS (ID=evm.model.Herato0701.548-E1;Parent=evm.model.Herato0701.548)	1112	ID=evm.model.Herato0701.548.1-E1;Parent=evm.model.Herato0701.548.1								
2316	Herato2001	10142879	10143587	+	0	NA	Intergenic	Intergenic	2220	ID=evm.model.Herato2001.402-E8;Parent=evm.model.Herato2001.402								
2218	Herato2001	2407768	2408937	+	0	NA	TTS (ID=evm.model.Herato2001.64-E11;Parent=evm.model.Herato2001.64)	-TTS (ID=evm.model.Herato2001.64-E11;Parent=evm.model.Herato2001.64)	124	ID=evm.model.Herato2001.64.4-E10;Parent=evm.model.Herato2001.64.4								
1614	Herato1701	6088936	6089128	+	0	NA	Intergenic	Intergenic	30685	ID=evm.model.Herato1701.167-E1;Parent=evm.model.Herato1701.167								
1442	Herato1505	3361230	3361487	+	0	NA	Intergenic	Intergenic	-1007	ID=evm.model.Herato1505.148-E2;Parent=evm.model.Herato1505.148								
764	Herato1007	4632246	4633483	+	0	NA	Intergenic	Intergenic	-8806	ID=evm.model.Herato1007.186-E4;Parent=evm.model.Herato1007.186								
349	Herato0101	1183261	1183798	+	0	NA	Intergenic	Intergenic	30782	ID=evm.model.Herato0101.20-E4;Parent=evm.model.Herato0101.20								
1743	Herato1801	3793103	3793327	+	0	NA	TTS (ID=evm.model.Herato1801.133-E2;Parent=evm.model.Herato1801.133)	-TTS (ID=evm.model.Herato1801.133-E2;Parent=evm.model.Herato1801.133)	1163	ID=evm.model.Herato1801.133-E2;Parent=evm.model.Herato1801.133								
2075	Herato0215	930564	930884	+	0	NA	Intergenic	Intergenic	5512	ID=evm.model.Herato0215.32.1-E4;Parent=evm.model.Herato0215.32.1								
1981	Herato1807	4263229	4263559	+	0	NA	Intergenic	Intergenic	-10096	ID=evm.model.Herato1807.90.2-E1;Parent=evm.model.Herato1807.90.2								
2081	Herato1904	5761587	5762800	+	0	NA	Intergenic	Intergenic	56805	ID=evm.model.Herato1904.210-E2;Parent=evm.model.Herato1904.210								
1383	Herato1411	1292264	1292748	+	0	NA	Intergenic	Intergenic	-2762	ID=evm.model.Herato1411.38.1-E1;Parent=evm.model.Herato1411.38.1								
606	Herato1003	2381694	2381955	+	0	NA	Intergenic	Intergenic	-9886	ID=evm.model.Herato1003.74-E2;Parent=evm.model.Herato1003.74								
137	Herato0101	10129484	10129651	+	0	NA	Intergenic	Intergenic	6548	ID=evm.model.Herato0101.291.6-E1;Parent=evm.model.Herato0101.291.6								
1414	Herato1505	1426378	1426989	+	0	NA	Intergenic	Intergenic	-4696	ID=evm.model.Herato1505.49-E1;Parent=evm.model.Herato1505.49								
2522	Herato0310	7417175	7417445	+	0	NA	Intergenic	Intergenic	2132	ID=evm.model.Herato0310.191-E2;Parent=evm.model.Herato0310.191								
1855	Herato1805	4973888	4974299	+	0	NA	Intergenic	Intergenic	44804	ID=evm.model.Herato1805.129-E8;Parent=evm.model.Herato1805.129								
666	Herato1005	1168250	1169527	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.74-E62;Parent=evm.model.Herato1005.74)	-promoter-TSS (ID=evm.model.Herato1005.74-E62;Parent=evm.model.Herato1005.74)	-52	ID=evm.model.Herato1005.74-E62;Parent=evm.model.Herato1005.74								
432	Herato0821	2392363	2392749	+	0	NA	Intergenic	Intergenic	-2334	ID=evm.model.Herato0821.84.1-E11;Parent=evm.model.Herato0821.84.1								
1074	Herato1202	15940528	15941003	+	0	NA	Intergenic	Intergenic	13729	ID=evm.model.Herato1202.617-E1;Parent=evm.model.Herato1202.617								
860	Herato1108	10008454	10008636	+	0	NA	Intergenic	Intergenic	6916	ID=evm.model.Herato1108.448.1-E6;Parent=evm.model.Herato1108.448.1								
2308	Herato2001	9656922	9657738	+	0	NA	Intergenic	Intergenic	-3260	ID=evm.model.Herato2001.392-E2;Parent=evm.model.Herato2001.392								
1567	Herato1605	4051383	4052507	+	0	NA	Intergenic	Intergenic	-6151	ID=evm.model.Herato1605.120-E9;Parent=evm.model.Herato1605.120								
1063	Herato1202	15316264	15317864	+	0	NA	Intergenic	Intergenic	-33463	ID=evm.model.Herato1202.579-E1;Parent=evm.model.Herato1202.579								
1776	Herato1805	650370	651862	+	0	NA	Intergenic	Intergenic	4879	ID=evm.model.Herato1805.43-E2;Parent=evm.model.Herato1805.43								
2565	Herato0411	1010217	1010872	+	0	NA	Intergenic	Intergenic	4868	ID=evm.model.Herato0411.16-E1;Parent=evm.model.Herato0411.16								
2158	Herato1908	2156537	2156867	+	0	NA	Intergenic	Intergenic	1118	ID=evm.model.Herato1908.110-E1;Parent=evm.model.Herato1908.110								
2576	Herato0411	3379684	3379899	+	0	NA	Intergenic	Intergenic	-1845	ID=novel_model_41-E1;Parent=novel_model_41								
2415	Herato2101	7178825	7179869	+	0	NA	Intergenic	Intergenic	1641	ID=evm.model.Herato2101.258-E5;Parent=evm.model.Herato2101.258								
2362	Herato2001	13775270	13776210	+	0	NA	Intergenic	Intergenic	-3963	ID=evm.model.Herato2001.549-E6;Parent=evm.model.Herato2001.549								
708	Herato1007	613838	614022	+	0	NA	Intergenic	Intergenic	15721	ID=evm.model.Herato1007.8-E1;Parent=evm.model.Herato1007.8								
2583	Herato0411	4507844	4508243	+	0	NA	Intergenic	Intergenic	-53022	ID=evm.model.Herato0411.101-E1;Parent=evm.model.Herato0411.101								
2589	Herato0411	4806392	4806587	+	0	NA	TTS (ID=evm.model.Herato0411.102-E2;Parent=evm.model.Herato0411.102)	-TTS (ID=evm.model.Herato0411.102-E2;Parent=evm.model.Herato0411.102)	803	ID=evm.model.Herato0411.102-E2;Parent=evm.model.Herato0411.102								
1601	Herato1701	5492999	5494158	+	0	NA	Intergenic	Intergenic	-22011	ID=evm.model.Herato1701.147-E1;Parent=evm.model.Herato1701.147								
710	Herato1007	615406	616130	+	0	NA	Intergenic	Intergenic	13883	ID=evm.model.Herato1007.8-E1;Parent=evm.model.Herato1007.8								
1656	Herato1701	8977630	8979110	+	0	NA	Intergenic	Intergenic	1183	ID=evm.model.Herato1701.277-E13;Parent=evm.model.Herato1701.277								
323	Herato0101	11821727	11822241	+	0	NA	Intergenic	Intergenic	2084	ID=evm.model.Herato0101.368-E2;Parent=evm.model.Herato0101.368								
856	Herato1108	9966789	9968146	+	0	NA	Intergenic	Intergenic	5558	ID=evm.model.Herato1108.448-E2;Parent=evm.model.Herato1108.448								
2142	Herato1908	363977	364317	+	0	NA	Intergenic	Intergenic	1502	ID=evm.model.Herato1908.106-E2;Parent=evm.model.Herato1908.106								
1834	Herato1805	3261994	3262974	+	0	NA	TTS (ID=evm.model.Herato1805.93-E1;Parent=evm.model.Herato1805.93)	-TTS (ID=evm.model.Herato1805.93-E1;Parent=evm.model.Herato1805.93)	635	ID=evm.model.Herato1805.93-E1;Parent=evm.model.Herato1805.93								
1664	Herato1701	9673145	9673436	+	0	NA	Intergenic	Intergenic	-1219	ID=evm.model.Herato1701.328-E2;Parent=evm.model.Herato1701.328								
112	Herato0606	6143420	6144013	+	0	NA	Intergenic	Intergenic	17846	ID=evm.model.Herato0606.214-E31;Parent=evm.model.Herato0606.214								
545	Herato0101	14782651	14783045	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.529-E3;Parent=evm.model.Herato0101.529)	-promoter-TSS (ID=evm.model.Herato0101.529-E3;Parent=evm.model.Herato0101.529)	280	ID=evm.model.Herato0101.529.1-E2;Parent=evm.model.Herato0101.529.1								
191	Herato0701	4583299	4583521	+	0	NA	TTS (ID=evm.model.Herato0701.219-E1;Parent=evm.model.Herato0701.219)	-TTS (ID=evm.model.Herato0701.219-E1;Parent=evm.model.Herato0701.219)	741	ID=evm.model.Herato0701.219-E1;Parent=evm.model.Herato0701.219								
2467	Herato0310	380363	381006	+	0	NA	Intergenic	Intergenic	-7566	ID=evm.model.Herato0310.9-E1;Parent=evm.model.Herato0310.9								
187	Herato0701	4559750	4560992	+	0	NA	Intergenic	Intergenic	-22298	ID=evm.model.Herato0701.219-E1;Parent=evm.model.Herato0701.219								
588	Herato1001	5502612	5503138	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.179.3-E2;Parent=evm.model.Herato1001.179.3)	-promoter-TSS (ID=evm.model.Herato1001.179.3-E2;Parent=evm.model.Herato1001.179.3)	-89	ID=evm.model.Herato1001.179.3-E2;Parent=evm.model.Herato1001.179.3								
1684	Herato1703	895926	896584	+	0	NA	promoter-TSS (ID=evm.model.Herato1703.16-E3;Parent=evm.model.Herato1703.16)	-promoter-TSS (ID=evm.model.Herato1703.16-E3;Parent=evm.model.Herato1703.16)	-885	ID=evm.model.Herato1703.16.2-E2;Parent=evm.model.Herato1703.16.2								
756	Herato1007	3438360	3438918	+	0	NA	Intergenic	Intergenic	-1195	ID=evm.model.Herato1007.127.1-E4;Parent=evm.model.Herato1007.127.1								
2326	Herato2001	10724152	10725772	+	0	NA	Intergenic	Intergenic	-34959	ID=evm.model.Herato2001.419-E1;Parent=evm.model.Herato2001.419								
1283	Herato1301	19164361	19164585	+	0	NA	Intergenic	Intergenic	1658	ID=evm.model.Herato1301.668.1-E1;Parent=evm.model.Herato1301.668.1								
262	Herato0101	11116926	11117522	+	0	NA	Intergenic	Intergenic	46978	ID=evm.model.Herato0101.318-E19;Parent=evm.model.Herato0101.318								
1944	Herato1807	2525970	2526252	+	0	NA	Intergenic	Intergenic	8303	ID=evm.model.Herato1807.48.1.1-E1;Parent=evm.model.Herato1807.48.1.1								
212	Herato0701	8007940	8008624	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.362-E1;Parent=evm.model.Herato0701.362)	-promoter-TSS (ID=evm.model.Herato0701.362-E1;Parent=evm.model.Herato0701.362)	-766	ID=evm.model.Herato0701.362.2-E1;Parent=evm.model.Herato0701.362.2								
2436	Herato2101	11021064	11021404	+	0	NA	Intergenic	Intergenic	-19566	ID=evm.model.Herato2101.383-E1;Parent=evm.model.Herato2101.383								
1331	Herato1301	21994009	21994613	+	0	NA	Intergenic	Intergenic	-22042	ID=novel_model_173-E1;Parent=novel_model_173								
2590	Herato0411	4858579	4859001	+	0	NA	Intergenic	Intergenic	20658	ID=evm.model.Herato0411.103-E3;Parent=evm.model.Herato0411.103								
2383	Herato0215	3681116	3682697	+	0	NA	Intergenic	Intergenic	-13778	ID=evm.model.Herato0215.144-E1;Parent=evm.model.Herato0215.144								
542	Herato0101	14730606	14731510	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.526-E8;Parent=evm.model.Herato0101.526)	-promoter-TSS (ID=evm.model.Herato0101.526-E8;Parent=evm.model.Herato0101.526)	-146	ID=evm.model.Herato0101.526-E8;Parent=evm.model.Herato0101.526								
1305	Herato1301	20513781	20514379	+	0	NA	Intergenic	Intergenic	3514	ID=evm.model.Herato1301.697-E1;Parent=evm.model.Herato1301.697								
961	Herato1202	3397104	3397592	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.116-E3;Parent=evm.model.Herato1202.116)	-promoter-TSS (ID=evm.model.Herato1202.116-E3;Parent=evm.model.Herato1202.116)	-885	ID=evm.model.Herato1202.116.3-E3;Parent=evm.model.Herato1202.116.3								
2686	Herato0503	8719666	8719962	+	0	NA	Intergenic	Intergenic	-77148	ID=evm.model.Herato0503.333-E1;Parent=evm.model.Herato0503.333								
2099	Herato1904	7704353	7704564	+	0	NA	Intergenic	Intergenic	2003	ID=evm.model.Herato1904.267-E5;Parent=evm.model.Herato1904.267								
1662	Herato1701	9538447	9539059	+	0	NA	Intergenic	Intergenic	-19927	ID=evm.model.Herato1701.314-E1;Parent=evm.model.Herato1701.314								
2476	Herato0310	1888276	1888484	+	0	NA	Intergenic	Intergenic	41162	ID=evm.model.Herato0310.43-E14;Parent=evm.model.Herato0310.43								
574	Herato1001	4469176	4469826	+	0	NA	Intergenic	Intergenic	1836	ID=evm.model.Herato1001.151-E1;Parent=evm.model.Herato1001.151								
170	Herato0701	3189016	3189339	+	0	NA	Intergenic	Intergenic	24495	ID=evm.model.Herato0701.167-E3;Parent=evm.model.Herato0701.167								
1921	Herato1807	1284594	1285006	+	0	NA	TTS (ID=evm.model.Herato1807.24-E2;Parent=evm.model.Herato1807.24)	-TTS (ID=evm.model.Herato1807.24-E2;Parent=evm.model.Herato1807.24)	1074	ID=evm.model.Herato1807.24-E2;Parent=evm.model.Herato1807.24								
660	Herato1005	422741	422996	+	0	NA	Intergenic	Intergenic	-5474	ID=evm.model.Herato1005.31-E1;Parent=evm.model.Herato1005.31								
26	Herato0601	1850128	1850844	+	0	NA	promoter-TSS (ID=evm.model.Herato0601.35-E1;Parent=evm.model.Herato0601.35)	-promoter-TSS (ID=evm.model.Herato0601.35-E1;Parent=evm.model.Herato0601.35)	-166	ID=evm.model.Herato0601.35-E1;Parent=evm.model.Herato0601.35								
2116	Herato1906	728725	728916	+	0	NA	promoter-TSS (ID=evm.model.Herato1906.25-E3;Parent=evm.model.Herato1906.25)	-promoter-TSS (ID=evm.model.Herato1906.25-E3;Parent=evm.model.Herato1906.25)	411	ID=evm.model.Herato1906.25-E2;Parent=evm.model.Herato1906.25								
977	Herato0101	1913562	1914270	+	0	NA	Intergenic	Intergenic	4210	ID=evm.model.Herato0101.46-E1;Parent=evm.model.Herato0101.46								
2250	Herato2001	5133228	5134093	+	0	NA	Intergenic	Intergenic	2421	ID=evm.model.Herato2001.173-E4;Parent=evm.model.Herato2001.173								
566	Herato0101	15193073	15194576	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.545-E1;Parent=evm.model.Herato0101.545)	-promoter-TSS (ID=evm.model.Herato0101.545-E1;Parent=evm.model.Herato0101.545)	270	ID=evm.model.Herato0101.545.2-E1;Parent=evm.model.Herato0101.545.2								
526	Herato0101	14499131	14500143	+	0	NA	Intergenic	Intergenic	47686	ID=evm.model.Herato0101.515-E3;Parent=evm.model.Herato0101.515								
1901	Herato1807	738516	738829	+	0	NA	Intergenic	Intergenic	-25788	ID=evm.model.Herato1807.12-E1;Parent=evm.model.Herato1807.12								
359	Herato0801	3303747	3304107	+	0	NA	Intergenic	Intergenic	-26112	ID=evm.model.Herato0801.63-E1;Parent=evm.model.Herato0801.63								
1229	Herato1301	14098704	14099344	+	0	NA	Intergenic	Intergenic	-182031	ID=evm.model.Herato1301.536-E1;Parent=evm.model.Herato1301.536								
2299	Herato2001	9016580	9017348	+	0	NA	Intergenic	Intergenic	3355	ID=evm.model.Herato2001.380-E1;Parent=evm.model.Herato2001.380								
108	Herato0606	5889316	5889541	+	0	NA	Intergenic	Intergenic	2845	ID=evm.model.Herato0606.202.3-E1;Parent=evm.model.Herato0606.202.3								
604	Herato1003	2159039	2159394	+	0	NA	Intergenic	Intergenic	2408	ID=evm.model.Herato1003.68-E1;Parent=evm.model.Herato1003.68								
2614	Herato0101	7118033	7120449	+	0	NA	Intergenic	Intergenic	14752	ID=evm.model.Herato0101.219-E1;Parent=evm.model.Herato0101.219								
2608	Herato0503	795736	796169	+	0	NA	Intergenic	Intergenic	13284	ID=evm.model.Herato0503.23-E1;Parent=evm.model.Herato0503.23								
1001	Herato0101	20117512	20117858	+	0	NA	Intergenic	Intergenic	-5157	ID=evm.model.Herato0101.773.2-E5;Parent=evm.model.Herato0101.773.2								
232	Herato0701	8665940	8666264	+	0	NA	Intergenic	Intergenic	83799	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
477	Herato0901	2936887	2937384	+	0	NA	Intergenic	Intergenic	6689	ID=evm.model.Herato0901.87-E1;Parent=evm.model.Herato0901.87								
1338	Herato1301	23828773	23829461	+	0	NA	TTS (ID=evm.model.Herato1301.811-E4;Parent=evm.model.Herato1301.811)	-TTS (ID=evm.model.Herato1301.811-E4;Parent=evm.model.Herato1301.811)	640	ID=evm.model.Herato1301.811-E5;Parent=evm.model.Herato1301.811								
2623	Herato0503	2978816	2979550	+	0	NA	Intergenic	Intergenic	2425	ID=evm.model.Herato0503.114-E3;Parent=evm.model.Herato0503.114								
1182	Herato1301	6624526	6625959	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.241-E5;Parent=evm.model.Herato1301.241)	-promoter-TSS (ID=evm.model.Herato1301.241-E5;Parent=evm.model.Herato1301.241)	388	ID=evm.model.Herato1301.241-E4;Parent=evm.model.Herato1301.241								
225	Herato0701	8512665	8513278	+	0	NA	Intergenic	Intergenic	16134	ID=evm.model.Herato0701.373-E7;Parent=evm.model.Herato0701.373								
1447	Herato1507	2791072	2792109	+	0	NA	Intergenic	Intergenic	-2413	ID=evm.model.Herato1507.89-E1;Parent=evm.model.Herato1507.89								
330	Herato0101	11895416	11896135	+	0	NA	Intergenic	Intergenic	3885	ID=evm.model.Herato0101.377-E1;Parent=evm.model.Herato0101.377								
142	Herato0701	470363	471492	+	0	NA	Intergenic	Intergenic	2994	ID=evm.model.Herato0701.14.4-E2;Parent=evm.model.Herato0701.14.4								
