PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thup_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_5th_p05FC1_shared_5thup_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
294	Herato0701	16303798	16305062	+	0	NA	Intergenic	Intergenic	-85589	ID=evm.model.Herato0701.700-E1;Parent=evm.model.Herato0701.700								
1614	Herato1904	522734	523203	+	0	NA	Intergenic	Intergenic	15075	ID=evm.model.Herato1904.20-E3;Parent=evm.model.Herato1904.20								
1442	Herato1805	2104681	2105101	+	0	NA	Intergenic	Intergenic	-13615	ID=evm.model.Herato1805.82-E1;Parent=evm.model.Herato1805.82								
764	Herato1202	1747176	1747863	+	0	NA	Intergenic	Intergenic	-1794	ID=evm.model.Herato1202.63.2-E2;Parent=evm.model.Herato1202.63.2								
349	Herato0801	5281223	5281736	+	0	NA	Intergenic	Intergenic	4825	ID=evm.model.Herato0801.117-E3;Parent=evm.model.Herato0801.117								
1743	Herato2001	2332074	2332532	+	0	NA	Intergenic	Intergenic	32772	ID=evm.model.Herato2001.61-E16;Parent=evm.model.Herato2001.61								
2075	Herato0503	3659361	3660422	+	0	NA	TTS (ID=evm.model.Herato0503.121-E1;Parent=evm.model.Herato0503.121)	-TTS (ID=evm.model.Herato0503.121-E1;Parent=evm.model.Herato0503.121)	436	ID=evm.model.Herato0503.121.3-E1;Parent=evm.model.Herato0503.121.3								
1981	Herato0310	5337220	5337482	+	0	NA	Intergenic	Intergenic	-106561	ID=evm.model.Herato0310.128-E1;Parent=evm.model.Herato0310.128								
2081	Herato0503	4194181	4194609	+	0	NA	Intergenic	Intergenic	-19905	ID=evm.model.Herato0503.130-E2;Parent=evm.model.Herato0503.130								
1383	Herato1707	181528	181960	+	0	NA	Intergenic	Intergenic	-12358	ID=evm.model.Herato1707.11-E2;Parent=evm.model.Herato1707.11								
606	Herato1007	2859419	2860104	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.104-E1;Parent=evm.model.Herato1007.104)	-promoter-TSS (ID=evm.model.Herato1007.104-E1;Parent=evm.model.Herato1007.104)	-926	ID=evm.model.Herato1007.104.1-E1;Parent=evm.model.Herato1007.104.1								
137	Herato0701	441637	441893	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.14-E1;Parent=evm.model.Herato0701.14)	-promoter-TSS (ID=evm.model.Herato0701.14-E1;Parent=evm.model.Herato0701.14)	-621	ID=evm.model.Herato0701.14.6-E1;Parent=evm.model.Herato0701.14.6								
1414	Herato1801	4186459	4187335	+	0	NA	TTS (ID=evm.model.Herato1801.146-E3;Parent=evm.model.Herato1801.146)	-TTS (ID=evm.model.Herato1801.146-E3;Parent=evm.model.Herato1801.146)	459	ID=evm.model.Herato1801.146-E3;Parent=evm.model.Herato1801.146								
1855	Herato2101	1533465	1533849	+	0	NA	Intergenic	Intergenic	-14285	ID=evm.model.Herato2101.53-E1;Parent=evm.model.Herato2101.53								
666	Herato1108	4675945	4676407	+	0	NA	Intergenic	Intergenic	-3797	ID=evm.model.Herato1108.179-E6;Parent=evm.model.Herato1108.179								
432	Herato0901	6166814	6167307	+	0	NA	Intergenic	Intergenic	-9558	ID=evm.model.Herato0901.205-E1;Parent=evm.model.Herato0901.205								
1074	Herato1301	20024175	20024883	+	0	NA	Intergenic	Intergenic	7154	ID=evm.model.Herato1301.680-E3;Parent=evm.model.Herato1301.680								
860	Herato1202	14329066	14329364	+	0	NA	Intergenic	Intergenic	2778	ID=evm.model.Herato1202.544.1-E1;Parent=evm.model.Herato1202.544.1								
1567	Herato1807	2590567	2591123	+	0	NA	Intergenic	Intergenic	-20648	ID=evm.model.Herato1807.50.1-E4;Parent=evm.model.Herato1807.50.1								
1063	Herato1301	19299529	19300824	+	0	NA	Intergenic	Intergenic	-2355	ID=evm.model.Herato1301.671-E3;Parent=evm.model.Herato1301.671								
1776	Herato2001	6789262	6789630	+	0	NA	Intergenic	Intergenic	3714	ID=evm.model.Herato2001.251-E1;Parent=evm.model.Herato2001.251								
708	Herato0101	18461858	18462708	+	0	NA	Intergenic	Intergenic	2290	ID=evm.model.Herato0101.735-E1;Parent=evm.model.Herato0101.735								
1601	Herato1901	2962317	2962686	+	0	NA	TTS (ID=evm.model.Herato1901.97-E2;Parent=evm.model.Herato1901.97)	-TTS (ID=evm.model.Herato1901.97-E2;Parent=evm.model.Herato1901.97)	151	ID=evm.model.Herato1901.97-E3;Parent=evm.model.Herato1901.97								
710	Herato1108	9946078	9946362	+	0	NA	Intergenic	Intergenic	-12683	ID=evm.model.Herato1108.448.1-E1;Parent=evm.model.Herato1108.448.1								
1656	Herato1904	5915238	5915614	+	0	NA	Intergenic	Intergenic	-2513	ID=evm.model.Herato1904.212-E3;Parent=evm.model.Herato1904.212								
323	Herato0701	18542852	18543725	+	0	NA	Intergenic	Intergenic	-9945	ID=evm.model.Herato0701.760-E1;Parent=evm.model.Herato0701.760								
856	Herato1202	13944544	13944924	+	0	NA	Intergenic	Intergenic	4070	ID=evm.model.Herato1202.534.2-E3;Parent=evm.model.Herato1202.534.2								
1834	Herato2001	15150902	15151208	+	0	NA	Intergenic	Intergenic	-8585	ID=evm.model.Herato2001.595-E1;Parent=evm.model.Herato2001.595								
1664	Herato1904	7649486	7649953	+	0	NA	Intergenic	Intergenic	-16552	ID=evm.model.Herato1904.266-E1;Parent=evm.model.Herato1904.266								
112	Herato0606	7405631	7406297	+	0	NA	Intergenic	Intergenic	1319	ID=evm.model.Herato0606.254-E5;Parent=evm.model.Herato0606.254								
545	Herato1005	2625388	2626232	+	0	NA	Intergenic	Intergenic	14193	ID=evm.model.Herato1005.222-E2;Parent=evm.model.Herato1005.222								
191	Herato0701	3415462	3416080	+	0	NA	Intergenic	Intergenic	29925	ID=evm.model.Herato0701.170-E1;Parent=evm.model.Herato0701.170								
187	Herato0101	10496836	10497203	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.306-E1;Parent=evm.model.Herato0101.306)	-promoter-TSS (ID=evm.model.Herato0101.306-E1;Parent=evm.model.Herato0101.306)	-815	ID=evm.model.Herato0101.306-E1;Parent=evm.model.Herato0101.306								
588	Herato1007	1737253	1737746	+	0	NA	exon (ID=evm.model.Herato1007.77-E1;Parent=evm.model.Herato1007.77, exon 1 of 1)	-exon (ID=evm.model.Herato1007.77-E1;Parent=evm.model.Herato1007.77, exon 1 of 1)	206	ID=evm.model.Herato1007.77-E1;Parent=evm.model.Herato1007.77								
1684	Herato1908	2149861	2150092	+	0	NA	Intergenic	Intergenic	-5608	ID=evm.model.Herato1908.110-E1;Parent=evm.model.Herato1908.110								
756	Herato1202	414254	414521	+	0	NA	Intergenic	Intergenic	-6031	ID=evm.model.Herato1202.24-E13;Parent=evm.model.Herato1202.24								
1283	Herato1605	1517639	1518191	+	0	NA	Intergenic	Intergenic	8847	ID=evm.model.Herato1605.45.2-E2;Parent=evm.model.Herato1605.45.2								
262	Herato0701	14269502	14269846	+	0	NA	Intergenic	Intergenic	-1712	ID=evm.model.Herato0701.644-E1;Parent=evm.model.Herato0701.644								
1944	Herato0301	4600237	4600468	+	0	NA	Intergenic	Intergenic	-1579	ID=evm.model.Herato0301.113-E3;Parent=evm.model.Herato0301.113								
212	Herato0701	8134721	8135208	+	0	NA	Intergenic	Intergenic	-11856	ID=novel_model_76-E2;Parent=novel_model_76								
1331	Herato1701	6451847	6452152	+	0	NA	promoter-TSS (ID=evm.model.Herato1701.183-E1;Parent=evm.model.Herato1701.183)	-promoter-TSS (ID=evm.model.Herato1701.183-E1;Parent=evm.model.Herato1701.183)	-654	ID=evm.model.Herato1701.183-E1;Parent=evm.model.Herato1701.183								
542	Herato1005	2578488	2578811	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.129-E11;Parent=evm.model.Herato1005.129)	-promoter-TSS (ID=evm.model.Herato1005.129-E11;Parent=evm.model.Herato1005.129)	-391	ID=evm.model.Herato1005.129-E11;Parent=evm.model.Herato1005.129								
1305	Herato1701	1283289	1283922	+	0	NA	Intergenic	Intergenic	-36762	ID=evm.model.Herato1701.36.1-E1;Parent=evm.model.Herato1701.36.1								
961	Herato1301	3144931	3145745	+	0	NA	Intergenic	Intergenic	1968	ID=evm.model.Herato1301.86-E1;Parent=evm.model.Herato1301.86								
2099	Herato0503	6546694	6547306	+	0	NA	Intergenic	Intergenic	7470	ID=evm.model.Herato0503.229-E10;Parent=evm.model.Herato0503.229								
1662	Herato1904	6734422	6734895	+	0	NA	promoter-TSS (ID=evm.model.Herato1904.243-E14;Parent=evm.model.Herato1904.243)	-promoter-TSS (ID=evm.model.Herato1904.243-E14;Parent=evm.model.Herato1904.243)	-483	ID=evm.model.Herato1904.243-E14;Parent=evm.model.Herato1904.243								
574	Herato1007	769222	769596	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.24.1-E1;Parent=evm.model.Herato1007.24.1)	-promoter-TSS (ID=evm.model.Herato1007.24.1-E1;Parent=evm.model.Herato1007.24.1)	178	ID=evm.model.Herato1007.24.2-E1;Parent=evm.model.Herato1007.24.2								
170	Herato0701	2530273	2530651	+	0	NA	Intergenic	Intergenic	3561	ID=evm.model.Herato0701.148.3-E3;Parent=evm.model.Herato0701.148.3								
1921	Herato0301	2994112	2994634	+	0	NA	Intergenic	Intergenic	8733	ID=evm.model.Herato0301.72-E1;Parent=evm.model.Herato0301.72								
660	Herato1108	4100576	4101004	+	0	NA	Intergenic	Intergenic	-5230	ID=evm.model.Herato1108.155-E4;Parent=evm.model.Herato1108.155								
26	Herato0601	2219901	2221887	+	0	NA	Intergenic	Intergenic	2403	ID=evm.model.Herato0601.48-E1;Parent=evm.model.Herato0601.48								
2116	Herato0503	8833175	8834030	+	0	NA	Intergenic	Intergenic	-8924	ID=evm.model.Herato0503.336-E1;Parent=evm.model.Herato0503.336								
977	Herato1301	5714092	5714930	+	0	NA	Intergenic	Intergenic	-17503	ID=evm.model.Herato1301.206-E1;Parent=evm.model.Herato1301.206								
566	Herato1007	391440	391712	+	0	NA	Intergenic	Intergenic	-6723	ID=evm.model.Herato1007.7-E1;Parent=evm.model.Herato1007.7								
526	Herato1005	878204	879242	+	0	NA	TTS (ID=evm.model.Herato1005.56-E6;Parent=evm.model.Herato1005.56)	-TTS (ID=evm.model.Herato1005.56-E6;Parent=evm.model.Herato1005.56)	1135	ID=evm.model.Herato1005.56-E6;Parent=evm.model.Herato1005.56								
1901	Herato2101	11473931	11474310	+	0	NA	Intergenic	Intergenic	-2929	ID=evm.model.Herato2101.387-E3;Parent=evm.model.Herato2101.387								
359	Herato0801	8381752	8381956	+	0	NA	promoter-TSS (ID=evm.model.Herato0801.285-E1;Parent=evm.model.Herato0801.285)	-promoter-TSS (ID=evm.model.Herato0801.285-E1;Parent=evm.model.Herato0801.285)	-202	ID=evm.model.Herato0801.285-E1;Parent=evm.model.Herato0801.285								
1229	Herato1601	4648643	4649191	+	0	NA	Intergenic	Intergenic	56680	ID=evm.model.Herato1601.97-E6;Parent=evm.model.Herato1601.97								
108	Herato0606	6356583	6356821	+	0	NA	Intergenic	Intergenic	1947	ID=evm.model.Herato0606.218-E1;Parent=evm.model.Herato0606.218								
604	Herato1007	2747114	2748102	+	0	NA	Intergenic	Intergenic	-4714	ID=evm.model.Herato1007.98-E1;Parent=evm.model.Herato1007.98								
1001	Herato1301	10017527	10018133	+	0	NA	TTS (ID=evm.model.Herato1301.404-E2;Parent=evm.model.Herato1301.404)	-TTS (ID=evm.model.Herato1301.404-E2;Parent=evm.model.Herato1301.404)	262	ID=evm.model.Herato1301.404-E2;Parent=evm.model.Herato1301.404								
232	Herato0701	9640048	9640884	+	0	NA	Intergenic	Intergenic	-7672	ID=evm.model.Herato0701.399-E1;Parent=evm.model.Herato0701.399								
477	Herato1001	5447886	5448242	+	0	NA	Intergenic	Intergenic	-2109	ID=evm.model.Herato1001.176-E1;Parent=evm.model.Herato1001.176								
1338	Herato1701	7517063	7518071	+	0	NA	Intergenic	Intergenic	43810	ID=evm.model.Herato1701.220-E5;Parent=evm.model.Herato1701.220								
1182	Herato1507	369634	371596	+	0	NA	Intergenic	Intergenic	-13119	ID=evm.model.Herato1507.18-E2;Parent=evm.model.Herato1507.18								
225	Herato0701	8977817	8978312	+	0	NA	Intergenic	Intergenic	57095	ID=evm.model.Herato0701.375-E9;Parent=evm.model.Herato0701.375								
1447	Herato1805	2284317	2284741	+	0	NA	Intergenic	Intergenic	25547	ID=evm.model.Herato1805.85-E1;Parent=evm.model.Herato1805.85								
330	Herato0801	122056	122717	+	0	NA	Intergenic	Intergenic	30565	ID=evm.model.Herato0801.5-E4;Parent=evm.model.Herato0801.5								
142	Herato0701	594489	595291	+	0	NA	exon (ID=evm.model.Herato0701.21-E1;Parent=evm.model.Herato0701.21, exon 1 of 1)	-exon (ID=evm.model.Herato0701.21-E1;Parent=evm.model.Herato0701.21, exon 1 of 1)	114	ID=evm.model.Herato0701.21-E1;Parent=evm.model.Herato0701.21								
207	Herato0701	7473246	7473434	+	0	NA	Intergenic	Intergenic	3095	ID=evm.model.Herato0701.333-E2;Parent=evm.model.Herato0701.333								
1510	Herato1805	6816530	6817098	+	0	NA	TTS (ID=evm.model.Herato1805.187-E3;Parent=evm.model.Herato1805.187)	-TTS (ID=evm.model.Herato1805.187-E3;Parent=evm.model.Herato1805.187)	169	ID=evm.model.Herato1805.187.2-E2;Parent=evm.model.Herato1805.187.2								
48	Herato0606	1554050	1554907	+	0	NA	Intergenic	Intergenic	1678	ID=evm.model.Herato0606.50.2.2-E3;Parent=evm.model.Herato0606.50.2.2								
1857	Herato2101	1985225	1985697	+	0	NA	TTS (ID=evm.model.Herato2101.66-E1;Parent=evm.model.Herato2101.66)	-TTS (ID=evm.model.Herato2101.66-E1;Parent=evm.model.Herato2101.66)	776	ID=evm.model.Herato2101.66.1-E1;Parent=evm.model.Herato2101.66.1								
360	Herato0101	13007990	13008409	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.443-E2;Parent=evm.model.Herato0101.443)	-promoter-TSS (ID=evm.model.Herato0101.443-E2;Parent=evm.model.Herato0101.443)	-651	ID=evm.model.Herato0101.443-E2;Parent=evm.model.Herato0101.443								
1988	Herato0310	6095077	6095796	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.156-E1;Parent=evm.model.Herato0310.156)	-promoter-TSS (ID=evm.model.Herato0310.156-E1;Parent=evm.model.Herato0310.156)	32	ID=evm.model.Herato0310.156-E1;Parent=evm.model.Herato0310.156								
1076	Herato1301	20300182	20301121	+	0	NA	Intergenic	Intergenic	-6372	ID=evm.model.Herato1301.693.1-E2;Parent=evm.model.Herato1301.693.1								
766	Herato1202	1792856	1794246	+	0	NA	Intergenic	Intergenic	-3180	ID=evm.model.Herato1202.63.8-E2;Parent=evm.model.Herato1202.63.8								
449	Herato0901	10923016	10923440	+	0	NA	Intergenic	Intergenic	-21120	ID=evm.model.Herato0901.328-E1;Parent=evm.model.Herato0901.328								
1574	Herato1807	2992962	2993352	+	0	NA	Intergenic	Intergenic	79184	ID=evm.model.Herato1807.60-E2;Parent=evm.model.Herato1807.60								
1579	Herato1807	3067529	3067881	+	0	NA	Intergenic	Intergenic	-13444	ID=evm.model.Herato1807.61-E1;Parent=evm.model.Herato1807.61								
659	Herato1108	4093227	4093827	+	0	NA	Intergenic	Intergenic	-12493	ID=evm.model.Herato1108.155-E4;Parent=evm.model.Herato1108.155								
1141	Herato1411	4379032	4379710	+	0	NA	Intergenic	Intergenic	-2289	ID=evm.model.Herato1411.170.1-E2;Parent=evm.model.Herato1411.170.1								
682	Herato1108	5928455	5929131	+	0	NA	promoter-TSS (ID=evm.model.Herato1108.249-E12;Parent=evm.model.Herato1108.249)	-promoter-TSS (ID=evm.model.Herato1108.249-E12;Parent=evm.model.Herato1108.249)	70	ID=evm.model.Herato1108.249-E12;Parent=evm.model.Herato1108.249								
353	Herato0801	5633836	5634079	+	0	NA	Intergenic	Intergenic	-1392	ID=evm.model.Herato0801.141.2-E8;Parent=evm.model.Herato0801.141.2								
375	Herato0821	1203860	1204305	+	0	NA	Intergenic	Intergenic	-7052	ID=evm.model.Herato0821.51-E1;Parent=evm.model.Herato0821.51								
984	Herato1301	6694022	6694598	+	0	NA	Intergenic	Intergenic	-1869	ID=evm.model.Herato1301.247-E2;Parent=evm.model.Herato1301.247								
1155	Herato1411	6839826	6840815	+	0	NA	Intergenic	Intergenic	-16138	ID=evm.model.Herato1411.253-E1;Parent=evm.model.Herato1411.253								
1485	Herato1805	3582700	3584304	+	0	NA	Intergenic	Intergenic	9807	ID=evm.model.Herato1805.103-E1;Parent=evm.model.Herato1805.103								
788	Herato1202	3195395	3196371	+	0	NA	Intergenic	Intergenic	-11936	ID=evm.model.Herato1202.112-E1;Parent=evm.model.Herato1202.112								
128	Herato0101	9846778	9847239	+	0	NA	Intergenic	Intergenic	-57090	ID=evm.model.Herato0101.288-E1;Parent=evm.model.Herato0101.288								
501	Herato1003	5755020	5755865	+	0	NA	Intergenic	Intergenic	2166	ID=evm.model.Herato1003.190-E2;Parent=evm.model.Herato1003.190								
1313	Herato1701	5016572	5016942	+	0	NA	Intergenic	Intergenic	21161	ID=evm.model.Herato1701.113-E3;Parent=evm.model.Herato1701.113								
278	Herato0701	14649555	14651099	+	0	NA	Intergenic	Intergenic	-32889	ID=evm.model.Herato0701.665-E1;Parent=evm.model.Herato0701.665								
1617	Herato1904	1120722	1121244	+	0	NA	Intergenic	Intergenic	-7518	ID=evm.model.Herato1904.42-E2;Parent=evm.model.Herato1904.42								
490	Herato1003	4226176	4227556	+	0	NA	exon (ID=evm.model.Herato1003.128.1-E1;Parent=evm.model.Herato1003.128.1, exon 1 of 1)	-exon (ID=evm.model.Herato1003.128.1-E1;Parent=evm.model.Herato1003.128.1, exon 1 of 1)	103	ID=evm.model.Herato1003.128.1-E1;Parent=evm.model.Herato1003.128.1								
1843	Herato2001	17251375	17251949	+	0	NA	Intergenic	Intergenic	-19578	ID=evm.model.Herato2001.663-E1;Parent=evm.model.Herato2001.663								
155	Herato0101	10378262	10378595	+	0	NA	Intergenic	Intergenic	-23418	ID=evm.model.Herato0101.300-E1;Parent=evm.model.Herato0101.300								
387	Herato0821	2720205	2720767	+	0	NA	promoter-TSS (ID=evm.model.Herato0821.103-E17;Parent=evm.model.Herato0821.103)	-promoter-TSS (ID=evm.model.Herato0821.103-E17;Parent=evm.model.Herato0821.103)	-505	ID=evm.model.Herato0821.103-E17;Parent=evm.model.Herato0821.103								
1913	Herato2101	14103419	14104225	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.452-E4;Parent=evm.model.Herato2101.452)	-promoter-TSS (ID=evm.model.Herato2101.452-E4;Parent=evm.model.Herato2101.452)	-154	ID=evm.model.Herato2101.452-E4;Parent=evm.model.Herato2101.452								
1112	Herato1408	3483718	3484188	+	0	NA	Intergenic	Intergenic	6282	ID=evm.model.Herato1408.117.2-E11;Parent=evm.model.Herato1408.117.2								
626	Herato1007	4690388	4690762	+	0	NA	promoter-TSS (ID=evm.model.Herato1007.188-E3;Parent=evm.model.Herato1007.188)	-promoter-TSS (ID=evm.model.Herato1007.188-E3;Parent=evm.model.Herato1007.188)	37	ID=evm.model.Herato1007.188-E3;Parent=evm.model.Herato1007.188								
1294	Herato1605	3885235	3885616	+	0	NA	Intergenic	Intergenic	20435	ID=evm.model.Herato1605.119-E1;Parent=evm.model.Herato1605.119								
461	Herato1001	948186	950094	+	0	NA	promoter-TSS (ID=evm.model.Herato1001.43-E2;Parent=evm.model.Herato1001.43)	-promoter-TSS (ID=evm.model.Herato1001.43-E2;Parent=evm.model.Herato1001.43)	-343	ID=evm.model.Herato1001.43.1-E1;Parent=evm.model.Herato1001.43.1								
1562	Herato1807	2484573	2484933	+	0	NA	Intergenic	Intergenic	-5474	ID=evm.model.Herato1807.48-E3;Parent=evm.model.Herato1807.48								
1426	Herato1801	4799349	4799543	+	0	NA	Intergenic	Intergenic	3378	ID=evm.model.Herato1801.165-E18;Parent=evm.model.Herato1801.165								
257	Herato0701	14172153	14172658	+	0	NA	Intergenic	Intergenic	-29407	ID=evm.model.Herato0701.641.1-E1;Parent=evm.model.Herato0701.641.1								
1358	Herato1703	38887	40083	+	0	NA	TTS (ID=evm.model.Herato1703.1-E1;Parent=evm.model.Herato1703.1)	-TTS (ID=evm.model.Herato1703.1-E1;Parent=evm.model.Herato1703.1)	471	ID=evm.model.Herato1703.1-E1;Parent=evm.model.Herato1703.1								
951	Herato1301	2202117	2202319	+	0	NA	Intergenic	Intergenic	7850	ID=evm.model.Herato1301.53-E8;Parent=evm.model.Herato1301.53								
782	Herato1202	2939347	2940258	+	0	NA	TTS (ID=evm.model.Herato1202.98-E2;Parent=evm.model.Herato1202.98)	-TTS (ID=evm.model.Herato1202.98-E2;Parent=evm.model.Herato1202.98)	262	ID=evm.model.Herato1202.98-E2;Parent=evm.model.Herato1202.98								
85	Herato0606	3891026	3891258	+	0	NA	Intergenic	Intergenic	-1735	ID=evm.model.Herato0606.120-E3;Parent=evm.model.Herato0606.120								
809	Herato1202	7345844	7346752	+	0	NA	Intergenic	Intergenic	-3763	ID=evm.model.Herato1202.291-E1;Parent=evm.model.Herato1202.291								
1156	Herato1505	308229	308476	+	0	NA	Intergenic	Intergenic	-3818	ID=evm.model.Herato1505.20-E1;Parent=evm.model.Herato1505.20								
1557	Herato1807	2086413	2087103	+	0	NA	Intergenic	Intergenic	15508	ID=evm.model.Herato1807.40-E3;Parent=evm.model.Herato1807.40								
1486	Herato1805	3667135	3667400	+	0	NA	Intergenic	Intergenic	-84019	ID=evm.model.Herato1805.104-E1;Parent=evm.model.Herato1805.104								
425	Herato0901	5103079	5104358	+	0	NA	promoter-TSS (ID=evm.model.Herato0901.138-E1;Parent=evm.model.Herato0901.138)	-promoter-TSS (ID=evm.model.Herato0901.138-E1;Parent=evm.model.Herato0901.138)	-185	ID=evm.model.Herato0901.138-E1;Parent=evm.model.Herato0901.138								
2056	Herato0503	358050	358272	+	0	NA	Intergenic	Intergenic	-11068	ID=evm.model.Herato0503.9-E1;Parent=evm.model.Herato0503.9								
736	Herato1108	12530087	12530805	+	0	NA	Intergenic	Intergenic	-13543	ID=evm.model.Herato1108.526-E2;Parent=evm.model.Herato1108.526								
539	Herato1005	2370623	2371511	+	0	NA	promoter-TSS (ID=evm.model.Herato1005.116-E2;Parent=evm.model.Herato1005.116)	-promoter-TSS (ID=evm.model.Herato1005.116-E2;Parent=evm.model.Herato1005.116)	-915	ID=evm.model.Herato1005.116-E2;Parent=evm.model.Herato1005.116								
781	Herato1202	2937601	2938172	+	0	NA	promoter-TSS (ID=evm.model.Herato1202.98.1-E2;Parent=evm.model.Herato1202.98.1)	-promoter-TSS (ID=evm.model.Herato1202.98.1-E2;Parent=evm.model.Herato1202.98.1)	26	ID=evm.model.Herato1202.98.1-E2;Parent=evm.model.Herato1202.98.1								
1950	Herato0310	430798	431002	+	0	NA	Intergenic	Intergenic	2149	ID=evm.model.Herato0310.10-E7;Parent=evm.model.Herato0310.10								
1698	Herato1910	3365510	3366349	+	0	NA	Intergenic	Intergenic	-58357	ID=evm.model.Herato1910.159.2-E1;Parent=evm.model.Herato1910.159.2								
520	Herato1005	492799	493372	+	0	NA	Intergenic	Intergenic	-2863	ID=evm.model.Herato1005.33-E2;Parent=evm.model.Herato1005.33								
2037	Herato0411	4623655	4624089	+	0	NA	Intergenic	Intergenic	-168851	ID=evm.model.Herato0411.101-E1;Parent=evm.model.Herato0411.101								
