PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_shared_5thup_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_shared_5thup_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1981	Hmel203067	593852	594086	+	0	NA	TTS (ID=HMEL036143g1.t1-E3;Parent=HMEL036143g1.t1)	-TTS (ID=HMEL036143g1.t1-E3;Parent=HMEL036143g1.t1)	1161	ID=HMEL036143g1.t1-E3;Parent=HMEL036143g1.t1								
2081	Hmel205012	964037	964698	+	0	NA	Intergenic	Intergenic	-13919	ID=HMEL017894g1.t1-E1;Parent=HMEL017894g1.t1								
1383	Hmel217020	655153	655667	+	0	NA	Intergenic	Intergenic	-2557	ID=HMEL034084g1.t1-E2;Parent=HMEL034084g1.t1								
606	Hmel210011	4286974	4288487	+	0	NA	Intergenic	Intergenic	-1877	ID=HMEL009082g1.t1-E1;Parent=HMEL009082g1.t1								
137	Hmel207002	47407	47702	+	0	NA	Intergenic	Intergenic	-9148	ID=HMEL016061g1.t3-E1;Parent=HMEL016061g1.t3								
1414	Hmel218005	524478	525405	+	0	NA	Intergenic	Intergenic	-5164	ID=HMEL034258g1.t1-E1;Parent=HMEL034258g1.t1								
1855	Hmel221001	903048	903493	+	0	NA	Intergenic	Intergenic	1504	ID=HMEL011023g1.t1-E3;Parent=HMEL011023g1.t1								
666	Hmel211004	1532148	1532565	+	0	NA	Intergenic	Intergenic	-1890	ID=HMEL015191g1.t1-E5;Parent=HMEL015191g1.t1								
432	Hmel209007	1050991	1051656	+	0	NA	Intergenic	Intergenic	-7919	ID=HMEL014632g1.t1-E1;Parent=HMEL014632g1.t1								
1074	Hmel213069	71259	72036	+	0	NA	Intergenic	Intergenic	6551	ID=HMEL005532g1.t1-E3;Parent=HMEL005532g1.t1								
860	Hmel212011	471791	472019	+	0	NA	promoter-TSS (ID=HMEL031594g1.t1-E2;Parent=HMEL031594g1.t1)	-promoter-TSS (ID=HMEL031594g1.t1-E2;Parent=HMEL031594g1.t1)	72	ID=HMEL031594g1.t1-E2;Parent=HMEL031594g1.t1								
1567	Hmel218018	7866260	7866547	+	0	NA	Intergenic	Intergenic	-12532	ID=HMEL034483g1.t2-E1;Parent=HMEL034483g1.t2								
1063	Hmel213067	458742	460011	+	0	NA	Intergenic	Intergenic	-2024	ID=HMEL017397g1.t1-E2;Parent=HMEL017397g1.t1								
1776	Hmel220005	1956393	1956760	+	0	NA	Intergenic	Intergenic	3587	ID=HMEL035115g1.t1-E1;Parent=HMEL035115g1.t1								
708	Hmel201011	2252229	2252841	+	0	NA	Intergenic	Intergenic	-3496	ID=HMEL011434-RA-E1;Parent=HMEL011434-RA								
1601	Hmel219003	1894937	1895279	+	0	NA	TTS (ID=HMEL010667g1.t1-E2;Parent=HMEL010667g1.t1)	-TTS (ID=HMEL010667g1.t1-E2;Parent=HMEL010667g1.t1)	164	ID=HMEL010667g1.t1-E3;Parent=HMEL010667g1.t1								
710	Hmel211010	10356	10733	+	0	NA	Intergenic	Intergenic	-12125	ID=HMEL031189g1.t1-E1;Parent=HMEL031189g1.t1								
1656	Hmel219003	7156178	7156598	+	0	NA	Intergenic	Intergenic	-2424	ID=HMEL034706g1.t1-E4;Parent=HMEL034706g1.t1								
323	Hmel207028	289256	289951	+	0	NA	Intergenic	Intergenic	-9819	ID=HMEL037757g1.t1-E1;Parent=HMEL037757g1.t1								
856	Hmel212011	192514	192889	+	0	NA	Intergenic	Intergenic	3031	ID=HMEL031589g1.t1-E1;Parent=HMEL031589g1.t1								
1834	Hmel220014	789523	789852	+	0	NA	Intergenic	Intergenic	-4421	ID=HMEL021639g1.t1-E1;Parent=HMEL021639g1.t1								
1664	Hmel219005	924112	924570	+	0	NA	Intergenic	Intergenic	-9951	ID=HMEL034722g1.t1-E1;Parent=HMEL034722g1.t1								
112	Hmel206012	515870	516400	+	0	NA	Intergenic	Intergenic	1243	ID=HMEL015996g1.t1-E5;Parent=HMEL015996g1.t1								
545	Hmel210011	400723	401594	+	0	NA	Intergenic	Intergenic	1649	ID=HMEL030827g1.t1-E2;Parent=HMEL030827g1.t1								
191	Hmel207002	2287571	2288219	+	0	NA	Intergenic	Intergenic	15977	ID=HMEL037400g1.t1-E1;Parent=HMEL037400g1.t1								
187	Hmel201009	1970930	1971253	+	0	NA	promoter-TSS (ID=HMEL015802g1.t1-E1;Parent=HMEL015802g1.t1)	-promoter-TSS (ID=HMEL015802g1.t1-E1;Parent=HMEL015802g1.t1)	-753	ID=HMEL015802g1.t1-E1;Parent=HMEL015802g1.t1								
588	Hmel210011	3372545	3373005	+	0	NA	Intergenic	Intergenic	4111	ID=HMEL015988g1.t1-E3;Parent=HMEL015988g1.t1								
1684	Hmel219014	1789761	1789949	+	0	NA	Intergenic	Intergenic	26721	ID=HMEL004932g1.t1-E1;Parent=HMEL004932g1.t1								
756	Hmel212001	752632	752890	+	0	NA	Intergenic	Intergenic	8697	ID=HMEL005312g1.t1-E1;Parent=HMEL005312g1.t1								
1283	Hmel216012	493775	494154	+	0	NA	Intergenic	Intergenic	-20331	ID=HMEL033603g1.t1-E1;Parent=HMEL033603g1.t1								
262	Hmel207021	519269	519597	+	0	NA	Intergenic	Intergenic	-1959	ID=HMEL037666g1.t1-E1;Parent=HMEL037666g1.t1								
1944	Hmel203033	495479	495685	+	0	NA	Intergenic	Intergenic	-1023	ID=HMEL036038g1.t1-E4;Parent=HMEL036038g1.t1								
212	Hmel207002	5874063	5874600	+	0	NA	Intergenic	Intergenic	-12829	ID=HMEL011306g1.t1-E1;Parent=HMEL011306g1.t1								
1331	Hmel217004	1874736	1874968	+	0	NA	Intergenic	Intergenic	-1810	ID=HMEL016695g1.t2-E1;Parent=HMEL016695g1.t2								
542	Hmel210011	353269	353711	+	0	NA	promoter-TSS (ID=HMEL013326g1.t1-E7;Parent=HMEL013326g1.t1)	-promoter-TSS (ID=HMEL013326g1.t1-E7;Parent=HMEL013326g1.t1)	-463	ID=HMEL013326g1.t1-E7;Parent=HMEL013326g1.t1								
1305	Hmel217001	965237	965905	+	0	NA	Intergenic	Intergenic	-43535	ID=HMEL033715g1.t1-E1;Parent=HMEL033715g1.t1								
961	Hmel213005	22351	22965	+	0	NA	Intergenic	Intergenic	1627	ID=HMEL031805g1.t1-E1;Parent=HMEL031805g1.t1								
2099	Hmel205017	23311	23948	+	0	NA	Intergenic	Intergenic	-1004	ID=HMEL036714g1.t1-E1;Parent=HMEL036714g1.t1								
1662	Hmel219005	254474	254763	+	0	NA	promoter-TSS (ID=HMEL009289g1.t1-E4;Parent=HMEL009289g1.t1)	-promoter-TSS (ID=HMEL009289g1.t1-E4;Parent=HMEL009289g1.t1)	-460	ID=HMEL009289g1.t1-E4;Parent=HMEL009289g1.t1								
574	Hmel210011	2567972	2568538	+	0	NA	promoter-TSS (ID=HMEL015932g1.t1-E1;Parent=HMEL015932g1.t1)	-promoter-TSS (ID=HMEL015932g1.t1-E1;Parent=HMEL015932g1.t1)	-132	ID=HMEL015932g1.t1-E1;Parent=HMEL015932g1.t1								
170	Hmel207002	1584552	1584985	+	0	NA	Intergenic	Intergenic	2671	ID=HMEL011239g1.t1-E1;Parent=HMEL011239g1.t1								
1921	Hmel203003	14201	14973	+	0	NA	Intergenic	Intergenic	-4655	ID=HMEL035957g1.t1-E1;Parent=HMEL035957g1.t1								
660	Hmel211004	1095405	1095747	+	0	NA	TTS (ID=HMEL031051g1.t1-E2;Parent=HMEL031051g1.t1)	-TTS (ID=HMEL031051g1.t1-E2;Parent=HMEL031051g1.t1)	976	ID=HMEL031051g1.t1-E2;Parent=HMEL031051g1.t1								
26	Hmel206006	1290659	1292246	+	0	NA	Intergenic	Intergenic	-3225	ID=HMEL009003g1.t2-E1;Parent=HMEL009003g1.t2								
2116	Hmel205020	964785	965497	+	0	NA	Intergenic	Intergenic	-6439	ID=HMEL021746g1.t1-E1;Parent=HMEL021746g1.t1								
977	Hmel213020	440973	441381	+	0	NA	Intergenic	Intergenic	-3442	ID=HMEL031884g1.t1-E1;Parent=HMEL031884g1.t1								
566	Hmel210011	2243497	2243837	+	0	NA	Intergenic	Intergenic	-6745	ID=HMEL003719g1.t1-E1;Parent=HMEL003719g1.t1								
526	Hmel210009	113534	114331	+	0	NA	TTS (ID=HMEL005927g3.t1-E6;Parent=HMEL005927g3.t1)	-TTS (ID=HMEL005927g3.t1-E6;Parent=HMEL005927g3.t1)	1019	ID=HMEL005927g3.t1-E6;Parent=HMEL005927g3.t1								
1901	Hmel221017	124113	124357	+	0	NA	Intergenic	Intergenic	-2970	ID=HMEL035668g1.t1-E3;Parent=HMEL035668g1.t1								
359	Hmel208030	40239	40486	+	0	NA	Intergenic	Intergenic	-1880	ID=HMEL005600g1.t1-E1;Parent=HMEL005600g1.t1								
1229	Hmel216009	309562	309933	+	0	NA	Intergenic	Intergenic	-33908	ID=HMEL033486g1.t1-E1;Parent=HMEL033486g1.t1								
108	Hmel206009	4462458	4462690	+	0	NA	Intergenic	Intergenic	10712	ID=HMEL004766g1.t1-E17;Parent=HMEL004766g1.t1								
604	Hmel210011	4196338	4197747	+	0	NA	TTS (ID=HMEL030913g1.t1-E2;Parent=HMEL030913g1.t1)	-TTS (ID=HMEL030913g1.t1-E2;Parent=HMEL030913g1.t1)	593	ID=HMEL030913g1.t1-E2;Parent=HMEL030913g1.t1								
1001	Hmel213035	280147	280849	+	0	NA	Intergenic	Intergenic	6438	ID=HMEL018028g1.t1-E5;Parent=HMEL018028g1.t1								
232	Hmel207008	133202	134145	+	0	NA	Intergenic	Intergenic	-6725	ID=HMEL037517g1.t1-E1;Parent=HMEL037517g1.t1								
477	Hmel210004	2340811	2341550	+	0	NA	Intergenic	Intergenic	-2018	ID=HMEL017168g1.t1-E1;Parent=HMEL017168g1.t1								
1338	Hmel217004	2606617	2607583	+	0	NA	Intergenic	Intergenic	26036	ID=HMEL033817g1.t1-E2;Parent=HMEL033817g1.t1								
1182	Hmel215028	15716	17662	+	0	NA	Intergenic	Intergenic	-11349	ID=HMEL013591g1.t1-E2;Parent=HMEL013591g1.t1								
225	Hmel207002	6549194	6549674	+	0	NA	Intergenic	Intergenic	31260	ID=HMEL037500g1.t1-E9;Parent=HMEL037500g1.t1								
1447	Hmel218016	37681	38141	+	0	NA	Intergenic	Intergenic	-2682	ID=HMEL034347g1.t1-E2;Parent=HMEL034347g1.t1								
330	Hmel208003	83968	84585	+	0	NA	Intergenic	Intergenic	2216	ID=HMEL037800g1.t1-E2;Parent=HMEL037800g1.t1								
142	Hmel207002	174141	174975	+	0	NA	promoter-TSS (ID=HMEL016120g1.t1-E1;Parent=HMEL016120g1.t1)	-promoter-TSS (ID=HMEL016120g1.t1-E1;Parent=HMEL016120g1.t1)	-147	ID=HMEL016120g1.t1-E1;Parent=HMEL016120g1.t1								
207	Hmel207002	5396059	5396359	+	0	NA	Intergenic	Intergenic	2417	ID=HMEL005127g2.t1-E2;Parent=HMEL005127g2.t1								
1510	Hmel218018	3278435	3279009	+	0	NA	Intergenic	Intergenic	-13415	ID=HMEL014774g1.t1-E1;Parent=HMEL014774g1.t1								
48	Hmel206009	743341	743785	+	0	NA	Intergenic	Intergenic	1242	ID=HMEL017101g1.t1-E3;Parent=HMEL017101g1.t1								
1857	Hmel221001	1258531	1258987	+	0	NA	Intergenic	Intergenic	-2126	ID=HMEL035445g1.t1-E1;Parent=HMEL035445g1.t1								
360	Hmel201009	3907527	3907825	+	0	NA	promoter-TSS (ID=HMEL012437g1.t1-E2;Parent=HMEL012437g1.t1)	-promoter-TSS (ID=HMEL012437g1.t1-E2;Parent=HMEL012437g1.t1)	-559	ID=HMEL012437g1.t1-E2;Parent=HMEL012437g1.t1								
1988	Hmel203067	1176441	1177421	+	0	NA	promoter-TSS (ID=HMEL036161g1.t1-E1;Parent=HMEL036161g1.t1)	-promoter-TSS (ID=HMEL036161g1.t1-E1;Parent=HMEL036161g1.t1)	-442	ID=HMEL036161g1.t1-E1;Parent=HMEL036161g1.t1								
1076	Hmel213069	294187	294885	+	0	NA	Intergenic	Intergenic	-5145	ID=HMEL007866g1.t2-E1;Parent=HMEL007866g1.t2								
766	Hmel212001	1674194	1675161	+	0	NA	Intergenic	Intergenic	-3523	ID=HMEL007967g1.t1-E1;Parent=HMEL007967g1.t1								
449	Hmel209007	3779625	3780268	+	0	NA	Intergenic	Intergenic	-9458	ID=HMEL030462g1.t1-E1;Parent=HMEL030462g1.t1								
1574	Hmel218018	8190165	8190428	+	0	NA	Intergenic	Intergenic	-17487	ID=HMEL034488g1.t1-E1;Parent=HMEL034488g1.t1								
1579	Hmel218018	8246412	8246621	+	0	NA	Intergenic	Intergenic	-11712	ID=HMEL009223g1.t1-E1;Parent=HMEL009223g1.t1								
659	Hmel211004	1088980	1089380	+	0	NA	Intergenic	Intergenic	-5113	ID=HMEL031051g1.t1-E1;Parent=HMEL031051g1.t1								
1141	Hmel214025	398439	399204	+	0	NA	Intergenic	Intergenic	-4693	ID=HMEL005529g1.t1-E1;Parent=HMEL005529g1.t1								
682	Hmel211004	2479536	2480233	+	0	NA	promoter-TSS (ID=HMEL011733g1.t1-E5;Parent=HMEL011733g1.t1)	-promoter-TSS (ID=HMEL011733g1.t1-E5;Parent=HMEL011733g1.t1)	48	ID=HMEL011733g1.t1-E5;Parent=HMEL011733g1.t1								
353	Hmel208021	391842	392216	+	0	NA	promoter-TSS (ID=HMEL014963g2.t1-E7;Parent=HMEL014963g2.t1)	-promoter-TSS (ID=HMEL014963g2.t1-E7;Parent=HMEL014963g2.t1)	-978	ID=HMEL014963g2.t1-E7;Parent=HMEL014963g2.t1								
375	Hmel208051	4380	4883	+	0	NA	Intergenic	Intergenic	-4343	ID=HMEL038132g1.t1-E1;Parent=HMEL038132g1.t1								
984	Hmel213022	10154	10918	+	0	NA	Intergenic	Intergenic	-1597	ID=HMEL014213g1.t1-E2;Parent=HMEL014213g1.t1								
1155	Hmel214029	1438494	1439630	+	0	NA	Intergenic	Intergenic	4909	ID=HMEL032633g1.t1-E2;Parent=HMEL032633g1.t1								
1485	Hmel218018	794793	796326	+	0	NA	Intergenic	Intergenic	2077	ID=HMEL034354g1.t1-E1;Parent=HMEL034354g1.t1								
788	Hmel212001	2763299	2764314	+	0	NA	TTS (ID=HMEL031375g1.t1-E2;Parent=HMEL031375g1.t1)	-TTS (ID=HMEL031375g1.t1-E2;Parent=HMEL031375g1.t1)	243	ID=HMEL031375g1.t1-E3;Parent=HMEL031375g1.t1								
128	Hmel201009	1413818	1414302	+	0	NA	Intergenic	Intergenic	-31641	ID=HMEL030148g1.t1-E1;Parent=HMEL030148g1.t1								
501	Hmel210004	7060860	7061832	+	0	NA	Intergenic	Intergenic	-9881	ID=HMEL004074g1.t1-E2;Parent=HMEL004074g1.t1								
1313	Hmel217004	747728	748007	+	0	NA	Intergenic	Intergenic	-27042	ID=HMEL006214g1.t1-E1;Parent=HMEL006214g1.t1								
278	Hmel207021	842087	843852	+	0	NA	Intergenic	Intergenic	-28468	ID=HMEL037683g1.t1-E1;Parent=HMEL037683g1.t1								
1617	Hmel219003	3566404	3566844	+	0	NA	Intergenic	Intergenic	-4255	ID=HMEL003149g1.t1-E1;Parent=HMEL003149g1.t1								
490	Hmel210004	5904700	5906053	+	0	NA	promoter-TSS (ID=HMEL009013g1.t1-E4;Parent=HMEL009013g1.t1)	-promoter-TSS (ID=HMEL009013g1.t1-E4;Parent=HMEL009013g1.t1)	-972	ID=HMEL009013g1.t2-E4;Parent=HMEL009013g1.t2								
1843	Hmel220017	828780	829125	+	0	NA	Intergenic	Intergenic	1327	ID=HMEL035363g1.t1-E2;Parent=HMEL035363g1.t1								
155	Hmel201009	1868107	1868526	+	0	NA	promoter-TSS (ID=HMEL030160g1.t1-E1;Parent=HMEL030160g1.t1)	-promoter-TSS (ID=HMEL030160g1.t1-E1;Parent=HMEL030160g1.t1)	14	ID=HMEL030160g1.t1-E1;Parent=HMEL030160g1.t1								
387	Hmel208051	1134879	1135271	+	0	NA	promoter-TSS (ID=HMEL008188g1.t1-E17;Parent=HMEL008188g1.t1)	-promoter-TSS (ID=HMEL008188g1.t1-E17;Parent=HMEL008188g1.t1)	-445	ID=HMEL008188g1.t1-E17;Parent=HMEL008188g1.t1								
1913	Hmel221031	46662	48013	+	0	NA	promoter-TSS (ID=HMEL006116g2.t1-E3;Parent=HMEL006116g2.t1)	-promoter-TSS (ID=HMEL006116g2.t1-E3;Parent=HMEL006116g2.t1)	-422	ID=HMEL006116g2.t1-E3;Parent=HMEL006116g2.t1								
1112	Hmel214008	2302058	2302402	+	0	NA	Intergenic	Intergenic	-6832	ID=HMEL014238g1.t1-E1;Parent=HMEL014238g1.t1								
626	Hmel210011	5713577	5714201	+	0	NA	promoter-TSS (ID=HMEL009171g1.t1-E4;Parent=HMEL009171g1.t1)	-promoter-TSS (ID=HMEL009171g1.t1-E4;Parent=HMEL009171g1.t1)	69	ID=HMEL009171g1.t1-E4;Parent=HMEL009171g1.t1								
1294	Hmel216015	651433	651853	+	0	NA	Intergenic	Intergenic	14878	ID=HMEL033637g1.t2-E1;Parent=HMEL033637g1.t2								
461	Hmel210001	694223	696407	+	0	NA	promoter-TSS (ID=HMEL017376g1.t1-E2;Parent=HMEL017376g1.t1)	-promoter-TSS (ID=HMEL017376g1.t1-E2;Parent=HMEL017376g1.t1)	-706	ID=HMEL017376g1.t1-E2;Parent=HMEL017376g1.t1								
1562	Hmel218018	7769517	7769770	+	0	NA	Intergenic	Intergenic	-4655	ID=HMEL016588g4.t1-E2;Parent=HMEL016588g4.t1								
1426	Hmel218005	1037786	1038123	+	0	NA	Intergenic	Intergenic	3083	ID=HMEL034270g1.t1-E18;Parent=HMEL034270g1.t1								
257	Hmel207021	449080	449587	+	0	NA	Intergenic	Intergenic	-24214	ID=HMEL037663g1.t1-E1;Parent=HMEL037663g1.t1								
1358	Hmel217014	1061366	1062281	+	0	NA	TTS (ID=HMEL033940g1.t1-E1;Parent=HMEL033940g1.t1)	-TTS (ID=HMEL033940g1.t1-E1;Parent=HMEL033940g1.t1)	193	ID=HMEL033940g1.t1-E1;Parent=HMEL033940g1.t1								
951	Hmel213004	1276158	1276313	+	0	NA	Intergenic	Intergenic	-1979	ID=HMEL031781g1.t2-E1;Parent=HMEL031781g1.t2								
782	Hmel212001	2556114	2557337	+	0	NA	Intergenic	Intergenic	-5342	ID=HMEL016829g1.t1-E1;Parent=HMEL016829g1.t1								
85	Hmel206009	2524154	2524504	+	0	NA	Intergenic	Intergenic	33837	ID=HMEL005355g1.t1-E5;Parent=HMEL005355g1.t1								
809	Hmel212001	5958487	5959266	+	0	NA	Intergenic	Intergenic	2910	ID=HMEL031457g1.t1-E1;Parent=HMEL031457g1.t1								
1156	Hmel215006	51023	51429	+	0	NA	Intergenic	Intergenic	-2746	ID=HMEL013366g1.t1-E1;Parent=HMEL013366g1.t1								
1557	Hmel218018	7431358	7432243	+	0	NA	Intergenic	Intergenic	-9101	ID=HMEL034479g1.t1-E1;Parent=HMEL034479g1.t1								
1486	Hmel218018	866607	866925	+	0	NA	Intergenic	Intergenic	45722	ID=HMEL034357g1.t1-E1;Parent=HMEL034357g1.t1								
425	Hmel209007	358363	359418	+	0	NA	promoter-TSS (ID=HMEL007479g2.t1-E1;Parent=HMEL007479g2.t1)	-promoter-TSS (ID=HMEL007479g2.t1-E1;Parent=HMEL007479g2.t1)	1	ID=HMEL007479g2.t1-E1;Parent=HMEL007479g2.t1								
2056	Hmel205005	279705	279959	+	0	NA	Intergenic	Intergenic	-7850	ID=HMEL016010g6.t1-E1;Parent=HMEL016010g6.t1								
736	Hmel211012	1423841	1424451	+	0	NA	Intergenic	Intergenic	-26753	ID=HMEL004914g1.t1-E1;Parent=HMEL004914g1.t1								
539	Hmel210011	187805	189140	+	0	NA	Intergenic	Intergenic	-2198	ID=HMEL013312g1.t1-E1;Parent=HMEL013312g1.t1								
781	Hmel212001	2553867	2554448	+	0	NA	Intergenic	Intergenic	-2774	ID=HMEL016829g1.t1-E1;Parent=HMEL016829g1.t1								
1950	Hmel203041	163849	164092	+	0	NA	promoter-TSS (ID=HMEL036051g1.t1-E2;Parent=HMEL036051g1.t1)	-promoter-TSS (ID=HMEL036051g1.t1-E2;Parent=HMEL036051g1.t1)	-849	ID=HMEL036051g1.t1-E2;Parent=HMEL036051g1.t1								
1698	Hmel219018	1190874	1191344	+	0	NA	Intergenic	Intergenic	-5880	ID=HMEL034910g1.t1-E1;Parent=HMEL034910g1.t1								
520	Hmel210005	1058869	1059462	+	0	NA	Intergenic	Intergenic	-8103	ID=HMEL008525g1.t1-E1;Parent=HMEL008525g1.t1								
2037	Hmel204017	2314147	2314527	+	0	NA	Intergenic	Intergenic	31353	ID=HMEL036476g1.t1-E4;Parent=HMEL036476g1.t1								
532	Hmel210009	473292	473851	+	0	NA	Intergenic	Intergenic	6237	ID=HMEL005951g1.t1-E6;Parent=HMEL005951g1.t1								
1193	Hmel215034	49280	49992	+	0	NA	promoter-TSS (ID=HMEL032795g1.t1-E5;Parent=HMEL032795g1.t1)	-promoter-TSS (ID=HMEL032795g1.t1-E5;Parent=HMEL032795g1.t1)	28	ID=HMEL032795g1.t1-E5;Parent=HMEL032795g1.t1								
55	Hmel201009	633268	634009	+	0	NA	Intergenic	Intergenic	6213	ID=HMEL030130g1.t1-E2;Parent=HMEL030130g1.t1								
1890	Hmel221012	2329137	2329379	+	0	NA	Intergenic	Intergenic	-1201	ID=HMEL017949g1.t1-E1;Parent=HMEL017949g1.t1								
1681	Hmel219014	1584632	1584879	+	0	NA	Intergenic	Intergenic	-29725	ID=HMEL016103g1.t2-E1;Parent=HMEL016103g1.t2								
57	Hmel206009	1090385	1090626	+	0	NA	Intergenic	Intergenic	13255	ID=HMEL037015g1.t1-E2;Parent=HMEL037015g1.t1								
872	Hmel212011	966037	966286	+	0	NA	Intergenic	Intergenic	-22330	ID=HMEL012672g1.t1-E1;Parent=HMEL012672g1.t1								
1146	Hmel214029	764209	764837	+	0	NA	promoter-TSS (ID=HMEL011549-RA-E6;Parent=HMEL011549-RA)	-promoter-TSS (ID=HMEL011549-RA-E6;Parent=HMEL011549-RA)	1	ID=HMEL011549-RA-E6;Parent=HMEL011549-RA								
395	Hmel209001	1119333	1119640	+	0	NA	Intergenic	Intergenic	-9923	ID=HMEL007018g1.t4-E1;Parent=HMEL007018g1.t4								
89	Hmel206009	2555145	2555776	+	0	NA	Intergenic	Intergenic	2706	ID=HMEL005355g1.t1-E5;Parent=HMEL005355g1.t1								
175	Hmel207002	1690154	1690679	+	0	NA	Intergenic	Intergenic	-21894	ID=HMEL011242g1.t2-E1;Parent=HMEL011242g1.t2								
584	Hmel210011	2907364	2908995	+	0	NA	TTS (ID=HMEL030883g1.t1-E3;Parent=HMEL030883g1.t1)	-TTS (ID=HMEL030883g1.t1-E3;Parent=HMEL030883g1.t1)	439	ID=HMEL030883g1.t1-E3;Parent=HMEL030883g1.t1								
988	Hmel213022	24139	25111	+	0	NA	Intergenic	Intergenic	2854	ID=HMEL031907g1.t1-E1;Parent=HMEL031907g1.t1								
35	Hmel206006	2166510	2167463	+	0	NA	promoter-TSS (ID=HMEL016515g1.t1-E3;Parent=HMEL016515g1.t1)	-promoter-TSS (ID=HMEL016515g1.t1-E3;Parent=HMEL016515g1.t1)	-14	ID=HMEL016515g1.t1-E3;Parent=HMEL016515g1.t1								
1882	Hmel221012	1206244	1207456	+	0	NA	promoter-TSS (ID=HMEL016654g1.t1-E1;Parent=HMEL016654g1.t1)	-promoter-TSS (ID=HMEL016654g1.t1-E1;Parent=HMEL016654g1.t1)	65	ID=HMEL016654g2.t1-E1;Parent=HMEL016654g2.t1								
1550	Hmel202006	2496014	2496802	+	0	NA	Intergenic	Intergenic	-13095	ID=HMEL008673g2.t1-E1;Parent=HMEL008673g2.t1								
1454	Hmel218018	62901	63478	+	0	NA	Intergenic	Intergenic	18547	ID=HMEL017500-RA-E1;Parent=HMEL017500-RA								
1421	Hmel218005	983405	984303	+	0	NA	Intergenic	Intergenic	4839	ID=HMEL014954g1.t1-E8;Parent=HMEL014954g1.t1								
665	Hmel211004	1531044	1531829	+	0	NA	Intergenic	Intergenic	1656	ID=HMEL015191g1.t2-E4;Parent=HMEL015191g1.t2								
1476	Hmel218018	412497	412823	+	0	NA	Intergenic	Intergenic	74481	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
1207	Hmel215047	503201	504151	+	0	NA	Intergenic	Intergenic	31909	ID=HMEL032869g1.t1-E2;Parent=HMEL032869g1.t1								
1584	Hmel218018	8697150	8698295	+	0	NA	TTS (ID=HMEL034496g1.t1-E11;Parent=HMEL034496g1.t1)	-TTS (ID=HMEL034496g1.t1-E11;Parent=HMEL034496g1.t1)	1086	ID=HMEL034496g1.t1-E11;Parent=HMEL034496g1.t1								
904	Hmel212013	1903061	1903785	+	0	NA	Intergenic	Intergenic	-2405	ID=HMEL008426g1.t2-E1;Parent=HMEL008426g1.t2								
930	Hmel212013	3301033	3301426	+	0	NA	Intergenic	Intergenic	-1945	ID=HMEL031707g1.t1-E1;Parent=HMEL031707g1.t1								
1675	Hmel219014	373104	373340	+	0	NA	Intergenic	Intergenic	2099	ID=HMEL034783g1.t1-E2;Parent=HMEL034783g1.t1								
649	Hmel211004	156648	156806	+	0	NA	Intergenic	Intergenic	-9687	ID=HMEL015222g1.t1-E1;Parent=HMEL015222g1.t1								
1318	Hmel217004	1176472	1176851	+	0	NA	Intergenic	Intergenic	15965	ID=HMEL006591g1.t1-E1;Parent=HMEL006591g1.t1								
648	Hmel211004	150634	151056	+	0	NA	Intergenic	Intergenic	-3805	ID=HMEL015222g1.t1-E1;Parent=HMEL015222g1.t1								
642	Hmel201002	1254801	1256558	+	0	NA	Intergenic	Intergenic	-2042	ID=HMEL011297g1.t1-E1;Parent=HMEL011297g1.t1								
2006	Hmel204003	193557	193804	+	0	NA	Intergenic	Intergenic	-7088	ID=HMEL036354g1.t1-E1;Parent=HMEL036354g1.t1								
1764	Hmel220005	776699	777197	+	0	NA	promoter-TSS (ID=HMEL012265g1.t1-E1;Parent=HMEL012265g1.t1)	-promoter-TSS (ID=HMEL012265g1.t1-E1;Parent=HMEL012265g1.t1)	-868	ID=HMEL012265g1.t2-E1;Parent=HMEL012265g1.t2								
1908	Hmel221030	1735	2337	+	0	NA	Intergenic	Intergenic	-24429	ID=HMEL035713g1.t1-E1;Parent=HMEL035713g1.t1								
1028	Hmel213049	537285	537499	+	0	NA	Intergenic	Intergenic	-29721	ID=HMEL032072g1.t1-E1;Parent=HMEL032072g1.t1								
1589	Hmel218019	302310	302847	+	0	NA	Intergenic	Intergenic	-1470	ID=HMEL002965g1.t1-E1;Parent=HMEL002965g1.t1								
198	Hmel207002	3158373	3158778	+	0	NA	Intergenic	Intergenic	6310	ID=HMEL009341g1.t1-E6;Parent=HMEL009341g1.t1								
1718	Hmel220003	625155	626180	+	0	NA	Intergenic	Intergenic	4972	ID=HMEL007253g1.t1-E2;Parent=HMEL007253g1.t1								
1098	Hmel214008	885868	886428	+	0	NA	Intergenic	Intergenic	23657	ID=HMEL022040g6.t1-E1;Parent=HMEL022040g6.t1								
1059	Hmel213067	167727	168882	+	0	NA	Intergenic	Intergenic	-18194	ID=HMEL032184g1.t1-E1;Parent=HMEL032184g1.t1								
