PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_melpUnique_D1down.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_melpUnique_D1down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2302	Hmel217018	1033967	1034114	+	0	NA	Intergenic	Intergenic	4038	ID=HMEL033983g1.t1-E2;Parent=HMEL033983g1.t1								
51	Hmel201007	1619987	1620326	+	0	NA	Intergenic	Intergenic	5304	ID=HMEL010948g1.t1-E1;Parent=HMEL010948g1.t1								
1758	Hmel213047	76237	76587	+	0	NA	Intergenic	Intergenic	-5744	ID=HMEL032055g1.t1-E1;Parent=HMEL032055g1.t1								
1822	Hmel213069	1106805	1107280	+	0	NA	Intergenic	Intergenic	9457	ID=HMEL020440g1.t1-E8;Parent=HMEL020440g1.t1								
456	Hmel204019	39443	39710	+	0	NA	Intergenic	Intergenic	-9833	ID=HMEL004620g1.t1-E1;Parent=HMEL004620g1.t1								
2745	Hmel220009	229171	229700	+	0	NA	Intergenic	Intergenic	-1437	ID=HMEL035257g1.t1-E5;Parent=HMEL035257g1.t1								
652	Hmel206008	38688	39276	+	0	NA	Intergenic	Intergenic	-3034	ID=HMEL036992g1.t1-E1;Parent=HMEL036992g1.t1								
1033	Hmel209005	434703	436135	+	0	NA	Intergenic	Intergenic	-42080	ID=HMEL030326g1.t1-E1;Parent=HMEL030326g1.t1								
2736	Hmel220005	5027846	5028011	+	0	NA	TTS (ID=HMEL035223g1.t1-E1;Parent=HMEL035223g1.t1)	-TTS (ID=HMEL035223g1.t1-E1;Parent=HMEL035223g1.t1)	579	ID=HMEL035223g1.t1-E1;Parent=HMEL035223g1.t1								
2400	Hmel218018	685632	686026	+	0	NA	promoter-TSS (ID=HMEL016239g1.t1-E4;Parent=HMEL016239g1.t1)	-promoter-TSS (ID=HMEL016239g1.t1-E4;Parent=HMEL016239g1.t1)	-456	ID=HMEL016239g1.t1-E4;Parent=HMEL016239g1.t1								
2258	Hmel217004	1751604	1752201	+	0	NA	Intergenic	Intergenic	-2763	ID=HMEL016705-RA-E1;Parent=HMEL016705-RA								
2034	Hmel215047	1694201	1695085	+	0	NA	Intergenic	Intergenic	-21183	ID=HMEL002528g1.t1-E1;Parent=HMEL002528g1.t1								
1539	Hmel212009	951138	951309	+	0	NA	TTS (ID=HMEL011922g1.t1-E5;Parent=HMEL011922g1.t1)	-TTS (ID=HMEL011922g1.t1-E5;Parent=HMEL011922g1.t1)	1120	ID=HMEL011922g1.t1-E5;Parent=HMEL011922g1.t1								
2029	Hmel215047	1347877	1348061	+	0	NA	promoter-TSS (ID=HMEL012762g1.t1-E1;Parent=HMEL012762g1.t1)	-promoter-TSS (ID=HMEL012762g1.t1-E1;Parent=HMEL012762g1.t1)	-800	ID=HMEL012762g1.t1-E1;Parent=HMEL012762g1.t1								
796	Hmel207002	4457133	4457274	+	0	NA	Intergenic	Intergenic	42503	ID=HMEL037452g1.t1-E2;Parent=HMEL037452g1.t1								
2349	Hmel218003	1887834	1888103	+	0	NA	Intergenic	Intergenic	-55934	ID=HMEL034231g1.t1-E1;Parent=HMEL034231g1.t1								
366	Hmel203067	1142966	1143175	+	0	NA	TTS (ID=HMEL036159g1.t1-E1;Parent=HMEL036159g1.t1)	-TTS (ID=HMEL036159g1.t1-E1;Parent=HMEL036159g1.t1)	1135	ID=HMEL036159g1.t1-E1;Parent=HMEL036159g1.t1								
844	Hmel207015	46174	46670	+	0	NA	Intergenic	Intergenic	-61495	ID=HMEL037636g1.t1-E1;Parent=HMEL037636g1.t1								
1541	Hmel212011	250825	251045	+	0	NA	Intergenic	Intergenic	27077	ID=HMEL012714g1.t1-E11;Parent=HMEL012714g1.t1								
2723	Hmel220005	3258916	3259735	+	0	NA	promoter-TSS (ID=HMEL035178g1.t1-E1;Parent=HMEL035178g1.t1)	-promoter-TSS (ID=HMEL035178g1.t1-E1;Parent=HMEL035178g1.t1)	25	ID=HMEL035178g1.t1-E1;Parent=HMEL035178g1.t1								
272	Hmel203011	99368	100135	+	0	NA	Intergenic	Intergenic	3960	ID=HMEL011674g1.t1-E2;Parent=HMEL011674g1.t1								
2343	Hmel218003	1483656	1483833	+	0	NA	Intergenic	Intergenic	10115	ID=HMEL003382g1.t1-E1;Parent=HMEL003382g1.t1								
775	Hmel207002	1691178	1691650	+	0	NA	Intergenic	Intergenic	-20896	ID=HMEL011242g1.t2-E1;Parent=HMEL011242g1.t2								
2518	Hmel219003	2027873	2028437	+	0	NA	Intergenic	Intergenic	-4278	ID=HMEL010683g1.t1-E1;Parent=HMEL010683g1.t1								
2108	Hmel216009	823239	823447	+	0	NA	Intergenic	Intergenic	25465	ID=HMEL033499g1.t1-E2;Parent=HMEL033499g1.t1								
20	Hmel201002	2245291	2245536	+	0	NA	Intergenic	Intergenic	-5975	ID=HMEL014991g1.t1-E1;Parent=HMEL014991g1.t1								
2376	Hmel218005	1070690	1071092	+	0	NA	Intergenic	Intergenic	-5287	ID=HMEL034270g1.t2-E1;Parent=HMEL034270g1.t2								
888	Hmel207021	2061110	2061427	+	0	NA	Intergenic	Intergenic	13525	ID=HMEL037715g1.t1-E1;Parent=HMEL037715g1.t1								
1983	Hmel215032	57291	58048	+	0	NA	Intergenic	Intergenic	-20265	ID=HMEL016290g1.t1-E1;Parent=HMEL016290g1.t1								
1011	Hmel208051	1714102	1714588	+	0	NA	promoter-TSS (ID=HMEL038187g1.t1-E1;Parent=HMEL038187g1.t1)	-promoter-TSS (ID=HMEL038187g1.t1-E1;Parent=HMEL038187g1.t1)	-836	ID=HMEL038187g1.t1-E1;Parent=HMEL038187g1.t1								
1754	Hmel213045	14825	15728	+	0	NA	Intergenic	Intergenic	-8953	ID=HMEL032046g1.t1-E1;Parent=HMEL032046g1.t1								
1627	Hmel213004	1143552	1143859	+	0	NA	Intergenic	Intergenic	-32432	ID=HMEL031779g1.t1-E1;Parent=HMEL031779g1.t1								
1161	Hmel210004	4058633	4059427	+	0	NA	promoter-TSS (ID=HMEL015376g1.t1-E6;Parent=HMEL015376g1.t1)	-promoter-TSS (ID=HMEL015376g1.t1-E6;Parent=HMEL015376g1.t1)	-916	ID=HMEL015376g1.t1-E6;Parent=HMEL015376g1.t1								
468	Hmel204022	5238	5377	+	0	NA	Intergenic	Intergenic	13012	ID=HMEL036518g1.t1-E2;Parent=HMEL036518g1.t1								
2093	Hmel216009	571714	572404	+	0	NA	Intergenic	Intergenic	6569	ID=HMEL004778g2.t1-E3;Parent=HMEL004778g2.t1								
1019	Hmel209001	708627	709500	+	0	NA	Intergenic	Intergenic	-2930	ID=HMEL005267g1.t1-E1;Parent=HMEL005267g1.t1								
700	Hmel206009	2331488	2331678	+	0	NA	Intergenic	Intergenic	10952	ID=HMEL005364g1.t1-E6;Parent=HMEL005364g1.t1								
1927	Hmel214029	666871	667096	+	0	NA	Intergenic	Intergenic	1387	ID=HMEL032599g1.t1-E1;Parent=HMEL032599g1.t1								
78	Hmel201009	1775788	1776216	+	0	NA	promoter-TSS (ID=HMEL015815g1.t4-E2;Parent=HMEL015815g1.t4)	-promoter-TSS (ID=HMEL015815g1.t4-E2;Parent=HMEL015815g1.t4)	182	ID=HMEL015815g1.t6-E1;Parent=HMEL015815g1.t6								
2853	Hmel207023	405736	406502	+	0	NA	promoter-TSS (ID=HMEL005443g1.t1-E1;Parent=HMEL005443g1.t1)	-promoter-TSS (ID=HMEL005443g1.t1-E1;Parent=HMEL005443g1.t1)	-860	ID=HMEL005443g1.t1-E1;Parent=HMEL005443g1.t1								
1380	Hmel211004	3953256	3953949	+	0	NA	promoter-TSS (ID=HMEL015692-RA-E7;Parent=HMEL015692-RA)	-promoter-TSS (ID=HMEL015692-RA-E7;Parent=HMEL015692-RA)	14	ID=HMEL015692-RA-E7;Parent=HMEL015692-RA								
990	Hmel206017	6174	6593	+	0	NA	TTS (ID=HMEL037174g1.t1-E1;Parent=HMEL037174g1.t1)	-TTS (ID=HMEL037174g1.t1-E1;Parent=HMEL037174g1.t1)	353	ID=HMEL037174g1.t1-E1;Parent=HMEL037174g1.t1								
413	Hmel204001	2019770	2020069	+	0	NA	Intergenic	Intergenic	-8881	ID=HMEL016525g1.t1-E1;Parent=HMEL016525g1.t1								
294	Hmel203030	182547	183140	+	0	NA	promoter-TSS (ID=HMEL036017g1.t1-E3;Parent=HMEL036017g1.t1)	-promoter-TSS (ID=HMEL036017g1.t1-E3;Parent=HMEL036017g1.t1)	-866	ID=HMEL036017g1.t1-E3;Parent=HMEL036017g1.t1								
2316	Hmel217019	744743	746791	+	0	NA	Intergenic	Intergenic	-4979	ID=HMEL010146g1.t1-E2;Parent=HMEL010146g1.t1								
2218	Hmel217001	1265369	1265668	+	0	NA	Intergenic	Intergenic	-2374	ID=HMEL017701g1.t1-E1;Parent=HMEL017701g1.t1								
1614	Hmel213004	594301	594566	+	0	NA	Intergenic	Intergenic	53916	ID=HMEL020366g1.t1-E10;Parent=HMEL020366g1.t1								
1442	Hmel212001	774865	775113	+	0	NA	Intergenic	Intergenic	12657	ID=HMEL021973g1.t1-E7;Parent=HMEL021973g1.t1								
764	Hmel207002	1235505	1235993	+	0	NA	TTS (ID=HMEL011205g4.t1-E2;Parent=HMEL011205g4.t1)	-TTS (ID=HMEL011205g4.t1-E2;Parent=HMEL011205g4.t1)	993	ID=HMEL011205g4.t1-E2;Parent=HMEL011205g4.t1								
349	Hmel203048	437333	438008	+	0	NA	Intergenic	Intergenic	10675	ID=HMEL036097g1.t1-E1;Parent=HMEL036097g1.t1								
1743	Hmel213044	473913	474412	+	0	NA	Intergenic	Intergenic	1850	ID=HMEL032034g1.t1-E10;Parent=HMEL032034g1.t1								
2075	Hmel216006	711108	711262	+	0	NA	Intergenic	Intergenic	2290	ID=HMEL009398g1.t1-E1;Parent=HMEL009398g1.t1								
1981	Hmel215029	213410	213600	+	0	NA	Intergenic	Intergenic	6563	ID=HMEL005381g1.t2-E14;Parent=HMEL005381g1.t2								
2081	Hmel216007	263846	264058	+	0	NA	Intergenic	Intergenic	7265	ID=HMEL012649g1.t1-E3;Parent=HMEL012649g1.t1								
1383	Hmel211004	3991180	3993214	+	0	NA	TTS (ID=HMEL031139g1.t1-E2;Parent=HMEL031139g1.t1)	-TTS (ID=HMEL031139g1.t1-E2;Parent=HMEL031139g1.t1)	422	ID=HMEL031139g1.t1-E2;Parent=HMEL031139g1.t1								
606	Hmel205022	663567	664606	+	0	NA	Intergenic	Intergenic	1738	ID=HMEL022162g1.t1-E2;Parent=HMEL022162g1.t1								
137	Hmel201011	2722978	2723206	+	0	NA	Intergenic	Intergenic	-11696	ID=HMEL006157g5.t1-E1;Parent=HMEL006157g5.t1								
1414	Hmel211012	1464757	1465627	+	0	NA	Intergenic	Intergenic	-4148	ID=HMEL004913g1.t1-E1;Parent=HMEL004913g1.t1								
2522	Hmel219003	2043780	2044792	+	0	NA	promoter-TSS (ID=HMEL010683g1.t1-E9;Parent=HMEL010683g1.t1)	-promoter-TSS (ID=HMEL010683g1.t1-E9;Parent=HMEL010683g1.t1)	379	ID=HMEL010683g1.t1-E8;Parent=HMEL010683g1.t1								
1855	Hmel214008	1100190	1101003	+	0	NA	Intergenic	Intergenic	4792	ID=HMEL032336g1.t1-E7;Parent=HMEL032336g1.t1								
666	Hmel206009	762633	763464	+	0	NA	Intergenic	Intergenic	-17409	ID=HMEL017101g1.t1-E1;Parent=HMEL017101g1.t1								
432	Hmel204013	1089037	1089273	+	0	NA	Intergenic	Intergenic	14770	ID=HMEL036407g1.t1-E1;Parent=HMEL036407g1.t1								
1074	Hmel209007	1689839	1690264	+	0	NA	Intergenic	Intergenic	-9737	ID=HMEL030407g1.t1-E1;Parent=HMEL030407g1.t1								
860	Hmel207021	428193	428524	+	0	NA	Intergenic	Intergenic	18790	ID=HMEL021999g2.t1-E1;Parent=HMEL021999g2.t1								
2308	Hmel217018	1620324	1620489	+	0	NA	Intergenic	Intergenic	-3832	ID=HMEL017687g1.t1-E3;Parent=HMEL017687g1.t1								
1567	Hmel212013	705853	705994	+	0	NA	Intergenic	Intergenic	-6039	ID=HMEL011957g2.t1-E1;Parent=HMEL011957g2.t1								
1063	Hmel209007	577050	577460	+	0	NA	TTS (ID=HMEL030376g1.t1-E2;Parent=HMEL030376g1.t1)	-TTS (ID=HMEL030376g1.t1-E2;Parent=HMEL030376g1.t1)	111	ID=HMEL030376g1.t1-E2;Parent=HMEL030376g1.t1								
1776	Hmel213051	61012	61377	+	0	NA	promoter-TSS (ID=HMEL032083g1.t1-E4;Parent=HMEL032083g1.t1)	-promoter-TSS (ID=HMEL032083g1.t1-E4;Parent=HMEL032083g1.t1)	-630	ID=HMEL032083g1.t1-E4;Parent=HMEL032083g1.t1								
2565	Hmel219005	148783	149372	+	0	NA	Intergenic	Intergenic	-3053	ID=HMEL009277g2.t1-E41;Parent=HMEL009277g2.t1								
2158	Hmel216011	2711131	2711337	+	0	NA	Intergenic	Intergenic	4077	ID=HMEL003654g1.t1-E1;Parent=HMEL003654g1.t1								
2576	Hmel219009	288444	289062	+	0	NA	promoter-TSS (ID=HMEL034747g1.t1-E4;Parent=HMEL034747g1.t1)	-promoter-TSS (ID=HMEL034747g1.t1-E4;Parent=HMEL034747g1.t1)	181	ID=HMEL034747g1.t1-E3;Parent=HMEL034747g1.t1								
2415	Hmel218018	2552043	2552251	+	0	NA	Intergenic	Intergenic	-11784	ID=HMEL034392g1.t1-E1;Parent=HMEL034392g1.t1								
2362	Hmel218004	432745	433660	+	0	NA	Intergenic	Intergenic	-1838	ID=HMEL006662g1.t1-E1;Parent=HMEL006662g1.t1								
708	Hmel206009	2679447	2679771	+	0	NA	Intergenic	Intergenic	-6036	ID=HMEL005352g1.t1-E1;Parent=HMEL005352g1.t1								
2583	Hmel219012	475047	475627	+	0	NA	Intergenic	Intergenic	-5916	ID=HMEL006036g1.t1-E3;Parent=HMEL006036g1.t1								
2796	Hmel221001	1564165	1564696	+	0	NA	Intergenic	Intergenic	-6319	ID=HMEL013511g2.t1-E1;Parent=HMEL013511g2.t1								
2589	Hmel219014	950800	951154	+	0	NA	Intergenic	Intergenic	2331	ID=HMEL014338g2.t1-E3;Parent=HMEL014338g2.t1								
1601	Hmel212013	3171392	3171856	+	0	NA	Intergenic	Intergenic	2468	ID=HMEL012337g1.t1-E4;Parent=HMEL012337g1.t1								
2814	Hmel221012	1869343	1870119	+	0	NA	Intergenic	Intergenic	9161	ID=HMEL008404g1.t1-E6;Parent=HMEL008404g1.t1								
710	Hmel206009	2846758	2847175	+	0	NA	Intergenic	Intergenic	7939	ID=HMEL002774g1.t1-E1;Parent=HMEL002774g1.t1								
1656	Hmel213012	213877	214361	+	0	NA	Intergenic	Intergenic	25958	ID=HMEL031820g1.t1-E1;Parent=HMEL031820g1.t1								
323	Hmel203033	523727	524460	+	0	NA	Intergenic	Intergenic	-1058	ID=HMEL036038g1.t1-E1;Parent=HMEL036038g1.t1								
856	Hmel207016	128	525	+	0	NA	promoter-TSS (ID=HMEL020641g1.t1-E4;Parent=HMEL020641g1.t1)	-promoter-TSS (ID=HMEL020641g1.t1-E4;Parent=HMEL020641g1.t1)	-305	ID=HMEL020641g1.t1-E4;Parent=HMEL020641g1.t1								
2142	Hmel216011	1655503	1656008	+	0	NA	exon (ID=HMEL033562g1.t1-E1;Parent=HMEL033562g1.t1, exon 1 of 1)	-exon (ID=HMEL033562g1.t1-E1;Parent=HMEL033562g1.t1, exon 1 of 1)	122	ID=HMEL033562g1.t1-E1;Parent=HMEL033562g1.t1								
1834	Hmel213071	1381866	1382465	+	0	NA	promoter-TSS (ID=HMEL010566g1.t1-E1;Parent=HMEL010566g1.t1)	-promoter-TSS (ID=HMEL010566g1.t1-E1;Parent=HMEL010566g1.t1)	-184	ID=HMEL010566g1.t1-E1;Parent=HMEL010566g1.t1								
1664	Hmel213014	20258	20433	+	0	NA	promoter-TSS (ID=HMEL005325g1.t1-E2;Parent=HMEL005325g1.t1)	-promoter-TSS (ID=HMEL005325g1.t1-E2;Parent=HMEL005325g1.t1)	-848	ID=HMEL005325g1.t1-E2;Parent=HMEL005325g1.t1								
112	Hmel201011	857285	857499	+	0	NA	Intergenic	Intergenic	-15669	ID=HMEL033025g1.t1-E1;Parent=HMEL033025g1.t1								
545	Hmel205012	1247148	1247965	+	0	NA	promoter-TSS (ID=HMEL017902g1.t1-E1;Parent=HMEL017902g1.t1)	-promoter-TSS (ID=HMEL017902g1.t1-E1;Parent=HMEL017902g1.t1)	-667	ID=HMEL017902g1.t1-E1;Parent=HMEL017902g1.t1								
191	Hmel202006	185165	185635	+	0	NA	Intergenic	Intergenic	7794	ID=HMEL033250g1.t1-E2;Parent=HMEL033250g1.t1								
2733	Hmel220005	4951622	4951965	+	0	NA	Intergenic	Intergenic	-2117	ID=HMEL035221g1.t1-E1;Parent=HMEL035221g1.t1								
2467	Hmel218018	8247622	8248208	+	0	NA	Intergenic	Intergenic	-10313	ID=HMEL009223g1.t1-E1;Parent=HMEL009223g1.t1								
187	Hmel202004	1324171	1325008	+	0	NA	Intergenic	Intergenic	3429	ID=HMEL003561g3.t1-E2;Parent=HMEL003561g3.t1								
588	Hmel205017	629728	630178	+	0	NA	Intergenic	Intergenic	1315	ID=HMEL009767g2.t1-E3;Parent=HMEL009767g2.t1								
1684	Hmel213020	923324	923952	+	0	NA	Intergenic	Intergenic	-4096	ID=HMEL031897g1.t2-E1;Parent=HMEL031897g1.t2								
756	Hmel206022	720446	720742	+	0	NA	Intergenic	Intergenic	-2200	ID=HMEL014446g1.t1-E1;Parent=HMEL014446g1.t1								
2326	Hmel217020	2462909	2463638	+	0	NA	Intergenic	Intergenic	2914	ID=HMEL013462g2.t1-E2;Parent=HMEL013462g2.t1								
1283	Hmel210011	4062259	4063097	+	0	NA	Intergenic	Intergenic	-1630	ID=HMEL009095g1.t1-E1;Parent=HMEL009095g1.t1								
262	Hmel203017	12786	13433	+	0	NA	Intergenic	Intergenic	-4192	ID=HMEL036007g1.t1-E1;Parent=HMEL036007g1.t1								
1944	Hmel215006	163071	163570	+	0	NA	Intergenic	Intergenic	7437	ID=HMEL032658g1.t1-E1;Parent=HMEL032658g1.t1								
212	Hmel202006	3592807	3593025	+	0	NA	Intergenic	Intergenic	8757	ID=HMEL033346g1.t1-E1;Parent=HMEL033346g1.t1								
2436	Hmel218018	5780512	5780817	+	0	NA	Intergenic	Intergenic	8353	ID=HMEL005850g1.t1-E2;Parent=HMEL005850g1.t1								
1331	Hmel211002	93030	93357	+	0	NA	Intergenic	Intergenic	3613	ID=HMEL015337g1.t1-E7;Parent=HMEL015337g1.t1								
2590	Hmel219014	1361614	1362176	+	0	NA	promoter-TSS (ID=HMEL012211g1.t1-E1;Parent=HMEL012211g1.t1)	-promoter-TSS (ID=HMEL012211g1.t1-E1;Parent=HMEL012211g1.t1)	-217	ID=HMEL012211g1.t1-E1;Parent=HMEL012211g1.t1								
2383	Hmel218007	1345695	1346409	+	0	NA	Intergenic	Intergenic	11256	ID=HMEL034315g1.t1-E1;Parent=HMEL034315g1.t1								
542	Hmel205012	1136584	1137726	+	0	NA	Intergenic	Intergenic	60637	ID=HMEL017899g1.t1-E1;Parent=HMEL017899g1.t1								
1305	Hmel210011	5807238	5807837	+	0	NA	Intergenic	Intergenic	2561	ID=HMEL009165g1.t1-E4;Parent=HMEL009165g1.t1								
961	Hmel208019	409769	410630	+	0	NA	Intergenic	Intergenic	13812	ID=HMEL037914g1.t1-E2;Parent=HMEL037914g1.t1								
2686	Hmel220003	2526704	2527190	+	0	NA	TTS (ID=HMEL012548g1.t1-E2;Parent=HMEL012548g1.t1)	-TTS (ID=HMEL012548g1.t1-E2;Parent=HMEL012548g1.t1)	859	ID=HMEL012548g1.t1-E2;Parent=HMEL012548g1.t1								
2882	Hmel218020	4132	4416	+	0	NA	Intergenic	Intergenic	-1559	ID=HMEL034533g1.t1-E1;Parent=HMEL034533g1.t1								
2099	Hmel216009	659194	659756	+	0	NA	Intergenic	Intergenic	-1845	ID=HMEL033495g1.t1-E2;Parent=HMEL033495g1.t1								
1662	Hmel213014	10837	11551	+	0	NA	Intergenic	Intergenic	-7720	ID=HMEL005325g1.t1-E1;Parent=HMEL005325g1.t1								
2476	Hmel218019	219492	219853	+	0	NA	promoter-TSS (ID=HMEL034523g1.t1-E1;Parent=HMEL034523g1.t1)	-promoter-TSS (ID=HMEL034523g1.t1-E1;Parent=HMEL034523g1.t1)	-360	ID=HMEL034523g1.t1-E1;Parent=HMEL034523g1.t1								
574	Hmel205015	158745	159017	+	0	NA	Intergenic	Intergenic	8687	ID=HMEL002495g1.t1-E1;Parent=HMEL002495g1.t1								
170	Hmel201019	1694643	1694899	+	0	NA	Intergenic	Intergenic	-3505	ID=HMEL033153g1.t1-E11;Parent=HMEL033153g1.t1								
1921	Hmel214025	399883	400281	+	0	NA	Intergenic	Intergenic	-5954	ID=HMEL005529g1.t1-E1;Parent=HMEL005529g1.t1								
660	Hmel206007	109901	110270	+	0	NA	Intergenic	Intergenic	-8544	ID=HMEL011868g1.t2-E1;Parent=HMEL011868g1.t2								
26	Hmel201005	413072	413668	+	0	NA	Intergenic	Intergenic	2292	ID=HMEL030071g1.t1-E2;Parent=HMEL030071g1.t1								
2116	Hmel216010	255101	255256	+	0	NA	promoter-TSS (ID=HMEL006571g2.t1-E1;Parent=HMEL006571g2.t1)	-promoter-TSS (ID=HMEL006571g2.t1-E1;Parent=HMEL006571g2.t1)	-299	ID=HMEL006571g2.t1-E1;Parent=HMEL006571g2.t1								
977	Hmel208026	92449	93477	+	0	NA	TTS (ID=HMEL002366g2.t1-E1;Parent=HMEL002366g2.t1)	-TTS (ID=HMEL002366g2.t1-E1;Parent=HMEL002366g2.t1)	245	ID=HMEL002366g2.t1-E1;Parent=HMEL002366g2.t1								
2250	Hmel217004	1323891	1324594	+	0	NA	Intergenic	Intergenic	-4569	ID=HMEL005860g1.t1-E1;Parent=HMEL005860g1.t1								
566	Hmel205015	238092	239246	+	0	NA	promoter-TSS (ID=HMEL002500g1.t1-E3;Parent=HMEL002500g1.t1)	-promoter-TSS (ID=HMEL002500g1.t1-E3;Parent=HMEL002500g1.t1)	99	ID=HMEL002500g1.t1-E3;Parent=HMEL002500g1.t1								
526	Hmel205012	573692	573922	+	0	NA	Intergenic	Intergenic	6580	ID=HMEL036664g1.t1-E2;Parent=HMEL036664g1.t1								
1901	Hmel214022	7471	7914	+	0	NA	Intergenic	Intergenic	19735	ID=HMEL021913g1.t1-E5;Parent=HMEL021913g1.t1								
359	Hmel203067	528100	528740	+	0	NA	Intergenic	Intergenic	9697	ID=HMEL036141g1.t1-E3;Parent=HMEL036141g1.t1								
2765	Hmel220014	181855	182535	+	0	NA	Intergenic	Intergenic	-15847	ID=HMEL035305g1.t1-E1;Parent=HMEL035305g1.t1								
1229	Hmel210011	206652	207046	+	0	NA	promoter-TSS (ID=HMEL013313g2.t1-E7;Parent=HMEL013313g2.t1)	-promoter-TSS (ID=HMEL013313g2.t1-E7;Parent=HMEL013313g2.t1)	-97	ID=HMEL013313g2.t1-E7;Parent=HMEL013313g2.t1								
2299	Hmel217018	933832	934794	+	0	NA	Intergenic	Intergenic	-8853	ID=HMEL033980g1.t1-E1;Parent=HMEL033980g1.t1								
108	Hmel201009	6013991	6014174	+	0	NA	Intergenic	Intergenic	17878	ID=HMEL030301g1.t1-E3;Parent=HMEL030301g1.t1								
2820	Hmel221019	21690	22328	+	0	NA	Intergenic	Intergenic	-3888	ID=HMEL010547g1.t1-E1;Parent=HMEL010547g1.t1								
604	Hmel205022	635798	636122	+	0	NA	Intergenic	Intergenic	1797	ID=HMEL022163g1.t1-E12;Parent=HMEL022163g1.t1								
2614	Hmel219018	542312	543141	+	0	NA	Intergenic	Intergenic	5663	ID=HMEL005590g1.t1-E1;Parent=HMEL005590g1.t1								
2608	Hmel219014	2680482	2680637	+	0	NA	promoter-TSS (ID=HMEL015729g1.t1-E1;Parent=HMEL015729g1.t1)	-promoter-TSS (ID=HMEL015729g1.t1-E1;Parent=HMEL015729g1.t1)	-560	ID=HMEL015729g1.t1-E1;Parent=HMEL015729g1.t1								
1001	Hmel208051	576506	577204	+	0	NA	Intergenic	Intergenic	1470	ID=HMEL008166g1.t1-E3;Parent=HMEL008166g1.t1								
232	Hmel202006	2273707	2274538	+	0	NA	Intergenic	Intergenic	-1249	ID=HMEL014369g1.t1-E2;Parent=HMEL014369g1.t1								
477	Hmel204036	392094	392923	+	0	NA	Intergenic	Intergenic	-59988	ID=HMEL036563g1.t1-E1;Parent=HMEL036563g1.t1								
1338	Hmel211002	1463474	1463703	+	0	NA	Intergenic	Intergenic	7501	ID=HMEL003693g1.t1-E12;Parent=HMEL003693g1.t1								
2623	Hmel219018	1286029	1287248	+	0	NA	Intergenic	Intergenic	-16519	ID=HMEL034911g1.t1-E3;Parent=HMEL034911g1.t1								
1182	Hmel210004	6286899	6287070	+	0	NA	Intergenic	Intergenic	-12484	ID=HMEL030720g1.t1-E1;Parent=HMEL030720g1.t1								
225	Hmel202006	2101095	2101859	+	0	NA	Intergenic	Intergenic	-2032	ID=HMEL014362g2.t1-E1;Parent=HMEL014362g2.t1								
1447	Hmel212001	1031197	1031779	+	0	NA	Intergenic	Intergenic	17344	ID=HMEL010993g1.t1-E2;Parent=HMEL010993g1.t1								
330	Hmel203045	458750	458896	+	0	NA	Intergenic	Intergenic	-4117	ID=HMEL002457g1.t1-E1;Parent=HMEL002457g1.t1								
142	Hmel201011	2901893	2902419	+	0	NA	Intergenic	Intergenic	22680	ID=HMEL033090g1.t1-E2;Parent=HMEL033090g1.t1								
207	Hmel202006	1686992	1687162	+	0	NA	promoter-TSS (ID=HMEL033291g1.t1-E3;Parent=HMEL033291g1.t1)	-promoter-TSS (ID=HMEL033291g1.t1-E3;Parent=HMEL033291g1.t1)	306	ID=HMEL033291g1.t1-E2;Parent=HMEL033291g1.t1								
1510	Hmel212001	6321543	6321942	+	0	NA	Intergenic	Intergenic	6284	ID=HMEL016395g2.t1-E2;Parent=HMEL016395g2.t1								
48	Hmel201007	1506207	1506398	+	0	NA	Intergenic	Intergenic	-18167	ID=HMEL010942g1.t1-E1;Parent=HMEL010942g1.t1								
1857	Hmel214008	1129494	1129814	+	0	NA	Intergenic	Intergenic	-2496	ID=HMEL008097g2.t1-E1;Parent=HMEL008097g2.t1								
360	Hmel203067	597570	598273	+	0	NA	Intergenic	Intergenic	5113	ID=HMEL036143g1.t1-E3;Parent=HMEL036143g1.t1								
2321	Hmel217020	1352195	1353009	+	0	NA	Intergenic	Intergenic	-2232	ID=HMEL007794g1.t2-E1;Parent=HMEL007794g1.t2								
1988	Hmel215034	190261	191754	+	0	NA	Intergenic	Intergenic	-28639	ID=HMEL022129g1.t1-E1;Parent=HMEL022129g1.t1								
1076	Hmel209007	2242634	2242925	+	0	NA	Intergenic	Intergenic	4839	ID=HMEL030419g1.t1-E2;Parent=HMEL030419g1.t1								
766	Hmel207002	1428636	1429071	+	0	NA	promoter-TSS (ID=HMEL011227g1.t1-E4;Parent=HMEL011227g1.t1)	-promoter-TSS (ID=HMEL011227g1.t1-E4;Parent=HMEL011227g1.t1)	-313	ID=HMEL011227g1.t1-E4;Parent=HMEL011227g1.t1								
449	Hmel204017	2368466	2368745	+	0	NA	Intergenic	Intergenic	-20668	ID=HMEL036476g1.t1-E1;Parent=HMEL036476g1.t1								
