PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_shared_D2up_melpCoords.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_shared_D2up_melpCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
524	Hmel215047	861053	861618	+	0	NA	Intergenic	Intergenic	3289	ID=HMEL032880g1.t1-E4;Parent=HMEL032880g1.t1								
554	Hmel216011	617343	617562	+	0	NA	TTS (ID=HMEL033543g1.t1-E1;Parent=HMEL033543g1.t1)	-TTS (ID=HMEL033543g1.t1-E1;Parent=HMEL033543g1.t1)	910	ID=HMEL033543g1.t1-E1;Parent=HMEL033543g1.t1								
680	Hmel218018	1271957	1272324	+	0	NA	Intergenic	Intergenic	3237	ID=HMEL034364g1.t1-E2;Parent=HMEL034364g1.t1								
679	Hmel218018	1187667	1187893	+	0	NA	Intergenic	Intergenic	28804	ID=HMEL034361g1.t1-E2;Parent=HMEL034361g1.t1								
831	Hmel220009	544077	544299	+	0	NA	Intergenic	Intergenic	-11560	ID=HMEL035260g1.t1-E1;Parent=HMEL035260g1.t1								
552	Hmel202006	834147	834322	+	0	NA	Intergenic	Intergenic	3076	ID=HMEL010504g1.t1-E3;Parent=HMEL010504g1.t1								
521	Hmel215047	395293	395512	+	0	NA	Intergenic	Intergenic	2345	ID=HMEL032867g1.t1-E2;Parent=HMEL032867g1.t1								
598	Hmel217004	545459	546030	+	0	NA	Intergenic	Intergenic	24435	ID=HMEL033776g1.t1-E2;Parent=HMEL033776g1.t1								
162	Hmel208051	580631	581241	+	0	NA	promoter-TSS (ID=HMEL008166g1.t1-E1;Parent=HMEL008166g1.t1)	-promoter-TSS (ID=HMEL008166g1.t1-E1;Parent=HMEL008166g1.t1)	-216	ID=HMEL008166g1.t1-E1;Parent=HMEL008166g1.t1								
880	Hmel203045	719107	719475	+	0	NA	Intergenic	Intergenic	-16220	ID=HMEL036076g1.t2-E2;Parent=HMEL036076g1.t2								
780	Hmel219014	1664434	1664738	+	0	NA	Intergenic	Intergenic	5186	ID=HMEL022301g1.t1-E2;Parent=HMEL022301g1.t1								
433	Hmel213065	47451	48570	+	0	NA	Intergenic	Intergenic	13200	ID=HMEL032136g1.t1-E2;Parent=HMEL032136g1.t1								
647	Hmel218005	287691	287934	+	0	NA	Intergenic	Intergenic	-2633	ID=HMEL034252g1.t1-E1;Parent=HMEL034252g1.t1								
74	Hmel207002	2640476	2640997	+	0	NA	Intergenic	Intergenic	3348	ID=HMEL037406g1.t1-E2;Parent=HMEL037406g1.t1								
240	Hmel210004	7358012	7358292	+	0	NA	Intergenic	Intergenic	5847	ID=HMEL004083g1.t1-E3;Parent=HMEL004083g1.t1								
334	Hmel212001	1711952	1712125	+	0	NA	Intergenic	Intergenic	23200	ID=HMEL005670g1.t1-E2;Parent=HMEL005670g1.t1								
890	Hmel203067	1188905	1189097	+	0	NA	promoter-TSS (ID=HMEL036162g1.t1-E3;Parent=HMEL036162g1.t1)	-promoter-TSS (ID=HMEL036162g1.t1-E3;Parent=HMEL036162g1.t1)	113	ID=HMEL036162g1.t1-E2;Parent=HMEL036162g1.t1								
786	Hmel219018	1502087	1502303	+	0	NA	Intergenic	Intergenic	-1075	ID=HMEL011820g2.t1-E2;Parent=HMEL011820g2.t1								
440	Hmel213065	588082	588835	+	0	NA	Intergenic	Intergenic	-5378	ID=HMEL032151g1.t1-E4;Parent=HMEL032151g1.t1								
740	Hmel219003	4684679	4685150	+	0	NA	Intergenic	Intergenic	-21643	ID=HMEL013138g1.t1-E1;Parent=HMEL013138g1.t1								
230	Hmel210004	1092761	1093221	+	0	NA	Intergenic	Intergenic	-3899	ID=HMEL011109g1.t1-E2;Parent=HMEL011109g1.t1								
115	Hmel207021	716268	716626	+	0	NA	Intergenic	Intergenic	-10965	ID=HMEL016331g1.t1-E1;Parent=HMEL016331g1.t1								
299	Hmel211004	1033111	1033479	+	0	NA	Intergenic	Intergenic	-3641	ID=HMEL031050g1.t1-E1;Parent=HMEL031050g1.t1								
377	Hmel212013	1337808	1338376	+	0	NA	Intergenic	Intergenic	13496	ID=HMEL031670g1.t1-E6;Parent=HMEL031670g1.t1								
103	Hmel201009	2412046	2412470	+	0	NA	Intergenic	Intergenic	10753	ID=HMEL017256g1.t1-E4;Parent=HMEL017256g1.t1								
922	Hmel204017	2366438	2366947	+	0	NA	Intergenic	Intergenic	-18755	ID=HMEL036476g1.t1-E1;Parent=HMEL036476g1.t1								
602	Hmel217004	993166	993668	+	0	NA	Intergenic	Intergenic	-1620	ID=HMEL033790g1.t1-E1;Parent=HMEL033790g1.t1								
201	Hmel209007	1646420	1647380	+	0	NA	Intergenic	Intergenic	-4129	ID=HMEL015712g1.t1-E3;Parent=HMEL015712g1.t1								
871	Hmel203041	69818	70372	+	0	NA	Intergenic	Intergenic	-1923	ID=HMEL018084g1.t1-E1;Parent=HMEL018084g1.t1								
841	Hmel220014	190346	191007	+	0	NA	Intergenic	Intergenic	-7366	ID=HMEL035305g1.t1-E1;Parent=HMEL035305g1.t1								
423	Hmel213049	328768	329235	+	0	NA	Intergenic	Intergenic	7554	ID=HMEL017300g1.t1-E3;Parent=HMEL017300g1.t1								
719	Hmel219003	502297	502461	+	0	NA	Intergenic	Intergenic	-8806	ID=HMEL004004g1.t1-E1;Parent=HMEL004004g1.t1								
612	Hmel217004	2538917	2539057	+	0	NA	Intergenic	Intergenic	3083	ID=HMEL033816g1.t1-E2;Parent=HMEL033816g1.t1								
902	Hmel204001	746756	747165	+	0	NA	Intergenic	Intergenic	-1874	ID=HMEL036320g1.t1-E1;Parent=HMEL036320g1.t1								
936	Hmel205005	661051	662032	+	0	NA	exon (ID=HMEL016273g1.t1-E11;Parent=HMEL016273g1.t1, exon 1 of 1)	-exon (ID=HMEL016273g1.t1-E11;Parent=HMEL016273g1.t1, exon 1 of 1)	321	ID=HMEL016273g1.t3-E12;Parent=HMEL016273g1.t3								
827	Hmel220005	5640167	5640598	+	0	NA	Intergenic	Intergenic	-36742	ID=HMEL035242g1.t1-E1;Parent=HMEL035242g1.t1								
91	Hmel207002	6269381	6269631	+	0	NA	Intergenic	Intergenic	-32105	ID=HMEL037495g1.t1-E1;Parent=HMEL037495g1.t1								
266	Hmel210011	1012498	1013030	+	0	NA	Intergenic	Intergenic	1886	ID=HMEL006942g1.t1-E3;Parent=HMEL006942g1.t1								
701	Hmel218018	7461499	7461649	+	0	NA	Intergenic	Intergenic	-2580	ID=HMEL034481g1.t1-E1;Parent=HMEL034481g1.t1								
467	Hmel214008	1658560	1659050	+	0	NA	Intergenic	Intergenic	-13256	ID=HMEL006481g1.t1-E1;Parent=HMEL006481g1.t1								
820	Hmel220005	4094559	4094839	+	0	NA	promoter-TSS (ID=HMEL035193g1.t1-E1;Parent=HMEL035193g1.t1)	-promoter-TSS (ID=HMEL035193g1.t1-E1;Parent=HMEL035193g1.t1)	-669	ID=HMEL035193g1.t1-E1;Parent=HMEL035193g1.t1								
174	Hmel209001	575314	575838	+	0	NA	Intergenic	Intergenic	26383	ID=HMEL005269g1.t1-E1;Parent=HMEL005269g1.t1								
474	Hmel214010	427076	427367	+	0	NA	Intergenic	Intergenic	6717	ID=HMEL032400g1.t2-E5;Parent=HMEL032400g1.t2								
481	Hmel214019	958580	958823	+	0	NA	promoter-TSS (ID=HMEL032473g1.t1-E1;Parent=HMEL032473g1.t1)	-promoter-TSS (ID=HMEL032473g1.t1-E1;Parent=HMEL032473g1.t1)	-631	ID=HMEL032473g1.t1-E1;Parent=HMEL032473g1.t1								
867	Hmel203033	550029	550333	+	0	NA	Intergenic	Intergenic	-9203	ID=HMEL013806g1.t1-E1;Parent=HMEL013806g1.t1								
214	Hmel201009	5319568	5319875	+	0	NA	Intergenic	Intergenic	-14402	ID=HMEL011650g1.t1-E1;Parent=HMEL011650g1.t1								
422	Hmel213049	317962	319055	+	0	NA	Intergenic	Intergenic	18047	ID=HMEL017300g1.t1-E3;Parent=HMEL017300g1.t1								
564	Hmel216011	1715937	1716791	+	0	NA	Intergenic	Intergenic	6393	ID=HMEL033565g1.t1-E2;Parent=HMEL033565g1.t1								
905	Hmel201007	130654	130798	+	0	NA	TTS (ID=HMEL030086g1.t1-E2;Parent=HMEL030086g1.t1)	-TTS (ID=HMEL030086g1.t1-E2;Parent=HMEL030086g1.t1)	576	ID=HMEL030086g1.t1-E3;Parent=HMEL030086g1.t1								
817	Hmel220005	3710359	3710562	+	0	NA	Intergenic	Intergenic	-24827	ID=HMEL035187g1.t1-E1;Parent=HMEL035187g1.t1								
563	Hmel216011	1670484	1670742	+	0	NA	TTS (ID=HMEL033563g1.t1-E1;Parent=HMEL033563g1.t1)	-TTS (ID=HMEL033563g1.t1-E1;Parent=HMEL033563g1.t1)	228	ID=HMEL033563g1.t1-E1;Parent=HMEL033563g1.t1								
97	Hmel201009	2333094	2333558	+	0	NA	Intergenic	Intergenic	-1821	ID=HMEL017258g1.t1-E1;Parent=HMEL017258g1.t1								
731	Hmel219003	1942993	1943137	+	0	NA	Intergenic	Intergenic	-2849	ID=HMEL010670g1.t1-E1;Parent=HMEL010670g1.t1								
41	Hmel206009	3855972	3856201	+	0	NA	Intergenic	Intergenic	4178	ID=HMEL014675g1.t1-E7;Parent=HMEL014675g1.t1								
668	Hmel218014	93570	93724	+	0	NA	Intergenic	Intergenic	15229	ID=HMEL034341g1.t1-E2;Parent=HMEL034341g1.t1								
52	Hmel206019	709074	709292	+	0	NA	Intergenic	Intergenic	-2687	ID=HMEL010735g1.t1-E1;Parent=HMEL010735g1.t1								
750	Hmel219003	6255282	6255729	+	0	NA	Intergenic	Intergenic	4814	ID=HMEL034692g1.t1-E2;Parent=HMEL034692g1.t1								
688	Hmel202006	2069984	2070282	+	0	NA	Intergenic	Intergenic	7838	ID=HMEL014361g2.t1-E1;Parent=HMEL014361g2.t1								
657	Hmel218007	1352505	1353279	+	0	NA	Intergenic	Intergenic	18096	ID=HMEL034315g1.t1-E1;Parent=HMEL034315g1.t1								
302	Hmel211004	1565481	1565728	+	0	NA	Intergenic	Intergenic	5403	ID=HMEL015189g3.t1-E2;Parent=HMEL015189g3.t1								
774	Hmel219014	496464	496787	+	0	NA	promoter-TSS (ID=HMEL012859g4.t1-E1;Parent=HMEL012859g4.t1)	-promoter-TSS (ID=HMEL012859g4.t1-E1;Parent=HMEL012859g4.t1)	-2	ID=HMEL012859g4.t1-E1;Parent=HMEL012859g4.t1								
229	Hmel210004	1078032	1078413	+	0	NA	promoter-TSS (ID=HMEL011109g1.t1-E6;Parent=HMEL011109g1.t1)	-promoter-TSS (ID=HMEL011109g1.t1-E6;Parent=HMEL011109g1.t1)	-22	ID=HMEL011109g1.t1-E6;Parent=HMEL011109g1.t1								
866	Hmel203033	547636	547789	+	0	NA	Intergenic	Intergenic	-10807	ID=HMEL013807g1.t1-E1;Parent=HMEL013807g1.t1								
768	Hmel219014	29103	29305	+	0	NA	Intergenic	Intergenic	-3637	ID=HMEL005910g1.t1-E1;Parent=HMEL005910g1.t1								
910	Hmel204013	1074137	1074452	+	0	NA	Intergenic	Intergenic	-13912	ID=HMEL036407g1.t1-E2;Parent=HMEL036407g1.t1								
693	Hmel218018	5538037	5539191	+	0	NA	Intergenic	Intergenic	11132	ID=HMEL034447g1.t1-E2;Parent=HMEL034447g1.t1								
673	Hmel218018	455058	455494	+	0	NA	Intergenic	Intergenic	31865	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
503	Hmel215006	19681	19900	+	0	NA	Intergenic	Intergenic	3876	ID=HMEL013368g1.t1-E6;Parent=HMEL013368g1.t1								
770	Hmel202006	4843052	4843394	+	0	NA	Intergenic	Intergenic	-7065	ID=HMEL004143g1.t1-E1;Parent=HMEL004143g1.t1								
593	Hmel217001	2791015	2791980	+	0	NA	Intergenic	Intergenic	-10974	ID=HMEL008952g2.t1-E1;Parent=HMEL008952g2.t1								
68	Hmel207002	1935932	1936363	+	0	NA	promoter-TSS (ID=HMEL008505-RA-E2;Parent=HMEL008505-RA)	-promoter-TSS (ID=HMEL008505-RA-E2;Parent=HMEL008505-RA)	-650	ID=HMEL008505-RA-E2;Parent=HMEL008505-RA								
188	Hmel209005	907658	907979	+	0	NA	Intergenic	Intergenic	1731	ID=HMEL030335g1.t1-E1;Parent=HMEL030335g1.t1								
315	Hmel211009	571501	571806	+	0	NA	Intergenic	Intergenic	4857	ID=HMEL006541g1.t2-E12;Parent=HMEL006541g1.t2								
402	Hmel213013	153153	153504	+	0	NA	Intergenic	Intergenic	-4054	ID=HMEL015354g1.t1-E5;Parent=HMEL015354g1.t1								
641	Hmel218003	1884141	1884502	+	0	NA	Intergenic	Intergenic	-52287	ID=HMEL034231g1.t1-E1;Parent=HMEL034231g1.t1								
893	Hmel203069	576197	577899	+	0	NA	Intergenic	Intergenic	1342	ID=HMEL010391g1.t1-E2;Parent=HMEL010391g1.t1								
338	Hmel212001	2734590	2734938	+	0	NA	promoter-TSS (ID=HMEL016845g1.t1-E1;Parent=HMEL016845g1.t1)	-promoter-TSS (ID=HMEL016845g1.t1-E1;Parent=HMEL016845g1.t1)	-510	ID=HMEL016845g1.t1-E1;Parent=HMEL016845g1.t1								
838	Hmel220014	477280	477527	+	0	NA	Intergenic	Intergenic	-2610	ID=HMEL035315g1.t1-E1;Parent=HMEL035315g1.t1								
761	Hmel201002	150830	151603	+	0	NA	Intergenic	Intergenic	37945	ID=HMEL030012g1.t1-E4;Parent=HMEL030012g1.t1								
576	Hmel216011	2680963	2681376	+	0	NA	Intergenic	Intergenic	6992	ID=HMEL033592g1.t2-E1;Parent=HMEL033592g1.t2								
616	Hmel217004	3269687	3270408	+	0	NA	Intergenic	Intergenic	13243	ID=HMEL004818g1.t1-E1;Parent=HMEL004818g1.t1								
222	Hmel210001	583537	584008	+	0	NA	Intergenic	Intergenic	1735	ID=HMEL003546g1.t1-E3;Parent=HMEL003546g1.t1								
640	Hmel218003	1860794	1861411	+	0	NA	Intergenic	Intergenic	-29068	ID=HMEL034231g1.t1-E1;Parent=HMEL034231g1.t1								
25	Hmel206009	1975250	1975436	+	0	NA	promoter-TSS (ID=HMEL004097g1.t1-E1;Parent=HMEL004097g1.t1)	-promoter-TSS (ID=HMEL004097g1.t1-E1;Parent=HMEL004097g1.t1)	-397	ID=HMEL004097g1.t1-E1;Parent=HMEL004097g1.t1								
738	Hmel219003	3970397	3970590	+	0	NA	Intergenic	Intergenic	-10554	ID=HMEL013178g1.t1-E1;Parent=HMEL013178g1.t1								
870	Hmel201005	476283	476518	+	0	NA	promoter-TSS (ID=HMEL003401g1.t1-E1;Parent=HMEL003401g1.t1)	-promoter-TSS (ID=HMEL003401g1.t1-E1;Parent=HMEL003401g1.t1)	-156	ID=HMEL003401g1.t1-E1;Parent=HMEL003401g1.t1								
804	Hmel220003	2866848	2867204	+	0	NA	Intergenic	Intergenic	-2804	ID=HMEL035032g1.t1-E1;Parent=HMEL035032g1.t1								
83	Hmel201002	748000	748473	+	0	NA	Intergenic	Intergenic	-1904	ID=HMEL003784g1.t1-E7;Parent=HMEL003784g1.t1								
484	Hmel214020	14738	15600	+	0	NA	Intergenic	Intergenic	9904	ID=HMEL032474g1.t1-E9;Parent=HMEL032474g1.t1								
305	Hmel201011	1938209	1938495	+	0	NA	Intergenic	Intergenic	20493	ID=HMEL033062g1.t1-E3;Parent=HMEL033062g1.t1								
896	Hmel203069	1091445	1091669	+	0	NA	promoter-TSS (ID=HMEL036231g1.t1-E1;Parent=HMEL036231g1.t1)	-promoter-TSS (ID=HMEL036231g1.t1-E1;Parent=HMEL036231g1.t1)	41	ID=HMEL036231g1.t1-E1;Parent=HMEL036231g1.t1								
928	Hmel204022	19652	19971	+	0	NA	Intergenic	Intergenic	-1492	ID=HMEL036518g1.t1-E2;Parent=HMEL036518g1.t1								
623	Hmel217018	264088	264619	+	0	NA	promoter-TSS (ID=HMEL002231g1.t1-E1;Parent=HMEL002231g1.t1)	-promoter-TSS (ID=HMEL002231g1.t1-E1;Parent=HMEL002231g1.t1)	41	ID=HMEL002231g1.t1-E1;Parent=HMEL002231g1.t1								
544	Hmel216009	585301	585485	+	0	NA	Intergenic	Intergenic	-3039	ID=HMEL033493g1.t1-E1;Parent=HMEL033493g1.t1								
962	Hmel201007	1614605	1615674	+	0	NA	exon (ID=HMEL010948g1.t1-E1;Parent=HMEL010948g1.t1, exon 1 of 1)	-exon (ID=HMEL010948g1.t1-E1;Parent=HMEL010948g1.t1, exon 1 of 1)	287	ID=HMEL010948g1.t1-E1;Parent=HMEL010948g1.t1								
217	Hmel209007	4572987	4573878	+	0	NA	Intergenic	Intergenic	-26184	ID=HMEL003865g1.t1-E1;Parent=HMEL003865g1.t1								
328	Hmel211012	989138	989342	+	0	NA	Intergenic	Intergenic	-6781	ID=HMEL015096g1.t1-E2;Parent=HMEL015096g1.t1								
755	Hmel219003	7099009	7099404	+	0	NA	Intergenic	Intergenic	13778	ID=HMEL034705g1.t1-E1;Parent=HMEL034705g1.t1								
239	Hmel210004	6499318	6499519	+	0	NA	Intergenic	Intergenic	-2027	ID=HMEL030725g1.t1-E1;Parent=HMEL030725g1.t1								
777	Hmel219014	910465	910917	+	0	NA	Intergenic	Intergenic	-5696	ID=HMEL034791g1.t1-E3;Parent=HMEL034791g1.t1								
122	Hmel207021	2000457	2000821	+	0	NA	Intergenic	Intergenic	13046	ID=HMEL037713g1.t1-E1;Parent=HMEL037713g1.t1								
143	Hmel208019	685080	685917	+	0	NA	Intergenic	Intergenic	1441	ID=HMEL037922g1.t1-E2;Parent=HMEL037922g1.t1								
878	Hmel203045	667008	667225	+	0	NA	Intergenic	Intergenic	-1974	ID=HMEL036075g1.t1-E1;Parent=HMEL036075g1.t1								
628	Hmel201002	2213176	2213363	+	0	NA	Intergenic	Intergenic	-5097	ID=HMEL030053g1.t1-E1;Parent=HMEL030053g1.t1								
158	Hmel208046	250721	251108	+	0	NA	Intergenic	Intergenic	4918	ID=HMEL038102g1.t1-E4;Parent=HMEL038102g1.t1								
269	Hmel201011	777057	777361	+	0	NA	Intergenic	Intergenic	-15190	ID=HMEL033023g1.t1-E1;Parent=HMEL033023g1.t1								
281	Hmel210011	3366298	3366659	+	0	NA	Intergenic	Intergenic	-1346	ID=HMEL015988g1.t1-E1;Parent=HMEL015988g1.t1								
464	Hmel214008	359500	360037	+	0	NA	Intergenic	Intergenic	-51874	ID=HMEL008012g1.t1-E1;Parent=HMEL008012g1.t1								
363	Hmel212011	311026	311318	+	0	NA	Intergenic	Intergenic	-10460	ID=HMEL031592g1.t1-E1;Parent=HMEL031592g1.t1								
46	Hmel206012	155631	156072	+	0	NA	Intergenic	Intergenic	2667	ID=HMEL037099g1.t1-E2;Parent=HMEL037099g1.t1								
733	Hmel219003	3211492	3211915	+	0	NA	Intergenic	Intergenic	20350	ID=HMEL006178g2.t1-E3;Parent=HMEL006178g2.t1								
6	Hmel206006	163961	164307	+	0	NA	Intergenic	Intergenic	-7898	ID=HMEL010586g1.t1-E1;Parent=HMEL010586g1.t1								
562	Hmel216011	1664895	1665059	+	0	NA	Intergenic	Intergenic	-5408	ID=HMEL033563g1.t1-E1;Parent=HMEL033563g1.t1								
630	Hmel217018	2248023	2248734	+	0	NA	Intergenic	Intergenic	-11221	ID=HMEL034020g1.t1-E1;Parent=HMEL034020g1.t1								
36	Hmel206009	3239484	3239972	+	0	NA	Intergenic	Intergenic	33104	ID=HMEL037053g1.t1-E1;Parent=HMEL037053g1.t1								
518	Hmel215034	375776	376211	+	0	NA	promoter-TSS (ID=HMEL016735g1.t1-E4;Parent=HMEL016735g1.t1)	-promoter-TSS (ID=HMEL016735g1.t1-E4;Parent=HMEL016735g1.t1)	-324	ID=HMEL016735g1.t1-E4;Parent=HMEL016735g1.t1								
183	Hmel209001	1256110	1256396	+	0	NA	Intergenic	Intergenic	47457	ID=HMEL007611-RA-E4;Parent=HMEL007611-RA								
497	Hmel214029	883946	885053	+	0	NA	promoter-TSS (ID=HMEL014618g1.t2-E1;Parent=HMEL014618g1.t2)	-promoter-TSS (ID=HMEL014618g1.t2-E1;Parent=HMEL014618g1.t2)	-287	ID=HMEL014618g1.t2-E1;Parent=HMEL014618g1.t2								
748	Hmel219003	6223220	6223408	+	0	NA	Intergenic	Intergenic	-2292	ID=HMEL034686g1.t1-E1;Parent=HMEL034686g1.t1								
472	Hmel214008	1970454	1970899	+	0	NA	Intergenic	Intergenic	-8049	ID=HMEL007604-RA-E1;Parent=HMEL007604-RA								
362	Hmel212009	742118	742404	+	0	NA	Intergenic	Intergenic	21771	ID=HMEL011903g1.t1-E1;Parent=HMEL011903g1.t1								
439	Hmel213065	553965	554292	+	0	NA	Intergenic	Intergenic	-3719	ID=HMEL032151g1.t1-E9;Parent=HMEL032151g1.t1								
317	Hmel211010	68276	68511	+	0	NA	Intergenic	Intergenic	9360	ID=HMEL031190g1.t2-E3;Parent=HMEL031190g1.t2								
608	Hmel217004	1899189	1899566	+	0	NA	Intergenic	Intergenic	-1125	ID=HMEL033805g1.t1-E1;Parent=HMEL033805g1.t1								
711	Hmel218018	8969463	8969937	+	0	NA	Intergenic	Intergenic	-7032	ID=HMEL013935g1.t1-E1;Parent=HMEL013935g1.t1								
132	Hmel208003	79159	79443	+	0	NA	Intergenic	Intergenic	-1988	ID=HMEL037800g1.t1-E1;Parent=HMEL037800g1.t1								
169	Hmel208051	1711369	1712391	+	0	NA	Intergenic	Intergenic	-3301	ID=HMEL038187g1.t1-E1;Parent=HMEL038187g1.t1								
411	Hmel213020	1102648	1103899	+	0	NA	promoter-TSS (ID=HMEL014327g1.t1-E5;Parent=HMEL014327g1.t1)	-promoter-TSS (ID=HMEL014327g1.t1-E5;Parent=HMEL014327g1.t1)	489	ID=HMEL014327g1.t1-E4;Parent=HMEL014327g1.t1								
705	Hmel218018	7855866	7856545	+	0	NA	Intergenic	Intergenic	-22730	ID=HMEL034483g1.t2-E1;Parent=HMEL034483g1.t2								
478	Hmel202004	961558	961937	+	0	NA	Intergenic	Intergenic	-7088	ID=HMEL007050g1.t1-E1;Parent=HMEL007050g1.t1								
892	Hmel203069	358805	359123	+	0	NA	Intergenic	Intergenic	1376	ID=HMEL036176g1.t1-E2;Parent=HMEL036176g1.t1								
384	Hmel212013	2465047	2466743	+	0	NA	Intergenic	Intergenic	3725	ID=HMEL011469g1.t1-E4;Parent=HMEL011469g1.t1								
398	Hmel201019	1402778	1403601	+	0	NA	TTS (ID=HMEL014744g1.t1-E1;Parent=HMEL014744g1.t1)	-TTS (ID=HMEL014744g1.t1-E1;Parent=HMEL014744g1.t1)	883	ID=HMEL014744g1.t1-E1;Parent=HMEL014744g1.t1								
836	Hmel220012	91754	92249	+	0	NA	Intergenic	Intergenic	11307	ID=HMEL011613g1.t1-E1;Parent=HMEL011613g1.t1								
955	Hmel205012	1169505	1169686	+	0	NA	Intergenic	Intergenic	28197	ID=HMEL017899g1.t1-E1;Parent=HMEL017899g1.t1								
942	Hmel205010	91912	92136	+	0	NA	Intergenic	Intergenic	-3410	ID=HMEL036642g1.t1-E1;Parent=HMEL036642g1.t1								
546	Hmel216009	798549	799320	+	0	NA	TTS (ID=HMEL033499g1.t1-E2;Parent=HMEL033499g1.t1)	-TTS (ID=HMEL033499g1.t1-E2;Parent=HMEL033499g1.t1)	1056	ID=HMEL033499g1.t1-E2;Parent=HMEL033499g1.t1								
537	Hmel216009	162682	162997	+	0	NA	Intergenic	Intergenic	3513	ID=HMEL010213g1.t1-E9;Parent=HMEL010213g1.t1								
407	Hmel213020	759485	760095	+	0	NA	promoter-TSS (ID=HMEL031891g1.t2-E5;Parent=HMEL031891g1.t2)	-promoter-TSS (ID=HMEL031891g1.t2-E5;Parent=HMEL031891g1.t2)	315	ID=HMEL031891g1.t2-E4;Parent=HMEL031891g1.t2								
18	Hmel206009	1261864	1262136	+	0	NA	Intergenic	Intergenic	-1912	ID=HMEL037017g1.t1-E1;Parent=HMEL037017g1.t1								
912	Hmel204013	1137546	1137743	+	0	NA	promoter-TSS (ID=HMEL036408g1.t1-E1;Parent=HMEL036408g1.t1)	-promoter-TSS (ID=HMEL036408g1.t1-E1;Parent=HMEL036408g1.t1)	-36	ID=HMEL036408g1.t1-E1;Parent=HMEL036408g1.t1								
376	Hmel212013	1145149	1145602	+	0	NA	TTS (ID=HMEL015301g1.t1-E3;Parent=HMEL015301g1.t1)	-TTS (ID=HMEL015301g1.t1-E3;Parent=HMEL015301g1.t1)	600	ID=HMEL015301g1.t1-E3;Parent=HMEL015301g1.t1								
785	Hmel219015	64272	65013	+	0	NA	Intergenic	Intergenic	4744	ID=HMEL034842g1.t1-E1;Parent=HMEL034842g1.t1								
522	Hmel215047	579621	579942	+	0	NA	Intergenic	Intergenic	2530	ID=HMEL032870g1.t1-E1;Parent=HMEL032870g1.t1								
125	Hmel207023	77175	77333	+	0	NA	Intergenic	Intergenic	-6410	ID=HMEL037733g1.t1-E1;Parent=HMEL037733g1.t1								
599	Hmel217004	607934	608165	+	0	NA	Intergenic	Intergenic	11442	ID=HMEL033777g1.t1-E1;Parent=HMEL033777g1.t1								
44	Hmel206009	4279980	4280169	+	0	NA	promoter-TSS (ID=HMEL037082g1.t1-E1;Parent=HMEL037082g1.t1)	-promoter-TSS (ID=HMEL037082g1.t1-E1;Parent=HMEL037082g1.t1)	349	ID=HMEL037083g1.t1-E1;Parent=HMEL037083g1.t1								
609	Hmel217004	2205782	2206273	+	0	NA	promoter-TSS (ID=HMEL016676g1.t1-E1;Parent=HMEL016676g1.t1)	-promoter-TSS (ID=HMEL016676g1.t1-E1;Parent=HMEL016676g1.t1)	-924	ID=HMEL016676g1.t1-E1;Parent=HMEL016676g1.t1								
587	Hmel216015	758604	758872	+	0	NA	Intergenic	Intergenic	-16179	ID=HMEL006754g1.t1-E1;Parent=HMEL006754g1.t1								
667	Hmel218014	23087	23337	+	0	NA	Intergenic	Intergenic	21579	ID=HMEL034340g1.t1-E2;Parent=HMEL034340g1.t1								
741	Hmel219003	4955158	4955497	+	0	NA	Intergenic	Intergenic	1449	ID=HMEL013122g1.t1-E7;Parent=HMEL013122g1.t1								
190	Hmel209007	372885	373152	+	0	NA	promoter-TSS (ID=HMEL007479g3.t1-E2;Parent=HMEL007479g3.t1)	-promoter-TSS (ID=HMEL007479g3.t1-E2;Parent=HMEL007479g3.t1)	-534	ID=HMEL007479g3.t1-E2;Parent=HMEL007479g3.t1								
95	Hmel207002	6465427	6465845	+	0	NA	Intergenic	Intergenic	-24462	ID=HMEL037499g1.t1-E1;Parent=HMEL037499g1.t1								
298	Hmel211004	877568	877828	+	0	NA	Intergenic	Intergenic	6018	ID=HMEL031041g1.t1-E3;Parent=HMEL031041g1.t1								
923	Hmel204017	2387273	2387798	+	0	NA	Intergenic	Intergenic	-39598	ID=HMEL036476g1.t1-E1;Parent=HMEL036476g1.t1								
714	Hmel218018	9164137	9164316	+	0	NA	Intergenic	Intergenic	-3476	ID=HMEL003749g1.t1-E3;Parent=HMEL003749g1.t1								
822	Hmel220005	4636751	4637106	+	0	NA	Intergenic	Intergenic	-18401	ID=HMEL035214g1.t1-E1;Parent=HMEL035214g1.t1								
601	Hmel217004	761071	761877	+	0	NA	Intergenic	Intergenic	-13435	ID=HMEL006214g1.t1-E1;Parent=HMEL006214g1.t1								
313	Hmel211009	282858	283408	+	0	NA	Intergenic	Intergenic	-7013	ID=HMEL005717g4.t1-E1;Parent=HMEL005717g4.t1								
