PeakID (cmd=annotatePeaks.pl development_D1_p05FC1_melpUnique_D1up.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D1_p05FC1_melpUnique_D1up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
349	Hmel205024	187437	187592	+	0	NA	promoter-TSS (ID=HMEL036850g1.t1-E1;Parent=HMEL036850g1.t1)	-promoter-TSS (ID=HMEL036850g1.t1-E1;Parent=HMEL036850g1.t1)	-172	ID=HMEL036850g1.t1-E1;Parent=HMEL036850g1.t1								
1743	Hmel218018	7275152	7275923	+	0	NA	Intergenic	Intergenic	-41352	ID=HMEL034477g1.t1-E1;Parent=HMEL034477g1.t1								
2075	Hmel221012	3046462	3046839	+	0	NA	Intergenic	Intergenic	-1089	ID=HMEL007231g1.t1-E1;Parent=HMEL007231g1.t1								
1981	Hmel221001	959018	960870	+	0	NA	promoter-TSS (ID=HMEL011021g1.t1-E1;Parent=HMEL011021g1.t1)	-promoter-TSS (ID=HMEL011021g1.t1-E1;Parent=HMEL011021g1.t1)	-835	ID=HMEL011021g1.t1-E1;Parent=HMEL011021g1.t1								
2081	Hmel221013	152161	152493	+	0	NA	TTS (ID=HMEL014711g1.t1-E5;Parent=HMEL014711g1.t1)	-TTS (ID=HMEL014711g1.t1-E5;Parent=HMEL014711g1.t1)	178	ID=HMEL014711g1.t1-E6;Parent=HMEL014711g1.t1								
1383	Hmel215006	1946733	1947360	+	0	NA	Intergenic	Intergenic	-9738	ID=HMEL002913g1.t1-E1;Parent=HMEL002913g1.t1								
606	Hmel208019	246044	246616	+	0	NA	promoter-TSS (ID=HMEL037908g1.t1-E1;Parent=HMEL037908g1.t1)	-promoter-TSS (ID=HMEL037908g1.t1-E1;Parent=HMEL037908g1.t1)	-797	ID=HMEL037908g1.t1-E1;Parent=HMEL037908g1.t1								
137	Hmel202006	3613170	3613813	+	0	NA	Intergenic	Intergenic	-2540	ID=HMEL033347g1.t1-E3;Parent=HMEL033347g1.t1								
1414	Hmel215044	268832	269074	+	0	NA	Intergenic	Intergenic	2694	ID=HMEL032833g1.t1-E2;Parent=HMEL032833g1.t1								
1855	Hmel219016	168404	169263	+	0	NA	promoter-TSS (ID=HMEL034859g1.t1-E2;Parent=HMEL034859g1.t1)	-promoter-TSS (ID=HMEL034859g1.t1-E2;Parent=HMEL034859g1.t1)	-482	ID=HMEL034859g1.t1-E2;Parent=HMEL034859g1.t1								
666	Hmel209005	372888	373133	+	0	NA	promoter-TSS (ID=HMEL008438g1.t1-E3;Parent=HMEL008438g1.t1)	-promoter-TSS (ID=HMEL008438g1.t1-E3;Parent=HMEL008438g1.t1)	-486	ID=HMEL008438g1.t1-E3;Parent=HMEL008438g1.t1								
432	Hmel206019	1496707	1497223	+	0	NA	Intergenic	Intergenic	4145	ID=HMEL022594g1.t1-E12;Parent=HMEL022594g1.t1								
1074	Hmel212004	597557	600143	+	0	NA	Intergenic	Intergenic	24992	ID=HMEL017123g1.t1-E1;Parent=HMEL017123g1.t1								
860	Hmel210011	3388385	3388921	+	0	NA	TTS (ID=HMEL030896g1.t1-E1;Parent=HMEL030896g1.t1)	-TTS (ID=HMEL030896g1.t1-E1;Parent=HMEL030896g1.t1)	746	ID=HMEL030896g1.t1-E1;Parent=HMEL030896g1.t1								
1567	Hmel217018	1128911	1129576	+	0	NA	Intergenic	Intergenic	-1243	ID=HMEL014519-RA-E2;Parent=HMEL014519-RA								
1063	Hmel212001	5393741	5393926	+	0	NA	TTS (ID=HMEL014492g1.t1-E3;Parent=HMEL014492g1.t1)	-TTS (ID=HMEL014492g1.t1-E3;Parent=HMEL014492g1.t1)	872	ID=HMEL014492g1.t1-E3;Parent=HMEL014492g1.t1								
1776	Hmel219003	1952897	1953494	+	0	NA	Intergenic	Intergenic	1336	ID=HMEL010671g1.t1-E2;Parent=HMEL010671g1.t1								
2158	Hmel221045	229354	229650	+	0	NA	Intergenic	Intergenic	1676	ID=HMEL035826g1.t1-E1;Parent=HMEL035826g1.t1								
708	Hmel209007	2468467	2468659	+	0	NA	Intergenic	Intergenic	-3480	ID=HMEL030422g1.t1-E1;Parent=HMEL030422g1.t1								
1601	Hmel218003	813948	814344	+	0	NA	Intergenic	Intergenic	-17398	ID=HMEL001014g1.t1-E1;Parent=HMEL001014g1.t1								
710	Hmel209007	2536913	2537964	+	0	NA	Intergenic	Intergenic	1247	ID=HMEL002207g1.t1-E1;Parent=HMEL002207g1.t1								
1656	Hmel218014	77138	77658	+	0	NA	Intergenic	Intergenic	31478	ID=HMEL034341g1.t1-E2;Parent=HMEL034341g1.t1								
323	Hmel221036	17894	18369	+	0	NA	TTS (ID=HMEL012256g1.t1-E2;Parent=HMEL012256g1.t1)	-TTS (ID=HMEL012256g1.t1-E2;Parent=HMEL012256g1.t1)	224	ID=HMEL012256g1.t1-E2;Parent=HMEL012256g1.t1								
856	Hmel210011	2899155	2899426	+	0	NA	TTS (ID=HMEL030882g1.t1-E3;Parent=HMEL030882g1.t1)	-TTS (ID=HMEL030882g1.t1-E3;Parent=HMEL030882g1.t1)	278	ID=HMEL030882g1.t1-E3;Parent=HMEL030882g1.t1								
2142	Hmel221036	484339	485207	+	0	NA	Intergenic	Intergenic	1179	ID=HMEL012224g1.t1-E4;Parent=HMEL012224g1.t1								
1834	Hmel219014	315782	317200	+	0	NA	Intergenic	Intergenic	-8443	ID=HMEL012890g1.t1-E1;Parent=HMEL012890g1.t1								
1664	Hmel218018	605272	605519	+	0	NA	Intergenic	Intergenic	6445	ID=HMEL017479-RA-E1;Parent=HMEL017479-RA								
112	Hmel201019	16076	16271	+	0	NA	Intergenic	Intergenic	-15978	ID=HMEL033097g1.t1-E1;Parent=HMEL033097g1.t1								
545	Hmel207011	313385	313611	+	0	NA	promoter-TSS (ID=HMEL007898g1.t1-E7;Parent=HMEL007898g1.t1)	-promoter-TSS (ID=HMEL007898g1.t1-E7;Parent=HMEL007898g1.t1)	-130	ID=HMEL007898g1.t1-E7;Parent=HMEL007898g1.t1								
191	Hmel203045	576232	576488	+	0	NA	Intergenic	Intergenic	39625	ID=HMEL009868g1.t1-E15;Parent=HMEL009868g1.t1								
187	Hmel203041	152015	152939	+	0	NA	Intergenic	Intergenic	-9190	ID=HMEL036051g1.t1-E1;Parent=HMEL036051g1.t1								
588	Hmel208013	136092	137525	+	0	NA	Intergenic	Intergenic	-2708	ID=HMEL006003g1.t1-E1;Parent=HMEL006003g1.t1								
1684	Hmel218018	1590973	1591182	+	0	NA	Intergenic	Intergenic	-1424	ID=HMEL016208g1.t1-E1;Parent=HMEL016208g1.t1								
756	Hmel210004	1651036	1651515	+	0	NA	Intergenic	Intergenic	-4744	ID=HMEL002896g1.t1-E1;Parent=HMEL002896g1.t1								
1283	Hmel213067	671051	671334	+	0	NA	Intergenic	Intergenic	-75050	ID=HMEL032194g1.t1-E1;Parent=HMEL032194g1.t1								
262	Hmel204017	1531963	1532251	+	0	NA	promoter-TSS (ID=HMEL007430g1.t1-E4;Parent=HMEL007430g1.t1)	-promoter-TSS (ID=HMEL007430g1.t1-E4;Parent=HMEL007430g1.t1)	357	ID=HMEL007430g1.t1-E3;Parent=HMEL007430g1.t1								
1944	Hmel220009	493368	494177	+	0	NA	Intergenic	Intergenic	-12990	ID=HMEL035259g1.t1-E1;Parent=HMEL035259g1.t1								
212	Hmel203069	1669512	1669916	+	0	NA	Intergenic	Intergenic	2136	ID=HMEL036256g1.t1-E4;Parent=HMEL036256g1.t1								
1331	Hmel214008	2321894	2323574	+	0	NA	Intergenic	Intergenic	2604	ID=HMEL014238g1.t1-E10;Parent=HMEL014238g1.t1								
542	Hmel207011	275807	276362	+	0	NA	Intergenic	Intergenic	2536	ID=HMEL007901g1.t1-E1;Parent=HMEL007901g1.t1								
1305	Hmel213069	1319054	1319973	+	0	NA	Intergenic	Intergenic	-21412	ID=HMEL022169g1.t1-E1;Parent=HMEL022169g1.t1								
961	Hmel211012	244119	244288	+	0	NA	Intergenic	Intergenic	-1504	ID=HMEL010347g1.t1-E1;Parent=HMEL010347g1.t1								
2099	Hmel221015	262875	263498	+	0	NA	Intergenic	Intergenic	-7395	ID=HMEL035650g1.t1-E2;Parent=HMEL035650g1.t1								
1662	Hmel218018	474377	474918	+	0	NA	Intergenic	Intergenic	12494	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
574	Hmel207021	2270138	2270423	+	0	NA	Intergenic	Intergenic	-7910	ID=HMEL037718g1.t1-E1;Parent=HMEL037718g1.t1								
170	Hmel202006	6199056	6199635	+	0	NA	Intergenic	Intergenic	7721	ID=HMEL033408g1.t1-E2;Parent=HMEL033408g1.t1								
1921	Hmel220005	3515214	3515895	+	0	NA	promoter-TSS (ID=HMEL004702g1.t1-E3;Parent=HMEL004702g1.t1)	-promoter-TSS (ID=HMEL004702g1.t1-E3;Parent=HMEL004702g1.t1)	92	ID=HMEL004702g1.t1-E3;Parent=HMEL004702g1.t1								
660	Hmel209001	1098088	1099179	+	0	NA	Intergenic	Intergenic	-2925	ID=HMEL007018g1.t2-E2;Parent=HMEL007018g1.t2								
26	Hmel201003	58332	58555	+	0	NA	Intergenic	Intergenic	2322	ID=HMEL005989g1.t1-E4;Parent=HMEL005989g1.t1								
2116	Hmel221019	66325	66485	+	0	NA	Intergenic	Intergenic	8725	ID=HMEL035674g1.t1-E3;Parent=HMEL035674g1.t1								
977	Hmel211012	1361681	1363364	+	0	NA	Intergenic	Intergenic	-1662	ID=HMEL004916g1.t1-E5;Parent=HMEL004916g1.t1								
566	Hmel207021	538717	539000	+	0	NA	promoter-TSS (ID=HMEL037668g1.t1-E1;Parent=HMEL037668g1.t1)	-promoter-TSS (ID=HMEL037668g1.t1-E1;Parent=HMEL037668g1.t1)	-778	ID=HMEL037668g1.t1-E1;Parent=HMEL037668g1.t1								
526	Hmel207008	379164	379681	+	0	NA	Intergenic	Intergenic	-6183	ID=HMEL017665g1.t1-E1;Parent=HMEL017665g1.t1								
1901	Hmel220005	746627	747119	+	0	NA	Intergenic	Intergenic	-10681	ID=HMEL035059g1.t1-E1;Parent=HMEL035059g1.t1								
359	Hmel206006	793258	793406	+	0	NA	Intergenic	Intergenic	-1825	ID=HMEL036941g1.t1-E1;Parent=HMEL036941g1.t1								
1229	Hmel213052	113015	113953	+	0	NA	TTS (ID=HMEL010907g1.t1-E4;Parent=HMEL010907g1.t1)	-TTS (ID=HMEL010907g1.t1-E4;Parent=HMEL010907g1.t1)	492	ID=HMEL010907g1.t5-E4;Parent=HMEL010907g1.t5								
108	Hmel201011	2777718	2777909	+	0	NA	Intergenic	Intergenic	7446	ID=HMEL033085g1.t1-E2;Parent=HMEL033085g1.t1								
604	Hmel208019	216416	216605	+	0	NA	Intergenic	Intergenic	-2170	ID=HMEL037906g1.t1-E1;Parent=HMEL037906g1.t1								
1001	Hmel211015	258545	260118	+	0	NA	TTS (ID=HMEL015410g1.t1-E2;Parent=HMEL015410g1.t1)	-TTS (ID=HMEL015410g1.t1-E2;Parent=HMEL015410g1.t1)	1624	ID=HMEL015410g1.t2-E2;Parent=HMEL015410g1.t2								
232	Hmel204003	475040	475959	+	0	NA	Intergenic	Intergenic	-66500	ID=HMEL036357g1.t1-E1;Parent=HMEL036357g1.t1								
477	Hmel207002	2777424	2778434	+	0	NA	promoter-TSS (ID=HMEL007133g1.t1-E2;Parent=HMEL007133g1.t1)	-promoter-TSS (ID=HMEL007133g1.t1-E2;Parent=HMEL007133g1.t1)	239	ID=HMEL007133g1.t1-E1;Parent=HMEL007133g1.t1								
1338	Hmel214012	179771	180310	+	0	NA	Intergenic	Intergenic	-14482	ID=HMEL032415g1.t1-E1;Parent=HMEL032415g1.t1								
1182	Hmel213020	189696	190385	+	0	NA	Intergenic	Intergenic	-1990	ID=HMEL031879g1.t1-E1;Parent=HMEL031879g1.t1								
225	Hmel204001	1273171	1273590	+	0	NA	Intergenic	Intergenic	-6099	ID=HMEL009715g1.t1-E1;Parent=HMEL009715g1.t1								
1447	Hmel216001	860219	860478	+	0	NA	Intergenic	Intergenic	7583	ID=HMEL032990g1.t1-E9;Parent=HMEL032990g1.t1								
330	Hmel205015	169169	169410	+	0	NA	Intergenic	Intergenic	19095	ID=HMEL002495g1.t1-E1;Parent=HMEL002495g1.t1								
142	Hmel202006	3671759	3672479	+	0	NA	Intergenic	Intergenic	3807	ID=HMEL004265g1.t2-E4;Parent=HMEL004265g1.t2								
207	Hmel203067	1209997	1210241	+	0	NA	promoter-TSS (ID=HMEL036164g1.t1-E4;Parent=HMEL036164g1.t1)	-promoter-TSS (ID=HMEL036164g1.t1-E4;Parent=HMEL036164g1.t1)	-244	ID=HMEL036164g1.t1-E4;Parent=HMEL036164g1.t1								
1510	Hmel217004	125141	125304	+	0	NA	Intergenic	Intergenic	-6006	ID=HMEL033768g1.t1-E1;Parent=HMEL033768g1.t1								
48	Hmel201009	587842	587992	+	0	NA	Intergenic	Intergenic	35395	ID=HMEL030129g1.t1-E2;Parent=HMEL030129g1.t1								
1857	Hmel219018	134844	136223	+	0	NA	Intergenic	Intergenic	3347	ID=HMEL034867g1.t1-E2;Parent=HMEL034867g1.t1								
360	Hmel206006	799031	799421	+	0	NA	Intergenic	Intergenic	-7719	ID=HMEL036941g1.t1-E1;Parent=HMEL036941g1.t1								
1988	Hmel221001	2035466	2035849	+	0	NA	TTS (ID=HMEL007284g1.t1-E1;Parent=HMEL007284g1.t1)	-TTS (ID=HMEL007284g1.t1-E1;Parent=HMEL007284g1.t1)	520	ID=HMEL007284g1.t1-E1;Parent=HMEL007284g1.t1								
1076	Hmel212004	1467884	1468533	+	0	NA	Intergenic	Intergenic	5039	ID=HMEL012600g1.t1-E2;Parent=HMEL012600g1.t1								
766	Hmel210004	3588113	3588984	+	0	NA	Intergenic	Intergenic	-10272	ID=HMEL011840g1.t1-E1;Parent=HMEL011840g1.t1								
449	Hmel207002	50456	50897	+	0	NA	Intergenic	Intergenic	9002	ID=HMEL016059g1.t1-E3;Parent=HMEL016059g1.t1								
1574	Hmel217019	52025	52648	+	0	NA	Intergenic	Intergenic	-1662	ID=HMEL014813g1.t1-E1;Parent=HMEL014813g1.t1								
1579	Hmel217020	228750	228890	+	0	NA	promoter-TSS (ID=HMEL008118g1.t1-E2;Parent=HMEL008118g1.t1)	-promoter-TSS (ID=HMEL008118g1.t1-E2;Parent=HMEL008118g1.t1)	-884	ID=HMEL008118g1.t1-E2;Parent=HMEL008118g1.t1								
659	Hmel209001	1077994	1078181	+	0	NA	Intergenic	Intergenic	-2015	ID=HMEL007018g1.t1-E5;Parent=HMEL007018g1.t1								
1141	Hmel212014	94513	94884	+	0	NA	Intergenic	Intergenic	-6799	ID=HMEL014802g4.t2-E1;Parent=HMEL014802g4.t2								
682	Hmel209005	1047828	1048407	+	0	NA	Intergenic	Intergenic	-27781	ID=HMEL012978g1.t1-E1;Parent=HMEL012978g1.t1								
353	Hmel206006	274794	275440	+	0	NA	Intergenic	Intergenic	-15442	ID=HMEL036934g1.t1-E1;Parent=HMEL036934g1.t1								
375	Hmel206007	285193	286614	+	0	NA	promoter-TSS (ID=HMEL006755g1.t1-E1;Parent=HMEL006755g1.t1)	-promoter-TSS (ID=HMEL006755g1.t1-E1;Parent=HMEL006755g1.t1)	-986	ID=HMEL006755g1.t1-E1;Parent=HMEL006755g1.t1								
984	Hmel211014	238547	239357	+	0	NA	Intergenic	Intergenic	-23943	ID=HMEL011834g1.t1-E1;Parent=HMEL011834g1.t1								
1155	Hmel213004	1321019	1321322	+	0	NA	Intergenic	Intergenic	-3896	ID=HMEL031782g1.t1-E1;Parent=HMEL031782g1.t1								
1485	Hmel216011	1708222	1708516	+	0	NA	TTS (ID=HMEL033565g1.t1-E1;Parent=HMEL033565g1.t1)	-TTS (ID=HMEL033565g1.t1-E1;Parent=HMEL033565g1.t1)	988	ID=HMEL033565g1.t1-E1;Parent=HMEL033565g1.t1								
788	Hmel210004	6720870	6721292	+	0	NA	Intergenic	Intergenic	-16657	ID=HMEL009657g1.t1-E1;Parent=HMEL009657g1.t1								
128	Hmel202006	1102589	1103169	+	0	NA	Intergenic	Intergenic	7165	ID=HMEL006872g1.t1-E4;Parent=HMEL006872g1.t1								
501	Hmel207002	5723505	5724676	+	0	NA	promoter-TSS (ID=HMEL020745g1.t1-E1;Parent=HMEL020745g1.t1)	-promoter-TSS (ID=HMEL020745g1.t1-E1;Parent=HMEL020745g1.t1)	-58	ID=HMEL020745g1.t1-E1;Parent=HMEL020745g1.t1								
1313	Hmel213071	166743	167390	+	0	NA	Intergenic	Intergenic	-4137	ID=HMEL032243g1.t1-E1;Parent=HMEL032243g1.t1								
278	Hmel205001	464090	464413	+	0	NA	Intergenic	Intergenic	8738	ID=HMEL010302g1.t1-E3;Parent=HMEL010302g1.t1								
1617	Hmel218005	301146	301447	+	0	NA	Intergenic	Intergenic	-1052	ID=HMEL014924g1.t1-E3;Parent=HMEL014924g1.t1								
490	Hmel207002	4112190	4112860	+	0	NA	Intergenic	Intergenic	2031	ID=HMEL013747g1.t1-E1;Parent=HMEL013747g1.t1								
1843	Hmel219014	2142138	2142484	+	0	NA	Intergenic	Intergenic	-1330	ID=HMEL014650g1.t1-E1;Parent=HMEL014650g1.t1								
155	Hmel202006	4320110	4321449	+	0	NA	Intergenic	Intergenic	6767	ID=HMEL014031g1.t1-E1;Parent=HMEL014031g1.t1								
387	Hmel206009	2125546	2125896	+	0	NA	Intergenic	Intergenic	-16104	ID=HMEL037040g1.t1-E1;Parent=HMEL037040g1.t1								
1913	Hmel220005	2268841	2269418	+	0	NA	Intergenic	Intergenic	-1521	ID=HMEL035131g1.t1-E3;Parent=HMEL035131g1.t1								
1112	Hmel212013	727013	727146	+	0	NA	Intergenic	Intergenic	-2427	ID=HMEL011964g1.t1-E1;Parent=HMEL011964g1.t1								
626	Hmel208026	15052	15183	+	0	NA	Intergenic	Intergenic	-13919	ID=HMEL037994g1.t1-E1;Parent=HMEL037994g1.t1								
1294	Hmel213069	426019	426674	+	0	NA	promoter-TSS (ID=HMEL004784g1.t1-E4;Parent=HMEL004784g1.t1)	-promoter-TSS (ID=HMEL004784g1.t1-E4;Parent=HMEL004784g1.t1)	-227	ID=HMEL004784g1.t1-E4;Parent=HMEL004784g1.t1								
461	Hmel207002	1077001	1077329	+	0	NA	Intergenic	Intergenic	3675	ID=HMEL011193g1.t1-E1;Parent=HMEL011193g1.t1								
1562	Hmel217018	708632	708843	+	0	NA	promoter-TSS (ID=HMEL033974g1.t1-E3;Parent=HMEL033974g1.t1)	-promoter-TSS (ID=HMEL033974g1.t1-E3;Parent=HMEL033974g1.t1)	-466	ID=HMEL033974g1.t1-E3;Parent=HMEL033974g1.t1								
1426	Hmel215047	996948	997743	+	0	NA	Intergenic	Intergenic	-16198	ID=HMEL009118g1.t1-E2;Parent=HMEL009118g1.t1								
257	Hmel204017	831090	831326	+	0	NA	Intergenic	Intergenic	-1578	ID=HMEL036429g1.t1-E1;Parent=HMEL036429g1.t1								
1358	Hmel214024	333619	334791	+	0	NA	Intergenic	Intergenic	2341	ID=HMEL032513g1.t1-E6;Parent=HMEL032513g1.t1								
951	Hmel211009	277517	277800	+	0	NA	Intergenic	Intergenic	-1538	ID=HMEL005717g4.t1-E1;Parent=HMEL005717g4.t1								
782	Hmel210004	6634626	6635284	+	0	NA	Intergenic	Intergenic	11039	ID=HMEL009654g1.t1-E2;Parent=HMEL009654g1.t1								
85	Hmel201010	4081	4497	+	0	NA	Intergenic	Intergenic	13736	ID=HMEL007332g1.t1-E5;Parent=HMEL007332g1.t1								
809	Hmel210005	200819	201711	+	0	NA	Intergenic	Intergenic	1651	ID=HMEL014120g1.t1-E1;Parent=HMEL014120g1.t1								
2200	Hmel215047	1190189	1190860	+	0	NA	Intergenic	Intergenic	4533	ID=HMEL032894g1.t1-E2;Parent=HMEL032894g1.t1								
1156	Hmel213004	1374722	1374949	+	0	NA	Intergenic	Intergenic	-3865	ID=HMEL002983g1.t2-E1;Parent=HMEL002983g1.t2								
1557	Hmel217018	223020	223176	+	0	NA	Intergenic	Intergenic	-2369	ID=HMEL033956g1.t1-E2;Parent=HMEL033956g1.t1								
1486	Hmel216011	1884536	1885070	+	0	NA	promoter-TSS (ID=HMEL010234g1.t1-E3;Parent=HMEL010234g1.t1)	-promoter-TSS (ID=HMEL010234g1.t1-E3;Parent=HMEL010234g1.t1)	-292	ID=HMEL010234g1.t1-E3;Parent=HMEL010234g1.t1								
425	Hmel206015	88111	88490	+	0	NA	promoter-TSS (ID=HMEL037166g1.t1-E2;Parent=HMEL037166g1.t1)	-promoter-TSS (ID=HMEL037166g1.t1-E2;Parent=HMEL037166g1.t1)	501	ID=HMEL037166g1.t1-E1;Parent=HMEL037166g1.t1								
2056	Hmel221012	1892202	1892548	+	0	NA	TTS (ID=HMEL008404g1.t1-E2;Parent=HMEL008404g1.t1)	-TTS (ID=HMEL008404g1.t1-E2;Parent=HMEL008404g1.t1)	1060	ID=HMEL008404g1.t1-E2;Parent=HMEL008404g1.t1								
736	Hmel209007	5205880	5206051	+	0	NA	promoter-TSS (ID=HMEL011590g1.t1-E1;Parent=HMEL011590g1.t1)	-promoter-TSS (ID=HMEL011590g1.t1-E1;Parent=HMEL011590g1.t1)	805	ID=HMEL030512g1.t1-E1;Parent=HMEL030512g1.t1								
539	Hmel207008	941433	941914	+	0	NA	Intergenic	Intergenic	-5425	ID=HMEL003095g2.t1-E1;Parent=HMEL003095g2.t1								
781	Hmel210004	6634112	6634340	+	0	NA	Intergenic	Intergenic	10310	ID=HMEL009654g1.t1-E2;Parent=HMEL009654g1.t1								
1950	Hmel220014	177969	178628	+	0	NA	Intergenic	Intergenic	-19744	ID=HMEL035305g1.t1-E1;Parent=HMEL035305g1.t1								
1698	Hmel218018	3648058	3648519	+	0	NA	promoter-TSS (ID=HMEL003247g1.t1-E2;Parent=HMEL003247g1.t1)	-promoter-TSS (ID=HMEL003247g1.t1-E2;Parent=HMEL003247g1.t1)	-737	ID=HMEL003247g1.t1-E2;Parent=HMEL003247g1.t1								
520	Hmel207003	18134	19298	+	0	NA	Intergenic	Intergenic	1636	ID=HMEL037514g1.t1-E2;Parent=HMEL037514g1.t1								
2037	Hmel221012	521197	522495	+	0	NA	Intergenic	Intergenic	-2992	ID=HMEL007775g1.t1-E1;Parent=HMEL007775g1.t1								
532	Hmel207008	481945	482886	+	0	NA	Intergenic	Intergenic	6508	ID=HMEL007118g1.t1-E1;Parent=HMEL007118g1.t1								
1193	Hmel213025	255462	256283	+	0	NA	Intergenic	Intergenic	5933	ID=HMEL031934g1.t1-E3;Parent=HMEL031934g1.t1								
55	Hmel201009	2157812	2158073	+	0	NA	Intergenic	Intergenic	8353	ID=HMEL030173g1.t1-E2;Parent=HMEL030173g1.t1								
1890	Hmel220003	1708755	1708980	+	0	NA	Intergenic	Intergenic	-2477	ID=HMEL017043g1.t1-E1;Parent=HMEL017043g1.t1								
1681	Hmel218018	1347642	1349992	+	0	NA	TTS (ID=HMEL016221g2.t1-E2;Parent=HMEL016221g2.t1)	-TTS (ID=HMEL016221g2.t1-E2;Parent=HMEL016221g2.t1)	775	ID=HMEL016221g2.t1-E2;Parent=HMEL016221g2.t1								
57	Hmel201009	2571348	2573756	+	0	NA	Intergenic	Intergenic	-8049	ID=HMEL017243g1.t1-E1;Parent=HMEL017243g1.t1								
872	Hmel210011	4292186	4292553	+	0	NA	Intergenic	Intergenic	-1366	ID=HMEL009082g1.t1-E2;Parent=HMEL009082g1.t1								
1146	Hmel213004	354594	354765	+	0	NA	Intergenic	Intergenic	-12088	ID=HMEL031769g1.t1-E1;Parent=HMEL031769g1.t1								
395	Hmel206009	3097735	3098856	+	0	NA	Intergenic	Intergenic	11933	ID=HMEL003215g1.t1-E5;Parent=HMEL003215g1.t1								
89	Hmel201011	918713	918963	+	0	NA	Intergenic	Intergenic	6415	ID=HMEL033030g1.t1-E2;Parent=HMEL033030g1.t1								
175	Hmel203011	34408	35128	+	0	NA	Intergenic	Intergenic	-1736	ID=HMEL015572g2.t1-E4;Parent=HMEL015572g2.t1								
584	Hmel208003	208935	209128	+	0	NA	Intergenic	Intergenic	14187	ID=HMEL020285g1.t1-E1;Parent=HMEL020285g1.t1								
988	Hmel211014	269768	270173	+	0	NA	Intergenic	Intergenic	17296	ID=HMEL031242g1.t1-E1;Parent=HMEL031242g1.t1								
35	Hmel201007	310004	310389	+	0	NA	Intergenic	Intergenic	3943	ID=HMEL030089g1.t1-E1;Parent=HMEL030089g1.t1								
1882	Hmel220003	1190125	1190676	+	0	NA	Intergenic	Intergenic	-18608	ID=HMEL017016g1.t1-E1;Parent=HMEL017016g1.t1								
1550	Hmel217014	485545	485845	+	0	NA	Intergenic	Intergenic	3393	ID=HMEL033910g1.t1-E1;Parent=HMEL033910g1.t1								
1454	Hmel216001	430737	431663	+	0	NA	Intergenic	Intergenic	14529	ID=HMEL032979g1.t1-E1;Parent=HMEL032979g1.t1								
1421	Hmel215047	559196	559544	+	0	NA	TTS (ID=HMEL007740g1.t1-E1;Parent=HMEL007740g1.t1)	-TTS (ID=HMEL007740g1.t1-E1;Parent=HMEL007740g1.t1)	1067	ID=HMEL007740g1.t1-E1;Parent=HMEL007740g1.t1								
665	Hmel209005	365751	366569	+	0	NA	Intergenic	Intergenic	-1939	ID=HMEL008438g1.t1-E5;Parent=HMEL008438g1.t1								
1476	Hmel216011	1382611	1383261	+	0	NA	Intergenic	Intergenic	66732	ID=HMEL033557g1.t1-E2;Parent=HMEL033557g1.t1								
1207	Hmel213035	443335	443585	+	0	NA	Intergenic	Intergenic	-1572	ID=HMEL009730g1.t1-E6;Parent=HMEL009730g1.t1								
1584	Hmel217020	1816320	1817755	+	0	NA	Intergenic	Intergenic	5645	ID=HMEL004571g1.t1-E1;Parent=HMEL004571g1.t1								
904	Hmel211004	477429	478566	+	0	NA	exon (ID=HMEL031024g1.t1-E1;Parent=HMEL031024g1.t1, exon 1 of 1)	-exon (ID=HMEL031024g1.t1-E1;Parent=HMEL031024g1.t1, exon 1 of 1)	193	ID=HMEL031024g1.t1-E1;Parent=HMEL031024g1.t1								
930	Hmel211004	2785912	2786722	+	0	NA	Intergenic	Intergenic	-13952	ID=HMEL011761g1.t1-E1;Parent=HMEL011761g1.t1								
1675	Hmel218018	917621	918005	+	0	NA	Intergenic	Intergenic	-5325	ID=HMEL034357g1.t1-E1;Parent=HMEL034357g1.t1								
649	Hmel208051	716251	716758	+	0	NA	Intergenic	Intergenic	9311	ID=HMEL038154g1.t1-E2;Parent=HMEL038154g1.t1								
2150	Hmel221039	35786	36625	+	0	NA	Intergenic	Intergenic	8367	ID=HMEL035783g1.t1-E1;Parent=HMEL035783g1.t1								
1318	Hmel214008	161509	161969	+	0	NA	Intergenic	Intergenic	-6403	ID=HMEL003534g1.t1-E1;Parent=HMEL003534g1.t1								
648	Hmel208051	686345	686655	+	0	NA	Intergenic	Intergenic	15856	ID=HMEL008168g1.t1-E6;Parent=HMEL008168g1.t1								
642	Hmel208046	294869	295081	+	0	NA	Intergenic	Intergenic	-13468	ID=HMEL038104g1.t1-E1;Parent=HMEL038104g1.t1								
2006	Hmel221005	648791	649107	+	0	NA	Intergenic	Intergenic	-2083	ID=HMEL035503g1.t1-E1;Parent=HMEL035503g1.t1								
1764	Hmel218018	8373756	8374093	+	0	NA	Intergenic	Intergenic	-16467	ID=HMEL009225g1.t1-E1;Parent=HMEL009225g1.t1								
