PeakID (cmd=annotatePeaks.pl development_5th_p05FC1_melpUnique_5thdown.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_5th_p05FC1_melpUnique_5thdown_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4328	Hmel218018	2119556	2120291	+	0	NA	Intergenic	Intergenic	10036	ID=HMEL034386g1.t1-E3;Parent=HMEL034386g1.t1								
3862	Hmel216013	609817	610156	+	0	NA	Intergenic	Intergenic	3284	ID=HMEL033621g1.t1-E1;Parent=HMEL033621g1.t1								
1517	Hmel207021	126288	126487	+	0	NA	Intergenic	Intergenic	79567	ID=HMEL037650g1.t1-E14;Parent=HMEL037650g1.t1								
2808	Hmel212013	1904645	1905109	+	0	NA	Intergenic	Intergenic	-3859	ID=HMEL008426g1.t2-E1;Parent=HMEL008426g1.t2								
3025	Hmel213035	330429	330693	+	0	NA	promoter-TSS (ID=HMEL031994g1.t1-E3;Parent=HMEL031994g1.t1)	-promoter-TSS (ID=HMEL031994g1.t1-E3;Parent=HMEL031994g1.t1)	-508	ID=HMEL031994g1.t1-E3;Parent=HMEL031994g1.t1								
1975	Hmel210001	1489951	1490691	+	0	NA	Intergenic	Intergenic	-5070	ID=HMEL030603g1.t1-E1;Parent=HMEL030603g1.t1								
2910	Hmel213013	133962	134168	+	0	NA	Intergenic	Intergenic	14379	ID=HMEL015354g1.t1-E7;Parent=HMEL015354g1.t1								
1973	Hmel210001	1480004	1480164	+	0	NA	Intergenic	Intergenic	5167	ID=HMEL030603g1.t1-E1;Parent=HMEL030603g1.t1								
1991	Hmel210004	737648	738121	+	0	NA	Intergenic	Intergenic	6429	ID=HMEL030618g1.t1-E16;Parent=HMEL030618g1.t1								
927	Hmel221036	159766	160306	+	0	NA	Intergenic	Intergenic	-2428	ID=HMEL012248g1.t1-E1;Parent=HMEL012248g1.t1								
3180	Hmel213062	495942	496177	+	0	NA	Intergenic	Intergenic	-14567	ID=HMEL032112g1.t1-E1;Parent=HMEL032112g1.t1								
2302	Hmel211001	80380	80691	+	0	NA	Intergenic	Intergenic	-1628	ID=HMEL030976g1.t1-E1;Parent=HMEL030976g1.t1								
4827	Hmel220003	799347	800207	+	0	NA	promoter-TSS (ID=HMEL034988g1.t1-E1;Parent=HMEL034988g1.t1)	-promoter-TSS (ID=HMEL034988g1.t1-E1;Parent=HMEL034988g1.t1)	-63	ID=HMEL034988g1.t1-E1;Parent=HMEL034988g1.t1								
3849	Hmel216012	367367	367826	+	0	NA	Intergenic	Intergenic	-19967	ID=HMEL008238g1.t1-E1;Parent=HMEL008238g1.t1								
2745	Hmel212011	408279	409043	+	0	NA	TTS (ID=HMEL031593g1.t1-E2;Parent=HMEL031593g1.t1)	-TTS (ID=HMEL031593g1.t1-E2;Parent=HMEL031593g1.t1)	1079	ID=HMEL031593g1.t1-E2;Parent=HMEL031593g1.t1								
652	Hmel204001	699028	699252	+	0	NA	Intergenic	Intergenic	-9260	ID=HMEL017437g1.t1-E1;Parent=HMEL017437g1.t1								
2400	Hmel211009	128305	128897	+	0	NA	promoter-TSS (ID=HMEL013079g1.t1-E2;Parent=HMEL013079g1.t1)	-promoter-TSS (ID=HMEL013079g1.t1-E2;Parent=HMEL013079g1.t1)	-594	ID=HMEL013079g1.t1-E2;Parent=HMEL013079g1.t1								
2034	Hmel210004	3584723	3584919	+	0	NA	Intergenic	Intergenic	-13999	ID=HMEL011840g1.t1-E1;Parent=HMEL011840g1.t1								
4445	Hmel218018	7286025	7286285	+	0	NA	Intergenic	Intergenic	-51970	ID=HMEL034477g1.t1-E1;Parent=HMEL034477g1.t1								
4405	Hmel218018	5993544	5994138	+	0	NA	Intergenic	Intergenic	-22023	ID=HMEL007356g2.t1-E1;Parent=HMEL007356g2.t1								
3851	Hmel216012	457839	458116	+	0	NA	Intergenic	Intergenic	-6464	ID=HMEL033602g1.t1-E1;Parent=HMEL033602g1.t1								
2029	Hmel210004	2849789	2850036	+	0	NA	Intergenic	Intergenic	-7484	ID=HmelUGT33U5-E1;Parent=HmelUGT33U5								
3552	Hmel215033	90744	91086	+	0	NA	promoter-TSS (ID=HMEL004553g1.t1-E1;Parent=HMEL004553g1.t1)	-promoter-TSS (ID=HMEL004553g1.t1-E1;Parent=HMEL004553g1.t1)	-72	ID=HMEL004553g1.t1-E1;Parent=HMEL004553g1.t1								
844	Hmel205005	694862	695855	+	0	NA	Intergenic	Intergenic	1638	ID=HMEL016273g1.t3-E2;Parent=HMEL016273g1.t3								
4447	Hmel218018	7322747	7323377	+	0	NA	Intergenic	Intergenic	35260	ID=HMEL034478g1.t1-E2;Parent=HMEL034478g1.t1								
4552	Hmel219003	3136877	3137622	+	0	NA	Intergenic	Intergenic	-7225	ID=HMEL006176g1.t1-E1;Parent=HMEL006176g1.t1								
2723	Hmel212006	494127	494298	+	0	NA	Intergenic	Intergenic	-3591	ID=HMEL031539g1.t1-E1;Parent=HMEL031539g1.t1								
4218	Hmel218007	854944	855233	+	0	NA	Intergenic	Intergenic	-10281	ID=HMEL014555g1.t1-E1;Parent=HMEL014555g1.t1								
272	Hmel201011	2358327	2358614	+	0	NA	Intergenic	Intergenic	8817	ID=HMEL011441-RA-E2;Parent=HMEL011441-RA								
4930	Hmel220005	2809545	2809729	+	0	NA	promoter-TSS (ID=HMEL005749g6.t1-E1;Parent=HMEL005749g6.t1)	-promoter-TSS (ID=HMEL005749g6.t1-E1;Parent=HMEL005749g6.t1)	-990	ID=HMEL005749g6.t1-E1;Parent=HMEL005749g6.t1								
775	Hmel204019	277561	278543	+	0	NA	Intergenic	Intergenic	8844	ID=HMEL022392g2.t1-E4;Parent=HMEL022392g2.t1								
2518	Hmel211017	12256	12388	+	0	NA	Intergenic	Intergenic	14984	ID=HMEL010010g1.t1-E3;Parent=HMEL010010g1.t1								
20	Hmel201002	1123648	1123900	+	0	NA	Intergenic	Intergenic	-7669	ID=HMEL030027g1.t1-E1;Parent=HMEL030027g1.t1								
2376	Hmel211004	3558058	3558456	+	0	NA	promoter-TSS (ID=HMEL006268g1.t1-E2;Parent=HMEL006268g1.t1)	-promoter-TSS (ID=HMEL006268g1.t1-E2;Parent=HMEL006268g1.t1)	-681	ID=HMEL006268g1.t1-E2;Parent=HMEL006268g1.t1								
1983	Hmel210004	399605	400418	+	0	NA	Intergenic	Intergenic	6251	ID=HMEL030610g1.t1-E2;Parent=HMEL030610g1.t1								
5263	Hmel206019	1534155	1535266	+	0	NA	Intergenic	Intergenic	1353	ID=HMEL022534g1.t1-E4;Parent=HMEL022534g1.t1								
3100	Hmel213052	57704	57903	+	0	NA	Intergenic	Intergenic	14135	ID=HMEL010907g1.t3-E36;Parent=HMEL010907g1.t3								
3787	Hmel216011	1272083	1272645	+	0	NA	Intergenic	Intergenic	24369	ID=HMEL033556g1.t1-E4;Parent=HMEL033556g1.t1								
4304	Hmel218018	1013466	1013925	+	0	NA	Intergenic	Intergenic	-32445	ID=HMEL034360g1.t1-E1;Parent=HMEL034360g1.t1								
3562	Hmel215032	35006	35639	+	0	NA	Intergenic	Intergenic	-42612	ID=HMEL016290g1.t1-E1;Parent=HMEL016290g1.t1								
1627	Hmel208017	288781	289192	+	0	NA	Intergenic	Intergenic	1617	ID=HMEL037890g1.t1-E3;Parent=HMEL037890g1.t1								
4180	Hmel218005	476996	477284	+	0	NA	promoter-TSS (ID=HMEL014931g1.t1-E1;Parent=HMEL014931g1.t1)	-promoter-TSS (ID=HMEL014931g1.t1-E1;Parent=HMEL014931g1.t1)	-72	ID=HMEL014931g1.t1-E1;Parent=HMEL014931g1.t1								
4139	Hmel218003	1372493	1374260	+	0	NA	Intergenic	Intergenic	-11927	ID=HMEL003383g1.t2-E1;Parent=HMEL003383g1.t2								
468	Hmel202006	5295347	5295819	+	0	NA	Intergenic	Intergenic	3395	ID=HMEL013286g1.t1-E2;Parent=HMEL013286g1.t1								
3030	Hmel213040	739	929	+	0	NA	Intergenic	Intergenic	14067	ID=HMEL021756g1.t1-E10;Parent=HMEL021756g1.t1								
1019	Hmel206006	194100	195453	+	0	NA	Intergenic	Intergenic	1989	ID=HMEL036932g1.t1-E1;Parent=HMEL036932g1.t1								
700	Hmel204003	819757	819953	+	0	NA	Intergenic	Intergenic	19770	ID=HMEL036375g1.t1-E5;Parent=HMEL036375g1.t1								
78	Hmel201005	744974	745173	+	0	NA	Intergenic	Intergenic	-13898	ID=HMEL008050g1.t1-E1;Parent=HMEL008050g1.t1								
3369	Hmel214008	2339471	2339795	+	0	NA	promoter-TSS (ID=HMEL032377g1.t1-E4;Parent=HMEL032377g1.t1)	-promoter-TSS (ID=HMEL032377g1.t1-E4;Parent=HMEL032377g1.t1)	-62	ID=HMEL032377g1.t1-E4;Parent=HMEL032377g1.t1								
413	Hmel202006	3714005	3714332	+	0	NA	TTS (ID=HMEL033351g1.t1-E2;Parent=HMEL033351g1.t1)	-TTS (ID=HMEL033351g1.t1-E2;Parent=HMEL033351g1.t1)	573	ID=HMEL033351g1.t1-E2;Parent=HMEL033351g1.t1								
294	Hmel201018	3836	4387	+	0	NA	NA	NA	NA	NA								
764	Hmel204017	2737299	2738628	+	0	NA	Intergenic	Intergenic	8099	ID=HMEL009923g2.t1-E2;Parent=HMEL009923g2.t1								
5342	Hmel221048	13407	13890	+	0	NA	promoter-TSS (ID=HMEL022124g3.t1-E1;Parent=HMEL022124g3.t1)	-promoter-TSS (ID=HMEL022124g3.t1-E1;Parent=HMEL022124g3.t1)	-671	ID=HMEL022124g3.t1-E1;Parent=HMEL022124g3.t1								
4953	Hmel220005	3703596	3704137	+	0	NA	Intergenic	Intergenic	-31421	ID=HMEL035187g1.t1-E1;Parent=HMEL035187g1.t1								
2075	Hmel210004	6265330	6266124	+	0	NA	Intergenic	Intergenic	-33741	ID=HMEL030720g1.t1-E1;Parent=HMEL030720g1.t1								
4582	Hmel219003	4538206	4539675	+	0	NA	Intergenic	Intergenic	-23923	ID=HMEL013143g1.t1-E1;Parent=HMEL013143g1.t1								
1981	Hmel210004	319151	319725	+	0	NA	Intergenic	Intergenic	7833	ID=HMEL022606-RA-E1;Parent=HMEL022606-RA								
3638	Hmel215047	2300389	2300780	+	0	NA	Intergenic	Intergenic	-5539	ID=HMEL032927g1.t1-E1;Parent=HMEL032927g1.t1								
2081	Hmel210004	6434705	6434847	+	0	NA	Intergenic	Intergenic	-5923	ID=HMEL009641g1.t1-E1;Parent=HMEL009641g1.t1								
606	Hmel203067	963313	963483	+	0	NA	Intergenic	Intergenic	-2783	ID=HMEL025048-RA-E1;Parent=HMEL025048-RA								
4416	Hmel218018	6383848	6384123	+	0	NA	Intergenic	Intergenic	-10917	ID=HMEL016326g1.t1-E1;Parent=HMEL016326g1.t1								
3559	Hmel215029	330726	331182	+	0	NA	promoter-TSS (ID=HMEL005391g1.t1-E6;Parent=HMEL005391g1.t1)	-promoter-TSS (ID=HMEL005391g1.t1-E6;Parent=HMEL005391g1.t1)	142	ID=HMEL005391g1.t1-E5;Parent=HMEL005391g1.t1								
2522	Hmel211017	33088	33480	+	0	NA	Intergenic	Intergenic	1962	ID=HMEL031268g1.t1-E1;Parent=HMEL031268g1.t1								
1855	Hmel209007	39429	39596	+	0	NA	promoter-TSS (ID=HMEL030352g1.t1-E1;Parent=HMEL030352g1.t1)	-promoter-TSS (ID=HMEL030352g1.t1-E1;Parent=HMEL030352g1.t1)	-69	ID=HMEL030353g1.t1-E1;Parent=HMEL030353g1.t1								
432	Hmel202006	2641667	2641940	+	0	NA	Intergenic	Intergenic	-4107	ID=HMEL002112g1.t1-E2;Parent=HMEL002112g1.t1								
4235	Hmel218011	124820	125411	+	0	NA	TTS (ID=HMEL034328g1.t1-E2;Parent=HMEL034328g1.t1)	-TTS (ID=HMEL034328g1.t1-E2;Parent=HMEL034328g1.t1)	333	ID=HMEL034328g1.t1-E4;Parent=HMEL034328g1.t1								
5217	Hmel221021	64407	64680	+	0	NA	Intergenic	Intergenic	1277	ID=HMEL008719g1.t1-E9;Parent=HMEL008719g1.t1								
2415	Hmel211009	544255	544426	+	0	NA	Intergenic	Intergenic	6431	ID=HMEL006544g1.t1-E17;Parent=HMEL006544g1.t1								
708	Hmel209008	52282	52882	+	0	NA	promoter-TSS (ID=HMEL030541g1.t1-E2;Parent=HMEL030541g1.t1)	-promoter-TSS (ID=HMEL030541g1.t1-E2;Parent=HMEL030541g1.t1)	-169	ID=HMEL030541g1.t1-E2;Parent=HMEL030541g1.t1								
2583	Hmel212001	1686956	1687267	+	0	NA	Intergenic	Intergenic	-15957	ID=HMEL007967g1.t1-E1;Parent=HMEL007967g1.t1								
2589	Hmel212001	1741778	1742393	+	0	NA	Intergenic	Intergenic	2436	ID=HMEL005670g1.t1-E1;Parent=HMEL005670g1.t1								
3286	Hmel213069	1158497	1158689	+	0	NA	Intergenic	Intergenic	8142	ID=HMEL032234g1.t1-E1;Parent=HMEL032234g1.t1								
4764	Hmel219015	34995	35251	+	0	NA	promoter-TSS (ID=HMEL008748g2.t1-E10;Parent=HMEL008748g2.t1)	-promoter-TSS (ID=HMEL008748g2.t1-E10;Parent=HMEL008748g2.t1)	159	ID=HMEL008748g2.t1-E9;Parent=HMEL008748g2.t1								
2814	Hmel216015	405155	407114	+	0	NA	Intergenic	Intergenic	-8080	ID=HMEL033631g1.t1-E1;Parent=HMEL033631g1.t1								
710	Hmel204013	361800	362493	+	0	NA	Intergenic	Intergenic	-1469	ID=HMEL036391g1.t1-E3;Parent=HMEL036391g1.t1								
1656	Hmel208020	36546	37018	+	0	NA	Intergenic	Intergenic	-30398	ID=HMEL037927g1.t1-E1;Parent=HMEL037927g1.t1								
856	Hmel205006	15396	15932	+	0	NA	Intergenic	Intergenic	1102	ID=HMEL008221g1.t1-E1;Parent=HMEL008221g1.t1								
5105	Hmel220021	112040	112714	+	0	NA	TTS (ID=HMEL009132g2.t1-E2;Parent=HMEL009132g2.t1)	-TTS (ID=HMEL009132g2.t1-E2;Parent=HMEL009132g2.t1)	1098	ID=HMEL009132g2.t1-E2;Parent=HMEL009132g2.t1								
1664	Hmel208021	187693	188112	+	0	NA	Intergenic	Intergenic	-4048	ID=HMEL037941g1.t1-E1;Parent=HMEL037941g1.t1								
112	Hmel201007	1213177	1214601	+	0	NA	Intergenic	Intergenic	16759	ID=HMEL003840g1.t1-E5;Parent=HMEL003840g1.t1								
3211	Hmel213062	1099525	1100260	+	0	NA	Intergenic	Intergenic	-3850	ID=HMEL032129g1.t1-E1;Parent=HMEL032129g1.t1								
191	Hmel201009	3425716	3425917	+	0	NA	TTS (ID=HMEL030217g1.t1-E11;Parent=HMEL030217g1.t1)	-TTS (ID=HMEL030217g1.t1-E11;Parent=HMEL030217g1.t1)	922	ID=HMEL030217g1.t1-E11;Parent=HMEL030217g1.t1								
4613	Hmel219003	6213770	6214265	+	0	NA	Intergenic	Intergenic	1721	ID=HMEL034685g1.t1-E2;Parent=HMEL034685g1.t1								
3612	Hmel215047	855422	855574	+	0	NA	promoter-TSS (ID=HMEL032879g1.t1-E1;Parent=HMEL032879g1.t1)	-promoter-TSS (ID=HMEL032879g1.t1-E1;Parent=HMEL032879g1.t1)	-735	ID=HMEL032879g1.t1-E1;Parent=HMEL032879g1.t1								
588	Hmel203067	411028	411249	+	0	NA	Intergenic	Intergenic	12641	ID=HMEL036139g1.t1-E2;Parent=HMEL036139g1.t1								
1684	Hmel208021	1033418	1034740	+	0	NA	promoter-TSS (ID=HMEL002445g1.t1-E8;Parent=HMEL002445g1.t1)	-promoter-TSS (ID=HMEL002445g1.t1-E8;Parent=HMEL002445g1.t1)	-206	ID=HMEL002445g1.t1-E8;Parent=HMEL002445g1.t1								
5097	Hmel220022	441481	443517	+	0	NA	Intergenic	Intergenic	5460	ID=HMEL035404g1.t1-E1;Parent=HMEL035404g1.t1								
756	Hmel204017	2277535	2277996	+	0	NA	Intergenic	Intergenic	67925	ID=HMEL036476g1.t1-E4;Parent=HMEL036476g1.t1								
262	Hmel201011	1572112	1572700	+	0	NA	Intergenic	Intergenic	-2219	ID=HMEL011397g1.t1-E6;Parent=HMEL011397g1.t1								
1944	Hmel209007	5287673	5288019	+	0	NA	Intergenic	Intergenic	2336	ID=HMEL030515g1.t1-E2;Parent=HMEL030515g1.t1								
5165	Hmel221012	905304	905522	+	0	NA	promoter-TSS (ID=HMEL035571g1.t1-E2;Parent=HMEL035571g1.t1)	-promoter-TSS (ID=HMEL035571g1.t1-E2;Parent=HMEL035571g1.t1)	-599	ID=HMEL035571g1.t1-E2;Parent=HMEL035571g1.t1								
4422	Hmel218018	6530900	6531049	+	0	NA	Intergenic	Intergenic	4858	ID=HMEL034460g1.t1-E2;Parent=HMEL034460g1.t1								
2590	Hmel212001	1765472	1765668	+	0	NA	promoter-TSS (ID=HMEL031354g1.t1-E4;Parent=HMEL031354g1.t1)	-promoter-TSS (ID=HMEL031354g1.t1-E4;Parent=HMEL031354g1.t1)	114	ID=HMEL031354g1.t1-E3;Parent=HMEL031354g1.t1								
542	Hmel203041	125798	126055	+	0	NA	Intergenic	Intergenic	-9320	ID=HMEL036050g1.t1-E1;Parent=HMEL036050g1.t1								
3750	Hmel216009	1593053	1593893	+	0	NA	promoter-TSS (ID=HMEL008838g2.t1-E10;Parent=HMEL008838g2.t1)	-promoter-TSS (ID=HMEL008838g2.t1-E10;Parent=HMEL008838g2.t1)	8	ID=HMEL008838g2.t1-E9;Parent=HMEL008838g2.t1								
3114	Hmel213052	173546	173778	+	0	NA	Intergenic	Intergenic	4400	ID=HMEL032091g1.t1-E1;Parent=HMEL032091g1.t1								
5337	Hmel220005	5562516	5563128	+	0	NA	Intergenic	Intergenic	-12010	ID=HMEL035241g1.t1-E1;Parent=HMEL035241g1.t1								
4649	Hmel219003	7049980	7050229	+	0	NA	Intergenic	Intergenic	-35324	ID=HMEL034705g1.t1-E1;Parent=HMEL034705g1.t1								
2099	Hmel210004	6805032	6805368	+	0	NA	promoter-TSS (ID=HMEL022548g2.t1-E2;Parent=HMEL022548g2.t1)	-promoter-TSS (ID=HMEL022548g2.t1-E2;Parent=HMEL022548g2.t1)	-361	ID=HMEL022548g2.t1-E2;Parent=HMEL022548g2.t1								
2476	Hmel211014	236496	236761	+	0	NA	Intergenic	Intergenic	-21619	ID=HMEL011834g1.t1-E1;Parent=HMEL011834g1.t1								
2988	Hmel213029	111375	111786	+	0	NA	Intergenic	Intergenic	-6029	ID=HMEL031986g1.t1-E1;Parent=HMEL031986g1.t1								
170	Hmel201009	2397878	2398041	+	0	NA	Intergenic	Intergenic	5183	ID=HMEL030177g1.t1-E2;Parent=HMEL030177g1.t1								
4873	Hmel220005	88400	88693	+	0	NA	promoter-TSS (ID=HMEL035043g1.t1-E1;Parent=HMEL035043g1.t1)	-promoter-TSS (ID=HMEL035043g1.t1-E1;Parent=HMEL035043g1.t1)	-418	ID=HMEL035043g1.t1-E1;Parent=HMEL035043g1.t1								
1921	Hmel209007	4163528	4163878	+	0	NA	promoter-TSS (ID=HMEL009253g1.t1-E1;Parent=HMEL009253g1.t1)	-promoter-TSS (ID=HMEL009253g1.t1-E1;Parent=HMEL009253g1.t1)	-472	ID=HMEL009253g1.t1-E1;Parent=HMEL009253g1.t1								
3217	Hmel213065	188403	188574	+	0	NA	Intergenic	Intergenic	-9658	ID=HMEL032140g1.t1-E3;Parent=HMEL032140g1.t1								
26	Hmel201002	1408708	1409413	+	0	NA	Intergenic	Intergenic	-8683	ID=HMEL011293g1.t1-E1;Parent=HMEL011293g1.t1								
4923	Hmel220005	2433638	2433943	+	0	NA	Intergenic	Intergenic	-5390	ID=HMEL012110g1.t1-E2;Parent=HMEL012110g1.t1								
2116	Hmel210006	51850	52126	+	0	NA	promoter-TSS (ID=HMEL030785g1.t1-E6;Parent=HMEL030785g1.t1)	-promoter-TSS (ID=HMEL030785g1.t1-E6;Parent=HMEL030785g1.t1)	26	ID=HMEL030785g1.t1-E6;Parent=HMEL030785g1.t1								
2250	Hmel210011	3653796	3654063	+	0	NA	Intergenic	Intergenic	-13770	ID=HMEL030901g1.t1-E1;Parent=HMEL030901g1.t1								
526	Hmel203030	220131	220449	+	0	NA	Intergenic	Intergenic	18271	ID=HMEL011768g1.t1-E1;Parent=HMEL011768g1.t1								
1901	Hmel209007	2919670	2919925	+	0	NA	promoter-TSS (ID=HMEL008871g1.t1-E3;Parent=HMEL008871g1.t1)	-promoter-TSS (ID=HMEL008871g1.t1-E3;Parent=HMEL008871g1.t1)	-896	ID=HMEL008871g1.t1-E3;Parent=HMEL008871g1.t1								
3500	Hmel215006	672527	672803	+	0	NA	Intergenic	Intergenic	-6750	ID=HMEL032669g1.t1-E1;Parent=HMEL032669g1.t1								
359	Hmel202006	1012227	1012779	+	0	NA	Intergenic	Intergenic	-6149	ID=HMEL006878g1.t1-E1;Parent=HMEL006878g1.t1								
1229	Hmel206018	29344	29759	+	0	NA	NA	NA	NA	NA								
2614	Hmel212001	2631177	2631529	+	0	NA	Intergenic	Intergenic	6876	ID=HMEL031370g1.t1-E2;Parent=HMEL031370g1.t1								
2608	Hmel212001	2294348	2294831	+	0	NA	Intergenic	Intergenic	-1915	ID=HMEL016816g1.t1-E6;Parent=HMEL016816g1.t1								
1001	Hmel205022	586910	587153	+	0	NA	Intergenic	Intergenic	13708	ID=HMEL013056g1.t1-E2;Parent=HMEL013056g1.t1								
3694	Hmel216001	151144	152091	+	0	NA	Intergenic	Intergenic	11849	ID=HMEL032974g1.t1-E1;Parent=HMEL032974g1.t1								
232	Hmel201009	5593781	5594084	+	0	NA	Intergenic	Intergenic	1327	ID=HMEL030281g1.t1-E4;Parent=HMEL030281g1.t1								
3458	Hmel214024	962650	962937	+	0	NA	promoter-TSS (ID=HMEL021572g1.t1-E7;Parent=HMEL021572g1.t1)	-promoter-TSS (ID=HMEL021572g1.t1-E7;Parent=HMEL021572g1.t1)	149	ID=HMEL021572g1.t1-E6;Parent=HMEL021572g1.t1								
3054	Hmel213045	53110	53621	+	0	NA	Intergenic	Intergenic	37952	ID=HMEL017501g1.t1-E2;Parent=HMEL017501g1.t1								
1182	Hmel206012	332409	333938	+	0	NA	Intergenic	Intergenic	1215	ID=HMEL037108g1.t1-E9;Parent=HMEL037108g1.t1								
225	Hmel201009	5158684	5159488	+	0	NA	TTS (ID=HMEL030268g1.t1-E1;Parent=HMEL030268g1.t1)	-TTS (ID=HMEL030268g1.t1-E1;Parent=HMEL030268g1.t1)	390	ID=HMEL030268g1.t1-E2;Parent=HMEL030268g1.t1								
1447	Hmel207008	31662	31977	+	0	NA	Intergenic	Intergenic	9252	ID=HmGr15_1-E3;Parent=HmGr15_1								
142	Hmel201009	770910	772118	+	0	NA	Intergenic	Intergenic	6361	ID=HMEL013295g1.t1-E1;Parent=HMEL013295g1.t1								
207	Hmel201009	4257075	4257326	+	0	NA	Intergenic	Intergenic	-2493	ID=HMEL030240g1.t1-E11;Parent=HMEL030240g1.t1								
1510	Hmel207015	184389	185258	+	0	NA	Intergenic	Intergenic	-6369	ID=HMEL037638g1.t1-E1;Parent=HMEL037638g1.t1								
48	Hmel201002	2324162	2324426	+	0	NA	Intergenic	Intergenic	-7831	ID=HMEL014985g1.t1-E2;Parent=HMEL014985g1.t1								
4491	Hmel218018	8563501	8564392	+	0	NA	Intergenic	Intergenic	-22910	ID=HMEL009229g1.t2-E1;Parent=HMEL009229g1.t2								
3641	Hmel215047	2341192	2341931	+	0	NA	Intergenic	Intergenic	11829	ID=HMEL032928g1.t1-E5;Parent=HMEL032928g1.t1								
3585	Hmel215044	250325	250501	+	0	NA	Intergenic	Intergenic	-6604	ID=HMEL032833g1.t1-E1;Parent=HMEL032833g1.t1								
3170	Hmel213062	434474	434638	+	0	NA	Intergenic	Intergenic	25393	ID=HMEL032111g1.t1-E1;Parent=HMEL032111g1.t1								
5288	Hmel213004	1067300	1067535	+	0	NA	Intergenic	Intergenic	-26941	ID=HMEL021864g1.t1-E1;Parent=HMEL021864g1.t1								
1988	Hmel210004	644239	645116	+	0	NA	Intergenic	Intergenic	-3232	ID=HMEL011084g1.t1-E1;Parent=HMEL011084g1.t1								
3923	Hmel217004	726262	726503	+	0	NA	Intergenic	Intergenic	14765	ID=HMEL033779g1.t1-E1;Parent=HMEL033779g1.t1								
4128	Hmel218003	969984	970208	+	0	NA	Intergenic	Intergenic	13527	ID=HMEL001000g1.t1-E1;Parent=HMEL001000g1.t1								
3730	Hmel216009	740664	741895	+	0	NA	Intergenic	Intergenic	-9879	ID=HMEL004850g2.t1-E1;Parent=HMEL004850g2.t1								
3135	Hmel213054	16696	16917	+	0	NA	Intergenic	Intergenic	-4883	ID=HMEL015622g1.t1-E1;Parent=HMEL015622g1.t1								
4356	Hmel218018	3952685	3952920	+	0	NA	Intergenic	Intergenic	-28103	ID=HMEL006056g1.t1-E1;Parent=HMEL006056g1.t1								
3665	Hmel216001	952594	953071	+	0	NA	promoter-TSS (ID=HMEL032993g1.t1-E4;Parent=HMEL032993g1.t1)	-promoter-TSS (ID=HMEL032993g1.t1-E4;Parent=HMEL032993g1.t1)	31	ID=HMEL032993g1.t1-E4;Parent=HMEL032993g1.t1								
4343	Hmel218018	3273812	3274090	+	0	NA	Intergenic	Intergenic	-8644	ID=HMEL014774g1.t1-E1;Parent=HMEL014774g1.t1								
4376	Hmel218018	4483967	4484931	+	0	NA	Intergenic	Intergenic	-11161	ID=HMEL015554g1.t1-E1;Parent=HMEL015554g1.t1								
4243	Hmel218013	37220	37536	+	0	NA	Intergenic	Intergenic	3971	ID=HMEL034338g1.t1-E7;Parent=HMEL034338g1.t1								
659	Hmel204001	899452	899608	+	0	NA	Intergenic	Intergenic	44744	ID=HMEL036322g1.t1-E2;Parent=HMEL036322g1.t1								
2774	Hmel212013	671361	672804	+	0	NA	Intergenic	Intergenic	-6632	ID=HMEL011957g2.t1-E2;Parent=HMEL011957g2.t1								
2763	Hmel212011	1555762	1557367	+	0	NA	Intergenic	Intergenic	1754	ID=HMEL012931g1.t1-E2;Parent=HMEL012931g1.t1								
1141	Hmel206009	3132572	3133024	+	0	NA	Intergenic	Intergenic	9907	ID=HMEL003218g1.t1-E1;Parent=HMEL003218g1.t1								
984	Hmel205020	836526	836707	+	0	NA	Intergenic	Intergenic	25062	ID=HMEL036806g1.t1-E2;Parent=HMEL036806g1.t1								
1155	Hmel206009	3665557	3665745	+	0	NA	promoter-TSS (ID=HMEL037064g1.t1-E1;Parent=HMEL037064g1.t1)	-promoter-TSS (ID=HMEL037064g1.t1-E1;Parent=HMEL037064g1.t1)	-666	ID=HMEL037064g1.t1-E1;Parent=HMEL037064g1.t1								
3372	Hmel214010	271465	271959	+	0	NA	TTS (ID=HMEL020644g1.t1-E6;Parent=HMEL020644g1.t1)	-TTS (ID=HMEL020644g1.t1-E6;Parent=HMEL020644g1.t1)	868	ID=HMEL020644g1.t1-E6;Parent=HMEL020644g1.t1								
1485	Hmel207011	251247	251383	+	0	NA	Intergenic	Intergenic	10749	ID=HMEL037558g1.t1-E4;Parent=HMEL037558g1.t1								
788	Hmel204036	291856	292057	+	0	NA	Intergenic	Intergenic	7961	ID=HMEL036560g1.t1-E2;Parent=HMEL036560g1.t1								
128	Hmel201007	1857098	1857697	+	0	NA	Intergenic	Intergenic	6877	ID=HMEL004330g1.t1-E9;Parent=HMEL004330g1.t1								
4797	Hmel219018	1042310	1042903	+	0	NA	Intergenic	Intergenic	-7045	ID=HMEL014576g1.t1-E1;Parent=HMEL014576g1.t1								
