PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_shared_D2up_eratoCoords.bed /home/rpapa/sbelleghem/share/REF/H_erato_dem/Herato_final.fasta -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_erato_demophoon_v1.gff3 -annStats development_D2_p05FC1_shared_D2up_eratoCoords_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
314	Herato1108	9546266	9546559	+	0	NA	Intergenic	Intergenic	12938	ID=evm.model.Herato1108.422-E5;Parent=evm.model.Herato1108.422								
801	Herato2001	2514544	2515227	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.70-E1;Parent=evm.model.Herato2001.70)	-promoter-TSS (ID=evm.model.Herato2001.70-E1;Parent=evm.model.Herato2001.70)	-926	ID=evm.model.Herato2001.70-E1;Parent=evm.model.Herato2001.70								
971	Herato0503	8718834	8719101	+	0	NA	Intergenic	Intergenic	-77995	ID=evm.model.Herato0503.333-E1;Parent=evm.model.Herato0503.333								
830	Herato2001	11940201	11940458	+	0	NA	promoter-TSS (ID=evm.model.Herato2001.456-E4;Parent=evm.model.Herato2001.456)	-promoter-TSS (ID=evm.model.Herato2001.456-E4;Parent=evm.model.Herato2001.456)	-442	ID=evm.model.Herato2001.456-E4;Parent=evm.model.Herato2001.456								
154	Herato0101	13151679	13153136	+	0	NA	Intergenic	Intergenic	11804	ID=evm.model.Herato0101.456-E1;Parent=evm.model.Herato0101.456								
754	Herato1904	5760718	5761067	+	0	NA	Intergenic	Intergenic	55504	ID=evm.model.Herato1904.210-E2;Parent=evm.model.Herato1904.210								
355	Herato1202	9416490	9416679	+	0	NA	Intergenic	Intergenic	3964	ID=evm.model.Herato1202.386-E2;Parent=evm.model.Herato1202.386								
847	Herato2101	3990035	3991170	+	0	NA	promoter-TSS (ID=evm.model.Herato2101.128-E3;Parent=evm.model.Herato2101.128)	-promoter-TSS (ID=evm.model.Herato2101.128-E3;Parent=evm.model.Herato2101.128)	-473	ID=evm.model.Herato2101.128.2-E3;Parent=evm.model.Herato2101.128.2								
747	Herato1904	4723149	4723516	+	0	NA	Intergenic	Intergenic	-1021	ID=evm.model.Herato1904.165-E1;Parent=evm.model.Herato1904.165								
553	Herato1603	1989614	1990184	+	0	NA	Intergenic	Intergenic	-26506	ID=evm.model.Herato1603.59-E1;Parent=evm.model.Herato1603.59								
159	Herato0821	390197	390633	+	0	NA	TTS (ID=evm.model.Herato0821.22-E1;Parent=evm.model.Herato0821.22)	-TTS (ID=evm.model.Herato0821.22-E1;Parent=evm.model.Herato0821.22)	952	ID=evm.model.Herato0821.22-E1;Parent=evm.model.Herato0821.22								
479	Herato1411	222188	222540	+	0	NA	TTS (ID=evm.model.Herato1411.1-E1;Parent=evm.model.Herato1411.1)	-TTS (ID=evm.model.Herato1411.1-E1;Parent=evm.model.Herato1411.1)	1941	ID=evm.model.Herato1411.1-E1;Parent=evm.model.Herato1411.1								
704	Herato1807	2562871	2563743	+	0	NA	Intergenic	Intergenic	13718	ID=evm.model.Herato1807.50.1-E3;Parent=evm.model.Herato1807.50.1								
326	Herato1108	11972867	11973564	+	0	NA	Intergenic	Intergenic	-10293	ID=evm.model.Herato1108.512-E2;Parent=evm.model.Herato1108.512								
555	Herato1603	2020452	2020636	+	0	NA	Intergenic	Intergenic	4139	ID=evm.model.Herato1603.59-E1;Parent=evm.model.Herato1603.59								
681	Herato1805	5085468	5086095	+	0	NA	Intergenic	Intergenic	-23289	ID=evm.model.Herato1805.129-E1;Parent=evm.model.Herato1805.129								
47	Herato0606	6928093	6930186	+	0	NA	Intergenic	Intergenic	-10228	ID=evm.model.Herato0606.237-E2;Parent=evm.model.Herato0606.237								
619	Herato1701	10206519	10206676	+	0	NA	Intergenic	Intergenic	35305	ID=evm.model.Herato1701.352.2-E11;Parent=evm.model.Herato1701.352.2								
37	Herato0606	4823157	4823557	+	0	NA	Intergenic	Intergenic	-67825	ID=evm.model.Herato0606.149.2-E1;Parent=evm.model.Herato0606.149.2								
335	Herato1202	1856156	1856398	+	0	NA	Intergenic	Intergenic	-26096	ID=evm.model.Herato1202.64-E1;Parent=evm.model.Herato1202.64								
855	Herato2101	11086177	11086667	+	0	NA	Intergenic	Intergenic	-3414	ID=evm.model.Herato2101.383-E3;Parent=evm.model.Herato2101.383								
270	Herato1005	4601541	4602115	+	0	NA	Intergenic	Intergenic	-18806	ID=evm.model.Herato1005.220-E1;Parent=evm.model.Herato1005.220								
698	Herato1807	1256054	1256353	+	0	NA	Intergenic	Intergenic	10527	ID=evm.model.Herato1807.24-E3;Parent=evm.model.Herato1807.24								
5	Herato0508	2310111	2310727	+	0	NA	Intergenic	Intergenic	72112	ID=evm.model.Herato0508.85-E3;Parent=evm.model.Herato0508.85								
195	Herato0901	5323334	5324081	+	0	NA	Intergenic	Intergenic	65334	ID=evm.model.Herato0901.145-E5;Parent=evm.model.Herato0901.145								
621	Herato1703	667208	668996	+	0	NA	promoter-TSS (ID=evm.model.Herato1703.5-E9;Parent=evm.model.Herato1703.5)	-promoter-TSS (ID=evm.model.Herato1703.5-E9;Parent=evm.model.Herato1703.5)	397	ID=evm.model.Herato1703.5-E8;Parent=evm.model.Herato1703.5								
538	Herato1601	4627388	4627738	+	0	NA	Intergenic	Intergenic	35326	ID=evm.model.Herato1601.97-E6;Parent=evm.model.Herato1601.97								
524	Herato1507	7577235	7577668	+	0	NA	Intergenic	Intergenic	4059	ID=evm.model.Herato1507.265-E2;Parent=evm.model.Herato1507.265								
554	Herato1603	1995430	1995705	+	0	NA	Intergenic	Intergenic	-20838	ID=evm.model.Herato1603.59-E1;Parent=evm.model.Herato1603.59								
680	Herato1805	4155467	4156032	+	0	NA	Intergenic	Intergenic	23803	ID=evm.model.Herato1805.107-E1;Parent=evm.model.Herato1805.107								
679	Herato1805	4049903	4050301	+	0	NA	Intergenic	Intergenic	-22875	ID=evm.model.Herato1805.106.1-E1;Parent=evm.model.Herato1805.106.1								
831	Herato2001	12476579	12476953	+	0	NA	Intergenic	Intergenic	32078	ID=evm.model.Herato2001.473-E3;Parent=evm.model.Herato2001.473								
552	Herato0209	1013909	1014158	+	0	NA	Intergenic	Intergenic	-4072	ID=evm.model.Herato0209.65-E1;Parent=evm.model.Herato0209.65								
521	Herato1507	6943829	6944023	+	0	NA	Intergenic	Intergenic	-49696	ID=evm.model.Herato1507.248-E1;Parent=evm.model.Herato1507.248								
598	Herato1701	4697149	4697641	+	0	NA	Intergenic	Intergenic	8428	ID=evm.model.Herato1701.108-E4;Parent=evm.model.Herato1701.108								
162	Herato0821	2055876	2056397	+	0	NA	promoter-TSS (ID=evm.model.Herato0821.83-E1;Parent=evm.model.Herato0821.83)	-promoter-TSS (ID=evm.model.Herato0821.83-E1;Parent=evm.model.Herato0821.83)	-256	ID=evm.model.Herato0821.83-E1;Parent=evm.model.Herato0821.83								
880	Herato0310	2081967	2082373	+	0	NA	Intergenic	Intergenic	7477	ID=evm.model.Herato0310.46.6-E1;Parent=evm.model.Herato0310.46.6								
780	Herato1908	1990841	1991224	+	0	NA	Intergenic	Intergenic	6523	ID=evm.model.Herato1908.67-E4;Parent=evm.model.Herato1908.67								
433	Herato1301	17332719	17334122	+	0	NA	Intergenic	Intergenic	16515	ID=evm.model.Herato1301.615-E1;Parent=evm.model.Herato1301.615								
647	Herato1801	3904267	3904451	+	0	NA	Intergenic	Intergenic	-3984	ID=evm.model.Herato1801.134-E1;Parent=evm.model.Herato1801.134								
74	Herato0701	3850797	3851414	+	0	NA	Intergenic	Intergenic	4265	ID=evm.model.Herato0701.183.1-E2;Parent=evm.model.Herato0701.183.1								
240	Herato1003	6104023	6104351	+	0	NA	Intergenic	Intergenic	5129	ID=evm.model.Herato1003.199.3-E4;Parent=evm.model.Herato1003.199.3								
334	Herato1202	1840197	1840395	+	0	NA	Intergenic	Intergenic	-35519	ID=evm.model.Herato1202.63.8-E1;Parent=evm.model.Herato1202.63.8								
890	Herato0310	6114625	6114975	+	0	NA	promoter-TSS (ID=evm.model.Herato0310.157-E6;Parent=evm.model.Herato0310.157)	-promoter-TSS (ID=evm.model.Herato0310.157-E6;Parent=evm.model.Herato0310.157)	179	ID=evm.model.Herato0310.157-E5;Parent=evm.model.Herato0310.157								
786	Herato1910	3779943	3780265	+	0	NA	Intergenic	Intergenic	-7099	ID=evm.model.Herato1910.174-E4;Parent=evm.model.Herato1910.174								
440	Herato1301	18178630	18179653	+	0	NA	Intergenic	Intergenic	-4844	ID=evm.model.Herato1301.629-E5;Parent=evm.model.Herato1301.629								
740	Herato1904	2698140	2698488	+	0	NA	Intergenic	Intergenic	-23065	ID=evm.model.Herato1904.88-E1;Parent=evm.model.Herato1904.88								
230	Herato1001	3587171	3587678	+	0	NA	Intergenic	Intergenic	-4244	ID=evm.model.Herato1001.118.1-E3;Parent=evm.model.Herato1001.118.1								
115	Herato0701	14507454	14507781	+	0	NA	Intergenic	Intergenic	-11455	ID=evm.model.Herato0701.664-E1;Parent=evm.model.Herato0701.664								
299	Herato1108	4020852	4021289	+	0	NA	Intergenic	Intergenic	4805	ID=evm.model.Herato1108.153.1-E12;Parent=evm.model.Herato1108.153.1								
377	Herato1202	17319842	17320393	+	0	NA	Intergenic	Intergenic	-12368	ID=evm.model.Herato1202.712-E1;Parent=evm.model.Herato1202.712								
103	Herato0101	11148431	11149013	+	0	NA	Intergenic	Intergenic	15480	ID=evm.model.Herato0101.318-E19;Parent=evm.model.Herato0101.318								
922	Herato0411	4677496	4677993	+	0	NA	Intergenic	Intergenic	124806	ID=evm.model.Herato0411.102-E3;Parent=evm.model.Herato0411.102								
602	Herato1701	5291299	5291797	+	0	NA	Intergenic	Intergenic	-2186	ID=evm.model.Herato1701.139-E1;Parent=evm.model.Herato1701.139								
201	Herato0901	7263596	7265331	+	0	NA	Intergenic	Intergenic	-6190	ID=evm.model.Herato0901.241-E4;Parent=evm.model.Herato0901.241								
871	Herato0310	258729	259322	+	0	NA	Intergenic	Intergenic	-3041	ID=evm.model.Herato0310.4-E12;Parent=evm.model.Herato0310.4								
841	Herato2001	14519426	14520679	+	0	NA	Intergenic	Intergenic	79511	ID=evm.model.Herato2001.569-E2;Parent=evm.model.Herato2001.569								
423	Herato1301	13818539	13819054	+	0	NA	Intergenic	Intergenic	5702	ID=evm.model.Herato1301.530-E1;Parent=evm.model.Herato1301.530								
719	Herato1901	1026338	1026639	+	0	NA	Intergenic	Intergenic	-7198	ID=evm.model.Herato1901.26-E1;Parent=evm.model.Herato1901.26								
612	Herato1701	7439226	7439392	+	0	NA	Intergenic	Intergenic	-29453	ID=evm.model.Herato1701.219.1-E1;Parent=evm.model.Herato1701.219.1								
902	Herato0401	1000011	1000569	+	0	NA	Intergenic	Intergenic	5869	ID=evm.model.Herato0401.17-E2;Parent=evm.model.Herato0401.17								
936	Herato0503	915825	917157	+	0	NA	exon (ID=evm.model.Herato0503.28-E12;Parent=evm.model.Herato0503.28, exon 1 of 1)	-exon (ID=evm.model.Herato0503.28-E12;Parent=evm.model.Herato0503.28, exon 1 of 1)	379	ID=evm.model.Herato0503.28.1-E12;Parent=evm.model.Herato0503.28.1								
827	Herato2001	11534673	11535030	+	0	NA	Intergenic	Intergenic	-12768	ID=evm.model.Herato2001.440-E1;Parent=evm.model.Herato2001.440								
91	Herato0701	8640963	8641172	+	0	NA	Intergenic	Intergenic	108834	ID=evm.model.Herato0701.374.1-E2;Parent=evm.model.Herato0701.374.1								
266	Herato1005	3413967	3414577	+	0	NA	Intergenic	Intergenic	-3689	ID=evm.model.Herato1005.171-E1;Parent=evm.model.Herato1005.171								
701	Herato1807	2113343	2113508	+	0	NA	Intergenic	Intergenic	-2665	ID=evm.model.Herato1807.40-E4;Parent=evm.model.Herato1807.40								
467	Herato1408	2571716	2572113	+	0	NA	Intergenic	Intergenic	-3688	ID=evm.model.Herato1408.71-E2;Parent=evm.model.Herato1408.71								
820	Herato2001	9561773	9562193	+	0	NA	Intergenic	Intergenic	32294	ID=evm.model.Herato2001.386-E23;Parent=evm.model.Herato2001.386								
174	Herato0901	817950	818281	+	0	NA	Intergenic	Intergenic	-10493	ID=evm.model.Herato0901.36.4-E6;Parent=evm.model.Herato0901.36.4								
474	Herato1408	4228595	4228851	+	0	NA	Intergenic	Intergenic	6690	ID=evm.model.Herato1408.153.4-E2;Parent=evm.model.Herato1408.153.4								
481	Herato1411	701824	702095	+	0	NA	promoter-TSS (ID=evm.model.Herato1411.20-E3;Parent=evm.model.Herato1411.20)	-promoter-TSS (ID=evm.model.Herato1411.20-E3;Parent=evm.model.Herato1411.20)	-736	ID=evm.model.Herato1411.20-E3;Parent=evm.model.Herato1411.20								
867	Herato0301	4648886	4649141	+	0	NA	Intergenic	Intergenic	6908	ID=evm.model.Herato0301.114-E3;Parent=evm.model.Herato0301.114								
214	Herato0101	14702693	14702929	+	0	NA	Intergenic	Intergenic	-24261	ID=evm.model.Herato0101.526-E1;Parent=evm.model.Herato0101.526								
422	Herato1301	13803475	13804086	+	0	NA	Intergenic	Intergenic	20718	ID=evm.model.Herato1301.530-E1;Parent=evm.model.Herato1301.530								
564	Herato1603	3467114	3468057	+	0	NA	Intergenic	Intergenic	-20618	ID=evm.model.Herato1603.91-E1;Parent=evm.model.Herato1603.91								
905	Herato0101	5577709	5577942	+	0	NA	Intergenic	Intergenic	-2148	ID=evm.model.Herato0101.152-E1;Parent=evm.model.Herato0101.152								
817	Herato2001	9152233	9152456	+	0	NA	Intergenic	Intergenic	-60371	ID=evm.model.Herato2001.384-E1;Parent=evm.model.Herato2001.384								
563	Herato1603	3402067	3402343	+	0	NA	Intergenic	Intergenic	9157	ID=evm.model.Herato1603.89-E5;Parent=evm.model.Herato1603.89								
97	Herato0101	11055110	11055546	+	0	NA	Intergenic	Intergenic	-1357	ID=evm.model.Herato0101.317-E1;Parent=evm.model.Herato0101.317								
731	Herato1901	3025237	3026141	+	0	NA	Intergenic	Intergenic	-4263	ID=evm.model.Herato1901.101-E1;Parent=evm.model.Herato1901.101								
41	Herato0606	5585024	5585368	+	0	NA	Intergenic	Intergenic	2473	ID=evm.model.Herato0606.187-E1;Parent=evm.model.Herato0606.187								
668	Herato1805	2457665	2457848	+	0	NA	Intergenic	Intergenic	-147680	ID=evm.model.Herato1805.85-E1;Parent=evm.model.Herato1805.85								
52	Herato0606	10950927	10951114	+	0	NA	Intergenic	Intergenic	-2654	ID=evm.model.Herato0606.367.1-E1;Parent=evm.model.Herato0606.367.1								
750	Herato1904	4799788	4800169	+	0	NA	Intergenic	Intergenic	37975	ID=evm.model.Herato1904.167-E5;Parent=evm.model.Herato1904.167								
688	Herato0214	164586	164921	+	0	NA	Intergenic	Intergenic	10373	ID=evm.model.Herato0214.18-E10;Parent=evm.model.Herato0214.18								
657	Herato1805	932002	932810	+	0	NA	Intergenic	Intergenic	44905	ID=evm.model.Herato1805.55-E5;Parent=evm.model.Herato1805.55								
302	Herato1108	4715989	4716412	+	0	NA	Intergenic	Intergenic	-5394	ID=evm.model.Herato1108.182.1-E1;Parent=evm.model.Herato1108.182.1								
774	Herato1908	302025	302423	+	0	NA	Intergenic	Intergenic	-6679	ID=evm.model.Herato1908.15.2-E2;Parent=evm.model.Herato1908.15.2								
229	Herato1001	3568140	3568756	+	0	NA	TTS (ID=evm.model.Herato1001.118-E7;Parent=evm.model.Herato1001.118)	-TTS (ID=evm.model.Herato1001.118-E7;Parent=evm.model.Herato1001.118)	112	ID=evm.model.Herato1001.118-E7;Parent=evm.model.Herato1001.118								
866	Herato0301	4646202	4646353	+	0	NA	Intergenic	Intergenic	9644	ID=evm.model.Herato0301.114-E3;Parent=evm.model.Herato0301.114								
768	Herato1906	1146263	1146396	+	0	NA	Intergenic	Intergenic	-4868	ID=evm.model.Herato1906.30-E1;Parent=evm.model.Herato1906.30								
910	Herato0411	982367	982695	+	0	NA	Intergenic	Intergenic	-15141	ID=evm.model.Herato0411.16-E2;Parent=evm.model.Herato0411.16								
693	Herato1805	10078827	10080300	+	0	NA	Intergenic	Intergenic	-85773	ID=evm.model.Herato1805.292-E1;Parent=evm.model.Herato1805.292								
673	Herato1805	3154617	3154964	+	0	NA	Intergenic	Intergenic	33175	ID=evm.model.Herato1805.89-E1;Parent=evm.model.Herato1805.89								
503	Herato1505	262535	262737	+	0	NA	Intergenic	Intergenic	2686	ID=evm.model.Herato1505.160-E2;Parent=evm.model.Herato1505.160								
770	Herato0215	1398907	1399299	+	0	NA	Intergenic	Intergenic	-15683	ID=evm.model.Herato0215.46-E1;Parent=evm.model.Herato0215.46								
593	Herato1701	3697309	3698093	+	0	NA	Intergenic	Intergenic	-13709	ID=evm.model.Herato1701.89-E1;Parent=evm.model.Herato1701.89								
68	Herato0701	2978189	2978655	+	0	NA	promoter-TSS (ID=evm.model.Herato0701.163-E20;Parent=evm.model.Herato0701.163)	-promoter-TSS (ID=evm.model.Herato0701.163-E20;Parent=evm.model.Herato0701.163)	-635	ID=evm.model.Herato0701.163-E20;Parent=evm.model.Herato0701.163								
188	Herato0901	3803346	3803546	+	0	NA	Intergenic	Intergenic	2241	ID=evm.model.Herato0901.93-E1;Parent=evm.model.Herato0901.93								
315	Herato1108	9581389	9581722	+	0	NA	Intergenic	Intergenic	6803	ID=evm.model.Herato1108.423-E12;Parent=evm.model.Herato1108.423								
402	Herato1301	4180960	4181188	+	0	NA	Intergenic	Intergenic	-4498	ID=evm.model.Herato1301.115-E6;Parent=evm.model.Herato1301.115								
641	Herato1801	2791755	2791987	+	0	NA	Intergenic	Intergenic	-41094	ID=evm.model.Herato1801.96-E1;Parent=evm.model.Herato1801.96								
893	Herato0310	7695371	7696961	+	0	NA	Intergenic	Intergenic	-3577	ID=evm.model.Herato0310.199-E1;Parent=evm.model.Herato0310.199								
338	Herato1202	3158014	3158243	+	0	NA	Intergenic	Intergenic	-1381	ID=evm.model.Herato1202.110-E5;Parent=evm.model.Herato1202.110								
838	Herato2001	14240981	14241245	+	0	NA	Intergenic	Intergenic	-10360	ID=evm.model.Herato2001.562.3-E3;Parent=evm.model.Herato2001.562.3								
761	Herato0101	305934	306806	+	0	NA	Intergenic	Intergenic	-42861	ID=evm.model.Herato0101.10-E1;Parent=evm.model.Herato0101.10								
576	Herato1605	795049	795468	+	0	NA	TTS (ID=evm.model.Herato1605.170-E3;Parent=evm.model.Herato1605.170)	-TTS (ID=evm.model.Herato1605.170-E3;Parent=evm.model.Herato1605.170)	160	ID=evm.model.Herato1605.170-E3;Parent=evm.model.Herato1605.170								
616	Herato1701	8347146	8347839	+	0	NA	Intergenic	Intergenic	-10411	ID=evm.model.Herato1701.254-E1;Parent=evm.model.Herato1701.254								
222	Herato1001	799872	800392	+	0	NA	Intergenic	Intergenic	1847	ID=evm.model.Herato1001.39.1-E4;Parent=evm.model.Herato1001.39.1								
640	Herato1801	2761778	2762398	+	0	NA	Intergenic	Intergenic	-11311	ID=evm.model.Herato1801.96-E1;Parent=evm.model.Herato1801.96								
25	Herato0606	3079428	3079642	+	0	NA	Intergenic	Intergenic	-1434	ID=evm.model.Herato0606.99-E1;Parent=evm.model.Herato0606.99								
738	Herato1904	1641436	1641715	+	0	NA	Intergenic	Intergenic	-13810	ID=evm.model.Herato1904.60-E2;Parent=evm.model.Herato1904.60								
870	Herato0101	4160187	4160581	+	0	NA	promoter-TSS (ID=evm.model.Herato0101.121-E2;Parent=evm.model.Herato0101.121)	-promoter-TSS (ID=evm.model.Herato0101.121-E2;Parent=evm.model.Herato0101.121)	-442	ID=evm.model.Herato0101.121-E2;Parent=evm.model.Herato0101.121								
804	Herato2001	4004441	4004845	+	0	NA	Intergenic	Intergenic	-5917	ID=evm.model.Herato2001.131-E12;Parent=evm.model.Herato2001.131								
83	Herato0101	1058140	1058629	+	0	NA	Intergenic	Intergenic	-2058	ID=evm.model.Herato0101.19-E8;Parent=evm.model.Herato0101.19								
484	Herato1411	747530	748159	+	0	NA	TTS (ID=evm.model.Herato1411.20-E1;Parent=evm.model.Herato1411.20)	-TTS (ID=evm.model.Herato1411.20-E1;Parent=evm.model.Herato1411.20)	1069	ID=evm.model.Herato1411.20-E1;Parent=evm.model.Herato1411.20								
305	Herato0101	18081414	18081879	+	0	NA	Intergenic	Intergenic	-49989	ID=evm.model.Herato0101.719-E1;Parent=evm.model.Herato0101.719								
896	Herato0310	8336073	8336299	+	0	NA	TTS (ID=evm.model.Herato0310.224-E1;Parent=evm.model.Herato0310.224)	-TTS (ID=evm.model.Herato0310.224-E1;Parent=evm.model.Herato0310.224)	125	ID=evm.model.Herato0310.224-E1;Parent=evm.model.Herato0310.224								
928	Herato0418	64578	65170	+	0	NA	NA	NA	NA	NA								
623	Herato1703	689393	690035	+	0	NA	exon (ID=evm.model.Herato1703.6-E2;Parent=evm.model.Herato1703.6, exon 1 of 1)	-exon (ID=evm.model.Herato1703.6-E2;Parent=evm.model.Herato1703.6, exon 1 of 1)	218	ID=evm.model.Herato1703.6.1-E2;Parent=evm.model.Herato1703.6.1								
544	Herato1601	5027322	5027567	+	0	NA	Intergenic	Intergenic	-6855	ID=evm.model.Herato1601.107-E2;Parent=evm.model.Herato1601.107								
962	Herato0101	7516415	7517436	+	0	NA	exon (ID=evm.model.Herato0101.231-E1;Parent=evm.model.Herato0101.231, exon 1 of 1)	-exon (ID=evm.model.Herato0101.231-E1;Parent=evm.model.Herato0101.231, exon 1 of 1)	324	ID=evm.model.Herato0101.231-E1;Parent=evm.model.Herato0101.231								
217	Herato0901	11907580	11908141	+	0	NA	Intergenic	Intergenic	6417	ID=evm.model.Herato0901.366-E5;Parent=evm.model.Herato0901.366								
328	Herato1108	11974923	11975184	+	0	NA	Intergenic	Intergenic	-8455	ID=evm.model.Herato1108.512-E2;Parent=evm.model.Herato1108.512								
755	Herato1904	5847121	5847420	+	0	NA	Intergenic	Intergenic	17158	ID=evm.model.Herato1904.211-E1;Parent=evm.model.Herato1904.211								
239	Herato1003	5017350	5017487	+	0	NA	TTS (ID=evm.model.Herato1003.156-E2;Parent=evm.model.Herato1003.156)	-TTS (ID=evm.model.Herato1003.156-E2;Parent=evm.model.Herato1003.156)	694	ID=evm.model.Herato1003.156-E2;Parent=evm.model.Herato1003.156								
777	Herato1908	924135	924667	+	0	NA	Intergenic	Intergenic	-8384	ID=evm.model.Herato1908.29-E6;Parent=evm.model.Herato1908.29								
122	Herato0701	16260745	16261070	+	0	NA	Intergenic	Intergenic	68018	ID=evm.model.Herato0701.699-E5;Parent=evm.model.Herato0701.699								
143	Herato0801	4749210	4749685	+	0	NA	Intergenic	Intergenic	1206	ID=evm.model.Herato0801.104-E2;Parent=evm.model.Herato0801.104								
878	Herato0310	2023192	2023516	+	0	NA	Intergenic	Intergenic	10177	ID=evm.model.Herato0310.45-E8;Parent=evm.model.Herato0310.45								
628	Herato0101	2897219	2897604	+	0	NA	TTS (ID=evm.model.Herato0101.93-E1;Parent=evm.model.Herato0101.93)	-TTS (ID=evm.model.Herato0101.93-E1;Parent=evm.model.Herato0101.93)	949	ID=evm.model.Herato0101.93-E1;Parent=evm.model.Herato0101.93								
158	Herato0821	327350	327644	+	0	NA	Intergenic	Intergenic	-21215	ID=evm.model.Herato0821.20-E1;Parent=evm.model.Herato0821.20								
269	Herato0101	16643346	16643654	+	0	NA	Intergenic	Intergenic	119920	ID=evm.model.Herato0101.644.1.1-E9;Parent=evm.model.Herato0101.644.1.1								
281	Herato1007	1729720	1729972	+	0	NA	Intergenic	Intergenic	3883	ID=evm.model.Herato1007.76-E1;Parent=evm.model.Herato1007.76								
464	Herato1408	678620	679248	+	0	NA	Intergenic	Intergenic	-3072	ID=evm.model.Herato1408.27-E1;Parent=evm.model.Herato1408.27								
363	Herato1202	14094468	14094745	+	0	NA	Intergenic	Intergenic	-12698	ID=evm.model.Herato1202.535-E1;Parent=evm.model.Herato1202.535								
46	Herato0606	6852174	6852874	+	0	NA	Intergenic	Intergenic	7738	ID=evm.model.Herato0606.236-E3;Parent=evm.model.Herato0606.236								
733	Herato1904	668123	668558	+	0	NA	Intergenic	Intergenic	11003	ID=evm.model.Herato1904.22-E1;Parent=evm.model.Herato1904.22								
6	Herato0601	808470	808830	+	0	NA	Intergenic	Intergenic	-12109	ID=evm.model.Herato0601.9-E1;Parent=evm.model.Herato0601.9								
562	Herato1603	3393429	3393669	+	0	NA	Intergenic	Intergenic	17813	ID=evm.model.Herato1603.89-E5;Parent=evm.model.Herato1603.89								
630	Herato1705	1144659	1145234	+	0	NA	Intergenic	Intergenic	-38243	ID=evm.model.Herato1705.13-E1;Parent=evm.model.Herato1705.13								
36	Herato0606	4798940	4799660	+	0	NA	Intergenic	Intergenic	-91882	ID=evm.model.Herato0606.149.2-E1;Parent=evm.model.Herato0606.149.2								
518	Herato1507	4824432	4824826	+	0	NA	promoter-TSS (ID=evm.model.Herato1507.163-E3;Parent=evm.model.Herato1507.163)	-promoter-TSS (ID=evm.model.Herato1507.163-E3;Parent=evm.model.Herato1507.163)	-311	ID=evm.model.Herato1507.163-E3;Parent=evm.model.Herato1507.163								
183	Herato0901	1789695	1790029	+	0	NA	Intergenic	Intergenic	-34687	ID=evm.model.Herato0901.62-E1;Parent=evm.model.Herato0901.62								
497	Herato1411	5855708	5857222	+	0	NA	exon (ID=evm.model.Herato1411.211.8-E1;Parent=evm.model.Herato1411.211.8, exon 1 of 1)	-exon (ID=evm.model.Herato1411.211.8-E1;Parent=evm.model.Herato1411.211.8, exon 1 of 1)	351	ID=evm.model.Herato1411.211.8-E1;Parent=evm.model.Herato1411.211.8								
748	Herato1904	4759694	4759870	+	0	NA	Intergenic	Intergenic	-8972	ID=evm.model.Herato1904.162-E1;Parent=evm.model.Herato1904.162								
472	Herato1408	3011746	3012545	+	0	NA	Intergenic	Intergenic	-10860	ID=evm.model.Herato1408.90-E1;Parent=evm.model.Herato1408.90								
362	Herato1202	13001505	13001733	+	0	NA	Intergenic	Intergenic	26398	ID=evm.model.Herato1202.478_evm.model.Herato1202.479-E1;Parent=evm.model.Herato1202.478_evm.model.Herato1202.479								
439	Herato1301	18143907	18144246	+	0	NA	Intergenic	Intergenic	-3993	ID=evm.model.Herato1301.628-E3;Parent=evm.model.Herato1301.628								
317	Herato1108	10008454	10008636	+	0	NA	Intergenic	Intergenic	6916	ID=evm.model.Herato1108.448.1-E6;Parent=evm.model.Herato1108.448.1								
608	Herato1701	6480300	6480772	+	0	NA	Intergenic	Intergenic	-2133	ID=evm.model.Herato1701.184-E1;Parent=evm.model.Herato1701.184								
711	Herato1807	3937846	3938278	+	0	NA	Intergenic	Intergenic	3608	ID=evm.model.Herato1807.83-E1;Parent=evm.model.Herato1807.83								
132	Herato0801	114869	115182	+	0	NA	Intergenic	Intergenic	23204	ID=evm.model.Herato0801.5-E4;Parent=evm.model.Herato0801.5								
169	Herato0821	3409038	3409664	+	0	NA	Intergenic	Intergenic	60230	ID=novel_model_96-E1;Parent=novel_model_96								
411	Herato1301	6624526	6625959	+	0	NA	promoter-TSS (ID=evm.model.Herato1301.241-E5;Parent=evm.model.Herato1301.241)	-promoter-TSS (ID=evm.model.Herato1301.241-E5;Parent=evm.model.Herato1301.241)	388	ID=evm.model.Herato1301.241-E4;Parent=evm.model.Herato1301.241								
705	Herato1807	2580591	2581260	+	0	NA	Intergenic	Intergenic	-30568	ID=evm.model.Herato1807.50.1-E4;Parent=evm.model.Herato1807.50.1								
478	Herato0204	1355979	1356579	+	0	NA	Intergenic	Intergenic	-9991	ID=evm.model.Herato0204.42.1-E2;Parent=evm.model.Herato0204.42.1								
