PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_melpUnique_D2down.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_melpUnique_D2down_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1975	Hmel217004	3204919	3205115	+	0	NA	Intergenic	Intergenic	-4188	ID=HMEL033830g1.t1-E1;Parent=HMEL033830g1.t1								
2910	Hmel211006	35493	36489	+	0	NA	Intergenic	Intergenic	17547	ID=HMEL002839g1.t1-E3;Parent=HMEL002839g1.t1								
1973	Hmel217004	3056366	3057214	+	0	NA	Intergenic	Intergenic	-16973	ID=HMEL005244g1.t1-E1;Parent=HMEL005244g1.t1								
1991	Hmel217014	478399	479175	+	0	NA	promoter-TSS (ID=HMEL033910g1.t1-E3;Parent=HMEL033910g1.t1)	-promoter-TSS (ID=HMEL033910g1.t1-E3;Parent=HMEL033910g1.t1)	-700	ID=HMEL033910g1.t1-E3;Parent=HMEL033910g1.t1								
927	Hmel210004	1734950	1735307	+	0	NA	Intergenic	Intergenic	-3799	ID=HMEL002901-RA-E1;Parent=HMEL002901-RA								
301	Hmel203069	581112	581463	+	0	NA	Intergenic	Intergenic	2236	ID=HMEL010391g1.t1-E1;Parent=HMEL010391g1.t1								
2302	Hmel219016	117531	117833	+	0	NA	promoter-TSS (ID=HMEL020237g5.t1-E1;Parent=HMEL020237g5.t1)	-promoter-TSS (ID=HMEL020237g5.t1-E1;Parent=HMEL020237g5.t1)	-926	ID=HMEL020237g5.t1-E1;Parent=HMEL020237g5.t1								
51	Hmel201007	714988	715207	+	0	NA	Intergenic	Intergenic	-1223	ID=HMEL014527g1.t1-E1;Parent=HMEL014527g1.t1								
1758	Hmel215008	200534	200909	+	0	NA	promoter-TSS (ID=HMEL013484g1.t1-E3;Parent=HMEL013484g1.t1)	-promoter-TSS (ID=HMEL013484g1.t1-E3;Parent=HMEL013484g1.t1)	176	ID=HMEL013484g1.t1-E2;Parent=HMEL013484g1.t1								
1822	Hmel216001	869585	871023	+	0	NA	Intergenic	Intergenic	-1690	ID=HMEL032990g1.t1-E8;Parent=HMEL032990g1.t1								
456	Hmel205022	178323	178942	+	0	NA	Intergenic	Intergenic	-10000	ID=HMEL036814g1.t1-E1;Parent=HMEL036814g1.t1								
2745	Hmel221015	313656	313942	+	0	NA	Intergenic	Intergenic	1446	ID=HMEL035652g1.t1-E2;Parent=HMEL035652g1.t1								
652	Hmel207008	56475	56822	+	0	NA	Intergenic	Intergenic	34081	ID=HmGr15_1-E3;Parent=HmGr15_1								
1033	Hmel210011	1241637	1242129	+	0	NA	TTS (ID=HMEL030849g1.t1-E3;Parent=HMEL030849g1.t1)	-TTS (ID=HMEL030849g1.t1-E3;Parent=HMEL030849g1.t1)	1010	ID=HMEL030849g1.t1-E3;Parent=HMEL030849g1.t1								
2736	Hmel221015	5754	6036	+	0	NA	Intergenic	Intergenic	2547	ID=HMEL035644g1.t1-E2;Parent=HMEL035644g1.t1								
2400	Hmel220005	4954624	4955387	+	0	NA	Intergenic	Intergenic	-5329	ID=HMEL035221g1.t1-E1;Parent=HMEL035221g1.t1								
2258	Hmel219003	6982610	6982866	+	0	NA	Intergenic	Intergenic	15335	ID=HMEL005995g1.t1-E1;Parent=HMEL005995g1.t1								
2034	Hmel218003	174801	175114	+	0	NA	TTS (ID=HMEL034201g1.t1-E3;Parent=HMEL034201g1.t1)	-TTS (ID=HMEL034201g1.t1-E3;Parent=HMEL034201g1.t1)	383	ID=HMEL034201g1.t1-E3;Parent=HMEL034201g1.t1								
1539	Hmel213035	228990	229532	+	0	NA	Intergenic	Intergenic	-4841	ID=HMEL018021g1.t1-E1;Parent=HMEL018021g1.t1								
2029	Hmel217020	2687975	2688800	+	0	NA	Intergenic	Intergenic	-1083	ID=HMEL006475g1.t1-E3;Parent=HMEL006475g1.t1								
796	Hmel208046	268617	269388	+	0	NA	Intergenic	Intergenic	-2971	ID=HMEL038102g1.t1-E1;Parent=HMEL038102g1.t1								
2349	Hmel220004	22845	24097	+	0	NA	promoter-TSS (ID=HMEL035036g1.t1-E2;Parent=HMEL035036g1.t1)	-promoter-TSS (ID=HMEL035036g1.t1-E2;Parent=HMEL035036g1.t1)	-44	ID=HMEL035036g1.t1-E2;Parent=HMEL035036g1.t1								
366	Hmel205001	228132	228445	+	0	NA	Intergenic	Intergenic	14921	ID=HMEL010293g1.t1-E2;Parent=HMEL010293g1.t1								
844	Hmel209006	381560	381925	+	0	NA	Intergenic	Intergenic	-7197	ID=HMEL030348g1.t1-E1;Parent=HMEL030348g1.t1								
1541	Hmel213035	297212	297736	+	0	NA	Intergenic	Intergenic	-4223	ID=HMEL031993g1.t1-E8;Parent=HMEL031993g1.t1								
2723	Hmel221012	3158561	3159453	+	0	NA	Intergenic	Intergenic	3156	ID=HMEL035625g1.t1-E1;Parent=HMEL035625g1.t1								
272	Hmel203045	401237	401592	+	0	NA	promoter-TSS (ID=HMEL036071g1.t1-E4;Parent=HMEL036071g1.t1)	-promoter-TSS (ID=HMEL036071g1.t1-E4;Parent=HMEL036071g1.t1)	-992	ID=HMEL036071g1.t1-E4;Parent=HMEL036071g1.t1								
2343	Hmel220003	1766858	1767189	+	0	NA	Intergenic	Intergenic	2782	ID=HMEL017045g1.t1-E2;Parent=HMEL017045g1.t1								
775	Hmel208021	511334	511581	+	0	NA	Intergenic	Intergenic	-2225	ID=HMEL037959g1.t1-E2;Parent=HMEL037959g1.t1								
2518	Hmel221001	2071391	2071703	+	0	NA	Intergenic	Intergenic	2382	ID=HMEL007285g1.t1-E2;Parent=HMEL007285g1.t1								
2108	Hmel218015	14228	15407	+	0	NA	Intergenic	Intergenic	-27439	ID=HMEL034345g1.t1-E1;Parent=HMEL034345g1.t1								
20	Hmel201002	1969412	1969975	+	0	NA	Intergenic	Intergenic	31182	ID=HMEL002970g1.t1-E3;Parent=HMEL002970g1.t1								
2376	Hmel220005	1789841	1790040	+	0	NA	Intergenic	Intergenic	-3169	ID=HMEL035107g1.t1-E1;Parent=HMEL035107g1.t1								
888	Hmel209007	2669569	2669974	+	0	NA	promoter-TSS (ID=HMEL008858g1.t1-E2;Parent=HMEL008858g1.t1)	-promoter-TSS (ID=HMEL008858g1.t1-E2;Parent=HMEL008858g1.t1)	-652	ID=HMEL008858g1.t1-E2;Parent=HMEL008858g1.t1								
1983	Hmel217004	3793439	3794314	+	0	NA	promoter-TSS (ID=HMEL018043g1.t1-E1;Parent=HMEL018043g1.t1)	-promoter-TSS (ID=HMEL018043g1.t1-E1;Parent=HMEL018043g1.t1)	-320	ID=HMEL018043g1.t1-E1;Parent=HMEL018043g1.t1								
1011	Hmel210010	212447	212688	+	0	NA	promoter-TSS (ID=HMEL012513g1.t1-E3;Parent=HMEL012513g1.t1)	-promoter-TSS (ID=HMEL012513g1.t1-E3;Parent=HMEL012513g1.t1)	-139	ID=HMEL012513g1.t1-E3;Parent=HMEL012513g1.t1								
1754	Hmel215006	1857328	1857553	+	0	NA	Intergenic	Intergenic	1556	ID=HMEL032691g1.t1-E4;Parent=HMEL032691g1.t1								
1627	Hmel213065	629478	629670	+	0	NA	Intergenic	Intergenic	-7524	ID=HMEL032151g1.t1-E1;Parent=HMEL032151g1.t1								
1161	Hmel211004	851107	851304	+	0	NA	Intergenic	Intergenic	-1779	ID=HMEL031040g1.t1-E1;Parent=HMEL031040g1.t1								
468	Hmel205022	712718	713427	+	0	NA	Intergenic	Intergenic	2199	ID=HMEL013779g1.t1-E1;Parent=HMEL013779g1.t1								
2093	Hmel218007	430220	430675	+	0	NA	Intergenic	Intergenic	-2043	ID=HMEL006505g1.t1-E1;Parent=HMEL006505g1.t1								
1019	Hmel210010	322288	323226	+	0	NA	Intergenic	Intergenic	-4535	ID=HMEL030825g1.t1-E1;Parent=HMEL030825g1.t1								
700	Hmel207021	153701	154259	+	0	NA	Intergenic	Intergenic	-55356	ID=HMEL009804g1.t1-E1;Parent=HMEL009804g1.t1								
1927	Hmel217001	987404	987543	+	0	NA	Intergenic	Intergenic	-21633	ID=HMEL033715g1.t1-E1;Parent=HMEL033715g1.t1								
78	Hmel201009	2987953	2988587	+	0	NA	TTS (ID=HMEL017200g1.t1-E2;Parent=HMEL017200g1.t1)	-TTS (ID=HMEL017200g1.t1-E2;Parent=HMEL017200g1.t1)	937	ID=HMEL017200g1.t1-E2;Parent=HMEL017200g1.t1								
2853	Hmel221044	287432	288332	+	0	NA	promoter-TSS (ID=HMEL035796g1.t1-E4;Parent=HMEL035796g1.t1)	-promoter-TSS (ID=HMEL035796g1.t1-E4;Parent=HMEL035796g1.t1)	-371	ID=HMEL035796g1.t1-E4;Parent=HMEL035796g1.t1								
1380	Hmel212006	277480	279062	+	0	NA	Intergenic	Intergenic	-3324	ID=HMEL002726g1.t2-E1;Parent=HMEL002726g1.t2								
990	Hmel210005	832614	832859	+	0	NA	promoter-TSS (ID=HMEL008542g3.t1-E1;Parent=HMEL008542g3.t1)	-promoter-TSS (ID=HMEL008542g3.t1-E1;Parent=HMEL008542g3.t1)	-823	ID=HMEL030771g1.t1-E1;Parent=HMEL030771g1.t1								
413	Hmel205012	882851	883807	+	0	NA	Intergenic	Intergenic	7671	ID=HMEL036670g1.t1-E1;Parent=HMEL036670g1.t1								
294	Hmel203067	658752	659526	+	0	NA	Intergenic	Intergenic	-9224	ID=HMEL036145g1.t1-E1;Parent=HMEL036145g1.t1								
2316	Hmel219018	1607552	1608131	+	0	NA	Intergenic	Intergenic	-2106	ID=HMEL034918g1.t1-E1;Parent=HMEL034918g1.t1								
2218	Hmel219003	1886331	1886650	+	0	NA	Intergenic	Intergenic	-3810	ID=HMEL010666g2.t1-E1;Parent=HMEL010666g2.t1								
1614	Hmel213062	976059	976225	+	0	NA	promoter-TSS (ID=HMEL032123g1.t1-E4;Parent=HMEL032123g1.t1)	-promoter-TSS (ID=HMEL032123g1.t1-E4;Parent=HMEL032123g1.t1)	-477	ID=HMEL032123g1.t1-E4;Parent=HMEL032123g1.t1								
1442	Hmel212013	3206309	3206501	+	0	NA	Intergenic	Intergenic	15671	ID=HMEL012337g2.t1-E3;Parent=HMEL012337g2.t1								
764	Hmel208019	14043	15054	+	0	NA	Intergenic	Intergenic	48741	ID=HMEL013427g1.t1-E2;Parent=HMEL013427g1.t1								
349	Hmel204017	1474337	1474957	+	0	NA	promoter-TSS (ID=HMEL007432g2.t1-E4;Parent=HMEL007432g2.t1)	-promoter-TSS (ID=HMEL007432g2.t1-E4;Parent=HMEL007432g2.t1)	663	ID=HMEL007432g2.t1-E3;Parent=HMEL007432g2.t1								
1743	Hmel215006	712089	712597	+	0	NA	Intergenic	Intergenic	-7501	ID=HMEL032670g1.t1-E1;Parent=HMEL032670g1.t1								
2075	Hmel218005	379235	379974	+	0	NA	promoter-TSS (ID=HMEL014926g2.t1-E5;Parent=HMEL014926g2.t1)	-promoter-TSS (ID=HMEL014926g2.t1-E5;Parent=HMEL014926g2.t1)	-840	ID=HMEL014926g2.t1-E5;Parent=HMEL014926g2.t1								
1981	Hmel217004	3668648	3669025	+	0	NA	Intergenic	Intergenic	5875	ID=HMEL010416g1.t1-E6;Parent=HMEL010416g1.t1								
2081	Hmel218005	558175	558501	+	0	NA	Intergenic	Intergenic	1594	ID=HMEL034261g1.t1-E7;Parent=HMEL034261g1.t1								
1383	Hmel212006	346147	346353	+	0	NA	promoter-TSS (ID=HMEL031533g1.t1-E1;Parent=HMEL031533g1.t1)	-promoter-TSS (ID=HMEL031533g1.t1-E1;Parent=HMEL031533g1.t1)	-85	ID=HMEL031533g1.t1-E1;Parent=HMEL031533g1.t1								
606	Hmel207002	2074774	2075229	+	0	NA	Intergenic	Intergenic	-16839	ID=HMEL037395g1.t2-E4;Parent=HMEL037395g1.t2								
137	Hmel201011	2503872	2504102	+	0	NA	Intergenic	Intergenic	-4190	ID=HMEL033075g1.t1-E1;Parent=HMEL033075g1.t1								
1414	Hmel212013	675841	676289	+	0	NA	Intergenic	Intergenic	-10615	ID=HMEL011957g2.t1-E2;Parent=HMEL011957g2.t1								
2522	Hmel221001	2135464	2135645	+	0	NA	Intergenic	Intergenic	-2311	ID=HMEL007289-RA-E2;Parent=HMEL007289-RA								
1855	Hmel216009	1547989	1548133	+	0	NA	Intergenic	Intergenic	-5979	ID=HMEL008833g1.t1-E2;Parent=HMEL008833g1.t1								
666	Hmel207011	49819	50583	+	0	NA	promoter-TSS (ID=HMEL005481g1.t1-E3;Parent=HMEL005481g1.t1)	-promoter-TSS (ID=HMEL005481g1.t1-E3;Parent=HMEL005481g1.t1)	-360	ID=HMEL005481g1.t1-E3;Parent=HMEL005481g1.t1								
432	Hmel221036	17894	18369	+	0	NA	TTS (ID=HMEL012256g1.t1-E2;Parent=HMEL012256g1.t1)	-TTS (ID=HMEL012256g1.t1-E2;Parent=HMEL012256g1.t1)	224	ID=HMEL012256g1.t1-E2;Parent=HMEL012256g1.t1								
1074	Hmel210011	4164362	4164657	+	0	NA	Intergenic	Intergenic	-13960	ID=HMEL030912g1.t1-E1;Parent=HMEL030912g1.t1								
860	Hmel209007	419763	419922	+	0	NA	TTS (ID=HMEL007474g1.t1-E1;Parent=HMEL007474g1.t1)	-TTS (ID=HMEL007474g1.t1-E1;Parent=HMEL007474g1.t1)	905	ID=HMEL007474g1.t1-E1;Parent=HMEL007474g1.t1								
2308	Hmel219018	908573	908786	+	0	NA	promoter-TSS (ID=HMEL034901g1.t1-E10;Parent=HMEL034901g1.t1)	-promoter-TSS (ID=HMEL034901g1.t1-E10;Parent=HMEL034901g1.t1)	109	ID=HMEL034901g1.t1-E9;Parent=HMEL034901g1.t1								
1567	Hmel213049	215162	215907	+	0	NA	Intergenic	Intergenic	-2277	ID=HMEL032063g1.t1-E1;Parent=HMEL032063g1.t1								
1063	Hmel210011	3575578	3576032	+	0	NA	Intergenic	Intergenic	6372	ID=HMEL030900g1.t1-E1;Parent=HMEL030900g1.t1								
1776	Hmel215035	60089	60948	+	0	NA	Intergenic	Intergenic	2833	ID=HMEL032808g1.t1-E5;Parent=HMEL032808g1.t1								
2565	Hmel221009	102401	102673	+	0	NA	exon (ID=HMEL008777-RA-E8;Parent=HMEL008777-RA, exon 1 of 1)	-exon (ID=HMEL008777-RA-E8;Parent=HMEL008777-RA, exon 1 of 1)	1903	ID=HMEL008777-RA-E8;Parent=HMEL008777-RA								
2158	Hmel218018	5756763	5756989	+	0	NA	Intergenic	Intergenic	27565	ID=HMEL034452g1.t1-E1;Parent=HMEL034452g1.t1								
2576	Hmel221009	227669	227915	+	0	NA	promoter-TSS (ID=HMEL035521g1.t1-E4;Parent=HMEL035521g1.t1)	-promoter-TSS (ID=HMEL035521g1.t1-E4;Parent=HMEL035521g1.t1)	-281	ID=HMEL035521g1.t1-E4;Parent=HMEL035521g1.t1								
2415	Hmel220009	236778	237066	+	0	NA	TTS (ID=HMEL005832g1.t1-E1;Parent=HMEL005832g1.t1)	-TTS (ID=HMEL005832g1.t1-E1;Parent=HMEL005832g1.t1)	989	ID=HMEL005832g1.t1-E1;Parent=HMEL005832g1.t1								
2362	Hmel220005	747991	749234	+	0	NA	Intergenic	Intergenic	-8942	ID=HMEL035059g1.t1-E1;Parent=HMEL035059g1.t1								
708	Hmel207021	513913	514148	+	0	NA	Intergenic	Intergenic	-7362	ID=HMEL037666g1.t1-E1;Parent=HMEL037666g1.t1								
2583	Hmel221009	382675	382872	+	0	NA	Intergenic	Intergenic	-1261	ID=HMEL035525g1.t1-E1;Parent=HMEL035525g1.t1								
2796	Hmel221019	94639	94952	+	0	NA	Intergenic	Intergenic	-2566	ID=HMEL035677g1.t1-E1;Parent=HMEL035677g1.t1								
2589	Hmel221012	7264	7580	+	0	NA	Intergenic	Intergenic	-1049	ID=HMEL012101g1.t1-E11;Parent=HMEL012101g1.t1								
1601	Hmel213053	120492	120730	+	0	NA	Intergenic	Intergenic	-66237	ID=HMEL032094g1.t1-E1;Parent=HMEL032094g1.t1								
2814	Hmel221030	268	508	+	0	NA	Intergenic	Intergenic	-26077	ID=HMEL035713g1.t1-E1;Parent=HMEL035713g1.t1								
710	Hmel207021	650405	650642	+	0	NA	Intergenic	Intergenic	-8576	ID=HMEL037678g1.t1-E1;Parent=HMEL037678g1.t1								
1656	Hmel213069	1319054	1319973	+	0	NA	Intergenic	Intergenic	-21412	ID=HMEL022169g1.t1-E1;Parent=HMEL022169g1.t1								
323	Hmel204001	1900222	1900528	+	0	NA	Intergenic	Intergenic	2086	ID=HMEL036347g1.t2-E11;Parent=HMEL036347g1.t2								
856	Hmel209007	192264	192616	+	0	NA	Intergenic	Intergenic	-4202	ID=HMEL007495g1.t1-E5;Parent=HMEL007495g1.t1								
2142	Hmel218018	3652378	3652660	+	0	NA	Intergenic	Intergenic	-4968	ID=HMEL003247g1.t1-E2;Parent=HMEL003247g1.t1								
1834	Hmel216001	495766	497140	+	0	NA	Intergenic	Intergenic	6709	ID=HMEL014314g1.t1-E4;Parent=HMEL014314g1.t1								
1664	Hmel213071	249167	249649	+	0	NA	promoter-TSS (ID=HMEL032246g1.t1-E16;Parent=HMEL032246g1.t1)	-promoter-TSS (ID=HMEL032246g1.t1-E16;Parent=HMEL032246g1.t1)	-181	ID=HMEL032246g1.t1-E16;Parent=HMEL032246g1.t1								
112	Hmel201011	857285	857499	+	0	NA	Intergenic	Intergenic	-15669	ID=HMEL033025g1.t1-E1;Parent=HMEL033025g1.t1								
545	Hmel206009	3729424	3729642	+	0	NA	Intergenic	Intergenic	3327	ID=HMEL014665g1.t1-E2;Parent=HMEL014665g1.t1								
191	Hmel202006	1249857	1250121	+	0	NA	Intergenic	Intergenic	-2611	ID=HMEL006868g2.t1-E5;Parent=HMEL006868g2.t1								
2733	Hmel221014	21336	21981	+	0	NA	Intergenic	Intergenic	3247	ID=HMEL013915g4.t1-E1;Parent=HMEL013915g4.t1								
2467	Hmel221001	281302	283856	+	0	NA	Intergenic	Intergenic	5012	ID=HMEL011045-RA-E6;Parent=HMEL011045-RA								
187	Hmel202006	923550	924506	+	0	NA	Intergenic	Intergenic	-1048	ID=HMEL033270g1.t1-E1;Parent=HMEL033270g1.t1								
588	Hmel207002	51222	51406	+	0	NA	Intergenic	Intergenic	8364	ID=HMEL016059g1.t1-E3;Parent=HMEL016059g1.t1								
1684	Hmel214008	1108365	1109380	+	0	NA	promoter-TSS (ID=HMEL032336g1.t1-E2;Parent=HMEL032336g1.t1)	-promoter-TSS (ID=HMEL032336g1.t1-E2;Parent=HMEL032336g1.t1)	-248	ID=HMEL032336g1.t1-E2;Parent=HMEL032336g1.t1								
756	Hmel208014	61262	61569	+	0	NA	Intergenic	Intergenic	7645	ID=HMEL037848g1.t1-E1;Parent=HMEL037848g1.t1								
2326	Hmel220003	782224	783228	+	0	NA	Intergenic	Intergenic	11567	ID=HMEL034988g1.t1-E3;Parent=HMEL034988g1.t1								
1283	Hmel211014	149037	149752	+	0	NA	Intergenic	Intergenic	5694	ID=HMEL031239g1.t1-E2;Parent=HMEL031239g1.t1								
262	Hmel203030	260496	261540	+	0	NA	Intergenic	Intergenic	-1464	ID=HMEL036018g1.t1-E1;Parent=HMEL036018g1.t1								
1944	Hmel217004	683860	684530	+	0	NA	Intergenic	Intergenic	-27422	ID=HMEL033779g1.t1-E1;Parent=HMEL033779g1.t1								
212	Hmel202006	2273240	2273442	+	0	NA	promoter-TSS (ID=HMEL014369g1.t1-E2;Parent=HMEL014369g1.t1)	-promoter-TSS (ID=HMEL014369g1.t1-E2;Parent=HMEL014369g1.t1)	-468	ID=HMEL014369g1.t1-E2;Parent=HMEL014369g1.t1								
2436	Hmel220014	146799	147112	+	0	NA	Intergenic	Intergenic	-20231	ID=HmelUGT351A1-E1;Parent=HmelUGT351A1								
1331	Hmel212001	2560044	2560284	+	0	NA	Intergenic	Intergenic	-8781	ID=HMEL016829g1.t1-E1;Parent=HMEL016829g1.t1								
2590	Hmel221012	61856	62742	+	0	NA	Intergenic	Intergenic	12412	ID=HMEL035544g1.t1-E1;Parent=HMEL035544g1.t1								
2383	Hmel220005	2711876	2712630	+	0	NA	Intergenic	Intergenic	-3571	ID=HMEL035148g1.t1-E2;Parent=HMEL035148g1.t1								
542	Hmel206009	3009133	3009641	+	0	NA	Intergenic	Intergenic	-2114	ID=HMEL003212g1.t2-E1;Parent=HMEL003212g1.t2								
1305	Hmel212001	601121	602248	+	0	NA	Intergenic	Intergenic	-2491	ID=HMEL005971g1.t1-E2;Parent=HMEL005971g1.t1								
961	Hmel210004	6675619	6675784	+	0	NA	Intergenic	Intergenic	-1533	ID=HMEL009655g1.t1-E3;Parent=HMEL009655g1.t1								
2686	Hmel221012	2600253	2600568	+	0	NA	Intergenic	Intergenic	7964	ID=HMEL035610g1.t1-E6;Parent=HMEL035610g1.t1								
2882	Hmel221046	107642	108706	+	0	NA	promoter-TSS (ID=HMEL035831g1.t1-E1;Parent=HMEL035831g1.t1)	-promoter-TSS (ID=HMEL035831g1.t1-E1;Parent=HMEL035831g1.t1)	-365	ID=HMEL035831g1.t1-E1;Parent=HMEL035831g1.t1								
2099	Hmel218007	824495	824832	+	0	NA	Intergenic	Intergenic	19011	ID=HMEL014555g1.t1-E3;Parent=HMEL014555g1.t1								
1662	Hmel213071	86206	87200	+	0	NA	Intergenic	Intergenic	6675	ID=HMEL004684g1.t1-E1;Parent=HMEL004684g1.t1								
2476	Hmel221001	392928	393199	+	0	NA	Intergenic	Intergenic	-14470	ID=HMEL011041g1.t1-E2;Parent=HMEL011041g1.t1								
574	Hmel206019	1357813	1358034	+	0	NA	TTS (ID=HMEL037233g1.t1-E1;Parent=HMEL037233g1.t1)	-TTS (ID=HMEL037233g1.t1-E1;Parent=HMEL037233g1.t1)	451	ID=HMEL037233g1.t1-E1;Parent=HMEL037233g1.t1								
170	Hmel201019	1349198	1349868	+	0	NA	Intergenic	Intergenic	1870	ID=HMEL003929g1.t2-E3;Parent=HMEL003929g1.t2								
1921	Hmel216016	182347	182716	+	0	NA	promoter-TSS (ID=HMEL011802g1.t1-E1;Parent=HMEL011802g1.t1)	-promoter-TSS (ID=HMEL011802g1.t1-E1;Parent=HMEL011802g1.t1)	-544	ID=HMEL011802g1.t1-E1;Parent=HMEL011802g1.t1								
660	Hmel207008	409216	409550	+	0	NA	Intergenic	Intergenic	5381	ID=HMEL037528g1.t1-E2;Parent=HMEL037528g1.t1								
26	Hmel201005	97650	97940	+	0	NA	Intergenic	Intergenic	-35268	ID=HMEL030066g1.t1-E1;Parent=HMEL030066g1.t1								
2116	Hmel218018	477128	477783	+	0	NA	Intergenic	Intergenic	9686	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
977	Hmel210004	7165721	7165975	+	0	NA	TTS (ID=HMEL004081g1.t1-E3;Parent=HMEL004081g1.t1)	-TTS (ID=HMEL004081g1.t1-E3;Parent=HMEL004081g1.t1)	219	ID=HMEL004081g1.t4-E3;Parent=HMEL004081g1.t4								
2250	Hmel219003	5618659	5619120	+	0	NA	Intergenic	Intergenic	-13038	ID=HMEL016876g1.t1-E1;Parent=HMEL016876g1.t1								
566	Hmel206012	1095826	1095995	+	0	NA	Intergenic	Intergenic	-5936	ID=HMEL015565g1.t1-E4;Parent=HMEL015565g1.t1								
526	Hmel206009	2030428	2031321	+	0	NA	Intergenic	Intergenic	-2831	ID=HMEL004094g1.t1-E1;Parent=HMEL004094g1.t1								
1901	Hmel216013	282014	282435	+	0	NA	Intergenic	Intergenic	-1923	ID=HMEL017537g1.t1-E1;Parent=HMEL017537g1.t1								
359	Hmel204034	407375	407537	+	0	NA	promoter-TSS (ID=HMEL036544g1.t1-E17;Parent=HMEL036544g1.t1)	-promoter-TSS (ID=HMEL036544g1.t1-E17;Parent=HMEL036544g1.t1)	-177	ID=HMEL036544g1.t1-E17;Parent=HMEL036544g1.t1								
2765	Hmel221015	725605	726145	+	0	NA	Intergenic	Intergenic	1651	ID=HMEL008471g6.t1-E2;Parent=HMEL008471g6.t1								
1229	Hmel211009	382491	383055	+	0	NA	Intergenic	Intergenic	15697	ID=HMEL006560g2.t1-E3;Parent=HMEL006560g2.t1								
2299	Hmel219015	234344	234877	+	0	NA	Intergenic	Intergenic	-2617	ID=HMEL008765g1.t1-E5;Parent=HMEL008765g1.t1								
108	Hmel201011	97755	98004	+	0	NA	promoter-TSS (ID=HMEL006811g1.t1-E4;Parent=HMEL006811g1.t1)	-promoter-TSS (ID=HMEL006811g1.t1-E4;Parent=HMEL006811g1.t1)	72	ID=HMEL006811g1.t1-E4;Parent=HMEL006811g1.t1								
2820	Hmel221030	223824	224893	+	0	NA	promoter-TSS (ID=HMEL009811g1.t1-E1;Parent=HMEL009811g1.t1)	-promoter-TSS (ID=HMEL009811g1.t1-E1;Parent=HMEL009811g1.t1)	-401	ID=HMEL009811g1.t1-E1;Parent=HMEL009811g1.t1								
604	Hmel207002	1977521	1978046	+	0	NA	Intergenic	Intergenic	-3834	ID=HMEL008503g3.t1-E2;Parent=HMEL008503g3.t1								
2614	Hmel221012	377569	377862	+	0	NA	TTS (ID=HMEL035554g1.t1-E1;Parent=HMEL035554g1.t1)	-TTS (ID=HMEL035554g1.t1-E1;Parent=HMEL035554g1.t1)	1232	ID=HMEL035554g1.t1-E1;Parent=HMEL035554g1.t1								
2608	Hmel221012	358563	358917	+	0	NA	Intergenic	Intergenic	4281	ID=HMEL035551g1.t1-E1;Parent=HMEL035551g1.t1								
1001	Hmel210009	392387	392861	+	0	NA	Intergenic	Intergenic	18677	ID=HMEL005949g1.t1-E5;Parent=HMEL005949g1.t1								
232	Hmel202006	6084652	6085032	+	0	NA	Intergenic	Intergenic	11673	ID=HMEL033404g1.t1-E1;Parent=HMEL033404g1.t1								
477	Hmel206001	20201	20618	+	0	NA	Intergenic	Intergenic	-1724	ID=HMEL007334g1.t1-E1;Parent=HMEL007334g1.t1								
1338	Hmel212001	2835948	2836283	+	0	NA	Intergenic	Intergenic	9860	ID=HMEL016850g1.t1-E2;Parent=HMEL016850g1.t1								
2623	Hmel221012	645087	645383	+	0	NA	promoter-TSS (ID=HMEL008824g1.t1-E7;Parent=HMEL008824g1.t1)	-promoter-TSS (ID=HMEL008824g1.t1-E7;Parent=HMEL008824g1.t1)	112	ID=HMEL008824g1.t1-E6;Parent=HMEL008824g1.t1								
1182	Hmel211004	2114630	2115159	+	0	NA	Intergenic	Intergenic	-7448	ID=HMEL015137g1.t1-E1;Parent=HMEL015137g1.t1								
225	Hmel202006	5434225	5434744	+	0	NA	Intergenic	Intergenic	4318	ID=HMEL013278g1.t1-E3;Parent=HMEL013278g1.t1								
1447	Hmel212014	93874	94199	+	0	NA	Intergenic	Intergenic	-7236	ID=HMEL014802g3.t1-E1;Parent=HMEL014802g3.t1								
330	Hmel204003	500131	500406	+	0	NA	Intergenic	Intergenic	-41731	ID=HMEL036357g1.t1-E1;Parent=HMEL036357g1.t1								
142	Hmel201011	2783044	2783370	+	0	NA	Intergenic	Intergenic	12840	ID=HMEL033085g1.t1-E2;Parent=HMEL033085g1.t1								
207	Hmel202006	2002150	2003584	+	0	NA	promoter-TSS (ID=HMEL014350g1.t1-E2;Parent=HMEL014350g1.t1)	-promoter-TSS (ID=HMEL014350g1.t1-E2;Parent=HMEL014350g1.t1)	393	ID=HMEL014350g1.t1-E1;Parent=HMEL014350g1.t1								
