PeakID (cmd=annotatePeaks.pl development_D2_p05FC1_melpUnique_D2up.bed /work/rpapa/share/REF/Hmel2/Hmel2.fa -gff /home/rpapa/sbelleghem/share/REF/GFF/Heliconius_melpomene_melpomene_Hmel2.gff3 -annStats development_D2_p05FC1_melpUnique_D2up_blabla.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1741	Hmel220003	1202963	1203218	+	0	NA	Intergenic	Intergenic	-31298	ID=HMEL017016g1.t1-E1;Parent=HMEL017016g1.t1								
1767	Hmel220005	1058726	1058913	+	0	NA	promoter-TSS (ID=HMEL012283g1.t1-E8;Parent=HMEL012283g1.t1)	-promoter-TSS (ID=HMEL012283g1.t1-E8;Parent=HMEL012283g1.t1)	397	ID=HMEL012283g1.t1-E7;Parent=HMEL012283g1.t1								
1653	Hmel219003	6320569	6320885	+	0	NA	Intergenic	Intergenic	5289	ID=HMEL034693g1.t1-E2;Parent=HMEL034693g1.t1								
1315	Hmel215047	120670	120903	+	0	NA	Intergenic	Intergenic	-4529	ID=HMEL014341g2.t1-E1;Parent=HMEL014341g2.t1								
1130	Hmel213049	160342	161490	+	0	NA	Intergenic	Intergenic	-2139	ID=HMEL017093g2.t1-E1;Parent=HMEL017093g2.t1								
415	Hmel205024	242917	243819	+	0	NA	Intergenic	Intergenic	1518	ID=HMEL036851g1.t1-E2;Parent=HMEL036851g1.t1								
1688	Hmel219012	475047	475627	+	0	NA	Intergenic	Intergenic	-5916	ID=HMEL006036g1.t1-E3;Parent=HMEL006036g1.t1								
1266	Hmel214029	531310	531584	+	0	NA	Intergenic	Intergenic	12303	ID=HMEL032595g1.t1-E2;Parent=HMEL032595g1.t1								
189	Hmel203009	47011	47221	+	0	NA	Intergenic	Intergenic	9511	ID=HMEL035975g1.t1-E2;Parent=HMEL035975g1.t1								
1292	Hmel215006	1236297	1237063	+	0	NA	Intergenic	Intergenic	6759	ID=HMEL000025-RG-E2;Parent=HMEL000025-RG								
1356	Hmel216007	271526	271852	+	0	NA	Intergenic	Intergenic	-8758	ID=HMEL033481g1.t1-E1;Parent=HMEL033481g1.t1								
480	Hmel206012	1459043	1459453	+	0	NA	Intergenic	Intergenic	7151	ID=HMEL037136g1.t1-E2;Parent=HMEL037136g1.t1								
1871	Hmel206019	850855	851151	+	0	NA	Intergenic	Intergenic	1715	ID=HMEL037220g1.t1-E1;Parent=HMEL037220g1.t1								
1153	Hmel213055	126567	126896	+	0	NA	Intergenic	Intergenic	-3239	ID=HMEL007504g1.t1-E1;Parent=HMEL007504g1.t1								
438	Hmel206007	99152	99786	+	0	NA	Intergenic	Intergenic	2072	ID=HMEL011868g1.t1-E1;Parent=HMEL011868g1.t1								
107	Hmel202001	34184	34567	+	0	NA	Intergenic	Intergenic	-1541	ID=HMEL013949g1.t1-E1;Parent=HMEL013949g1.t1								
87	Hmel201011	1122312	1123007	+	0	NA	Intergenic	Intergenic	-7819	ID=HMEL002506g1.t1-E1;Parent=HMEL002506g1.t1								
1022	Hmel212013	2129462	2129606	+	0	NA	promoter-TSS (ID=HMEL013037g1.t1-E2;Parent=HMEL013037g1.t1)	-promoter-TSS (ID=HMEL013037g1.t1-E2;Parent=HMEL013037g1.t1)	-318	ID=HMEL013037g1.t1-E2;Parent=HMEL013037g1.t1								
1458	Hmel217004	2629250	2630142	+	0	NA	Intergenic	Intergenic	9092	ID=HMEL004142g1.t1-E5;Parent=HMEL004142g1.t1								
1832	Hmel221001	1469166	1469386	+	0	NA	promoter-TSS (ID=HMEL013518g2.t1-E1;Parent=HMEL013518g2.t1)	-promoter-TSS (ID=HMEL013518g2.t1-E1;Parent=HMEL013518g2.t1)	-31	ID=HMEL013518g3.t1-E1;Parent=HMEL013518g3.t1								
444	Hmel206009	969107	969525	+	0	NA	Intergenic	Intergenic	-32150	ID=HMEL037011g1.t1-E1;Parent=HMEL037011g1.t1								
508	Hmel207002	950660	951049	+	0	NA	promoter-TSS (ID=HMEL011178g1.t1-E1;Parent=HMEL011178g1.t1)	-promoter-TSS (ID=HMEL011178g1.t1-E1;Parent=HMEL011178g1.t1)	13	ID=HMEL011178g1.t1-E1;Parent=HMEL011178g1.t1								
953	Hmel212001	4261376	4261757	+	0	NA	Intergenic	Intergenic	-7465	ID=HMEL031403g1.t1-E2;Parent=HMEL031403g1.t1								
1336	Hmel216001	420721	421245	+	0	NA	Intergenic	Intergenic	4312	ID=HMEL032979g1.t1-E1;Parent=HMEL032979g1.t1								
221	Hmel203058	13435	13770	+	0	NA	Intergenic	Intergenic	5137	ID=HMEL036127g1.t1-E2;Parent=HMEL036127g1.t1								
39	Hmel201007	1600835	1601325	+	0	NA	Intergenic	Intergenic	-4881	ID=HMEL030108g1.t1-E1;Parent=HMEL030108g1.t1								
1424	Hmel217001	328120	329783	+	0	NA	Intergenic	Intergenic	1673	ID=HMEL016452g1.t1-E2;Parent=HMEL016452g1.t1								
1560	Hmel218018	2119556	2120291	+	0	NA	Intergenic	Intergenic	10036	ID=HMEL034386g1.t1-E3;Parent=HMEL034386g1.t1								
1089	Hmel213028	93471	93624	+	0	NA	Intergenic	Intergenic	3928	ID=HMEL031979g1.t1-E2;Parent=HMEL031979g1.t1								
558	Hmel207008	738171	738608	+	0	NA	TTS (ID=HMEL037545g1.t1-E5;Parent=HMEL037545g1.t1)	-TTS (ID=HMEL037545g1.t1-E5;Parent=HMEL037545g1.t1)	953	ID=HMEL037545g1.t1-E5;Parent=HMEL037545g1.t1								
417	Hmel205024	248515	248953	+	0	NA	Intergenic	Intergenic	2716	ID=HMEL036852g1.t1-E3;Parent=HMEL036852g1.t1								
12	Hmel201002	1655659	1655955	+	0	NA	promoter-TSS (ID=HMEL011281g1.t1-E3;Parent=HMEL011281g1.t1)	-promoter-TSS (ID=HMEL011281g1.t1-E3;Parent=HMEL011281g1.t1)	-321	ID=HMEL011281g1.t1-E3;Parent=HMEL011281g1.t1								
1762	Hmel220005	423157	423847	+	0	NA	Intergenic	Intergenic	8169	ID=HMEL035049g1.t1-E2;Parent=HMEL035049g1.t1								
1554	Hmel218018	1058937	1059952	+	0	NA	Intergenic	Intergenic	9746	ID=HMEL034360g1.t1-E2;Parent=HMEL034360g1.t1								
784	Hmel210004	4802115	4802565	+	0	NA	Intergenic	Intergenic	-2865	ID=HMEL005881g1.t1-E3;Parent=HMEL005881g1.t1								
260	Hmel204001	1169422	1169838	+	0	NA	promoter-TSS (ID=HMEL009719g1.t1-E3;Parent=HMEL009719g1.t1)	-promoter-TSS (ID=HMEL009719g1.t1-E3;Parent=HMEL009719g1.t1)	501	ID=HMEL009719g1.t1-E2;Parent=HMEL009719g1.t1								
573	Hmel207015	198689	199244	+	0	NA	Intergenic	Intergenic	-5751	ID=HMEL037639g1.t1-E1;Parent=HMEL037639g1.t1								
1844	Hmel221015	294992	295189	+	0	NA	Intergenic	Intergenic	-10219	ID=HMEL035651g1.t1-E1;Parent=HMEL035651g1.t1								
1084	Hmel213025	356554	356877	+	0	NA	TTS (ID=HMEL016921g2.t1-E1;Parent=HMEL016921g2.t1)	-TTS (ID=HMEL016921g2.t1-E1;Parent=HMEL016921g2.t1)	1197	ID=HMEL016921g2.t1-E1;Parent=HMEL016921g2.t1								
1530	Hmel218007	931083	931249	+	0	NA	Intergenic	Intergenic	6449	ID=HMEL034304g1.t1-E16;Parent=HMEL034304g1.t1								
1144	Hmel213051	253220	254858	+	0	NA	Intergenic	Intergenic	-1335	ID=HMEL015898g1.t1-E2;Parent=HMEL015898g1.t1								
762	Hmel210004	1221711	1222958	+	0	NA	Intergenic	Intergenic	-2536	ID=HMEL011121g1.t1-E1;Parent=HMEL011121g1.t1								
638	Hmel208019	528464	528839	+	0	NA	Intergenic	Intergenic	-6935	ID=HMEL005752g1.t1-E1;Parent=HMEL005752g1.t1								
734	Hmel209007	4255705	4255950	+	0	NA	Intergenic	Intergenic	-4579	ID=HMEL009261g4.t1-E1;Parent=HMEL009261g4.t1								
1723	Hmel219019	120650	121625	+	0	NA	TTS (ID=HMEL034938g1.t1-E6;Parent=HMEL034938g1.t1)	-TTS (ID=HMEL034938g1.t1-E6;Parent=HMEL034938g1.t1)	430	ID=HMEL034938g1.t1-E6;Parent=HMEL034938g1.t1								
875	Hmel211004	930351	931178	+	0	NA	Intergenic	Intergenic	-4817	ID=HMEL015289g1.t2-E3;Parent=HMEL015289g1.t2								
1522	Hmel218004	366501	366730	+	0	NA	Intergenic	Intergenic	-2649	ID=HMEL014204g1.t1-E1;Parent=HMEL014204g1.t1								
1	Hmel201002	569252	569666	+	0	NA	Intergenic	Intergenic	28680	ID=HMEL030020g1.t1-E2;Parent=HMEL030020g1.t1								
506	Hmel207002	756076	756991	+	0	NA	promoter-TSS (ID=HMEL011159g1.t1-E4;Parent=HMEL011159g1.t1)	-promoter-TSS (ID=HMEL011159g1.t1-E4;Parent=HMEL011159g1.t1)	292	ID=HMEL011159g1.t1-E3;Parent=HMEL011159g1.t1								
136	Hmel202006	3778406	3779112	+	0	NA	Intergenic	Intergenic	-31232	ID=HMEL004268g1.t1-E1;Parent=HMEL004268g1.t1								
116	Hmel202004	841449	841949	+	0	NA	promoter-TSS (ID=HMEL033200g1.t1-E2;Parent=HMEL033200g1.t1)	-promoter-TSS (ID=HMEL033200g1.t1-E2;Parent=HMEL033200g1.t1)	-361	ID=HMEL033200g1.t1-E2;Parent=HMEL033200g1.t1								
1197	Hmel213071	1381866	1382465	+	0	NA	promoter-TSS (ID=HMEL010566g1.t1-E1;Parent=HMEL010566g1.t1)	-promoter-TSS (ID=HMEL010566g1.t1-E1;Parent=HMEL010566g1.t1)	-184	ID=HMEL010566g1.t1-E1;Parent=HMEL010566g1.t1								
144	Hmel202006	3585600	3585991	+	0	NA	Intergenic	Intergenic	-5532	ID=HMEL033344g1.t2-E1;Parent=HMEL033344g1.t2								
1580	Hmel218018	6383848	6384123	+	0	NA	Intergenic	Intergenic	-10917	ID=HMEL016326g1.t1-E1;Parent=HMEL016326g1.t1								
1440	Hmel217002	4981	5254	+	0	NA	NA	NA	NA	NA								
661	Hmel208051	951131	951307	+	0	NA	promoter-TSS (ID=HMEL008177g1.t1-E4;Parent=HMEL008177g1.t1)	-promoter-TSS (ID=HMEL008177g1.t1-E4;Parent=HMEL008177g1.t1)	-582	ID=HMEL008177g1.t1-E4;Parent=HMEL008177g1.t1								
381	Hmel221036	159766	160306	+	0	NA	Intergenic	Intergenic	-2428	ID=HMEL012248g1.t1-E1;Parent=HMEL012248g1.t1								
1471	Hmel217014	990335	990737	+	0	NA	Intergenic	Intergenic	3838	ID=HMEL010521g1.t1-E2;Parent=HMEL010521g1.t1								
1814	Hmel220014	208991	209926	+	0	NA	Intergenic	Intergenic	7937	ID=HMEL035305g1.t1-E2;Parent=HMEL035305g1.t1								
581	Hmel207021	1497306	1497567	+	0	NA	Intergenic	Intergenic	-17300	ID=HMEL007926g1.t1-E1;Parent=HMEL007926g1.t1								
308	Hmel204019	17854	18125	+	0	NA	Intergenic	Intergenic	1319	ID=HMEL004620g1.t1-E4;Parent=HMEL004620g1.t1								
906	Hmel211014	140192	140371	+	0	NA	Intergenic	Intergenic	14807	ID=HMEL031239g1.t1-E2;Parent=HMEL031239g1.t1								
1349	Hmel216006	190229	190634	+	0	NA	Intergenic	Intergenic	2622	ID=HMEL033462g1.t1-E3;Parent=HMEL033462g1.t1								
177	Hmel203012	101908	102216	+	0	NA	Intergenic	Intergenic	-3230	ID=HMEL035996g1.t1-E1;Parent=HMEL035996g1.t1								
678	Hmel209001	1254225	1254826	+	0	NA	Intergenic	Intergenic	49185	ID=HMEL007611-RA-E4;Parent=HMEL007611-RA								
1517	Hmel218003	1887834	1888103	+	0	NA	Intergenic	Intergenic	-55934	ID=HMEL034231g1.t1-E1;Parent=HMEL034231g1.t1								
373	Hmel205012	1204855	1204990	+	0	NA	Intergenic	Intergenic	-7130	ID=HMEL017899g1.t1-E1;Parent=HMEL017899g1.t1								
773	Hmel210004	2587789	2588176	+	0	NA	Intergenic	Intergenic	-16023	ID=HMEL012038g1.t1-E1;Parent=HMEL012038g1.t1								
1247	Hmel214020	75583	76124	+	0	NA	TTS (ID=HMEL017306g1.t1-E6;Parent=HMEL017306g1.t1)	-TTS (ID=HMEL017306g1.t1-E6;Parent=HMEL017306g1.t1)	791	ID=HMEL017306g1.t1-E6;Parent=HMEL017306g1.t1								
205	Hmel203033	122200	122377	+	0	NA	Intergenic	Intergenic	8016	ID=HMEL036031g1.t1-E2;Parent=HMEL036031g1.t1								
22	Hmel201005	718142	718311	+	0	NA	Intergenic	Intergenic	12949	ID=HMEL008050g1.t1-E1;Parent=HMEL008050g1.t1								
927	Hmel212001	799539	800027	+	0	NA	Intergenic	Intergenic	-7157	ID=HMEL021973g1.t1-E1;Parent=HMEL021973g1.t1								
1752	Hmel220003	2328275	2328485	+	0	NA	Intergenic	Intergenic	1395	ID=HMEL012561g1.t1-E12;Parent=HMEL012561g1.t1								
1309	Hmel215034	333137	333372	+	0	NA	promoter-TSS (ID=HMEL032797g1.t1-E7;Parent=HMEL032797g1.t1)	-promoter-TSS (ID=HMEL032797g1.t1-E7;Parent=HMEL032797g1.t1)	-987	ID=HMEL032797g1.t1-E7;Parent=HMEL032797g1.t1								
1576	Hmel218018	5561415	5561738	+	0	NA	Intergenic	Intergenic	4295	ID=HMEL034449g1.t1-E3;Parent=HMEL034449g1.t1								
301	Hmel204017	2371474	2371726	+	0	NA	Intergenic	Intergenic	-23663	ID=HMEL036476g1.t1-E1;Parent=HMEL036476g1.t1								
51	Hmel201009	1341201	1342626	+	0	NA	TTS (ID=HMEL030146g1.t1-E2;Parent=HMEL030146g1.t1)	-TTS (ID=HMEL030146g1.t1-E2;Parent=HMEL030146g1.t1)	-1021	ID=HMEL030145g1.t1-E1;Parent=HMEL030145g1.t1								
1758	Hmel220004	5457	6023	+	0	NA	Intergenic	Intergenic	-15310	ID=HMEL035036g1.t1-E1;Parent=HMEL035036g1.t1								
1622	Hmel219003	1919816	1920053	+	0	NA	promoter-TSS (ID=HMEL010668g2.t1-E2;Parent=HMEL010668g2.t1)	-promoter-TSS (ID=HMEL010668g2.t1-E2;Parent=HMEL010668g2.t1)	-546	ID=HMEL010668g2.t1-E2;Parent=HMEL010668g2.t1								
1260	Hmel214029	24375	24709	+	0	NA	Intergenic	Intergenic	7854	ID=HMEL032583g1.t1-E2;Parent=HMEL032583g1.t1								
1822	Hmel220017	900363	900617	+	0	NA	promoter-TSS (ID=HMEL035367g1.t1-E10;Parent=HMEL035367g1.t1)	-promoter-TSS (ID=HMEL035367g1.t1-E10;Parent=HMEL035367g1.t1)	51	ID=HMEL035367g1.t1-E10;Parent=HMEL035367g1.t1								
456	Hmel206009	1916502	1916787	+	0	NA	Intergenic	Intergenic	-1535	ID=HMEL016759g1.t1-E5;Parent=HMEL016759g1.t1								
874	Hmel211004	892578	892740	+	0	NA	promoter-TSS (ID=HMEL031044g1.t1-E2;Parent=HMEL031044g1.t1)	-promoter-TSS (ID=HMEL031044g1.t1-E2;Parent=HMEL031044g1.t1)	82	ID=HMEL031044g1.t1-E2;Parent=HMEL031044g1.t1								
652	Hmel208051	29502	29760	+	0	NA	Intergenic	Intergenic	19307	ID=HMEL038133g1.t1-E8;Parent=HMEL038133g1.t1								
975	Hmel212006	178360	179704	+	0	NA	Intergenic	Intergenic	7898	ID=HMEL002722g1.t1-E2;Parent=HMEL002722g1.t1								
1708	Hmel219018	85401	85817	+	0	NA	Intergenic	Intergenic	-3567	ID=HMEL010757g1.t1-E1;Parent=HMEL010757g1.t1								
493	Hmel206019	335134	335310	+	0	NA	Intergenic	Intergenic	-1256	ID=HMEL037189g1.t1-E1;Parent=HMEL037189g1.t1								
1911	Hmel221044	569441	570153	+	0	NA	promoter-TSS (ID=HMEL011791g2.t1-E2;Parent=HMEL011791g2.t1)	-promoter-TSS (ID=HMEL011791g2.t1-E2;Parent=HMEL011791g2.t1)	-415	ID=HMEL011791g2.t1-E2;Parent=HMEL011791g2.t1								
1436	Hmel217001	1357490	1358057	+	0	NA	promoter-TSS (ID=HMEL009707g1.t1-E1;Parent=HMEL009707g1.t1)	-promoter-TSS (ID=HMEL009707g1.t1-E1;Parent=HMEL009707g1.t1)	-311	ID=HMEL009707g1.t1-E1;Parent=HMEL009707g1.t1								
1033	Hmel212013	2978116	2978332	+	0	NA	Intergenic	Intergenic	-2053	ID=HMEL003530g1.t1-E1;Parent=HMEL003530g1.t1								
1591	Hmel218018	7947983	7948203	+	0	NA	promoter-TSS (ID=HMEL016592g1.t1-E3;Parent=HMEL016592g1.t1)	-promoter-TSS (ID=HMEL016592g1.t1-E3;Parent=HMEL016592g1.t1)	87	ID=HMEL016592g1.t2-E3;Parent=HMEL016592g1.t2								
1677	Hmel219007	142515	143322	+	0	NA	Intergenic	Intergenic	-13931	ID=HMEL013417g1.t1-E1;Parent=HMEL013417g1.t1								
1539	Hmel218008	39970	40118	+	0	NA	Intergenic	Intergenic	22548	ID=HMEL034322g1.t1-E2;Parent=HMEL034322g1.t1								
1320	Hmel215047	904892	905615	+	0	NA	promoter-TSS (ID=HMEL032882g1.t1-E1;Parent=HMEL032882g1.t1)	-promoter-TSS (ID=HMEL032882g1.t1-E1;Parent=HMEL032882g1.t1)	-981	ID=HMEL032882g1.t1-E1;Parent=HMEL032882g1.t1								
796	Hmel210004	6716104	6717027	+	0	NA	Intergenic	Intergenic	-12141	ID=HMEL009657g1.t1-E1;Parent=HMEL009657g1.t1								
1026	Hmel212013	2433743	2434348	+	0	NA	TTS (ID=HMEL011471g1.t1-E1;Parent=HMEL011471g1.t1)	-TTS (ID=HMEL011471g1.t1-E1;Parent=HMEL011471g1.t1)	783	ID=HMEL011471g1.t2-E1;Parent=HMEL011471g1.t2								
366	Hmel205012	573692	573922	+	0	NA	Intergenic	Intergenic	6580	ID=HMEL036664g1.t1-E2;Parent=HMEL036664g1.t1								
844	Hmel210011	3431585	3431837	+	0	NA	promoter-TSS (ID=HMEL030898g1.t1-E8;Parent=HMEL030898g1.t1)	-promoter-TSS (ID=HMEL030898g1.t1-E8;Parent=HMEL030898g1.t1)	-502	ID=HMEL030898g1.t1-E8;Parent=HMEL030898g1.t1								
1541	Hmel218011	124820	125411	+	0	NA	TTS (ID=HMEL034328g1.t1-E2;Parent=HMEL034328g1.t1)	-TTS (ID=HMEL034328g1.t1-E2;Parent=HMEL034328g1.t1)	333	ID=HMEL034328g1.t1-E4;Parent=HMEL034328g1.t1								
1390	Hmel216011	1646840	1647105	+	0	NA	Intergenic	Intergenic	8905	ID=HMEL033562g1.t1-E1;Parent=HMEL033562g1.t1								
272	Hmel204003	519683	519867	+	0	NA	Intergenic	Intergenic	-22224	ID=HMEL036357g1.t1-E1;Parent=HMEL036357g1.t1								
1893	Hmel214029	392464	394593	+	0	NA	Intergenic	Intergenic	22315	ID=HmGr21_1-E4;Parent=HmGr21_1								
1646	Hmel219003	5616697	5616954	+	0	NA	Intergenic	Intergenic	-15102	ID=HMEL016876g1.t1-E1;Parent=HMEL016876g1.t1								
1499	Hmel217020	2599606	2599906	+	0	NA	promoter-TSS (ID=HMEL034156g1.t2-E3;Parent=HMEL034156g1.t2)	-promoter-TSS (ID=HMEL034156g1.t2-E3;Parent=HMEL034156g1.t2)	-352	ID=HMEL034156g1.t2-E3;Parent=HMEL034156g1.t2								
1469	Hmel217014	962739	963222	+	0	NA	Intergenic	Intergenic	-7992	ID=HMEL010518g1.t1-E1;Parent=HMEL010518g1.t1								
775	Hmel210004	3496130	3496771	+	0	NA	promoter-TSS (ID=HMEL004371g1.t1-E3;Parent=HMEL004371g1.t1)	-promoter-TSS (ID=HMEL004371g1.t1-E3;Parent=HMEL004371g1.t1)	-464	ID=HMEL004371g1.t1-E3;Parent=HMEL004371g1.t1								
919	Hmel212001	221443	222368	+	0	NA	Intergenic	Intergenic	-8744	ID=HMEL003981g1.t1-E1;Parent=HMEL003981g1.t1								
746	Hmel210001	576339	576721	+	0	NA	Intergenic	Intergenic	4465	ID=HMEL003546g1.t1-E4;Parent=HMEL003546g1.t1								
534	Hmel207002	4865458	4865745	+	0	NA	Intergenic	Intergenic	-10649	ID=HMEL037463g1.t1-E1;Parent=HMEL037463g1.t1								
400	Hmel202003	404	677	+	0	NA	Intergenic	Intergenic	3518	ID=HMEL033181g1.t1-E1;Parent=HMEL033181g1.t1								
1268	Hmel214029	666871	667096	+	0	NA	Intergenic	Intergenic	1387	ID=HMEL032599g1.t1-E1;Parent=HMEL032599g1.t1								
744	Hmel210001	217197	217455	+	0	NA	Intergenic	Intergenic	-14424	ID=HMEL030577g1.t1-E1;Parent=HMEL030577g1.t1								
20	Hmel201005	413072	413668	+	0	NA	Intergenic	Intergenic	2292	ID=HMEL030071g1.t1-E2;Parent=HMEL030071g1.t1								
888	Hmel211009	282284	282577	+	0	NA	Intergenic	Intergenic	-6310	ID=HMEL005717g4.t1-E1;Parent=HMEL005717g4.t1								
633	Hmel208017	346494	347284	+	0	NA	promoter-TSS (ID=HMEL037892g1.t1-E6;Parent=HMEL037892g1.t1)	-promoter-TSS (ID=HMEL037892g1.t1-E6;Parent=HMEL037892g1.t1)	30	ID=HMEL037892g1.t2-E6;Parent=HMEL037892g1.t2								
1372	Hmel216009	823239	823447	+	0	NA	Intergenic	Intergenic	25465	ID=HMEL033499g1.t1-E2;Parent=HMEL033499g1.t1								
1011	Hmel212013	1221928	1222159	+	0	NA	promoter-TSS (ID=HMEL031668g1.t1-E1;Parent=HMEL031668g1.t1)	-promoter-TSS (ID=HMEL031668g1.t1-E1;Parent=HMEL031668g1.t1)	-567	ID=HMEL031668g1.t1-E1;Parent=HMEL031668g1.t1								
151	Hmel202006	2553179	2553843	+	0	NA	Intergenic	Intergenic	4851	ID=HmGr70_1-E3;Parent=HmGr70_1								
1754	Hmel220003	2526704	2527190	+	0	NA	TTS (ID=HMEL012548g1.t1-E2;Parent=HMEL012548g1.t1)	-TTS (ID=HMEL012548g1.t1-E2;Parent=HMEL012548g1.t1)	859	ID=HMEL012548g1.t1-E2;Parent=HMEL012548g1.t1								
1825	Hmel220017	1167853	1168277	+	0	NA	Intergenic	Intergenic	4886	ID=HMEL035378g1.t1-E1;Parent=HMEL035378g1.t1								
1669	Hmel219005	316055	316319	+	0	NA	promoter-TSS (ID=HMEL009292g1.t1-E10;Parent=HMEL009292g1.t1)	-promoter-TSS (ID=HMEL009292g1.t1-E10;Parent=HMEL009292g1.t1)	53	ID=HMEL009292g1.t1-E9;Parent=HMEL009292g1.t1								
1627	Hmel219003	2286497	2286688	+	0	NA	promoter-TSS (ID=HMEL022565g1.t1-E4;Parent=HMEL022565g1.t1)	-promoter-TSS (ID=HMEL022565g1.t1-E4;Parent=HMEL022565g1.t1)	-413	ID=HMEL022565g1.t1-E4;Parent=HMEL022565g1.t1								
1161	Hmel213054	158864	159129	+	0	NA	Intergenic	Intergenic	-7862	ID=HMEL007986g1.t1-E1;Parent=HMEL007986g1.t1								
468	Hmel206012	239308	239951	+	0	NA	Intergenic	Intergenic	-10594	ID=HMEL037101g1.t1-E1;Parent=HMEL037101g1.t1								
1285	Hmel215006	665198	666392	+	0	NA	TTS (ID=HMEL032669g1.t1-E1;Parent=HMEL032669g1.t1)	-TTS (ID=HMEL032669g1.t1-E1;Parent=HMEL032669g1.t1)	120	ID=HMEL032669g1.t1-E1;Parent=HMEL032669g1.t1								
1019	Hmel212013	1683296	1683521	+	0	NA	Intergenic	Intergenic	-12637	ID=HMEL007090g2.t1-E3;Parent=HMEL007090g2.t1								
700	Hmel209007	215056	215633	+	0	NA	Intergenic	Intergenic	1747	ID=HMEL007493g1.t1-E4;Parent=HMEL007493g1.t1								
287	Hmel204017	68373	68949	+	0	NA	Intergenic	Intergenic	6926	ID=HMEL036414g1.t1-E1;Parent=HMEL036414g1.t1								
475	Hmel206012	832920	833294	+	0	NA	Intergenic	Intergenic	-5507	ID=HMEL037122g1.t1-E1;Parent=HMEL037122g1.t1								
78	Hmel201009	5319026	5319406	+	0	NA	Intergenic	Intergenic	-14907	ID=HMEL011650g1.t1-E1;Parent=HMEL011650g1.t1								
1380	Hmel216010	17602	18005	+	0	NA	Intergenic	Intergenic	-8913	ID=HMEL033521g1.t1-E1;Parent=HMEL033521g1.t1								
990	Hmel212011	448946	449102	+	0	NA	Intergenic	Intergenic	-4946	ID=HMEL012707g1.t1-E1;Parent=HMEL012707g1.t1								
413	Hmel205022	651686	652070	+	0	NA	Intergenic	Intergenic	2200	ID=HMEL013788g1.t1-E8;Parent=HMEL013788g1.t1								
294	Hmel204017	1494099	1494813	+	0	NA	promoter-TSS (ID=HMEL007430g1.t1-E8;Parent=HMEL007430g1.t1)	-promoter-TSS (ID=HMEL007430g1.t1-E8;Parent=HMEL007430g1.t1)	-431	ID=HMEL007430g1.t1-E8;Parent=HMEL007430g1.t1								
1614	Hmel219003	1791544	1792050	+	0	NA	Intergenic	Intergenic	-1014	ID=HMEL010658g1.t1-E2;Parent=HMEL010658g1.t1								
1442	Hmel217004	110969	111208	+	0	NA	promoter-TSS (ID=HMEL033767g1.t1-E1;Parent=HMEL033767g1.t1)	-promoter-TSS (ID=HMEL033767g1.t1-E1;Parent=HMEL033767g1.t1)	-494	ID=HMEL033767g1.t1-E1;Parent=HMEL033767g1.t1								
932	Hmel212001	1694768	1695066	+	0	NA	Intergenic	Intergenic	-23763	ID=HMEL007967g1.t1-E1;Parent=HMEL007967g1.t1								
764	Hmel210004	1514245	1514967	+	0	NA	Intergenic	Intergenic	6734	ID=HMEL002880g1.t1-E4;Parent=HMEL002880g1.t1								
349	Hmel205005	713435	713569	+	0	NA	Intergenic	Intergenic	-13055	ID=HMEL016273g1.t3-E1;Parent=HMEL016273g1.t3								
1743	Hmel220003	1203935	1204359	+	0	NA	Intergenic	Intergenic	-32355	ID=HMEL017016g1.t1-E1;Parent=HMEL017016g1.t1								
1549	Hmel218018	443759	444077	+	0	NA	Intergenic	Intergenic	43223	ID=HMEL017487-RA-E1;Parent=HMEL017487-RA								
1525	Hmel218005	509784	509968	+	0	NA	TTS (ID=HMEL034258g1.t1-E5;Parent=HMEL034258g1.t1)	-TTS (ID=HMEL034258g1.t1-E5;Parent=HMEL034258g1.t1)	832	ID=HMEL034258g1.t1-E5;Parent=HMEL034258g1.t1								
515	Hmel207002	2457866	2458059	+	0	NA	TTS (ID=HMEL037403g1.t1-E1;Parent=HMEL037403g1.t1)	-TTS (ID=HMEL037403g1.t1-E1;Parent=HMEL037403g1.t1)	827	ID=HMEL037403g1.t1-E2;Parent=HMEL037403g1.t1								
1242	Hmel214020	46741	47155	+	0	NA	Intergenic	Intergenic	-11703	ID=HMEL032474g1.t1-E1;Parent=HMEL032474g1.t1								
1208	Hmel214008	660433	661325	+	0	NA	Intergenic	Intergenic	25607	ID=HMEL032319g1.t1-E4;Parent=HMEL032319g1.t1								
1107	Hmel213039	60448	60835	+	0	NA	Intergenic	Intergenic	-8664	ID=HMEL032022g1.t1-E1;Parent=HMEL032022g1.t1								
138	Hmel202006	3592807	3593025	+	0	NA	Intergenic	Intergenic	8757	ID=HMEL033346g1.t1-E1;Parent=HMEL033346g1.t1								
1874	Hmel208004	2783	3042	+	0	NA	Intergenic	Intergenic	-1316	ID=HMEL037809g1.t1-E1;Parent=HMEL037809g1.t1								
1383	Hmel216011	714529	714704	+	0	NA	Intergenic	Intergenic	-4432	ID=HMEL011150g1.t1-E1;Parent=HMEL011150g1.t1								
